"id","grade","semester","topicId","unitTitle","type","difficulty","verdict","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","answerCheckZhHans","recommendedActionZhHans","confidence","promptZhHans"
"hjb-junior-ds-v2-s3-111","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Challenge","pass","none","","","16.8米","16.8米","标准答案正确，解析推导无误，acceptedAnswers覆盖标准答案。","无需修改；保留进入人工抽样复核。","high","某数学兴趣小组测量学校旗杆的高度。在旗杆底部正东方向24米处的地面上取一点A，用测角仪测得旗杆顶端M的仰角为35°；在旗杆底部正东方向8米处的地面上取一点B，测得旗杆顶端M的仰角为55°。测角仪高度忽略不计，A、B与旗杆底部O在同一直线上，且旗杆垂直于地面。求旗杆的高度（精确到0.1米）。参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700；sin55°≈0.819，cos55°≈0.574，tan55°≈1.428。"
"hjb-junior-ds-v2-s3-112","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Foundation","pass","none","","","12/13","12/13","标准答案正确，解析推导无误，选项唯一正确。","无需修改；保留进入人工抽样复核。","high","某校数学兴趣小组测量校园内旗杆的高度。旗杆垂直于地面，底部为点D。他们在点D正东方向24米处的地面点A测得旗杆顶端C的仰角为45°，然后从点A向正北方向移动10米到达点B，在点B测得旗杆顶端C的仰角为θ。点A、B、D在同一水平面内。求tanθ的值。"
"hjb-junior-ds-v2-s3-113","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Core","pass","none","","","8.4米","8.4米","标准答案8.4米与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","小明站在离旗杆底部B点12米远的A点处，用测角仪测得旗杆顶端C点的仰角为30°。已知测角仪的高度AD为1.5米，求旗杆的高度BC。（结果精确到0.1米，参考数据：√3≈1.732）"
"hjb-junior-ds-v2-s3-114","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Exam","pass","none","","","10(√3+1)米","10(√3+1)米","标准答案10(√3+1)米与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","某数学兴趣小组测量校园内一棵大树的高度。他们在点A处测得树顶D的仰角为30°，然后向树的方向水平前进20米到达点B，在点B处测得树顶D的仰角为45°。已知测角仪的高度忽略不计，点A、B和树底C在同一水平线上，且点C在AB的延长线上。求大树的高度CD。（结果保留根号）"
"hjb-junior-ds-v2-s3-115","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Challenge","pass","none","","","15.5米","B. 15.5米","标准答案B. 15.5米与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","某校数学兴趣小组测量校园内一棵大树的高度。他们在与大树底部D相距20米的C处，用测角仪测得大树顶端A的仰角为35°。已知测角仪的高度CE为1.5米，点C、D在同一水平线上，且大树与地面垂直。求大树的高度AB（精确到0.1米）。参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700。"
"hjb-junior-ds-v2-s3-116","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Foundation","pass","none","","","0.6","0.6","标准答案0.6与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在直角三角形ABC中，∠C=90°，AB=10，BC=6。求sinA的值。"
"hjb-junior-ds-v2-s3-117","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Core","pass","none","","","10(√3+1)米","10(√3+1)米","标准答案10(√3+1)米与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","小明在点A处测得一棵树顶端C的仰角为30°，他向树的方向水平前进20米到达点B，此时测得树顶端C的仰角为45°。已知小明的身高忽略不计，点A、B和树底D在同一水平线上。求树的高度CD（结果保留根号）。"
"hjb-junior-ds-v2-s3-118","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Exam","pass","none","","","sinA=cosB","sinA=cosB","标准答案sinA=cosB与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，下列等式中一定成立的是（ ）"
"hjb-junior-ds-v2-s3-119","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Challenge","pass","none","","","24/25","24/25","标准答案24/25与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在△ABC中，AB=AC=5，BC=6。将△ABC绕点A旋转，使点B落在点C的位置，点C落在点B'的位置。求sin∠BAB'的值。"
"hjb-junior-ds-v2-s3-120","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Foundation","pass","none","","","1","1","标准答案1与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，tanA=2，AB=√5。求△ABC的面积。"
"hjb-junior-ds-v2-s3-121","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Core","pass","none","","","5/12","5/12","标准答案 5/12 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在直角三角形ABC中，∠C=90°，AB=13，AC=5。求tanB的值。"
"hjb-junior-ds-v2-s3-122","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Exam","pass","none","","","10","10","标准答案 10 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，BC=8，sinA=4/5。求AB的长。"
"hjb-junior-ds-v2-s3-123","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Challenge","pass","none","","","54.6","54.6","标准答案 54.6 与独立计算结果一致，acceptedAnswers 覆盖了带单位和不带单位的情况。","无需修改；保留进入人工抽样复核。","high","小明在点A处测得一栋楼顶部C的仰角为30°，他向楼方向前进40米到达点B，此时测得仰角为45°。已知测角仪高度忽略不计，点A、B和楼底部D在同一直线上。求楼高CD（精确到0.1米，√3≈1.732）。"
"hjb-junior-ds-v2-s3-124","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Foundation","pass","none","","","sinA=3/5","sinA=3/5","标准答案 sinA=3/5 正确，其他选项均错误，且选项互异。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，AB=5，BC=3。下列等式正确的是（ ）。"
"hjb-junior-ds-v2-s3-125","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Core","pass","none","","","60","60","标准答案 60 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，cosA=5/13，AC=10。求△ABC的周长。"
"hjb-junior-ds-v2-s3-126","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Exam","needs-review","P1","wrong-answer","标准答案为 9.9米，但独立计算得 9.9米 需使用 tan35°≈0.7002，而常见近似 tan35°≈0.7002 或 0.700，若用 tan35°≈0.700 则 h=8.4，总高 9.9米；但若用更精确值 tan35°≈0.7002075，则 h≈8.40249，总高≈9.90249，四舍五入为 9.9米。然而，题目未提供 tan35° 的值，学生可能使用不同近似导致结果略有差异。但标准答案 9.9米 在合理近似下正确。然而，解析中 h=12×tan35°≈12×0.7002≈8.4024，总高 9.9024≈9.9，但若学生使用 tan35°=0.7 则得 9.9，若使用 0.7002 也得 9.9，所以答案一致。但需确认 acceptedAnswers 中的 '约9.9米' 是否合适，因为题目要求精确到0.1米，答案应为 9.9米，而非约9.9米。但这不是严重问题。主要问题：解析中未明确给出 tan35° 的取值，但答案正确。然而，我怀疑标准答案可能错误：若 tan35° 取 0.7002，则 12*0.7002=8.4024，加1.5得9.9024，四舍五入为9.9，正确。但有些教材可能用 tan35°=0.700，得8.4+1.5=9.9，也正确。所以答案无误。但 acceptedAnswers 包含 '约9.9米'，可能不精确，但可接受。无严重问题。但为了严谨，检查解析：解析说 h=12×tan35°≈12×0.7002≈8.4024米，总高=8.4024+1.5=9.9024≈9.9米。这正确。所以 verdict 应为 pass。但之前我标记 needs-review，因为担心 tan35° 取值，但实际没问题。重新考虑：题目未给 tan35° 值，学生需查表或记忆，但常见值 tan35°≈0.7002，答案 9.9 正确。所以应 pass。","9.9米","9.9米","标准答案 9.9米 与独立计算结果一致。","无需修改。","high","小明在测量学校旗杆的高度。他在离旗杆底部水平距离12米处，测得旗杆顶端的仰角为35°。已知小明的眼睛离地面1.5米，求旗杆的高度（精确到0.1米）。"
"hjb-junior-ds-v2-s3-127","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Challenge","pass","none","","","3/5","3/5","标准答案 3/5 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，AB=10，BC=6。下列哪个选项正确表示了sinA的值？"
"hjb-junior-ds-v2-s3-128","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Foundation","pass","none","","","12/5","12/5","标准答案 12/5 与独立计算结果一致，acceptedAnswers 包含分数和小数形式。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，AC=5，BC=12，则tanA=______。"
"hjb-junior-ds-v2-s3-129","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Core","pass","none","","","8","8","标准答案8正确，解析正确。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，∠A=30°，BC=4。求AB的长。"
"hjb-junior-ds-v2-s3-130","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Exam","pass","none","","","7.7米","7.7米","标准答案7.7米正确，解析正确。","无需修改；保留进入人工抽样复核。","high","一架梯子斜靠在墙上，梯子底端离墙脚2米，梯子与地面的夹角为75°。梯子的长度约为多少米？（sin75°≈0.97，cos75°≈0.26，tan75°≈3.73）"
"hjb-junior-ds-v2-s3-131","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Challenge","pass","none","","","17.9米","17.9","标准答案17.9正确，解析正确。","无需修改；保留进入人工抽样复核。","high","某数学兴趣小组测量校园内一棵大树的高度。他们在大树前方平地上一处点A测得树顶的仰角为30°，然后沿直线向大树方向前进12米到达点B，在点B测得树顶的仰角为45°。已知测角仪的高度为1.5米，点A、点B与大树底部中心在同一竖直平面内，且点A、点B与大树底部中心在同一直线上。求大树的高度（精确到0.1米）。"
"hjb-junior-ds-v2-s3-132","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Foundation","needs-review","P1","wrong-answer | explanation-mismatch","标准答案10.0米与解析计算不符。解析中tan35°≈0.7002，计算得h≈10.0米，但实际tan35°≈0.7002时，12×0.7002=8.4024，加1.6得10.0024，四舍五入为10.0米，但通常tan35°≈0.7002是近似值，若用更精确值tan35°≈0.7002075，则12×0.7002075=8.40249，加1.6=10.00249，四舍五入为10.0米。但题目未提供tan35°的值，解析中直接使用0.7002，而常见近似为0.70，若用0.70则得10.0米，但解析中写的是0.7002，导致结果10.0024，四舍五入为10.0米，但严格来说10.0024精确到0.1米是10.0米，但解析中写“h ≈ 10.0米”是正确的。然而，题目未给出tan35°的值，学生需自行查表或使用计算器，但题目未说明参考数据，可能导致答案不唯一。此外，标准答案“10.0米”与解析一致，但解析中使用了tan35°≈0.7002，而题目未提供此值，属于缺失条件。","无法确定，因为未提供tan35°的值。","10.0米","标准答案10.0米在给定tan35°≈0.70时正确，但题目未提供参考数据，解析中使用了0.7002，与常见近似0.70不同，可能导致学生困惑。","建议在题目中补充参考数据，如tan35°≈0.70，或明确允许使用计算器。","medium","小明在测量学校旗杆的高度时，采用了如下方法：他站在离旗杆底部水平距离12米的地面上，用测角仪测得旗杆顶端的仰角为35°。已知小明的眼睛离地面的高度为1.6米，测角仪的高度忽略不计。求旗杆的高度（结果精确到0.1米）。"
"hjb-junior-ds-v2-s3-133","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Core","pass","none","","","9.9米","9.9米","标准答案9.9米正确，解析正确。","无需修改；保留进入人工抽样复核。","high","某数学兴趣小组测量学校旗杆的高度。已知旗杆垂直于地面，在距离旗杆底部12米处，用测角仪测得旗杆顶端的仰角为35°。测角仪的高度为1.5米。求旗杆的高度（精确到0.1米）。参考数据：sin35°≈0.57，cos35°≈0.82，tan35°≈0.70。"
"hjb-junior-ds-v2-s3-134","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Exam","pass","none","","","10(√3+1)米","10(√3+1)米","标准答案10(√3+1)米正确，解析正确。","无需修改；保留进入人工抽样复核。","high","某校数学兴趣小组测量校园内一棵大树的高度。他们在点A处测得大树顶端C的仰角为30°，然后向大树方向前进20米到达点B，在点B处测得大树顶端C的仰角为45°。已知点A、点B与大树底部D在同一直线上，且AD⊥CD。求大树的高度CD。（结果保留根号）"
"hjb-junior-ds-v2-s3-135","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Challenge","pass","none","","","6(√3+1)米","6(√3+1)米","标准答案6(√3+1)米正确，解析正确。","无需修改；保留进入人工抽样复核。","high","某数学兴趣小组测量学校旗杆的高度。他们在旗杆正前方水平地面上选择一点A，测得旗杆顶端C的仰角为30°；然后向旗杆方向前进12米到达点B，再次测得旗杆顶端C的仰角为45°。已知点A、点B与旗杆底部D在同一直线上，且AD垂直于地面，测量仪器的高度忽略不计。求旗杆CD的高度（结果保留根号）。"
"hjb-junior-ds-v2-s3-136","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Foundation","pass","none","","","8.5米","8.5米","标准答案8.5米正确，解析正确。","无需修改；保留进入人工抽样复核。","high","小明测量学校旗杆的高度。他站在离旗杆底部12米处，测得旗杆顶端的仰角为30°。已知小明的眼睛离地面1.6米，则旗杆的高度约为多少米？（参考数据：√3 ≈ 1.732，结果精确到0.1米）"
"hjb-junior-ds-v2-s3-137","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Core","pass","none","","","10.0米","10.0米","标准答案10.0米与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在测量学校旗杆高度的活动中，小杰站在离旗杆底部B点水平距离12米的C点，用测角仪测得旗杆顶端A点的仰角为35°。已知测角仪的高度CD为1.6米，且点D、C、B在同一水平线上，点A、B、C在同一竖直平面内。求旗杆AB的高度。（结果精确到0.1米，参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700）"
"hjb-junior-ds-v2-s3-138","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Exam","needs-review","P1","wrong-answer | explanation-mismatch","标准答案为12.0，但独立计算得12.0米，解析中CD=CF+FD=10.5+1.5=12.0米，答案应为12.0米而非12.0。但答案字段为12.0，缺少单位，且acceptedAnswers仅含12.0，未覆盖带单位的答案。解析与答案数值一致，但答案格式不完整。","12.0米","12.0","标准答案12.0与独立计算结果12.0米数值一致，但缺少单位，且acceptedAnswers未包含带单位的答案。","将答案改为12.0米，acceptedAnswers增加12.0米、12.0、12米等。","high","某校数学兴趣小组测量校园内一棵大树的高度。他们在与大树底部D相距15米的地面点A处，用测角仪测得大树顶端C的仰角为35°。已知测角仪的高度AE为1.5米，点A、D在同一水平线上，大树与地面垂直。求大树的高度CD。（结果精确到0.1米，参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700）"
"hjb-junior-ds-v2-s3-139","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Challenge","needs-review","P1","wrong-answer | explanation-mismatch | ambiguous-prompt","题干中A、B均在O正东方向，且A、B、O在同一直线上，但OA=24米，OB=8米，则AB=16米，但未说明B在O与A之间还是O在B与A之间。若B在O与A之间，则OA=24，OB=8，AB=16；若O在B与A之间，则OA=24，OB=8，AB=32。两种情形下旗杆高度不同。解析中直接使用tan35°=h/24和tan55°=h/8，但未说明为何两个方程联立，且两个方程分别给出h≈16.8和h≈11.424，矛盾，解析称取平均约14.1，但最终答案13.4米，逻辑混乱。独立计算：若B在O与A之间，设OM=h，则tan35°=h/(OB+BA)=h/24，tan55°=h/OB=h/8，得h=24tan35°≈16.8，h=8tan55°≈11.424，矛盾，无解。若O在B与A之间，则OA=24，OB=8，AB=32，tan35°=h/24，tan55°=h/8，同样矛盾。因此题干条件矛盾，无法求解。","无法确定，条件矛盾。","13.4米","标准答案13.4米无法从给定条件合理推出，解析过程错误。","修改题干，明确A、B、O的位置关系，或调整数据使两个仰角对应的方程一致。","high","某数学兴趣小组测量学校旗杆的高度。他们在旗杆底部O正东方向24米的地面点A处，测得旗杆顶端M的仰角为35°；在旗杆底部O正东方向8米的地面点B处，测得旗杆顶端M的仰角为55°。测角仪高度忽略不计，A、B、O在同一直线上，旗杆垂直于地面。求旗杆的高度最接近下列哪个值？（参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700；sin55°≈0.819，cos55°≈0.574，tan55°≈1.428）"
"hjb-junior-ds-v2-s3-140","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Foundation","pass","none","","","10.0米","10.0米","标准答案10.0米与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","小明测量学校旗杆的高度。他站在离旗杆底部12米的地面上，测得旗杆顶端的仰角为35°。已知小明的眼睛离地面1.6米，求旗杆的高度（精确到0.1米）。参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700。"
"hjb-junior-ds-v2-s3-141","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Core","pass","none","","","6","6","标准答案6与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，AB=10，sinA=0.6。求BC的长。"
"hjb-junior-ds-v2-s3-142","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Exam","pass","none","","","3/4","3/4","标准答案3/4与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，AC=8，BC=6，则tanA的值为（ ）"
"hjb-junior-ds-v2-s3-143","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Challenge","pass","none","","","6","6","标准答案6与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，∠A=30°，AB=12，则BC=______。"
"hjb-junior-ds-v2-s3-144","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Foundation","pass","none","","","12/13","12/13","标准答案12/13与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，BC=5，AC=12，求sinB的值。"
"hjb-junior-ds-v2-s3-145","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Core","pass","none","","","4/5","4/5","标准答案为4/5，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，AB=5，BC=3，则cosA的值为（ ）"
"hjb-junior-ds-v2-s3-146","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Exam","pass","none","","","8.5","8.5","标准答案为8.5，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","小明在测量学校旗杆的高度时，采用如下方法：在离旗杆底部10米的地面上放置一个测角仪，测得旗杆顶端的仰角为35°。已知测角仪的高度为1.5米，求旗杆的高度。（结果精确到0.1米，参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700）"
"hjb-junior-ds-v2-s3-147","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Challenge","pass","none","","","30.4海里","30.4海里","标准答案为30.4海里，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","一艘船从港口A向北偏东30°方向航行20海里到达B，然后转向正东方向航行15海里到达C。求港口A到C的直线距离（精确到0.1海里，√3≈1.732）。"
"hjb-junior-ds-v2-s3-148","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Foundation","pass","none","","","5/13","5/13","标准答案为5/13，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，AC=12，BC=5，则cosB的值为（ ）。"
"hjb-junior-ds-v2-s3-149","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Core","pass","none","","","6.43","6.43","标准答案为6.43，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，∠A=40°，AB=10。求BC的长（精确到0.01，sin40°≈0.643，cos40°≈0.766，tan40°≈0.839）。"
"hjb-junior-ds-v2-s3-150","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Exam","pass","none","","","473米","473米","标准答案为473米，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","从地面点P观测山顶M的仰角为45°，向山脚方向前进200米到达点Q，此时观测山顶M的仰角为60°。若点P、Q和山脚在同一水平线上，求山高（精确到1米，√3≈1.732）。"
"hjb-junior-ds-v2-s3-151","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Challenge","pass","none","","","54.6米","54.6米","标准答案为54.6米，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","某校数学小组测量教学楼高度。在平地上选定一点A，测得教学楼顶端C的仰角为30°；向教学楼方向前进40米到达点B，测得C的仰角为45°。已知点A、B与教学楼底部D在同一直线上，且AD⊥CD。求教学楼的高度CD（精确到0.1米）。"
"hjb-junior-ds-v2-s3-152","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Foundation","pass","none","","","6","6","标准答案为6，与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，AB=10，sinA=3/5，则BC=______。"
"hjb-junior-ds-v2-s3-153","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Core","pass","none","","","6.88","6.88","标准答案 6.88 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，∠A=35°，斜边AB=12。求直角边BC的长（精确到0.01）。"
"hjb-junior-ds-v2-s3-154","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Exam","pass","none","","","5/12","5/12","标准答案 5/12 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，BC=5，AB=13，则tanA的值为（ ）。"
"hjb-junior-ds-v2-s3-155","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Challenge","pass","none","","","10","10","标准答案 10 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，cosA=5/13，AB=26，则AC=______。"
"hjb-junior-ds-v2-s3-156","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Foundation","pass","none","","","5.74","5.74","标准答案 5.74 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在Rt△ABC中，∠C=90°，∠A=35°，斜边AB=10。求直角边BC的长（精确到0.01）。"
"hjb-junior-ds-v2-s3-157","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Core","pass","none","","","AB = 6 / sin 40°","AB = 6 / sin 40°","标准答案 AB = 6 / sin 40° 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在 Rt△ABC 中，∠C = 90°，∠B = 40°，AC = 6。下列哪个式子可以求出斜边 AB 的长？"
"hjb-junior-ds-v2-s3-158","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Exam","pass","none","","","10","10","标准答案 10 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在 Rt△ABC 中，∠C = 90°，tan A = 5/12，斜边 AB = 26。则直角边 BC = ______。"
"hjb-junior-ds-v2-s3-159","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Challenge","pass","none","","","12","12","标准答案 12 与独立计算结果一致，acceptedAnswers 覆盖了 12、12米、12 m。","无需修改；保留进入人工抽样复核。","high","某校旗杆在阳光下的影子长为 9 米，同一时刻测得附近一根 2 米长的标杆的影子长为 1.5 米。求旗杆的高度。"
"hjb-junior-ds-v2-s3-160","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Foundation","pass","none","","","3/5","3/5","标准答案 3/5 与独立计算结果一致。","无需修改；保留进入人工抽样复核。","high","在 Rt△ABC 中，∠C = 90°，AB = 5，BC = 3，则 sin A 的值为（ ）"
"hjb-junior-ds-v2-s3-161","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","fill-in","Core","needs-review","P1","wrong-answer","标准答案15.6米与计算不符。计算：h-1.6=20·tan35°≈20×0.7002=14.004，h≈15.604，四舍五入精确到0.1米应为15.6米，但实际tan35°更精确值约为0.7002075，20×0.7002075=14.00415，h=15.60415，四舍五入为15.6米。然而，若使用常见近似tan35°≈0.700，则20×0.700=14.0，h=15.6米，但解析中使用了0.7002，结果仍为15.6米。但题目未提供参考数据，若使用计算器tan35°≈0.7002075，则h≈15.604，四舍五入为15.6米。但若使用更精确值，可能得到15.6米。然而，常见教材中tan35°≈0.7002，结果15.6米。但检查发现，20×0.7002=14.004，h=15.604，四舍五入为15.6米，答案正确。但解析中写“h-1.6=20·tan35°≈20×0.7002=14.004，h≈15.6米”，计算无误。但独立计算：20×tan35°=20×0.7002075=14.00415，h=15.60415≈15.6米。答案正确。但需注意，题目未提供参考数据，学生可能使用不同近似值，但答案15.6米合理。然而，解析中使用了0.7002，但未说明来源，可能引起混淆。但这不是错误。重新检查：题目要求精确到0.1米，计算得15.6米，答案正确。但为何标记为needs-review？因为可能答案有误？再算：20*tan35°=20*0.7002=14.004，加上1.6=15.604，四舍五入15.6。正确。但若使用tan35°=0.7，则20*0.7=14，h=15.6，也正确。所以答案正确。但解析中写“h-1.6=20·tan35°≈20×0.7002=14.004，h≈15.6米”，没问题。但可能有人质疑0.7002的精度，但结果一致。因此，本题可能pass。但作为审核员，需检查是否有其他问题。题干清晰，答案正确，解析正确。但acceptedAnswers包含“15.6米”和“15.6”，覆盖答案。所以应pass。但为何我最初标记needs-review？因为可能误以为答案错误。重新审视：无错误。因此，改为pass。","15.6米","15.6米","标准答案15.6米与独立计算一致。","无需修改。","high","小明站在离旗杆底部20米远的地面上，测得旗杆顶端的仰角为35°。若小明的眼睛离地面1.6米，求旗杆的高度（结果精确到0.1米）。"
"hjb-junior-ds-v2-s3-162","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","short-answer","Exam","pass","none","","","9.9米","9.9米","标准答案9.9米与独立计算一致。","无需修改；保留进入人工抽样复核。","high","某校数学兴趣小组测量校园内旗杆的高度。在距离旗杆底部点B水平距离12米的点A处，用测角仪测得旗杆顶端点C的仰角为35°。已知测角仪的高度AD为1.5米，点A、D、B在同一竖直平面内，且点D、B、C在同一竖直平面内，AB⊥BC。求旗杆的高度BC。（结果精确到0.1米，参考数据：sin35°≈0.57，cos35°≈0.82，tan35°≈0.70）"
"hjb-junior-ds-v2-s3-163","S3","upper","hjb-junior-s3-upper-acute-trigonometry","锐角的三角比","multiple-choice","Challenge","pass","none","","","38.4米","38.4米","标准答案38.4米与独立计算一致。","无需修改；保留进入人工抽样复核。","high","某测量小组在河对岸选定目标点P，在河岸一侧选定点A，使PA与河岸垂直。从点A沿河岸走30米到达点B，测得∠PBA=52°。求河宽PA（精确到0.1米）。参考数据：sin52°≈0.7880，cos52°≈0.6157，tan52°≈1.2799。"
