id,grade,batch,chapter,type,difficulty,severity,issueCodes,cluster,decision,repairType,oldPromptZhHans,newPromptZhHans,oldOptionsZhHans,newOptionsZhHans,oldAnswer,newAnswer,oldAcceptedAnswers,newAcceptedAnswers,oldExplanationZhHans,newExplanationZhHans,adjudicationNotes
hjb-high-ds-v3-s4-093,S4,hjb-v3-remediated,等式与不等式,short-answer,Core,P1,wrong-answer | explanation-mismatch,right-end-constant,fixed,prompt-clarification,V3修复变式0093：解答：解不等式 x+10>12，并写出解集右端常数的值。,V3修复变式0093：解答：解不等式 x+10>12，并写出解集右端常数的值。,,,2,2,2,2,两边同时减去 10，得 x>12-10=2，所以解集右端常数为 2。,两边同时减去 10，得 x>12-10=2，所以解集右端常数为 2。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-095,S4,hjb-v3-remediated,等式与不等式,fill-in,Foundation,P1,wrong-answer | explanation-mismatch,right-end-constant,fixed,prompt-clarification,V3修复变式0095：填空：解不等式 x+3>12，并写出解集右端常数的值。,V3修复变式0095：填空：解不等式 x+3>12，并写出解集右端常数的值。,,,9,9,9,9,两边同时减去 3，得 x>12-3=9，所以解集右端常数为 9。,两边同时减去 3，得 x>12-3=9，所以解集右端常数为 9。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-097,S4,hjb-v3-remediated,等式与不等式,multiple-choice,Core,P1,wrong-answer | explanation-mismatch,right-end-constant,fixed,prompt-clarification,V3修复变式0097：选择：解不等式 x+4>13，并写出解集右端常数的值。,V3修复变式0097：选择：解不等式 x+4>13，并写出解集右端常数的值。,10 | 8 | 9 | 11,10 | 8 | 9 | 11,9,9,9,9,两边同时减去 4，得 x>13-4=9，所以解集右端常数为 9。,两边同时减去 4，得 x>13-4=9，所以解集右端常数为 9。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-099,S4,hjb-v3-remediated,等式与不等式,short-answer,Foundation,P1,wrong-answer | explanation-mismatch,right-end-constant,fixed,prompt-clarification,V3修复变式0099：解答：解不等式 x+6>17，并写出解集右端常数的值。,V3修复变式0099：解答：解不等式 x+6>17，并写出解集右端常数的值。,,,11,11,11,11,两边同时减去 6，得 x>17-6=11，所以解集右端常数为 11。,两边同时减去 6，得 x>17-6=11，所以解集右端常数为 11。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v3-s4-316,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V3修复变式0316：选择：函数 y=5sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0316：选择：函数 y=5sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 3 | 1 | 4,2 | 3 | 1 | 4,2,2,2,2,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-319,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V3修复变式0319：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0319：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+8π/6=π/2+2kπ 时取得，即 x=-5π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=7π/12、19π/12，所以取得最大值 2 次。,最大值在 2x+8π/6=π/2+2kπ 时取得，即 x=-5π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=7π/12、19π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-322,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V3修复变式0322：选择：函数 y=10sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0322：选择：函数 y=10sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。",4 | 2 | 3 | 1,4 | 2 | 3 | 1,2,2,2,2,最大值在 2x+6π/6=π/2+2kπ 时取得，即 x=-π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=3π/4、7π/4，所以取得最大值 2 次。,最大值在 2x+6π/6=π/2+2kπ 时取得，即 x=-π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=3π/4、7π/4，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-325,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V3修复变式0325：选择：函数 y=9sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0325：选择：函数 y=9sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 5 | 3 | 4,2 | 5 | 3 | 4,3,3,3,3,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-328,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V3修复变式0328：选择：函数 y=4sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0328：选择：函数 y=4sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-331,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V3修复变式0331：选择：函数 y=7sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0331：选择：函数 y=7sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。",4 | 2 | 3 | 1,4 | 2 | 3 | 1,2,2,2,2,最大值在 2x+2π/6=π/2+2kπ 时取得，即 x=π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/12、13π/12，所以取得最大值 2 次。,最大值在 2x+2π/6=π/2+2kπ 时取得，即 x=π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/12、13π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-334,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V3修复变式0334：选择：函数 y=10sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0334：选择：函数 y=10sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 4 | 2 | 5,3 | 4 | 2 | 5,3,3,3,3,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-337,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V3修复变式0337：选择：函数 y=2sin(2x+1π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0337：选择：函数 y=2sin(2x+1π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+1π/6=π/2+2kπ 时取得，即 x=π/6+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/6、7π/6，所以取得最大值 2 次。,最大值在 2x+1π/6=π/2+2kπ 时取得，即 x=π/6+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/6、7π/6，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-340,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V3修复变式0340：选择：函数 y=11sin(2x+4π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0340：选择：函数 y=11sin(2x+4π/6)。求它在区间 [0,2π] 内取得最大值的次数。",4 | 2 | 3 | 1,4 | 2 | 3 | 1,2,2,2,2,最大值在 2x+4π/6=π/2+2kπ 时取得，即 x=-π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=11π/12、23π/12，所以取得最大值 2 次。,最大值在 2x+4π/6=π/2+2kπ 时取得，即 x=-π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=11π/12、23π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-343,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0343：选择：函数 y=7sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0343：选择：函数 y=7sin(2x+3π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 5 | 3 | 4,2 | 5 | 3 | 4,3,3,3,3,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,最大值在 2x+3π/6=π/2+2kπ 时取得，即 x=kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1、2，对应 x=0、π、2π，所以取得最大值 3 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-346,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0346：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0346：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+9π/6=π/2+2kπ 时取得，即 x=-π/2+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/2、3π/2，所以取得最大值 2 次。,最大值在 2x+9π/6=π/2+2kπ 时取得，即 x=-π/2+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/2、3π/2，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-349,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0349：选择：函数 y=8sin(2x+13π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0349：选择：函数 y=8sin(2x+13π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 3 | 1 | 4,2 | 3 | 1 | 4,2,2,2,2,最大值在 2x+13π/6=π/2+2kπ 时取得，即 x=-5π/6+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/6、7π/6，所以取得最大值 2 次。,最大值在 2x+13π/6=π/2+2kπ 时取得，即 x=-5π/6+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/6、7π/6，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-352,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0352：选择：函数 y=9sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0352：选择：函数 y=9sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 3 | 1 | 4,2 | 3 | 1 | 4,2,2,2,2,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-355,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0355：选择：函数 y=8sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0355：选择：函数 y=8sin(2x+2π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+2π/6=π/2+2kπ 时取得，即 x=π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/12、13π/12，所以取得最大值 2 次。,最大值在 2x+2π/6=π/2+2kπ 时取得，即 x=π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 0、1，对应 x=π/12、13π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-358,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0358：选择：函数 y=3sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0358：选择：函数 y=3sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。",1 | 4 | 2 | 3,1 | 4 | 2 | 3,2,2,2,2,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-361,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0361：选择：函数 y=12sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0361：选择：函数 y=12sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。",1 | 4 | 2 | 3,1 | 4 | 2 | 3,2,2,2,2,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-364,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0364：选择：函数 y=4sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0364：选择：函数 y=4sin(2x+7π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,最大值在 2x+7π/6=π/2+2kπ 时取得，即 x=-π/3+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=2π/3、5π/3，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-367,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0367：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0367：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 3 | 1 | 4,2 | 3 | 1 | 4,2,2,2,2,最大值在 2x+8π/6=π/2+2kπ 时取得，即 x=-5π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=7π/12、19π/12，所以取得最大值 2 次。,最大值在 2x+8π/6=π/2+2kπ 时取得，即 x=-5π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=7π/12、19π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-370,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0370：选择：函数 y=5sin(2x+12π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0370：选择：函数 y=5sin(2x+12π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 3 | 1 | 4,2 | 3 | 1 | 4,2,2,2,2,最大值在 2x+12π/6=π/2+2kπ 时取得，即 x=-3π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/4、5π/4，所以取得最大值 2 次。,最大值在 2x+12π/6=π/2+2kπ 时取得，即 x=-3π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/4、5π/4，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-373,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0373：选择：函数 y=5sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0373：选择：函数 y=5sin(2x+6π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+6π/6=π/2+2kπ 时取得，即 x=-π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=3π/4、7π/4，所以取得最大值 2 次。,最大值在 2x+6π/6=π/2+2kπ 时取得，即 x=-π/4+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=3π/4、7π/4，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s4-376,S4,hjb-v3-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer | explanation-mismatch,trig-max-count,fixed,explanation-clarification,"V3修复变式0376：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V3修复变式0376：选择：函数 y=9sin(2x+9π/6)。求它在区间 [0,2π] 内取得最大值的次数。",1 | 4 | 2 | 3,1 | 4 | 2 | 3,2,2,2,2,最大值在 2x+9π/6=π/2+2kπ 时取得，即 x=-π/2+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/2、3π/2，所以取得最大值 2 次。,最大值在 2x+9π/6=π/2+2kπ 时取得，即 x=-π/2+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=π/2、3π/2，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v3-s5-127,S5,hjb-v3-remediated,概率初步,multiple-choice,Foundation,P1,wrong-answer,probability,false_positive,no-data-change,V3修复变式0627：选择：袋中有 7 个红球和 17 个蓝球，随机取出 1 个，取到红球的概率是多少？,V3修复变式0627：选择：袋中有 7 个红球和 17 个蓝球，随机取出 1 个，取到红球的概率是多少？,1/3 | 1/4 | 7/25 | 7/24,1/3 | 1/4 | 7/25 | 7/24,7/24,7/24,7/24,7/24,总球数为 24，红球 7 个，所以概率为 7/24=7/24。,总球数为 24，红球 7 个，所以概率为 7/24=7/24。,"Codex S18 reviewed the DeepSeek flag and found the stored answer, options, acceptedAnswers, and explanation already matched the prompt."
hjb-high-ds-v4-s4-051,S4,hjb-v4-remediated,等式与不等式,short-answer,Foundation,P1,wrong-answer,right-end-constant,fixed,prompt-clarification,V4修复变式0051：解答：解不等式 x+4>8，并写出解集右端常数的值。,V4修复变式0051：解答：解不等式 x+4>8，并写出解集右端常数的值。,,,4,4,4,4,两边同时减去 4，得 x>8-4=4，所以解集右端常数为 4。,两边同时减去 4，得 x>8-4=4，所以解集右端常数为 4。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v4-s4-053,S4,hjb-v4-remediated,等式与不等式,fill-in,Core,P1,ambiguous-prompt,right-end-constant,fixed,prompt-clarification,V4修复变式0053：填空：解不等式 x+5>17，并写出解集右端常数的值。,V4修复变式0053：填空：解不等式 x+5>17，并写出解集右端常数的值。,,,12,12,12,12,两边同时减去 5，得 x>17-5=12，所以解集右端常数为 12。,两边同时减去 5，得 x>17-5=12，所以解集右端常数为 12。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v4-s4-055,S4,hjb-v4-remediated,等式与不等式,multiple-choice,Foundation,P1,ambiguous-prompt,right-end-constant,fixed,prompt-clarification,V4修复变式0055：选择：解不等式 x+12>20，并写出解集右端常数的值。,V4修复变式0055：选择：解不等式 x+12>20，并写出解集右端常数的值。,8 | 9 | 7 | 10,8 | 9 | 7 | 10,8,8,8,8,两边同时减去 12，得 x>20-12=8，所以解集右端常数为 8。,两边同时减去 12，得 x>20-12=8，所以解集右端常数为 8。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v4-s4-057,S4,hjb-v4-remediated,等式与不等式,short-answer,Core,P1,ambiguous-prompt,right-end-constant,fixed,prompt-clarification,V4修复变式0057：解答：解不等式 x+3>9，并写出解集右端常数的值。,V4修复变式0057：解答：解不等式 x+3>9，并写出解集右端常数的值。,,,6,6,6,6,两边同时减去 3，得 x>9-3=6，所以解集右端常数为 6。,两边同时减去 3，得 x>9-3=6，所以解集右端常数为 6。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v4-s4-059,S4,hjb-v4-remediated,等式与不等式,fill-in,Foundation,P1,ambiguous-prompt,right-end-constant,fixed,prompt-clarification,V4修复变式0059：填空：解不等式 x+3>11，并写出解集右端常数的值。,V4修复变式0059：填空：解不等式 x+3>11，并写出解集右端常数的值。,,,8,8,8,8,两边同时减去 3，得 x>11-3=8，所以解集右端常数为 8。,两边同时减去 3，得 x>11-3=8，所以解集右端常数为 8。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v4-s4-061,S4,hjb-v4-remediated,等式与不等式,multiple-choice,Core,P1,wrong-answer,right-end-constant,fixed,prompt-clarification,V4修复变式0061：选择：解不等式 x+3>14，并写出解集右端常数的值。,V4修复变式0061：选择：解不等式 x+3>14，并写出解集右端常数的值。,12 | 10 | 13 | 11,12 | 10 | 13 | 11,11,11,11,11,两边同时减去 3，得 x>14-3=11，所以解集右端常数为 11。,两边同时减去 3，得 x>14-3=11，所以解集右端常数为 11。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v4-s4-081,S4,hjb-v4-remediated,等式与不等式,short-answer,Core,P1,wrong-answer,right-end-constant,fixed,prompt-clarification,V4修复变式0081：解答：解不等式 x+2>12，并写出解集右端常数的值。,V4修复变式0081：解答：解不等式 x+2>12，并写出解集右端常数的值。,,,10,10,10,10,两边同时减去 2，得 x>12-2=10，所以解集右端常数为 10。,两边同时减去 2，得 x>12-2=10，所以解集右端常数为 10。,Already remediated to ask for the right-side constant after solving the inequality.
hjb-high-ds-v4-s4-316,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0316：选择：函数 y=5sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0316：选择：函数 y=5sin(2x+10π/6)。求它在区间 [0,2π] 内取得最大值的次数。",2 | 3 | 1 | 4,2 | 3 | 1 | 4,2,2,2,2,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,最大值在 2x+10π/6=π/2+2kπ 时取得，即 x=-7π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=5π/12、17π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
hjb-high-ds-v4-s4-319,S4,hjb-v4-remediated,三角函数,multiple-choice,Challenge,P1,wrong-answer,trig-max-count,fixed,explanation-clarification,"V4修复变式0319：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。","V4修复变式0319：选择：函数 y=7sin(2x+8π/6)。求它在区间 [0,2π] 内取得最大值的次数。",3 | 1 | 4 | 2,3 | 1 | 4 | 2,2,2,2,2,最大值在 2x+8π/6=π/2+2kπ 时取得，即 x=-5π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=7π/12、19π/12，所以取得最大值 2 次。,最大值在 2x+8π/6=π/2+2kπ 时取得，即 x=-5π/12+kπ。限制 0≤x≤2π，符合条件的整数 k 为 1、2，对应 x=7π/12、19π/12，所以取得最大值 2 次。,"Recomputed maximum-count condition on [0,2π] and made the endpoint/integer-k count explicit."
