questionId,grade,semester,knowledgePointId,type,difficulty,status,notes
pep-junior-candidate-k09-fi-008,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-009,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-010,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-011,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-012,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-013,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-014,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-015,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-016,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-017,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-018,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-019,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-020,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-021,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-022,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-023,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-024,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-025,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-026,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-fi-027,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,Exam,pass,pass
pep-junior-candidate-k09-sa-001,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-002,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-003,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-004,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Challenge,pass,pass
pep-junior-candidate-k09-sa-005,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-006,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-007,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-008,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Challenge,pass,pass
pep-junior-candidate-k09-sa-009,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-010,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-011,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-012,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Challenge,pass,pass
pep-junior-candidate-k09-sa-013,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-014,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-015,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-016,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Challenge,pass,pass
pep-junior-candidate-k09-sa-017,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-018,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-019,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-020,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Challenge,pass,pass
pep-junior-candidate-k09-sa-021,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-022,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-023,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-024,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Challenge,pass,pass
pep-junior-candidate-k09-sa-025,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-026,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k09-sa-027,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,Exam,pass,pass
pep-junior-candidate-k10-mc-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-002,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-003,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-004,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-005,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-006,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-007,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-008,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-009,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-010,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-011,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-012,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-013,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-014,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-015,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-016,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-017,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-018,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-019,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-020,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-021,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-022,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-023,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-024,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-025,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-026,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-mc-027,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,multiple-choice,Exam,pass,pass
pep-junior-candidate-k10-fi-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-002,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-003,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-004,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-005,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-006,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-007,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-008,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-009,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-010,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-011,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-012,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-013,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-014,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-015,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-016,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-017,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-018,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-019,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-020,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-021,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-022,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-023,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-024,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-025,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-026,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-027,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-fi-028,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,fill-in,Exam,pass,pass
pep-junior-candidate-k10-sa-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-002,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-003,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-004,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Challenge,pass,pass
pep-junior-candidate-k10-sa-005,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-006,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-007,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-008,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Challenge,pass,pass
pep-junior-candidate-k10-sa-009,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-010,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-011,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-012,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Challenge,pass,pass
pep-junior-candidate-k10-sa-013,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-014,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-015,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-016,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Challenge,pass,pass
pep-junior-candidate-k10-sa-017,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-018,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-019,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-020,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Challenge,pass,pass
pep-junior-candidate-k10-sa-021,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-022,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-023,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-024,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Challenge,pass,pass
pep-junior-candidate-k10-sa-025,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-026,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k10-sa-027,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,short-answer,Exam,pass,pass
pep-junior-candidate-k11-mc-001,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-002,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-003,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-004,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-005,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-006,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-007,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-008,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-009,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-010,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-011,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-012,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-013,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-014,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-015,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-016,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-017,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-018,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-019,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-020,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-021,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-022,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-023,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-024,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-025,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-026,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-mc-027,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,multiple-choice,Exam,pass,pass
pep-junior-candidate-k11-fi-001,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-002,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-003,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-004,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-005,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-006,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-007,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-008,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-009,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-010,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-011,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-012,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-013,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-014,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-015,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-016,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-017,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-018,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-019,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-020,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-021,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-022,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-023,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-024,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-025,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-026,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-fi-027,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,fill-in,Exam,pass,pass
pep-junior-candidate-k11-sa-001,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-002,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-003,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-004,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Challenge,pass,pass
pep-junior-candidate-k11-sa-005,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-006,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-007,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-008,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Challenge,pass,pass
pep-junior-candidate-k11-sa-009,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-010,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-011,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-012,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Challenge,pass,pass
pep-junior-candidate-k11-sa-013,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-014,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-015,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-016,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Challenge,pass,pass
pep-junior-candidate-k11-sa-017,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-018,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-019,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-020,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Challenge,pass,pass
pep-junior-candidate-k11-sa-021,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-022,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-023,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-024,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Challenge,pass,pass
pep-junior-candidate-k11-sa-025,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-026,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-027,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Exam,pass,pass
pep-junior-candidate-k11-sa-028,S3,lower,pep-junior-s3-lower-inverse-similarity-trigonometry,short-answer,Challenge,pass,pass
