questionId,grade,semester,knowledgePointId,type,storedAnswer,acceptedAnswers,computedAnswer,status,severity,notes
pep-junior-candidate-k07-sa-007,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,9，x≠-2,"9，x≠-2 | 9,x≠-2 | 9且x≠-2 | 9，x不能等于-2",9，x≠-2,pass,none,OK
pep-junior-candidate-k07-sa-008,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,2，x≠-5,"2，x≠-5 | 2,x≠-5 | 2且x≠-5 | 2，x不能等于-5",2，x≠-5,pass,none,OK
pep-junior-candidate-k07-sa-009,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,3，x≠-1,"3，x≠-1 | 3,x≠-1 | 3且x≠-1 | 3，x不能等于-1",3，x≠-1,pass,none,OK
pep-junior-candidate-k07-sa-010,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,4，x≠-4,"4，x≠-4 | 4,x≠-4 | 4且x≠-4 | 4，x不能等于-4",4，x≠-4,pass,none,OK
pep-junior-candidate-k07-sa-011,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,5，x≠-7,"5，x≠-7 | 5,x≠-7 | 5且x≠-7 | 5，x不能等于-7",5，x≠-7,pass,none,OK
pep-junior-candidate-k07-sa-012,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,6，x≠-3,"6，x≠-3 | 6,x≠-3 | 6且x≠-3 | 6，x不能等于-3",6，x≠-3,pass,none,OK
pep-junior-candidate-k07-sa-013,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,7，x≠-6,"7，x≠-6 | 7,x≠-6 | 7且x≠-6 | 7，x不能等于-6",7，x≠-6,pass,none,OK
pep-junior-candidate-k07-sa-014,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,8，x≠-2,"8，x≠-2 | 8,x≠-2 | 8且x≠-2 | 8，x不能等于-2",8，x≠-2,pass,none,OK
pep-junior-candidate-k07-sa-015,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,9，x≠-5,"9，x≠-5 | 9,x≠-5 | 9且x≠-5 | 9，x不能等于-5",9，x≠-5,pass,none,OK
pep-junior-candidate-k07-sa-016,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,2，x≠-1,"2，x≠-1 | 2,x≠-1 | 2且x≠-1 | 2，x不能等于-1",2，x≠-1,pass,none,OK
pep-junior-candidate-k07-sa-017,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,3，x≠-4,"3，x≠-4 | 3,x≠-4 | 3且x≠-4 | 3，x不能等于-4",3，x≠-4,pass,none,OK
pep-junior-candidate-k07-sa-018,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,4，x≠-7,"4，x≠-7 | 4,x≠-7 | 4且x≠-7 | 4，x不能等于-7",4，x≠-7,pass,none,OK
pep-junior-candidate-k07-sa-019,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,5，x≠-3,"5，x≠-3 | 5,x≠-3 | 5且x≠-3 | 5，x不能等于-3",5，x≠-3,pass,none,OK
pep-junior-candidate-k07-sa-020,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,6，x≠-6,"6，x≠-6 | 6,x≠-6 | 6且x≠-6 | 6，x不能等于-6",6，x≠-6,pass,none,OK
pep-junior-candidate-k07-sa-021,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,7，x≠-2,"7，x≠-2 | 7,x≠-2 | 7且x≠-2 | 7，x不能等于-2",7，x≠-2,pass,none,OK
pep-junior-candidate-k07-sa-022,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,8，x≠-5,"8，x≠-5 | 8,x≠-5 | 8且x≠-5 | 8，x不能等于-5",8，x≠-5,pass,none,OK
pep-junior-candidate-k07-sa-023,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,9，x≠-1,"9，x≠-1 | 9,x≠-1 | 9且x≠-1 | 9，x不能等于-1",9，x≠-1,pass,none,OK
pep-junior-candidate-k07-sa-024,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,2，x≠-4,"2，x≠-4 | 2,x≠-4 | 2且x≠-4 | 2，x不能等于-4",2，x≠-4,pass,none,OK
pep-junior-candidate-k07-sa-025,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,3，x≠-7,"3，x≠-7 | 3,x≠-7 | 3且x≠-7 | 3，x不能等于-7",3，x≠-7,pass,none,OK
pep-junior-candidate-k07-sa-026,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,4，x≠-3,"4，x≠-3 | 4,x≠-3 | 4且x≠-3 | 4，x不能等于-3",4，x≠-3,pass,none,OK
pep-junior-candidate-k07-sa-027,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,5，x≠-6,"5，x≠-6 | 5,x≠-6 | 5且x≠-6 | 5，x不能等于-6",5，x≠-6,pass,none,OK
pep-junior-candidate-k07-sa-028,S2,upper,pep-junior-s2-upper-polynomials-fractions,short-answer,6，x≠-2,"6，x≠-2 | 6,x≠-2 | 6且x≠-2 | 6，x不能等于-2",6，x≠-2,pass,none,OK
pep-junior-candidate-k08-mc-001,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,3√3,3√3,3√3,pass,none,OK
pep-junior-candidate-k08-mc-002,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,4√5,4√5,4√5,pass,none,OK
pep-junior-candidate-k08-mc-003,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,5√6,5√6,5√6,pass,none,OK
pep-junior-candidate-k08-mc-004,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,6√7,6√7,6√7,pass,none,OK
pep-junior-candidate-k08-mc-005,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,7√2,7√2,7√2,pass,none,OK
pep-junior-candidate-k08-mc-006,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,8√3,8√3,8√3,pass,none,OK
pep-junior-candidate-k08-mc-007,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,2√5,2√5,2√5,pass,none,OK
pep-junior-candidate-k08-mc-008,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,3√6,3√6,3√6,pass,none,OK
pep-junior-candidate-k08-mc-009,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,4√7,4√7,4√7,pass,none,OK
pep-junior-candidate-k08-mc-010,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,5√2,5√2,5√2,pass,none,OK
pep-junior-candidate-k08-mc-011,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,6√3,6√3,6√3,pass,none,OK
pep-junior-candidate-k08-mc-012,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,7√5,7√5,7√5,pass,none,OK
pep-junior-candidate-k08-mc-013,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,8√6,8√6,8√6,pass,none,OK
pep-junior-candidate-k08-mc-014,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,2√7,2√7,2√7,pass,none,OK
pep-junior-candidate-k08-mc-015,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,3√2,3√2,3√2,pass,none,OK
pep-junior-candidate-k08-mc-016,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,4√3,4√3,4√3,pass,none,OK
pep-junior-candidate-k08-mc-017,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,5√5,5√5,5√5,pass,none,OK
pep-junior-candidate-k08-mc-018,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,6√6,6√6,6√6,pass,none,OK
pep-junior-candidate-k08-mc-019,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,7√7,7√7,7√7,pass,none,OK
pep-junior-candidate-k08-mc-020,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,8√2,8√2,8√2,pass,none,OK
pep-junior-candidate-k08-mc-021,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,2√3,2√3,2√3,pass,none,OK
pep-junior-candidate-k08-mc-022,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,3√5,3√5,3√5,pass,none,OK
pep-junior-candidate-k08-mc-023,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,4√6,4√6,4√6,pass,none,OK
pep-junior-candidate-k08-mc-024,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,5√7,5√7,5√7,pass,none,OK
pep-junior-candidate-k08-mc-025,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,6√2,6√2,6√2,pass,none,OK
pep-junior-candidate-k08-mc-026,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,7√3,7√3,7√3,pass,none,OK
pep-junior-candidate-k08-mc-027,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,multiple-choice,8√5,8√5,8√5,pass,none,OK
pep-junior-candidate-k08-fi-001,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,52厘米,52厘米 | 52,52厘米,pass,none,OK
pep-junior-candidate-k08-fi-002,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,125厘米,125厘米 | 125,125厘米,pass,none,OK
pep-junior-candidate-k08-fi-003,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,102厘米,102厘米 | 102,102厘米,pass,none,OK
pep-junior-candidate-k08-fi-004,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,287厘米,287厘米 | 287,287厘米,pass,none,OK
pep-junior-candidate-k08-fi-005,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,5厘米,5厘米 | 5,5厘米,pass,none,OK
pep-junior-candidate-k08-fi-006,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,26厘米,26厘米 | 26,26厘米,pass,none,OK
pep-junior-candidate-k08-fi-007,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,75厘米,75厘米 | 75,75厘米,pass,none,OK
pep-junior-candidate-k08-fi-008,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,68厘米,68厘米 | 68,68厘米,pass,none,OK
pep-junior-candidate-k08-fi-009,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,205厘米,205厘米 | 205,205厘米,pass,none,OK
pep-junior-candidate-k08-fi-010,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,30厘米,30厘米 | 30,30厘米,pass,none,OK
pep-junior-candidate-k08-fi-011,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,91厘米,91厘米 | 91,91厘米,pass,none,OK
pep-junior-candidate-k08-fi-012,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,25厘米,25厘米 | 25,25厘米,pass,none,OK
pep-junior-candidate-k08-fi-013,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,34厘米,34厘米 | 34,34厘米,pass,none,OK
pep-junior-candidate-k08-fi-014,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,123厘米,123厘米 | 123,123厘米,pass,none,OK
pep-junior-candidate-k08-fi-015,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,20厘米,20厘米 | 20,20厘米,pass,none,OK
pep-junior-candidate-k08-fi-016,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,65厘米,65厘米 | 65,65厘米,pass,none,OK
pep-junior-candidate-k08-fi-017,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,150厘米,150厘米 | 150,150厘米,pass,none,OK
pep-junior-candidate-k08-fi-018,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,119厘米,119厘米 | 119,119厘米,pass,none,OK
pep-junior-candidate-k08-fi-019,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,41厘米,41厘米 | 41,41厘米,pass,none,OK
pep-junior-candidate-k08-fi-020,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,10厘米,10厘米 | 10,10厘米,pass,none,OK
pep-junior-candidate-k08-fi-021,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,39厘米,39厘米 | 39,39厘米,pass,none,OK
pep-junior-candidate-k08-fi-022,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,100厘米,100厘米 | 100,100厘米,pass,none,OK
pep-junior-candidate-k08-fi-023,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,85厘米,85厘米 | 85,85厘米,pass,none,OK
pep-junior-candidate-k08-fi-024,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,246厘米,246厘米 | 246,246厘米,pass,none,OK
pep-junior-candidate-k08-fi-025,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,35厘米,35厘米 | 35,35厘米,pass,none,OK
pep-junior-candidate-k08-fi-026,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,13厘米,13厘米 | 13,13厘米,pass,none,OK
pep-junior-candidate-k08-fi-027,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,fill-in,50厘米,50厘米 | 50,50厘米,pass,none,OK
pep-junior-candidate-k08-sa-001,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,98厘米,98厘米 | 98,98厘米,pass,none,OK
pep-junior-candidate-k08-sa-002,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,23厘米,23厘米 | 23,23厘米,pass,none,OK
pep-junior-candidate-k08-sa-003,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,114°,114° | 114,114°,pass,none,OK
pep-junior-candidate-k08-sa-004,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,24厘米,24厘米 | 24,24厘米,pass,none,OK
pep-junior-candidate-k08-sa-005,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,33厘米,33厘米 | 33,33厘米,pass,none,OK
pep-junior-candidate-k08-sa-006,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,82厘米,82厘米 | 82,82厘米,pass,none,OK
pep-junior-candidate-k08-sa-007,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,10厘米,10厘米 | 10,10厘米,pass,none,OK
pep-junior-candidate-k08-sa-008,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,79°,79° | 79,79°,pass,none,OK
pep-junior-candidate-k08-sa-009,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,25厘米,25厘米 | 25,25厘米,pass,none,OK
pep-junior-candidate-k08-sa-010,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,38厘米,38厘米 | 38,38厘米,pass,none,OK
pep-junior-candidate-k08-sa-011,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,122厘米,122厘米 | 122,122厘米,pass,none,OK
pep-junior-candidate-k08-sa-012,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,25厘米,25厘米 | 25,25厘米,pass,none,OK
pep-junior-candidate-k08-sa-013,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,134°,134° | 134,134°,pass,none,OK
pep-junior-candidate-k08-sa-014,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,26厘米,26厘米 | 26,26厘米,pass,none,OK
pep-junior-candidate-k08-sa-015,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,6厘米,6厘米 | 6,6厘米,pass,none,OK
pep-junior-candidate-k08-sa-016,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,32厘米,32厘米 | 32,32厘米,pass,none,OK
pep-junior-candidate-k08-sa-017,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,12厘米,12厘米 | 12,12厘米,pass,none,OK
pep-junior-candidate-k08-sa-018,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,99°,99° | 99,99°,pass,none,OK
pep-junior-candidate-k08-sa-019,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,27厘米,27厘米 | 27,27厘米,pass,none,OK
pep-junior-candidate-k08-sa-020,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,11厘米,11厘米 | 11,11厘米,pass,none,OK
pep-junior-candidate-k08-sa-021,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,72厘米,72厘米 | 72,72厘米,pass,none,OK
pep-junior-candidate-k08-sa-022,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,27厘米,27厘米 | 27,27厘米,pass,none,OK
pep-junior-candidate-k08-sa-023,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,64°,64° | 64,64°,pass,none,OK
pep-junior-candidate-k08-sa-024,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,4厘米,4厘米 | 4,4厘米,pass,none,OK
pep-junior-candidate-k08-sa-025,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,16厘米,16厘米 | 16,16厘米,pass,none,OK
pep-junior-candidate-k08-sa-026,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,56厘米,56厘米 | 56,56厘米,pass,none,OK
pep-junior-candidate-k08-sa-027,S2,lower,pep-junior-s2-lower-roots-pythagorean-quadrilaterals,short-answer,14厘米,14厘米 | 14,14厘米,pass,none,OK
pep-junior-candidate-k09-mc-001,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,2,2,2,pass,none,OK
pep-junior-candidate-k09-mc-002,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,11,11,11,pass,none,OK
pep-junior-candidate-k09-mc-003,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,22,22,22,pass,none,OK
pep-junior-candidate-k09-mc-004,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,26,26,26,pass,none,OK
pep-junior-candidate-k09-mc-005,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,11,11,11,pass,none,OK
pep-junior-candidate-k09-mc-006,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,23,23,23,pass,none,OK
pep-junior-candidate-k09-mc-007,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,28,28,28,pass,none,OK
pep-junior-candidate-k09-mc-008,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,4,4,4,pass,none,OK
pep-junior-candidate-k09-mc-009,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,14,14,14,pass,none,OK
pep-junior-candidate-k09-mc-010,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,2,2,2,pass,none,OK
pep-junior-candidate-k09-mc-011,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,11,11,11,pass,none,OK
pep-junior-candidate-k09-mc-012,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,22,22,22,pass,none,OK
pep-junior-candidate-k09-mc-013,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,26,26,26,pass,none,OK
pep-junior-candidate-k09-mc-014,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,41,41,41,pass,none,OK
pep-junior-candidate-k09-mc-015,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,18,18,18,pass,none,OK
pep-junior-candidate-k09-mc-016,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,-1,-1,-1,pass,none,OK
pep-junior-candidate-k09-mc-017,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,7,7,7,pass,none,OK
pep-junior-candidate-k09-mc-018,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,17,17,17,pass,none,OK
pep-junior-candidate-k09-mc-019,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,20,20,20,pass,none,OK
pep-junior-candidate-k09-mc-020,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,9,9,9,pass,none,OK
pep-junior-candidate-k09-mc-021,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,20,20,20,pass,none,OK
pep-junior-candidate-k09-mc-022,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,24,24,24,pass,none,OK
pep-junior-candidate-k09-mc-023,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,39,39,39,pass,none,OK
pep-junior-candidate-k09-mc-024,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,8,8,8,pass,none,OK
pep-junior-candidate-k09-mc-025,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,0,0,0,pass,none,OK
pep-junior-candidate-k09-mc-026,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,8,8,8,pass,none,OK
pep-junior-candidate-k09-mc-027,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,18,18,18,pass,none,OK
pep-junior-candidate-k09-mc-028,S2,lower,pep-junior-s2-lower-linear-functions-data,multiple-choice,21,21,21,pass,none,OK
pep-junior-candidate-k09-fi-001,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,5,5,5,pass,none,OK
pep-junior-candidate-k09-fi-002,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,3,3,3,pass,none,OK
pep-junior-candidate-k09-fi-003,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,6,6,6,pass,none,OK
pep-junior-candidate-k09-fi-004,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,4,4,4,pass,none,OK
pep-junior-candidate-k09-fi-005,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,2,2,2,pass,none,OK
pep-junior-candidate-k09-fi-006,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,5,5,5,pass,none,OK
pep-junior-candidate-k09-fi-007,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,3,3,3,pass,none,OK
pep-junior-candidate-k09-fi-008,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,6,6,6,pass,none,OK
pep-junior-candidate-k09-fi-009,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,4,4,4,pass,none,OK
pep-junior-candidate-k09-fi-010,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,2,2,2,pass,none,OK
pep-junior-candidate-k09-fi-011,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,5,5,5,pass,none,OK
pep-junior-candidate-k09-fi-012,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,3,3,3,pass,none,OK
pep-junior-candidate-k09-fi-013,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,6,6,6,pass,none,OK
pep-junior-candidate-k09-fi-014,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,4,4,4,pass,none,OK
pep-junior-candidate-k09-fi-015,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,2,2,2,pass,none,OK
pep-junior-candidate-k09-fi-016,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,5,5,5,pass,none,OK
pep-junior-candidate-k09-fi-017,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,3,3,3,pass,none,OK
pep-junior-candidate-k09-fi-018,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,6,6,6,pass,none,OK
pep-junior-candidate-k09-fi-019,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,4,4,4,pass,none,OK
pep-junior-candidate-k09-fi-020,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,2,2,2,pass,none,OK
pep-junior-candidate-k09-fi-021,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,5,5,5,pass,none,OK
pep-junior-candidate-k09-fi-022,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,3,3,3,pass,none,OK
pep-junior-candidate-k09-fi-023,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,6,6,6,pass,none,OK
pep-junior-candidate-k09-fi-024,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,4,4,4,pass,none,OK
pep-junior-candidate-k09-fi-025,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,2,2,2,pass,none,OK
pep-junior-candidate-k09-fi-026,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,5,5,5,pass,none,OK
pep-junior-candidate-k09-fi-027,S2,lower,pep-junior-s2-lower-linear-functions-data,fill-in,3,3,3,pass,none,OK
pep-junior-candidate-k09-sa-001,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,40.5,40.5,40.5,pass,none,OK
pep-junior-candidate-k09-sa-002,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,13,13,13,pass,none,OK
pep-junior-candidate-k09-sa-003,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,42,42,42,pass,none,OK
pep-junior-candidate-k09-sa-004,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,46,46,46,pass,none,OK
pep-junior-candidate-k09-sa-005,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,43,43,43,pass,none,OK
pep-junior-candidate-k09-sa-006,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,45.5,45.5,45.5,pass,none,OK
pep-junior-candidate-k09-sa-007,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,13,13,13,pass,none,OK
pep-junior-candidate-k09-sa-008,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,47,47,47,pass,none,OK
pep-junior-candidate-k09-sa-009,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,51,51,51,pass,none,OK
pep-junior-candidate-k09-sa-010,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,48,48,48,pass,none,OK
pep-junior-candidate-k09-sa-011,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,50.5,50.5,50.5,pass,none,OK
pep-junior-candidate-k09-sa-012,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,13,13,13,pass,none,OK
pep-junior-candidate-k09-sa-013,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,52,52,52,pass,none,OK
pep-junior-candidate-k09-sa-014,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,19,19,19,pass,none,OK
pep-junior-candidate-k09-sa-015,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,16,16,16,pass,none,OK
pep-junior-candidate-k09-sa-016,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,18.5,18.5,18.5,pass,none,OK
pep-junior-candidate-k09-sa-017,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,13,13,13,pass,none,OK
pep-junior-candidate-k09-sa-018,S2,lower,pep-junior-s2-lower-linear-functions-data,short-answer,20,20,20,pass,none,OK
