id,grade,semester,type,difficulty,topicId,topicTitleZhHans,volume,chapter,status,severity,confidence,solvableStatus,answerMatchStatus,explanationMatchStatus,independentAnswer,correctedAnswer,issueTags,qaOutputConcernTags,rationaleZhHans,answer,acceptedAnswers,promptZhHans
bnu-high-ds-v1-s5-492,S5,lower,short-answer,Core,bnu-high-s5-统计案例,统计案例,选择性必修 第一册,统计案例,fail,blocker,high,pass,fail,fail,y = 0.60x - 1.00,y = 0.60x - 1.00,math_error|answer_mismatch|explanation_contradiction,,"独立计算得b=0.6, a=-1，回归方程为y=0.6x-1；但题目答案和解析中给出的方程是y=0.45x+1.25，与计算不符，且解析中计算过程也得出b=0.6, a=-1，自相矛盾。",y = 0.45x + 1.25,y = 0.45x + 1.25,为了解某地区居民月收入 x（千元）与月消费支出 y（千元）的关系，随机抽取了8户家庭，算得：∑x=120，∑y=64，∑x²=2000，∑xy=1080。求 y 关于 x 的线性回归方程（系数保留两位小数）。
bnu-high-ds-v1-s5-493,S5,lower,multiple-choice,Core,bnu-high-s5-统计案例,统计案例,选择性必修 第一册,统计案例,fail,blocker,high,pass,fail,fail,在犯错误的概率不超过0.01的前提下，可以认为X与Y有关,在犯错误的概率不超过0.01的前提下，可以认为X与Y有关,answer_mismatch|explanation_contradiction|ambiguous_mc,,χ²≈12.5>6.635，在0.01水平下拒绝独立性假设，正确结论应为“在犯错误的概率不超过0.01的前提下，可以认为X与Y有关”。选项A仅提到0.05水平，虽也正确但非最精确；选项B、C、D均错误。题目要求选择正确结论，但四个选项中无完全匹配的表述，且解析自相矛盾（称A错误但表述正确），导致答案不唯一或错误。,在犯错误的概率不超过0.05的前提下，可以认为X与Y有关,在犯错误的概率不超过0.05的前提下，可以认为X与Y有关,"对两个分类变量 X 和 Y 进行独立性检验，随机调查了200人，得到如下2×2列联表：\n\n|       | Y=0 | Y=1 | 总计 |\n|-------|-----|-----|------|\n| X=0   | 50  | 30  | 80   |\n| X=1   | 40  | 80  | 120  |\n| 总计  | 90  | 110 | 200  |\n\n若计算得 χ² ≈ 12.5，则下列结论正确的是（参考值：χ²_{0.05}(1)=3.841，χ²_{0.01}(1)=6.635）："
bnu-high-ds-v1-s5-494,S5,lower,short-answer,Core,bnu-high-s5-统计案例,统计案例,选择性必修 第一册,统计案例,fail,blocker,high,pass,fail,fail,（1）3/5；（2）y = 2.5x - 3；（3）可靠,（1）3/5；（2）y = 2.5x - 3；（3）可靠,math_error|answer_mismatch|explanation_contradiction,,独立计算得回归方程为y=2.5x-3，而非答案中的y=2.5x-2.5。解析中计算a=27-2.5×12=-3，但答案错误写为-2.5。答案与解析矛盾，且答案错误。,（1）3/5；（2）y = 2.5x - 2.5；（3）可靠,（1）3/5；（2）y = 2.5x - 2.5；（3）可靠,"某农科所对冬季昼夜温差大小与某反季节大豆新品种发芽多少之间的关系进行分析研究，他们记录了12月1日至12月5日的昼夜温差与实验室每天每100颗种子中的发芽数，得到如下数据：\n\n| 日期       | 12月1日 | 12月2日 | 12月3日 | 12月4日 | 12月5日 |\n|------------|---------|---------|---------|---------|---------|\n| 温差 x(℃) | 10      | 11      | 13      | 12      | 8       |\n| 发芽数 y(颗) | 23      | 25      | 30      | 26      | 16      |\n\n该农科所确定的研究方案是：先从这五组数据中选取2组，用剩下的3组数据求线性回归方程，再对被选取的2组数据进行检验。\n（1）求选取的2组数据恰好是不相邻两天数据的概率；\n（2）若选取的是12月1日与12月5日的两组数据，请根据12月2日至12月4日的数据，求出 y 关于 x 的线性回归方程 y = bx + a；\n（3）若由线性回归方程得到的估计数据与所选出的检验数据的误差均不超过2颗，则认为得到的线性回归方程是可靠的，试问（2）中所得的线性回归方程是否可靠？"
bnu-high-ds-v1-s5-496,S5,lower,short-answer,Core,bnu-high-s5-统计案例,统计案例,选择性必修 第一册,统计案例,fail,blocker,high,pass,fail,fail,（2）y = 0.7x + 54；（3）103分钟,（2）y = 0.7x + 54；（3）103分钟,math_error|answer_mismatch|explanation_contradiction,,独立计算得b=0.7，a=54，回归方程为y=0.7x+54，预测70个零件需103分钟。答案中给出y=0.67x+54.9和约101.8分钟，与正确结果不符。解析中计算过程正确但答案错误，存在矛盾。,（2）y = 0.67x + 54.9；（3）约101.8分钟,（2）y = 0.67x + 54.9；（3）约101.8分钟,"某车间为了规定工时定额，需要确定加工零件所花费的时间，为此进行了5次试验，收集数据如下：\n\n| 零件数 x (个) | 10 | 20 | 30 | 40 | 50 |\n|---------------|----|----|----|----|----|\n| 加工时间 y (分钟) | 62 | 68 | 75 | 81 | 89 |\n\n（1）画出散点图（文字描述：以零件数为横轴，加工时间为纵轴，描出5个点，大致呈线性趋势）；\n（2）求 y 关于 x 的线性回归方程；\n（3）若加工70个零件，预测需要多少分钟？"
bnu-high-ds-v1-s6-001,S6,upper,multiple-choice,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,5×2^10 - 5,5×2^10 - 5,math_error|answer_mismatch|bad_options|explanation_contradiction,,独立求解得 S_10 = 5×2^10 - 5，但选项无此结果，且所给答案 5×2^10 - 30 错误，解析自相矛盾，题目不可解。,5 × 2^10 - 30,5 × 2^10 - 30,已知数列 {a_n} 满足 a_1 = 2，且对任意正整数 n，有 a_{n+1} = 2a_n + 3。设 b_n = a_n + 3，则数列 {b_n} 的前 10 项和 S_10 等于（ ）
bnu-high-ds-v1-s6-011,S6,upper,short-answer,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,warn,minor,medium,pass,pass,weak,a_n = 3^n - 2^n,,explanation_contradiction,status_rationale_tension,题目可解，答案正确。但解析中累加推导有误：a_n/2^n = 1/2 + Σ_{k=1}^{n-1} (3/2)^k / 2 应得 (3/2)^n - 1，实际计算得 (3/2)^n - 1/2，最终结果虽巧合正确，但过程不严谨，标记为弱匹配。,a_n = 3^n - 2^n,a_n = 3^n - 2^n,已知数列 {a_n} 满足 a_1 = 1，且对任意正整数 n，有 a_{n+1} = 2a_n + 3^n。求数列 {a_n} 的通项公式。
bnu-high-ds-v1-s6-021,S6,upper,fill-in,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,a_n = (3^n + 4n - 3)/2,a_n = (3^n + 4n - 3)/2,math_error|answer_mismatch|explanation_contradiction,,题目可解，但答案 a_n = 3^{n-1} + 2n - 1 错误，正确通项为 (3^n + 4n - 3)/2。解析中虽指出错误但最终未修正答案，且解析自身矛盾。,a_n = 3^{n-1} + 2n - 1,a_n = 3^{n-1} + 2n - 1 | a_n=3^{n-1}+2n-1,已知数列 {a_n} 满足 a_1 = 2，且对于任意正整数 n，有 a_{n+1} = 3a_n - 4n + 5。设 b_n = a_n - 2n + 1，证明数列 {b_n} 是等比数列，并求 a_n 的通项公式。
bnu-high-ds-v1-s6-042,S6,upper,fill-in,Core,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,无解（条件矛盾）,,math_error|unsolvable|explanation_contradiction,,由等差数列性质 a_3+a_7=2a_5=20 得 a_5=10，与已知 a_5=12 矛盾，题目条件自相矛盾，无法求解。解析中也指出矛盾但未给出有效答案，答案“2”错误。,2,2,在等差数列 {a_n} 中，已知 a_3 + a_7 = 20，a_5 = 12，则公差 d = ______。
bnu-high-ds-v1-s6-051,S6,upper,fill-in,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,b_n = 3 - 2·(2/3)^{n-1},b_n = 3 - 2·(2/3)^{n-1},math_error|answer_mismatch|explanation_contradiction,,正确推导得b_n=3-2·(2/3)^{n-1}，原答案b_n=n错误，解析过程自相矛盾且最终结果错误。,b_n = n,b_n = n | b_n=n,已知数列 {a_n} 满足 a_1 = 1，且对任意正整数 n，有 a_{n+1} = 2a_n + 3^n。记 b_n = a_n / 3^{n-1}。求数列 {b_n} 的通项公式。
bnu-high-ds-v1-s6-053,S6,upper,short-answer,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,a_n = 2,a_n = 2,math_error|answer_mismatch|explanation_contradiction,,由a_1=2及递推得a_n恒为2，原答案a_n=1+2^{2^{n-1}}错误，解析中b_1=1导致b_n=1，与复杂答案矛盾。,a_n = 1 + 2^{2^{n-1}},a_n = 1 + 2^{2^{n-1}} | a_n=1+2^{2^{n-1}},已知数列 {a_n} 满足 a_1 = 2，a_{n+1} = a_n^2 - 2a_n + 2。求证：对任意正整数 n，有 a_n > 1，且数列 {a_n - 1} 是等比数列，并求 a_n 的通项公式。
bnu-high-ds-v1-s6-057,S6,upper,fill-in,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,a_n = 6·2^{n-1} - 3n - 2,a_n = 6·2^{n-1} - 3n - 2,math_error|answer_mismatch|explanation_contradiction,,独立求解得 a_n = 6·2^{n-1} - 3n - 2，而答案给出 5·2^{n-1} - 3n - 2，系数错误。解析中虽指出错误但未修正答案，且解析自身矛盾。,a_n = 5·2^{n-1} - 3n - 2,a_n = 5·2^{n-1} - 3n - 2 | a_n=5·2^{n-1}-3n-2,已知数列 {a_n} 满足 a_1 = 1，a_{n+1} = 2a_n + 3n - 1。求 a_n 的通项公式。
bnu-high-ds-v1-s6-060,S6,upper,fill-in,Foundation,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,39,39,math_error|answer_mismatch|explanation_contradiction,,由 S_n 求得 a_n=2n+1，a_5+a_6+a_7=39，答案45错误。解析中虽指出错误但未修正答案。,45,45,已知数列 {a_n} 的前 n 项和 S_n = n^2 + 2n，则 a_5 + a_6 + a_7 = ______。
bnu-high-ds-v1-s6-065,S6,upper,short-answer,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,39,39,math_error|answer_mismatch|explanation_contradiction,,独立求解得 a_5+a_6+a_7 = S_7 - S_4 = 63 - 24 = 39，但题目答案和解析均误为 45，解析中计算过程也错误得出 39 却标为 45，答案与解析均与正确结果矛盾。,45,45,已知数列 {a_n} 的前 n 项和 S_n = n^2 + 2n。求 a_5 + a_6 + a_7 的值。
bnu-high-ds-v1-s6-067,S6,upper,multiple-choice,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,b_n = (3/2)^n - 1,b_n = (3/2)^n - 1,answer_mismatch|explanation_contradiction|ambiguous_mc,,独立求解得 b_n = (3/2)^n - 1，对应选项 B，但题目答案误标为 A，解析虽推导出正确结果却错误声称选项均不匹配，最终又指向 B，造成答案与解析矛盾且选项标注混乱。,b_n = (3/2)^{n-1},b_n = (3/2)^{n-1},数列 {a_n} 满足 a_1 = 1，a_{n+1} = 3a_n + 2^n。设 b_n = a_n / 2^n，则数列 {b_n} 的通项公式为（ ）。
bnu-high-ds-v1-s6-068,S6,upper,short-answer,Foundation,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,146,146,math_error|answer_mismatch|explanation_contradiction,,累加法求得 a_10 = 146，但题目答案误为 155，解析中计算过程也得出 146 却标为 155，答案与解析均与正确结果矛盾。,155,155,已知数列 {a_n} 满足 a_1 = 2，a_{n+1} = a_n + 3n + 1。求 a_10 的值。
bnu-high-ds-v1-s6-073,S6,upper,multiple-choice,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,27,27,math_error|answer_mismatch|bad_options|explanation_contradiction,,由S_n=n^2+2n得a_n=2n+1，a_3+a_4+a_5=7+9+11=27，选项无27，题目不可解。解析承认计算得27但选项无，并试图修改题目，与题干矛盾。,25,25,已知数列 {a_n} 的前 n 项和 S_n = n^2 + 2n，则 a_3 + a_4 + a_5 的值为（ ）
bnu-high-ds-v1-s6-076,S6,upper,multiple-choice,Foundation,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,21/16,21/16,math_error|answer_mismatch|explanation_contradiction,,计算S_6=2[1-(-1/2)^6]/(1+1/2)=21/16，选项A为21/16，但答案设为21/32，解析也指出正确答案应为21/16，答案与解析矛盾。,21/32,21/32,在等比数列 {a_n} 中，a_1 = 2，公比 q = -1/2，则 a_1 + a_2 + ... + a_6 的值为（ ）
bnu-high-ds-v1-s6-079,S6,upper,multiple-choice,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,无法确定a_100与20的大小关系,,math_error|answer_mismatch|explanation_contradiction|unsolvable,,由递推得a_n^2>2n-1，a_100>14，但无法推出>20；解析也承认可能不成立，题目不可解，选项无正确结论。,a_100 > 20,a_100 > 20,已知数列 {a_n} 满足 a_1 = 1，a_{n+1} = a_n + 1/a_n，则下列结论正确的是（ ）
bnu-high-ds-v1-s6-081,S6,upper,fill-in,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,146,146,math_error|answer_mismatch|explanation_contradiction,,递推式 a_{n+1}=a_n+3n+1，累加得 a_n=2+∑_{k=1}^{n-1}(3k+1)=2+3·(n-1)n/2+(n-1)=(3n^2-n+2)/2，代入 n=10 得 a_{10}=146，而非 137。解析中计算过程正确但最终结果错误，答案与解析矛盾。,137,137,已知数列 {a_n} 满足 a_1 = 2，a_{n+1} = a_n + 3n + 1 (n ∈ N*)。求 a_{10} 的值。
bnu-high-ds-v1-s6-091,S6,upper,multiple-choice,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,无正确选项,题目条件与选项不匹配，需修改递推式或选项,math_error|bad_options|explanation_contradiction,,"按给定递推式 a_{n+1}=2a_n+3n-1 构造等比数列，解得 p=3/2, q=1/4, p+q=7/4，不在选项中。解析中自行修改递推式得到 p+q=2，与题目矛盾，题目不可解。",2,2,已知数列 {a_n} 满足 a_1 = 2，且对任意正整数 n，有 a_{n+1} = 2a_n + 3n - 1。设 b_n = a_n + pn + q，若 {b_n} 是公比为 2 的等比数列，则 p + q 的值为（ ）
bnu-high-ds-v1-s6-093,S6,upper,fill-in,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,q=2 或 q=-3,题目应限定“公比 q 为正整数”或“q>0”，否则答案不唯一,ambiguous_mc|missing_condition|explanation_contradiction,,由 S_3=21 解得 q=2 或 q=-3，均为整数，题目未限定正负，答案不唯一。解析中自行添加“正”的条件，与题目不符。,2,2,已知等比数列 {a_n} 的前 n 项和为 S_n，且 a_1 = 3，S_3 = 21。若公比 q 为整数，则 q = ______。
bnu-high-ds-v1-s6-095,S6,upper,short-answer,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,a_n = 2^n - 3^{n-1},a_n = 2^n - 3^{n-1},math_error|answer_mismatch|explanation_contradiction,,给出的答案 a_n=3^{n-1}+2^{n-1} 不满足 a_1=1，正确通项应为 a_n=2^n-3^{n-1}。解析中已指出错误但答案未修正。,a_n = 3^{n-1} + 2^{n-1},a_n = 3^{n-1} + 2^{n-1} | an = 3^(n-1) + 2^(n-1),已知数列 {a_n} 满足 a_1 = 1，a_{n+1} = 3a_n + 2^n（n ∈ N*）。求数列 {a_n} 的通项公式。
bnu-high-ds-v1-s6-096,S6,upper,fill-in,Foundation,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,24,24,math_error|answer_mismatch|explanation_contradiction,,由 S_n 求得 a_5+a_6=S_6-S_4=24，答案误写为15，解析中已指出错误但答案未修正。,15,15,已知数列 {a_n} 的前 n 项和 S_n = n^2 + 2n，则 a_5 + a_6 = ______。
bnu-high-ds-v1-s6-099,S6,upper,fill-in,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,b_n = 1,b_n = 1,math_error|answer_mismatch|explanation_contradiction|unsolvable,,由a1=2得b1=1，递推得bn恒为1，与所给答案2^{2^{n-1}}矛盾；解析也指出题目设计有误，实际应为1，故不可解且答案错误。,b_n = 2^{2^{n-1}},b_n = 2^{2^{n-1}} | bn = 2^(2^(n-1)),已知数列 {a_n} 满足 a_1 = 2，a_{n+1} = a_n^2 - 2a_n + 2（n ∈ N*）。记 b_n = a_n - 1，则数列 {b_n} 的通项公式为 b_n = ______。
bnu-high-ds-v1-s6-102,S6,upper,fill-in,Core,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,无解,,math_error|answer_mismatch|explanation_contradiction|unsolvable,,由a3+a7=20得a5=10，与已知a5=12矛盾，题目条件冲突，无解；解析也指出错误，故不可解。,2,2,在等差数列 {a_n} 中，a_3 + a_7 = 20，a_5 = 12，则公差 d = ______。
bnu-high-ds-v1-s6-109,S6,upper,multiple-choice,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,A. 27,A. 27,answer_mismatch|explanation_contradiction,,由S_n=n^2+2n得S5=35，S2=8，a3+a4+a5=S5-S2=27，对应选项A。题目答案标为C.33，解析也指出应为27但最终未修正，答案与解析矛盾，需更正为A。,C. 33,C. 33,已知数列 {a_n} 的前 n 项和 S_n = n^2 + 2n，则 a_3 + a_4 + a_5 =（　）
bnu-high-ds-v1-s6-125,S6,upper,short-answer,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,260,260,math_error|answer_mismatch|explanation_contradiction,,解析正确算出T_10=260，但答案误写为240，答案与解析矛盾。,240,240,已知数列 {a_n} 的前 n 项和 S_n = n^2 + 2n。设 b_n = a_n + a_{n+1}，求数列 {b_n} 的前 10 项和 T_10。
bnu-high-ds-v1-s6-127,S6,upper,multiple-choice,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,warn,major,medium,pass,pass,weak,S_100 > 30,,explanation_contradiction,,解析中积分近似计算有误，∫_0^100 √(2x) dx ≈ 942，但实际积分值约为666.67，且下界估计粗糙，但结论S_100>30仍成立，解析不严谨。,S_100 > 30,S_100 > 30,已知数列 {a_n} 满足 a_1 = 1，a_{n+1} = a_n + 1/a_n，n ∈ N*。记 S_n 为 {a_n} 的前 n 项和，则下列不等式恒成立的是
bnu-high-ds-v1-s6-132,S6,upper,fill-in,Foundation,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,无解,,math_error|unsolvable|explanation_contradiction,,由 a_3+a_7=2a_5=20 得 a_5=10，与 a_5=9 矛盾，题目条件冲突无解，答案 2 错误，解析也指出矛盾但未修正。,2,2,在等差数列 {a_n} 中，a_3 + a_7 = 20，a_5 = 9，则公差 d = ______。
bnu-high-ds-v1-s6-142,S6,upper,multiple-choice,Core,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,无解,题目条件矛盾，无法求解,math_error|unsolvable|bad_options|explanation_contradiction,,"由a3=7和S5=30得方程组a1+2d=7, 5a1+10d=30，化简得a1+2d=6，与7矛盾，无解。解析中自行调整数值，与题目不符，答案17无效。",17,17,设等差数列 {a_n} 的前 n 项和为 S_n，已知 a_3 = 7，S_5 = 30，则 a_8 的值为（　）
bnu-high-ds-v1-s6-145,S6,upper,multiple-choice,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,27,27,math_error|answer_mismatch|explanation_contradiction,,"由 S_n=n^2+2n 得 S_5=35, S_2=8, a_3+a_4+a_5=S_5-S_2=27。选项中有27，但答案误为33，解析强行修改 S_n 为 n^2+4n 以凑出33，与题目矛盾。",33,33,已知数列 {a_n} 的前 n 项和 S_n = n^2 + 2n，则 a_3 + a_4 + a_5 的值为（　）
bnu-high-ds-v1-s6-161,S6,upper,short-answer,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,"(1) 证明：由 a_{n+1} = 3a_n + 4 得 a_{n+1} + 2 = 3(a_n + 2)，又 a_1 + 2 = 4 ≠ 0，故 {a_n + 2} 是首项为 4，公比为 3 的等比数列。\n(2) a_n = 4·3^{n-1} - 2。\n(3) S_n = n log_3 4 + n(n-1)/2。","(1) 证明：由 a_{n+1} = 3a_n + 4 得 a_{n+1} + 2 = 3(a_n + 2)，又 a_1 + 2 = 4 ≠ 0，故 {a_n + 2} 是首项为 4，公比为 3 的等比数列。\n(2) a_n = 4·3^{n-1} - 2。\n(3) S_n = n log_3 4 + n(n-1)/2。",math_error|answer_mismatch|explanation_contradiction,,第(3)问答案错误：b_n = log_3(4·3^{n-1}) = log_3 4 + (n-1)，前n项和应为 n log_3 4 + n(n-1)/2，而非 (n^2+3n)/2。解析中正确给出 S_n = n log_3 4 + n(n-1)/2，与答案矛盾。,"(1) 证明：由 a_{n+1} = 3a_n + 4 得 a_{n+1} + 2 = 3(a_n + 2)，又 a_1 + 2 = 4 ≠ 0，故 {a_n + 2} 是首项为 4，公比为 3 的等比数列。\n(2) a_n = 4·3^{n-1} - 2。\n(3) S_n = 2n + n(n-1)/2·log_3 3 = 2n + n(n-1)/2 = (n^2 + 3n)/2。","(1) 证明：由 a_{n+1} = 3a_n + 4 得 a_{n+1} + 2 = 3(a_n + 2)，又 a_1 + 2 = 4 ≠ 0，故 {a_n + 2} 是首项为 4，公比为 3 的等比数列。\n(2) a_n = 4·3^{n-1} - 2。\n(3) S_n = 2n + n(n-1)/2·log_3 3 = 2n + n(n-1)/2 = (n^2 + 3n)/2。","已知数列 {a_n} 满足 a_1 = 2，且对任意正整数 n，有 a_{n+1} = 3a_n + 4。\n(1) 求证：数列 {a_n + 2} 是等比数列；\n(2) 求数列 {a_n} 的通项公式；\n(3) 设 b_n = log_3 (a_n + 2)，求数列 {b_n} 的前 n 项和 S_n。"
bnu-high-ds-v1-s6-162,S6,upper,fill-in,Core,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,,,unsolvable|missing_condition|explanation_contradiction,,题目条件矛盾：由 a_3+a_7=20 得 2a_5=20，a_5=10，与已知 a_5=12 冲突，无解。解析也指出矛盾，但最终未给出有效题目。,2,2,在等差数列 {a_n} 中，已知 a_3 + a_7 = 20，a_5 = 12，则其公差 d = ______。
bnu-high-ds-v1-s6-171,S6,upper,fill-in,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,pass,fail,n,,explanation_contradiction,,答案b_n=n正确，但解析中推导过程错误，得出c_n=1-(2/3)^n，b_n=3-3·(2/3)^n，与答案n矛盾，且未给出正确推导。,n,n,已知数列 {a_n} 满足 a_1 = 1，且对任意正整数 n，有 a_{n+1} = 2a_n + 3^n。设 b_n = a_n / 3^{n-1}，则数列 {b_n} 的通项公式为 b_n = ______。
bnu-high-ds-v1-s6-187,S6,upper,multiple-choice,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,fail,fail,fail,b_n = 3 - 2·(2/3)^{n-1},,math_error|answer_mismatch|bad_options|explanation_contradiction,,由递推 a_{n+1}=2a_n+3^n 及 b_n=a_n/3^{n-1} 解得 b_n=3-2·(2/3)^{n-1}，非选项中的任何形式，且解析自身推导出正确结果后仍错误地认为 b_n=n 是答案，题目与选项、答案、解析均矛盾，无法选出正确选项。,b_n = n,b_n = n,已知数列 {a_n} 满足 a_1 = 1，a_{n+1} = 2a_n + 3^n（n ∈ N*）。设 b_n = a_n / 3^{n-1}，则数列 {b_n} 的通项公式为（ ）。
bnu-high-ds-v1-s6-188,S6,upper,short-answer,Foundation,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,146,146,math_error|answer_mismatch|explanation_contradiction,,累加得 a_n=(3n^2-n+2)/2，a_10=146，但答案误为155，解析中计算过程也得到146却未纠正答案，答案与解析均错误。,155,155,已知数列 {a_n} 满足 a_1 = 2，a_{n+1} = a_n + 3n + 1（n ∈ N*）。求 a_10 的值。
bnu-high-ds-v1-s6-197,S6,upper,short-answer,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,"(1) a_2=2, a_3=3; (2) a_n=n","(1) a_2=2, a_3=3; (2) a_n=n",math_error|answer_mismatch|explanation_contradiction,,"题目可解，但存储答案错误。由递推得a2^2=4, a3^2=9，正项故a2=2, a3=3；累加得an^2=n^2，an=n。解析中虽指出正确结果，但最终答案仍写为√3, √6等，与正确结果矛盾。","(1) a_2=√3, a_3=√6; (2) a_n=√(n(n+1)/2)","(1) a_2=√3, a_3=√6; (2) a_n=√(n(n+1)/2)","已知正项数列 {a_n} 满足 a_1 = 1，a_{n+1}^2 - a_n^2 = 2n + 1。\n(1) 求 a_2，a_3；\n(2) 求数列 {a_n} 的通项公式。"
bnu-high-ds-v1-s6-219,S6,upper,fill-in,Exam,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,39,39,math_error|answer_mismatch|explanation_contradiction,,由S_n=n^2+2n得a_n=2n+1，a_5+a_6+a_7=11+13+15=39，或S_7-S_4=63-24=39。原答案45错误，解析已指出错误但答案未修正。,45,45,已知数列 {a_n} 的前 n 项和 S_n = n^2 + 2n，则 a_5 + a_6 + a_7 = ______。
bnu-high-ds-v1-s6-221,S6,upper,short-answer,Challenge,bnu-high-s6-数列,数列,选择性必修 第二册,数列,fail,blocker,high,pass,fail,fail,"(1) 证明：a_{n+1}-3^{n+1}=2(a_n-3^n)，又a_1-3=-2，故{a_n-3^n}是首项-2、公比2的等比数列。\n(2) a_n-3^n=-2·2^{n-1}，所以a_n=3^n-2^n。\n(3) S_n=(3+3^2+...+3^n)-(2+2^2+...+2^n)=3(3^n-1)/2-2(2^n-1)= (3^{n+1}-3)/2-2^{n+1}+2，化简得S_n=3^n-2^n。",(1) 证明见解析；(2) a_n = 3^n - 2^n；(3) S_n = 3^n - 2^n,math_error|answer_mismatch|explanation_contradiction,,答案中(2)给出a_n=2·3^{n-1}-2^{n-1}，但正确通项应为a_n=3^n-2^n。解析中推导正确，但答案与解析矛盾。,(1) 证明见解析；(2) a_n = 2·3^{n-1} - 2^{n-1}；(3) S_n = 3^n - 2^n,(1) 证明见解析；(2) a_n = 2·3^{n-1} - 2^{n-1}；(3) S_n = 3^n - 2^n | (1)证明见解析；(2)a_n=2·3^{n-1}-2^{n-1}；(3)S_n=3^n-2^n,"已知数列 {a_n} 满足 a_1 = 1，且对任意正整数 n，有 a_{n+1} = 2a_n + 3^n。\n(1) 求证：数列 {a_n - 3^n} 是等比数列；\n(2) 求数列 {a_n} 的通项公式；\n(3) 求数列 {a_n} 的前 n 项和 S_n。"
bnu-high-ds-v1-s6-223,S6,upper,multiple-choice,Core,bnu-high-s6-数列,数列,选择性必修 第二册,数列,warn,major,medium,pass,pass,weak,C,,ambiguous_mc,,由S_n=n^2+2n得a_n=2n+1，C正确。A说{an}是等差数列公差为2，虽未提首项，但陈述本身正确，可能造成多选。解析认为A不完整，但选项未要求完整，故存在歧义。,C. a_n = 2n + 1,C. a_n = 2n + 1,已知数列 {a_n} 的前 n 项和 S_n = n^2 + 2n，则下列说法正确的是（　）
