"id","grade","semester","topicId","unitTitle","type","difficulty","promptZhHans","optionsZhHans","answer","acceptedAnswers","explanationZhHans","reviewReason"
"bnu-primary-ds-v1-p4-206","P4","lower","bnu-primary-p4-lower-equations","认识方程","fill-in","Foundation","学校买来一些篮球和足球，篮球有15个，足球比篮球多8个。如果用字母x表示足球的个数，可以列出方程：x - ______ = 8。","","15","15","足球比篮球多8个，即足球个数减去篮球个数等于8。篮球有15个，所以方程为x - 15 = 8。","grade-pass-sample"
"bnu-primary-ds-v1-p4-216","P4","lower","bnu-primary-p4-lower-equations","认识方程","fill-in","Foundation","一袋糖果平均分给5个小朋友，每人分到m颗，刚好分完，这袋糖果共有30颗。请列出方程。","","5m = 30","5m = 30 | m × 5 = 30","每人分到的颗数乘人数等于总颗数，所以5m = 30或m × 5 = 30。","grade-pass-sample"
"bnu-primary-ds-v1-p4-227","P4","lower","bnu-primary-p4-lower-data-representation-analysis","数据的表示和分析","multiple-choice","Core","四（1）班第一小组6名同学的1分钟跳绳成绩如下（单位：下）：\n小明：120，小红：135，小刚：110，小丽：125，小强：130，小芳：100。\n关于这组数据，下面哪种说法是正确的？","这组数据的平均数是120下。 | 小红跳得最多，所以平均数一定大于135下。 | 平均数是130下，因为小强正好跳了130下。 | 平均数在100下到135下之间。","平均数在100下到135下之间。","平均数在100下到135下之间。","先求和：120+135+110+125+130+100=720下，再除以6得平均数120下。120在最小值100和最大值135之间，所以选项D正确。选项A计算错误，选项B和C误解了平均数的意义。","grade-pass-sample"
"bnu-primary-ds-v1-p4-230","P4","lower","bnu-primary-p4-lower-data-representation-analysis","数据的表示和分析","fill-in","Core","下面是四（1）班第一小组5名同学1分钟跳绳的成绩记录（单位：下）：\n小芳：128\n小东：135\n小丽：142\n小刚：118\n小宇：137\n\n（1）这5名同学1分钟跳绳的平均成绩是多少下？\n（2）如果小刚再跳一次，成绩是122下，这时全组的平均成绩会怎样变化？请说明理由。","","（1）132下；（2）平均成绩会下降，因为小刚新跳的122下比原来的平均成绩132下低，加入后会使总平均降低。","（1）132下；（2）平均成绩会下降，因为小刚新跳的122下比原来的平均成绩132下低，加入后会使总平均降低。 | （1）132；（2）下降，因为122<132 | （1）132下；（2）下降，因为新成绩低于原平均 | （1）132下；（2）平均成绩会下降，因为小刚新跳的122下比原来的平均成绩132下低，加入后会使总平均降低","（1）平均成绩 = (128+135+142+118+137)÷5 = 660÷5 = 132下。（2）小刚新成绩122下比原平均132下低，加入后总成绩增加122，人数增加1，新平均 = (660+122)÷6 ≈ 130.33下，比132下低，所以平均成绩下降。","grade-pass-sample"
"bnu-primary-ds-v1-p4-235","P4","lower","bnu-primary-p4-lower-data-representation-analysis","数据的表示和分析","multiple-choice","Core","四（1）班同学参加兴趣小组的情况如下：绘画组12人，舞蹈组8人，书法组10人，合唱组14人。下面哪种说法是正确的？","参加合唱组的人数比绘画组多2人。 | 参加舞蹈组的人数比书法组少4人。 | 参加绘画组的人数比合唱组少2人。 | 参加书法组的人数比舞蹈组多2人。","参加绘画组的人数比合唱组少2人。","参加绘画组的人数比合唱组少2人。","合唱组14人，绘画组12人，14-12=2，所以绘画组比合唱组少2人，C正确。A：14-12=2，A说多4人，错误。B：10-8=2，B说少4人，错误。D：10-8=2，D说多4人，错误。","grade-pass-sample"
"bnu-primary-ds-v1-p4-237","P4","lower","bnu-primary-p4-lower-math-play-review","数学好玩及整理复习","multiple-choice","Core","下面哪个问题适合用“平均数”来解决？","四（1）班第一小组6名同学的身高各是多少厘米？ | 四（1）班第一小组6名同学中，谁的身高最高？ | 四（1）班第一小组6名同学的平均身高是多少厘米？ | 四（1）班第一小组6名同学的身高总和是多少厘米？","四（1）班第一小组6名同学的平均身高是多少厘米？","四（1）班第一小组6名同学的平均身高是多少厘米？","平均数用于描述一组数据的整体水平，选项C直接求平均身高，适合用平均数解决。其他选项分别是求个体数据、最大值和总和，不需要平均数。","grade-pass-sample"
"bnu-primary-ds-v1-p4-243","P4","lower","bnu-primary-p4-lower-math-play-review","数学好玩及整理复习","multiple-choice","Core","在总复习中，老师让同学们整理方程的知识。下面关于方程的说法，哪一个是正确的？","含有未知数的式子叫做方程。 | 等式一定是方程。 | 方程一定是等式，但等式不一定是方程。 | x=0不是方程。","方程一定是等式，但等式不一定是方程。","方程一定是等式，但等式不一定是方程。","方程是含有未知数的等式，所以方程一定是等式；但等式不一定含有未知数，如3+2=5是等式但不是方程。A缺少“等式”，B缺少“未知数”，D中x=0是方程。","grade-pass-sample"
"bnu-primary-ds-v1-p4-250","P4","lower","bnu-primary-p4-lower-math-play-review","数学好玩及整理复习","multiple-choice","Core","在总复习中，老师让同学们整理三角形分类的知识。下面哪种说法是正确的？","有一个角是锐角的三角形一定是锐角三角形。 | 等边三角形一定是锐角三角形。 | 直角三角形只有一条高。 | 钝角三角形的三个角都是钝角。","等边三角形一定是锐角三角形。","等边三角形一定是锐角三角形。","等边三角形三个角都是60°，都是锐角，所以是锐角三角形。A错，锐角三角形需三个角都是锐角；C错，直角三角形有三条高；D错，钝角三角形只有一个钝角。","grade-pass-sample"
"bnu-primary-ds-v1-p5-004","P5","upper","bnu-primary-p5-upper-decimal-division","小数除法","multiple-choice","Exam","下面算式中，商最大的是（ ）。","5.6÷0.7 | 5.6÷0.07 | 5.6÷7 | 5.6÷70","5.6÷0.07","5.6÷0.07","被除数相同，除数越小商越大。0.07最小，所以5.6÷0.07的商最大。","grade-pass-sample"
"bnu-primary-ds-v1-p5-007","P5","upper","bnu-primary-p5-upper-decimal-division","小数除法","multiple-choice","Challenge","下面算式中，得数最大的是（ ）。","3.6÷1.2 | 3.6÷0.9 | 3.6÷1 | 3.6÷1.5","3.6÷0.9","3.6÷0.9","被除数相同，除数小于1时商大于被除数，除数大于1时商小于被除数。0.9最小且小于1，所以3.6÷0.9的商最大。","grade-pass-sample"
"bnu-primary-ds-v1-p5-011","P5","upper","bnu-primary-p5-upper-decimal-division","小数除法","fill-in","Challenge","小明在计算一道小数除法时，把被除数 12.6 的小数点向右移动了一位，除数 0.7 的小数点也向右移动了一位，得到的结果是 18。他检查后发现两数的小数点同时右移一位，商不变。正确的商是多少？","","18","18 | 18.0","被除数和除数的小数点都向右移动一位，相当于同时乘10，商不变。所以正确的商是18。","grade-pass-sample"
"bnu-primary-ds-v1-p5-013","P5","upper","bnu-primary-p5-upper-decimal-division","小数除法","multiple-choice","Core","下面哪个算式的商是循环小数？","3.6 ÷ 0.9 | 1.2 ÷ 0.8 | 5.5 ÷ 1.1 | 2.3 ÷ 0.6","2.3 ÷ 0.6","2.3 ÷ 0.6","选项A：3.6÷0.9=4；B：1.2÷0.8=1.5；C：5.5÷1.1=5；D：2.3÷0.6=3.8333…，商是循环小数。","grade-pass-sample"
"bnu-primary-ds-v1-p5-016","P5","upper","bnu-primary-p5-upper-symmetry-translation","轴对称和平移","multiple-choice","Exam","下面关于平移的说法，哪一个是正确的？","平移后图形的大小和形状都变了 | 平移时图形上每个点移动的距离可能不同 | 平移后图形的位置变了，但方向不变 | 平移就是绕着一点转动","平移后图形的位置变了，但方向不变","平移后图形的位置变了，但方向不变","平移是图形沿直线移动，大小、形状、方向都不变，只有位置改变。每个点移动的距离和方向都相同。","grade-pass-sample"
"bnu-primary-ds-v1-p5-018","P5","upper","bnu-primary-p5-upper-symmetry-translation","轴对称和平移","short-answer","Foundation","在方格纸上，有一个四边形，四个顶点分别是 (1,1)、(3,1)、(4,3)、(2,3)。请画出这个四边形，并写出它向右平移 5 格后的四个顶点坐标。","","(6,1)、(8,1)、(9,3)、(7,3)","(6,1)、(8,1)、(9,3)、(7,3) | （6，1）、（8，1）、（9，3）、（7，3） | (6,1) (8,1) (9,3) (7,3)","向右平移5格，每个点的横坐标加5，纵坐标不变。原坐标依次加5得新坐标。","grade-pass-sample"
"bnu-primary-ds-v1-p5-023","P5","upper","bnu-primary-p5-upper-symmetry-translation","轴对称和平移","fill-in","Challenge","点P先向左平移4格，再向上平移2格后到达点Q(1,3)。点P原来的位置用数对表示是（___，___）。","","(5,1)","(5,1) | 5,1","逆向思考：从Q(1,3)向右平移4格得(5,3)，再向下平移2格得(5,1)。所以P原来在(5,1)。","grade-pass-sample"
"bnu-primary-ds-v1-p5-025","P5","upper","bnu-primary-p5-upper-symmetry-translation","轴对称和平移","multiple-choice","Core","判断一个图形是否有对称轴，下面哪种方法最合适？","沿一条直线对折，看两侧能否完全重合 | 只数图形有几条边 | 只看图形颜色是否一样 | 只看图形能否平移","沿一条直线对折，看两侧能否完全重合","沿一条直线对折，看两侧能否完全重合","轴对称图形沿对称轴对折后，两侧应完全重合。","grade-pass-sample"
"bnu-primary-ds-v1-p5-027","P5","upper","bnu-primary-p5-upper-symmetry-translation","轴对称和平移","short-answer","Challenge","方格纸上有一个点M(7,9)，它经过两次平移后到达点N(2,5)。请描述一种可能的平移过程，写出每次平移的方向和格数。","","先向左平移5格，再向下平移4格（或先向下平移4格，再向左平移5格）","先向左平移5格，再向下平移4格（或先向下平移4格，再向左平移5格） | 先向左平移5格，再向下平移4格 | 先向下平移4格，再向左平移5格 | 向左平移5格，向下平移4格 | 向下平移4格，向左平移5格","横坐标从7到2减少5，所以向左5格；纵坐标从9到5减少4，所以向下4格。顺序可交换。","grade-pass-sample"
"bnu-primary-ds-v1-p5-028","P5","upper","bnu-primary-p5-upper-symmetry-translation","轴对称和平移","multiple-choice","Exam","关于轴对称图形，下面哪种说法是正确的？","轴对称图形对称轴两侧的部分完全相同。 | 轴对称图形只能有一条对称轴。 | 平行四边形一定是轴对称图形。 | 轴对称图形沿对称轴对折后，两侧的部分方向相同。","轴对称图形对称轴两侧的部分完全相同。","轴对称图形对称轴两侧的部分完全相同。","轴对称图形沿对称轴对折后两侧完全重合，即完全相同。对称轴可能有多条，平行四边形一般不是轴对称图形，对折后方向相反。","grade-pass-sample"
"bnu-primary-ds-v1-p5-031","P5","upper","bnu-primary-p5-upper-multiples-factors","倍数与因数","multiple-choice","Challenge","一个两位数，它既是6的倍数，又是8的倍数，而且比40大，比60小。这个数是多少？","42 | 48 | 54 | 56","48","48","6和8的公倍数有24、48、72……其中在40和60之间的只有48。","grade-pass-sample"
"bnu-primary-ds-v1-p5-045","P5","upper","bnu-primary-p5-upper-multiples-factors","倍数与因数","short-answer","Core","写出 50 以内 7 的所有倍数。","","7, 14, 21, 28, 35, 42, 49","7, 14, 21, 28, 35, 42, 49","7 的倍数有 7, 14, 21, 28, 35, 42, 49，都在 50 以内。","grade-pass-sample"
"bnu-primary-ds-v1-p5-046","P5","upper","bnu-primary-p5-upper-polygon-area","多边形的面积","multiple-choice","Foundation","一个三角形的底是 10 厘米，高是 6 厘米，它的面积是多少平方厘米？","30 | 60 | 16 | 32","30","30","三角形面积 = 底 × 高 ÷ 2 = 10 × 6 ÷ 2 = 30 平方厘米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-048","P5","upper","bnu-primary-p5-upper-polygon-area","多边形的面积","short-answer","Exam","一个平行四边形的底是 12 分米，高是 7 分米，它的面积是多少平方分米？","","84","84","平行四边形面积 = 底 × 高 = 12 × 7 = 84 平方分米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-061","P5","upper","bnu-primary-p5-upper-fraction-meaning","分数的意义","multiple-choice","Core","把一根3米长的彩带平均分成5段，每段占全长的几分之几？","1/5 | 1/3 | 3/5 | 5/3","1/5","1/5","把全长看作单位“1”，平均分成5段，每段占全长的1÷5=1/5。注意不是求每段的具体长度，而是求部分与整体的关系。","grade-pass-sample"
"bnu-primary-ds-v1-p5-062","P5","upper","bnu-primary-p5-upper-fraction-meaning","分数的意义","fill-in","Foundation","把7块月饼平均分给4个小朋友，每个小朋友分到（ ）块月饼，用分数表示是（ ）块。","","7/4","7/4 | 1又3/4","7÷4=7/4（块），也可以写成带分数1又3/4块。分数与除法关系：被除数÷除数=被除数/除数。","grade-pass-sample"
"bnu-primary-ds-v1-p5-065","P5","upper","bnu-primary-p5-upper-fraction-meaning","分数的意义","fill-in","Core","在括号里填上适当的数：3/4 = ( )/12 = 15/( )","","9,20","9,20 | 9和20","3/4的分子分母同时乘3得9/12；同时乘5得15/20。利用分数的基本性质：分子分母同时乘或除以相同的数（0除外），分数大小不变。","grade-pass-sample"
"bnu-primary-ds-v1-p5-071","P5","upper","bnu-primary-p5-upper-fraction-meaning","分数的意义","fill-in","Challenge","把一根5米长的彩带平均剪成8段，每段占全长的（ ），每段长（ ）米。","","1/8, 5/8","1/8, 5/8 | 八分之一, 八分之五","把全长看作单位“1”，平均分成8段，每段占全长的1/8。求每段长度用总长度除以段数：5÷8=5/8米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-075","P5","upper","bnu-primary-p5-upper-fraction-meaning","分数的意义","short-answer","Core","在括号里填上适当的数：5/8 = 15/( ) = ( )/32。","","24, 20","24, 20","5/8的分子乘3得15，分母也要乘3得24；分母乘4得32，分子也要乘4得20。所以填24和20。","grade-pass-sample"
"bnu-primary-ds-v1-p5-080","P5","upper","bnu-primary-p5-upper-composite-area","组合图形的面积","fill-in","Challenge","一个组合图形由两个完全一样的直角梯形拼成，每个梯形上底3厘米、下底7厘米、高4厘米。拼成的图形面积是（ ）平方厘米。","","40","40","一个梯形面积：(3+7)×4÷2=20平方厘米。两个梯形面积：20×2=40平方厘米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-087","P5","upper","bnu-primary-p5-upper-composite-area","组合图形的面积","short-answer","Core","一个组合图形由一个长方形和一个梯形组成，长方形长15米、宽8米，梯形上底8米、下底12米、高5米，梯形的一条腰与长方形的一条边完全重合。这个组合图形的面积是多少平方米？","","170","170 | 170平方米","长方形面积：15×8=120平方米。梯形面积：(8+12)×5÷2=50平方米。总面积：120+50=170平方米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-100","P5","upper","bnu-primary-p5-upper-probability","可能性","multiple-choice","Foundation","一个不透明的袋子里有3个红球、4个黄球和2个蓝球。从袋子里任意摸出一个球，下面哪种说法是错误的？","摸到黄球的可能性最大 | 摸到蓝球的可能性最小 | 摸到红球的可能性比摸到蓝球的可能性大 | 摸到红球的可能性比摸到黄球的可能性大","摸到红球的可能性比摸到黄球的可能性大","摸到红球的可能性比摸到黄球的可能性大","袋中共9个球，黄球4个最多，蓝球2个最少，红球3个居中。因此摸到黄球可能性最大，蓝球最小，红球比蓝球大，但红球比黄球小。D项说法错误。","grade-pass-sample"
"bnu-primary-ds-v1-p5-106","P5","upper","bnu-primary-p5-upper-review-activity","数学好玩与总复习","multiple-choice","Foundation","在计算3.6÷0.4时，下面哪种想法是正确的？","把3.6和0.4都乘10，变成36÷4，商不变 | 把3.6和0.4都乘100，变成360÷40，商不变 | 把3.6和0.4都除以10，变成0.36÷0.04，商不变 | 把3.6和0.4都加10，变成13.6÷10.4，商不变","把3.6和0.4都乘10，变成36÷4，商不变","把3.6和0.4都乘10，变成36÷4，商不变","除数是小数的除法，利用商不变的性质，把被除数和除数同时乘相同的数（10、100等），使除数变成整数。乘10后除数变成4，计算简便。","grade-pass-sample"
"bnu-primary-ds-v1-p5-107","P5","upper","bnu-primary-p5-upper-review-activity","数学好玩与总复习","fill-in","Challenge","一个三角形的底是8厘米，高是5厘米。如果把这个三角形的底增加2厘米，高减少1厘米，新三角形的面积与原三角形的面积相比，发生了什么变化？请计算说明。","","面积不变，都是20平方厘米。","面积不变，都是20平方厘米。","原面积：8×5÷2=20平方厘米。新底10厘米，新高4厘米，新面积：10×4÷2=20平方厘米。所以面积不变。","grade-pass-sample"
"bnu-primary-ds-v1-p5-111","P5","upper","bnu-primary-p5-upper-review-activity","数学好玩与总复习","short-answer","Core","在五年级上册的学习中，我们接触了小数除法、图形的面积、分数意义和可能性等知识。请你从下面两个任务中选择一个完成，并写出你的思考过程。\n任务A：设计一个用小数除法解决的实际问题，要求计算结果在1到10之间，并解释为什么用除法。\n任务B：画一个你学过的平面图形，用文字描述它的特征，并写出它的面积公式，再举一个计算面积的例子。","","（开放题，学生选择任务并给出合理回答即可）","（开放题，学生选择任务并给出合理回答即可）","本题为综合开放题，学生需回顾小数除法或图形面积知识，并用自己的语言表达。任务A要求设计问题并解释除法意义；任务B要求描述图形特征和面积公式。只要回答合理、符合数学事实即可。","grade-pass-sample"
"bnu-primary-ds-v1-p5-112","P5","upper","bnu-primary-p5-upper-review-activity","数学好玩与总复习","multiple-choice","Foundation","在整理五年级上册的错题时，小华发现一道题：计算 3.6÷0.4，他错算成了 3.6÷4=0.9。下面哪种说法最能解释他出错的原因？","他忘记了小数除法的计算法则 | 他把除数0.4当成了整数4，没有同时将被除数扩大相同的倍数 | 他计算时把被除数3.6看成了36 | 他以为除法就是大数除以小数","他把除数0.4当成了整数4，没有同时将被除数扩大相同的倍数","他把除数0.4当成了整数4，没有同时将被除数扩大相同的倍数","小数除法需将除数转化为整数，被除数也扩大相同倍数。小华只把0.4变成4，未将3.6变为36，导致错误。选项B准确指出了这一常见错误原因。","grade-pass-sample"
"bnu-primary-ds-v1-p5-125","P5","lower","bnu-primary-p5-lower-fraction-add-sub","分数加减法","fill-in","Challenge","在括号里填上适当的分数：1/2 + 1/3 + 1/6 = ( )","","1","1 | 1/1 | 6/6","通分：1/2 = 3/6，1/3 = 2/6，1/6 = 1/6，相加得 6/6 = 1。","grade-pass-sample"
"bnu-primary-ds-v1-p5-139","P5","lower","bnu-primary-p5-lower-cuboid-introduction","长方体（一）","multiple-choice","Foundation","一个正方体有多少个面？","4个 | 6个 | 8个 | 12个","6个","6个 | 6","正方体由6个完全相同的正方形面围成，所以有6个面。","grade-pass-sample"
"bnu-primary-ds-v1-p5-150","P5","lower","bnu-primary-p5-lower-cuboid-introduction","长方体（一）","short-answer","Core","一间教室长9米，宽6米，高3米。现在要粉刷教室的顶面和四面墙壁，扣除门窗面积18平方米。粉刷的面积是多少平方米？","","126","126 | 126平方米","顶面面积是9×6=54平方米，四面墙壁面积是(9×3+6×3)×2=90平方米，合计54+90=144平方米。扣除门窗面积18平方米，粉刷面积是144-18=126平方米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-153","P5","lower","bnu-primary-p5-lower-fraction-multiplication","分数乘法","short-answer","Core","一瓶果汁有3/4升，小明喝了这瓶果汁的2/5。他喝了多少升果汁？请写出计算过程。","","3/10升","3/10升 | 3/10","喝了的量 = 3/4 × 2/5 = 6/20 = 3/10升。","grade-pass-sample"
"bnu-primary-ds-v1-p5-155","P5","lower","bnu-primary-p5-lower-fraction-multiplication","分数乘法","fill-in","Core","一根绳子长8米，第一次用去它的1/4，第二次用去剩下的1/3。第二次用去了多少米？","","2","2 | 2米","第一次用去8×1/4=2米，剩下6米。第二次用去6×1/3=2米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-161","P5","lower","bnu-primary-p5-lower-fraction-multiplication","分数乘法","fill-in","Core","一桶食用油净重 3/4 千克。妈妈做饭用去了这桶油的 2/5。用去的油有多少千克？","","3/10 千克","3/10 千克 | 0.3 千克","求一个数的几分之几用乘法。3/4 × 2/5 = (3×2)/(4×5) = 6/20 = 3/10（千克）。注意约分，最后结果要带单位。","grade-pass-sample"
"bnu-primary-ds-v1-p5-162","P5","lower","bnu-primary-p5-lower-fraction-multiplication","分数乘法","short-answer","Foundation","学校合唱队有 48 人，其中女生人数占 5/8。女生有多少人？请写出计算过程。","","30 人","30 人 | 30","求一个数的几分之几用乘法。48 × 5/8 = 48÷8×5 = 6×5 = 30（人）。注意整数乘分数时，可以先约分再计算。","grade-pass-sample"
"bnu-primary-ds-v1-p5-165","P5","lower","bnu-primary-p5-lower-fraction-multiplication","分数乘法","short-answer","Core","一块长方形菜地，长 3/2 米，宽是长的 2/3。这块菜地的面积是多少平方米？请写出计算过程。","","3/2 平方米","3/2 平方米 | 1.5 平方米 | 1又1/2平方米","先求宽：3/2 × 2/3 = 1（米）。再求面积：长×宽 = 3/2 × 1 = 3/2（平方米）。注意宽是长的几分之几，先算宽再算面积。","grade-pass-sample"
"bnu-primary-ds-v1-p5-173","P5","lower","bnu-primary-p5-lower-cuboid-volume","长方体（二）","fill-in","Core","一个长方体的长是8分米，宽是6分米，高是4分米，它的体积是______立方分米。","","192","192 | 192立方分米","长方体体积=长×宽×高=8×6×4=192（立方分米）。注意单位是立方分米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-177","P5","lower","bnu-primary-p5-lower-cuboid-volume","长方体（二）","short-answer","Core","一个长方体沙坑，长5米、宽3米、深0.4米。填满这个沙坑需要多少立方米的沙子？","","6立方米","6立方米 | 6m³","沙坑的体积=5×3×0.4=6（立方米）。注意深就是高，直接用长方体体积公式。","grade-pass-sample"
"bnu-primary-ds-v1-p5-185","P5","lower","bnu-primary-p5-lower-fraction-division","分数除法","multiple-choice","Core","一辆汽车行驶 3/2 千米耗油 3/25 升，照这样计算，1 升汽油可以行驶多少千米？正确的算式是（ ）。","3/2 ÷ 3/25 | 3/25 ÷ 3/2 | 3/2 × 3/25 | 3/25 × 3/2","3/2 ÷ 3/25","3/2 ÷ 3/25","求1升汽油行驶的千米数，用行驶路程除以耗油量，即3/2 ÷ 3/25。","grade-pass-sample"
"bnu-primary-ds-v1-p5-195","P5","lower","bnu-primary-p5-lower-position","确定位置","multiple-choice","Core","以学校为观测点，书店在学校北偏东30°方向400米处。下面描述正确的是（ ）。","学校在书店南偏西30°方向400米处 | 学校在书店北偏东30°方向400米处 | 学校在书店南偏东30°方向400米处 | 学校在书店西偏南30°方向400米处","学校在书店南偏西30°方向400米处","学校在书店南偏西30°方向400米处","观测点互换，方向相反，角度和距离不变。北偏东的反方向是南偏西，所以学校在书店南偏西30°方向400米处。","grade-pass-sample"
"bnu-primary-ds-v1-p5-202","P5","lower","bnu-primary-p5-lower-position","确定位置","fill-in","Core","小华从家出发，先向东走200米到达超市，再向东偏北60°方向走150米到达书店。书店在小华家的什么方向？大约多少米？（结果保留整数）","","东偏北约25°方向，约304米","东偏北约25°方向，约304米 | 东偏北25°，304米 | 东偏北25度，304米 | 东偏北约25°，约304米","第二段向东偏北60°走150米，向东分量约为150×cos60°=75米，向北分量约为150×sin60°≈130米。总向东约275米，向北约130米，方向约为东偏北25°，距离约为√(275²+130²)≈304米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-203","P5","lower","bnu-primary-p5-lower-position","确定位置","multiple-choice","Core","以公园为观测点，学校在公园南偏西30°方向400米处。以学校为观测点，公园在学校的什么方向？","北偏东30°方向400米处 | 北偏西30°方向400米处 | 南偏东30°方向400米处 | 东偏北30°方向400米处","北偏东30°方向400米处","北偏东30°方向400米处","观测点互换，方向相反，角度和距离不变。南偏西30°的反方向是北偏东30°，距离仍为400米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-205","P5","lower","bnu-primary-p5-lower-position","确定位置","multiple-choice","Core","以灯塔为观测点，渔船在灯塔东偏南35°方向20千米处。以渔船为观测点，灯塔在渔船的什么方向？","西偏北35°方向20千米处 | 西偏南35°方向20千米处 | 东偏北35°方向20千米处 | 北偏西35°方向20千米处","西偏北35°方向20千米处","西偏北35°方向20千米处","观测点互换，方向相反，角度和距离不变。东偏南35°的反方向是西偏北35°，距离20千米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-208","P5","lower","bnu-primary-p5-lower-position","确定位置","fill-in","Core","小刚从家出发，先向北偏东45°方向走200米到达公园，再向东偏南30°方向走300米到达体育馆。体育馆在小刚家的什么方向？大约多少米？（结果保留整数）","","东偏南约1°方向，约401米","东偏南约1°方向，约401米 | 东偏南约1度方向，约401米 | 东偏南约1°，约401米 | 东偏南约1度，约401米","第一段向北偏东45°走200米，向北和向东分量都约为141米。第二段向东偏南30°走300米，向东分量约260米，向南分量150米。合起来向东约401米、向南约9米，所以方向约为东偏南1°，距离约401米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-209","P5","lower","bnu-primary-p5-lower-equations","用方程解决问题","multiple-choice","Core","学校图书馆有科技书和故事书共480本，科技书的本数是故事书的3倍。科技书和故事书各有多少本？设故事书有x本，下面哪个方程是正确的？","x + 3x = 480 | x + 3 = 480 | 3x - x = 480 | x + x + 3 = 480","x + 3x = 480","x + 3x = 480","故事书x本，科技书是故事书的3倍即3x本，总本数为x+3x=480。","grade-pass-sample"
"bnu-primary-ds-v1-p5-211","P5","lower","bnu-primary-p5-lower-equations","用方程解决问题","multiple-choice","Core","哥哥和弟弟共有48张邮票，哥哥的邮票张数是弟弟的3倍。如果设弟弟有x张邮票，下面哪个方程是正确的？","x + 3x = 48 | 3x - x = 48 | x + 3 = 48 | 48 - x = 3x","x + 3x = 48","x + 3x = 48","设弟弟有x张，哥哥就是3x张，两人一共x+3x=48张。","grade-pass-sample"
"bnu-primary-ds-v1-p5-233","P5","lower","bnu-primary-p5-lower-data-analysis","数据的表示和分析","multiple-choice","Core","下面是某地一周每天的最高气温记录：\n周一：28℃\n周二：30℃\n周三：29℃\n周四：31℃\n周五：32℃\n周六：33℃\n周日：34℃\n根据以上数据，下面哪种说法是正确的？","这周最高气温是34℃ | 这周每天气温都在上升 | 这周平均气温是30℃ | 周三气温比周一低","这周最高气温是34℃","这周最高气温是34℃","从数据看出周日34℃最高，A正确。B错误，周二到周三下降。C错误，平均数约为31℃。D错误，周三29℃高于周一28℃。","grade-pass-sample"
"bnu-primary-ds-v1-p5-236","P5","lower","bnu-primary-p5-lower-data-analysis","数据的表示和分析","fill-in","Core","下面是某小学四年级三个班在植树节植树的棵数：\n四（1）班：45棵\n四（2）班：50棵\n四（3）班：55棵\n平均每个班植树多少棵？","","50","50","平均数 = 总棵数 ÷ 班级数。总棵数：45+50+55=150，班级数3，150÷3=50（棵）。","grade-pass-sample"
"bnu-primary-ds-v1-p5-239","P5","lower","bnu-primary-p5-lower-review-activity","数学好玩与总复习","multiple-choice","Core","一个长方体长5厘米、宽3厘米、高2厘米，它的表面积是多少平方厘米？","31平方厘米 | 62平方厘米 | 30平方厘米 | 52平方厘米","62平方厘米","62平方厘米 | 62","表面积＝2×(5×3＋5×2＋3×2)＝2×(15＋10＋6)＝62平方厘米。","grade-pass-sample"
"bnu-primary-ds-v1-p5-240","P5","lower","bnu-primary-p5-lower-review-activity","数学好玩与总复习","fill-in","Core","把一根长3米的绳子平均分成5段，每段长多少米？用分数表示。","","3/5","3/5","把3米平均分成5份，求每份是多少，用除法：3÷5=3/5（米）。","grade-pass-sample"
"bnu-primary-ds-v1-p5-241","P5","lower","bnu-primary-p5-lower-review-activity","数学好玩与总复习","multiple-choice","Core","学校图书馆新购入一批图书，其中故事书占全部图书的2/5，科技书占全部图书的1/4，其余是漫画书。漫画书占全部图书的几分之几？","3/20 | 7/20 | 13/20 | 17/20","7/20","7/20","把全部图书看作单位“1”，故事书和科技书共占2/5+1/4=8/20+5/20=13/20，漫画书占1-13/20=7/20。","grade-pass-sample"
"bnu-primary-ds-v1-p5-242","P5","lower","bnu-primary-p5-lower-review-activity","数学好玩与总复习","multiple-choice","Core","一个长方体玻璃鱼缸，从里面量长8分米、宽5分米、高6分米，缸内水深4分米。放入一块珊瑚石后，水面上升到4.5分米。这块珊瑚石的体积是多少立方分米？","20 | 24 | 30 | 40","20","20","珊瑚石的体积等于上升的水的体积。上升高度为4.5-4=0.5分米，底面积为8×5=40平方分米，体积为40×0.5=20立方分米。","grade-pass-sample"
"bnu-primary-ds-v1-p6-005","P6","upper","bnu-primary-p6-upper-circles","圆","fill-in","Core","一个圆的半径扩大到原来的3倍，它的面积扩大到原来的（    ）倍。","","9","9","面积与半径的平方成正比，半径扩大3倍，面积扩大3²=9倍。","grade-pass-sample"
