"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-rag2-p5-upper-mc-008","P5","upper","multiple-choice","Core","植树问题","solver-gap","manual-required","9 棵","9 棵","","","","not-run","solver:no deterministic solver matched this free-form item","一条小路长 40 米，在小路一侧从头到尾每隔 5 米栽一棵树，两端都栽。一共要栽多少棵树？"
"pep-primary-rag2-p5-upper-mc-009","P5","upper","multiple-choice","Core","等量关系","solver-gap","manual-required","2a 岁","2a 岁","","","","not-run","solver:no deterministic solver matched this free-form item","小明今年 a 岁，爸爸的年龄是小明的 3 倍。4 年后爸爸比小明大多少岁？"
"pep-primary-rag2-p5-upper-mc-010","P5","upper","multiple-choice","Core","易错提优","solver-gap","manual-required","2.5×4+2.5×0.4","2.5×4+2.5×0.4","","","","not-run","solver:no deterministic solver matched this free-form item","计算 2.5×4.4 时，下面哪种简便算法是正确的？"
"pep-primary-rag2-p5-upper-mc-011","P5","upper","multiple-choice","Core","三角形和梯形面积","solver-gap","manual-required","40","40","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形的底是8厘米，高是5厘米，与它等底等高的平行四边形的面积是多少平方厘米？"
"pep-primary-rag2-p5-upper-mc-012","P5","upper","multiple-choice","Core","小数四则估算","pass","none","20","20","20","rounded-multiplication-estimate","estimation","pass","solver:rounded-multiplication-estimate","估算 3.9 × 5.1 的结果，下面哪个选项最接近？"
"pep-primary-rag2-p5-upper-mc-013","P5","upper","multiple-choice","Core","植树问题","solver-gap","manual-required","41","41","","","","not-run","solver:no deterministic solver matched this free-form item","一条长200米的道路一侧从头到尾每隔5米栽一棵树（两端都栽），一共要栽多少棵树？"
"pep-primary-rag2-p5-upper-mc-014","P5","upper","multiple-choice","Core","等量关系","solver-gap","manual-required","60y","60y","","","","not-run","solver:no deterministic solver matched this free-form item","学校买来x个足球，每个45元；又买来y个篮球，每个比足球贵15元。买篮球一共用了多少元？"
"pep-primary-rag2-p5-upper-mc-015","P5","upper","multiple-choice","Core","易错提优","solver-gap","manual-required","3.6÷4","3.6÷4","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个算式的计算结果与其它三个不同？"
"pep-primary-rag2-p5-upper-mc-016","P5","upper","multiple-choice","Core","三角形和梯形面积","solver-gap","manual-required","18","18","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形和一个平行四边形等底等高。平行四边形的面积是36平方厘米，三角形的面积是多少平方厘米？"
"pep-primary-rag2-p5-upper-mc-017","P5","upper","multiple-choice","Core","小数四则估算","solver-gap","manual-required","3 × 9 = 27元","3 × 9 = 27元","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买了2.6千克苹果，每千克8.9元。她大约需要付多少元？下面哪种估算最合理？"
"pep-primary-rag2-p5-upper-mc-018","P5","upper","multiple-choice","Foundation","植树问题","solver-gap","manual-required","9棵","9棵","","","","not-run","solver:no deterministic solver matched this free-form item","一条小路长40米，在它的一侧从头到尾每隔5米种一棵树。一共要种多少棵树？"
"pep-primary-rag2-p5-upper-mc-019","P5","upper","multiple-choice","Core","等量关系","solver-gap","manual-required","3x - 2","3x - 2","","","","not-run","solver:no deterministic solver matched this free-form item","小明有x张卡片，小红的卡片数是小明的3倍少2张。小红有多少张卡片？"
"pep-primary-rag2-p5-upper-mc-020","P5","upper","multiple-choice","Foundation","易错提优","solver-gap","manual-required","2.5 × 1.2","2.5 × 1.2","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个算式的积最大？"
"pep-primary-rag2-p5-upper-mc-021","P5","upper","multiple-choice","Core","三角形和梯形面积","solver-gap","manual-required","三角形面积比梯形面积大4平方厘米","三角形面积比梯形面积大4平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形的底是8厘米，高是5厘米；一个梯形的上底是3厘米，下底是5厘米，高是4厘米。下列说法正确的是（ ）。"
"pep-primary-rag2-p5-upper-mc-022","P5","upper","multiple-choice","Foundation","小数四则估算","pass","none","20","20","20","rounded-multiplication-estimate","estimation","pass","solver:rounded-multiplication-estimate","估算 3.9 × 5.1 的结果，下面最接近精确值的是（ ）。"
"pep-primary-rag2-p5-upper-mc-023","P5","upper","multiple-choice","Core","植树问题","solver-gap","manual-required","200÷5+1","200÷5+1","","","","not-run","solver:no deterministic solver matched this free-form item","一条马路长200米，在马路的一侧从头到尾每隔5米种一棵树，两端都种。一共需要种多少棵树？正确的列式是（ ）。"
"pep-primary-rag2-p5-upper-mc-024","P5","upper","multiple-choice","Foundation","等量关系","solver-gap","manual-required","60y","60y","","","","not-run","solver:no deterministic solver matched this free-form item","学校买来x个足球，每个45元；又买来y个篮球，每个比足球贵15元。下面哪个式子表示买篮球一共花了多少钱？"
"pep-primary-rag2-p5-upper-mc-025","P5","upper","multiple-choice","Core","易错提优","solver-gap","manual-required","3.6×2.5 = 36×25÷10","3.6×2.5 = 36×25÷10","","","","not-run","solver:no deterministic solver matched this free-form item","计算3.6×2.5时，下面哪个想法是错误的？"
"pep-primary-rag2-p5-upper-mc-026","P5","upper","multiple-choice","Foundation","三角形和梯形面积","solver-gap","manual-required","面积一定相等","面积一定相等","","","","not-run","solver:no deterministic solver matched this free-form item","两个三角形等底等高，但形状不同。下面说法正确的是？"
"pep-primary-rag2-p5-upper-mc-027","P5","upper","multiple-choice","Core","小数四则估算","solver-gap","manual-required","约 20 元","约 20 元","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买了 2.6 千克苹果，每千克 4.8 元，又买了 1.4 千克香蕉，每千克 5.2 元。估算一下，妈妈买水果大约花了多少元？"
"pep-primary-rag2-p5-upper-mc-028","P5","upper","multiple-choice","Core","植树问题","solver-gap","manual-required","21 棵","21 棵","","","","not-run","solver:no deterministic solver matched this free-form item","一条小路长 120 米，在小路一旁从头到尾每隔 6 米栽一棵树，两端都栽，一共要栽多少棵树？"
"pep-primary-rag2-p5-upper-mc-029","P5","upper","multiple-choice","Core","等量关系","solver-gap","manual-required","x 的 3 倍与 5 的和是 20","x 的 3 倍与 5 的和是 20","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个等量关系可以用方程 3x + 5 = 20 表示？"
"pep-primary-rag2-p5-upper-mc-030","P5","upper","multiple-choice","Core","易错提优","solver-gap","manual-required","以上都是","以上都是","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎计算 3.6×0.5 时，错误地先算 36×5=180，然后点上小数点得 1.8。他出错的原因是？"
"pep-primary-rag2-p5-upper-sa-001","P5","upper","short-answer","Foundation","用字母表示数","solver-gap","manual-required","5a−8b","5a−8b | 5a-8b","","","","not-run","solver:no deterministic solver matched this free-form item","学校买了5个篮球和8个排球，每个篮球a元，每个排球b元。用式子表示买篮球比买排球多花多少元。"
"pep-primary-rag2-p5-upper-sa-002","P5","upper","short-answer","Core","期末综合","solver-gap","manual-required","3.6","3.6","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道小数除法时，把除数1.8看成了18，算出的商是0.36。正确的商应该是多少？"
"pep-primary-rag2-p5-upper-sa-003","P5","upper","short-answer","Exam","平行四边形面积","solver-gap","manual-required","44","44 | 44厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形，底是12厘米，高是8厘米。如果把它拉成一个长方形，面积增加了24平方厘米。原来平行四边形的周长是多少厘米？（提示：拉成长方形后，底不变，高变为邻边长度）"
"pep-primary-rag2-p5-upper-sa-004","P5","upper","short-answer","Challenge","小数除法","solver-gap","manual-required","3.6","3.6 | 3.6米","","","","not-run","solver:no deterministic solver matched this free-form item","一个长方形的面积是 12.6 平方米，长是 3.5 米。这个长方形的宽是多少米？请用竖式或横式写出计算过程，并说明每一步的含义。"
"pep-primary-rag2-p5-upper-sa-005","P5","upper","short-answer","Foundation","可能性","solver-gap","manual-required","蓝球可能性最大，绿球可能性最小","蓝球可能性最大，绿球可能性最小 | 蓝色可能性最大，绿色可能性最小 | 蓝球最大，绿球最小","","","","not-run","solver:no deterministic solver matched this free-form item","盒子里有 3 个红球、5 个蓝球和 2 个绿球，它们除颜色外完全相同。任意摸出一个球，摸出哪种颜色的可能性最大？摸出哪种颜色的可能性最小？请说明理由。"
"pep-primary-rag2-p5-upper-sa-006","P5","upper","short-answer","Core","用字母表示数","solver-gap","manual-required","4.5a 千米；270 千米","4.5a 千米；270 千米 | 4.5a千米；270千米 | 4.5a; 270","","","","not-run","solver:no deterministic solver matched this free-form item","用含有字母的式子表示下面的数量关系：一辆汽车每小时行驶 a 千米，行驶 4.5 小时，行驶的总路程是多少千米？如果 a = 60，实际路程是多少千米？"
"pep-primary-rag2-p5-upper-sa-007","P5","upper","short-answer","Exam","期末综合","solver-gap","manual-required","650","650 | 650千克","","","","not-run","solver:no deterministic solver matched this free-form item","一块梯形菜地，上底是 8 米，下底是 12 米，高是 10 米。如果每平方米收白菜 6.5 千克，这块地一共可以收白菜多少千克？请写出计算过程。"
"pep-primary-rag2-p5-upper-sa-008","P5","upper","short-answer","Challenge","平行四边形面积","solver-gap","manual-required","48","48 | 48平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形，底是 12 厘米，高是 8 厘米。从这个平行四边形中剪下一个最大的三角形，剩下的面积是多少平方厘米？"
"pep-primary-rag2-p5-upper-sa-009","P5","upper","short-answer","Challenge","小数除法","solver-gap","manual-required","9段，8次","9段，8次 | 9段 8次 | 9 8","","","","not-run","solver:no deterministic solver matched this free-form item","把一根 3.6 米长的绳子，每 0.4 米剪成一段，可以剪成几段？需要剪几次？"
"pep-primary-rag2-p5-upper-sa-010","P5","upper","short-answer","Challenge","可能性","solver-gap","manual-required","黄球可能性最大，蓝球可能性最小","黄球可能性最大，蓝球可能性最小 | 黄球最大，蓝球最小","","","","not-run","solver:no deterministic solver matched this free-form item","盒子里有 3 个红球、5 个黄球、2 个蓝球，除颜色外完全相同。任意摸出一个球，摸出哪种颜色的可能性最大？摸出哪种颜色的可能性最小？"
"pep-primary-rag2-p5-upper-sa-011","P5","upper","short-answer","Challenge","用字母表示数","solver-gap","manual-required","3x = 20 - 2.6, x = 5.8","3x = 20 - 2.6, x = 5.8 | 3x=17.4, x=5.8","","","","not-run","solver:no deterministic solver matched this free-form item","小明买了3支同样的钢笔，付了20元，找回2.6元。设每支钢笔x元，列出方程并求解。"
"pep-primary-rag2-p5-upper-sa-012","P5","upper","short-answer","Challenge","期末综合","solver-gap","manual-required","900","900 | 900棵","","","","not-run","solver:no deterministic solver matched this free-form item","一个梯形果园，上底长120米，下底长180米，高60米。如果每棵果树占地10平方米，这个果园最多可以种多少棵果树？"
"pep-primary-rag2-p5-upper-sa-013","P5","upper","short-answer","Challenge","平行四边形面积","solver-gap","manual-required","72","72 | 72平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形相邻两条边的长度分别是12厘米和8厘米，其中一条边上的高是9厘米。这个平行四边形的面积是多少平方厘米？"
"pep-primary-rag2-p5-upper-sa-014","P5","upper","short-answer","Challenge","小数除法","solver-gap","manual-required","应找回24.1元。","应找回24.1元。 | 24.1 | 24.1元 | 应找回24.1元","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买了2.5千克苹果，每千克6.4元；又买了1.8千克梨，每千克5.5元。她付了50元，应找回多少元？"
"pep-primary-rag2-p5-upper-sa-015","P5","upper","short-answer","Challenge","可能性","solver-gap","manual-required","摸出红球的可能性最大，摸出绿球的可能性最小。","摸出红球的可能性最大，摸出绿球的可能性最小。 | 红球可能性最大，绿球可能性最小 | 红球最大，绿球最小 | 红球可能性最大，绿球可能性最小。","","","","not-run","solver:no deterministic solver matched this free-form item","盒子里有5个红球、3个黄球和2个绿球，任意摸出一个球，摸出哪种颜色的可能性最大？摸出哪种颜色的可能性最小？"
"pep-primary-rag2-p5-upper-sa-016","P5","upper","short-answer","Challenge","用字母表示数","solver-gap","manual-required","3a+5","3a+5 | 3a+5。 | 3a+5.","","","","not-run","solver:no deterministic solver matched this free-form item","用字母表示：比a的3倍多5的数是多少？"
"pep-primary-rag2-p5-upper-sa-017","P5","upper","short-answer","Challenge","期末综合","solver-gap","manual-required","17棵","17棵 | 17 | 17棵。 | 17棵.","","","","not-run","solver:no deterministic solver matched this free-form item","学校有一条长80米的小路，计划在小路一旁每隔5米栽一棵树，两端都要栽。一共需要多少棵树苗？"
"pep-primary-rag2-p5-upper-sa-018","P5","upper","short-answer","Core","平行四边形面积","solver-gap","manual-required","84平方厘米","84平方厘米 | 84","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形，底是12厘米，高是7厘米。它的面积是多少平方厘米？"
"pep-primary-rag2-p5-upper-sa-019","P5","upper","short-answer","Foundation","小数除法","pass","none","0.7千克","0.7千克 | 0.7","0.7","exact-division-story","division","pass","solver:exact-division-story","把5.6千克糖果平均分给8个小朋友，每个小朋友分得多少千克？"
"pep-primary-rag2-p5-upper-sa-020","P5","upper","short-answer","Core","可能性","solver-gap","manual-required","白球，因为白球数量最多。","白球，因为白球数量最多。 | 白球","","","","not-run","solver:no deterministic solver matched this free-form item","盒子里有3个红球、5个白球和2个黄球。任意摸一个球，摸到哪种颜色的可能性最大？为什么？"
"pep-primary-rag2-p5-upper-sa-021","P5","upper","short-answer","Foundation","用字母表示数","solver-gap","manual-required","45x + 60y","45x + 60y | 45x+60y | 45x+60y元 | 45×x+60×y","","","","not-run","solver:no deterministic solver matched this free-form item","学校买来x个足球，每个45元；又买来y个篮球，每个60元。请用含有字母的式子表示学校买足球和篮球一共花了多少元。"
"pep-primary-rag2-p5-upper-sa-022","P5","upper","short-answer","Core","期末综合","solver-gap","manual-required","24.8","24.8 | 24.8元","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买了2.5千克苹果，每千克苹果6.4元；又买了1.6千克香蕉，每千克香蕉5.5元。妈妈一共花了多少钱？"
"pep-primary-rag2-p5-upper-sa-023","P5","upper","short-answer","Foundation","平行四边形面积","solver-gap","manual-required","90","90 | 90平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形相邻两条边的长度分别是12厘米和9厘米，其中一条边上的高是10厘米。这个平行四边形的面积是多少平方厘米？"
"pep-primary-rag2-p5-upper-sa-024","P5","upper","short-answer","Core","小数除法","solver-gap","manual-required","估算：苹果约2.5×8=20元，香蕉约1.8×5=9元，合计约29元。精确计算：2.5×7.6=19元，1.8×5.4=9.72元，合计28.72元。差距：29-28.72=0.28元。","估算：苹果约2.5×8=20元，香蕉约1.8×5=9元，合计约29元。精确计算：2.5×7.6=19元，1.8×5.4=9.72元，合计28.72元。差距：29-28.72=0.28元。","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买2.5千克苹果和1.8千克香蕉，苹果每千克7.6元，香蕉每千克5.4元。估一估，妈妈大约要付多少钱？写出估算过程，再精确计算并比较估算与精确值的差距。"
"pep-primary-rag2-p5-upper-sa-025","P5","upper","short-answer","Foundation","可能性","solver-gap","manual-required","摸到蓝球的可能性最大，因为蓝球数量最多。摸到红球的可能性比摸到黄球的可能性大，因为红球数量比黄球多。","摸到蓝球的可能性最大，因为蓝球数量最多。摸到红球的可能性比摸到黄球的可能性大，因为红球数量比黄球多。","","","","not-run","solver:no deterministic solver matched this free-form item","口袋里有3个红球、2个黄球和5个蓝球，它们除颜色外完全相同。任意摸一个球，摸到哪种颜色的可能性最大？摸到红球的可能性比摸到黄球的可能性大吗？请说明理由。"
"pep-primary-rag2-p5-upper-sa-026","P5","upper","short-answer","Core","用字母表示数","solver-gap","manual-required","爸爸年龄：4a-2；当a=9时，4×9-2=34岁。","爸爸年龄：4a-2；当a=9时，4×9-2=34岁。","","","","not-run","solver:no deterministic solver matched this free-form item","小明今年a岁，爸爸的年龄是小明的4倍少2岁。用式子表示爸爸的年龄。当a=9时，爸爸多少岁？"
"pep-primary-rag2-p5-upper-sa-027","P5","upper","short-answer","Foundation","期末综合","solver-gap","manual-required","42平方分米","42平方分米","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形的底是8.4分米，高是5分米。与它等底等高的平行四边形的面积是多少平方分米？"
"pep-primary-rag2-p5-upper-sa-028","P5","upper","short-answer","Core","平行四边形面积","solver-gap","manual-required","640 千克","640 千克 | 640kg | 640","","","","not-run","solver:no deterministic solver matched this free-form item","一块平行四边形菜地，底边长 12.5 米，高 8 米。如果每平方米收白菜 6.4 千克，这块地一共可收白菜多少千克？"
"pep-primary-rag2-p5-upper-sa-029","P5","upper","short-answer","Core","小数除法","solver-gap","manual-required","2 个","2 个 | 2","","","","not-run","solver:no deterministic solver matched this free-form item","用 5.4 千克花生榨油，每千克花生可榨油 0.38 千克。榨出的油分装在容量为 1.2 千克的瓶子里，至少需要几个瓶子？"
"pep-primary-rag2-p5-upper-sa-030","P5","upper","short-answer","Core","可能性","solver-gap","manual-required","摸出红球的可能性最大，摸出蓝球的可能性最小。","摸出红球的可能性最大，摸出蓝球的可能性最小。 | 红球可能性最大，蓝球可能性最小。 | 红球最大，蓝球最小","","","","not-run","solver:no deterministic solver matched this free-form item","盒子里有 5 个红球、3 个黄球和 2 个蓝球，大小相同。任意摸出一个球，摸出哪种颜色的可能性最大？摸出哪种颜色的可能性最小？"
"pep-primary-rag2-p5-upper-sa-031","P5","upper","short-answer","Core","用字母表示数","solver-gap","manual-required","3a+2b；26.4","3a+2b；26.4 | 3a+2b,26.4 | 3a+2b 26.4 | 3a+2b;26.4","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买了3千克苹果和2千克梨，苹果每千克a元，梨每千克b元。用含有字母的式子表示妈妈一共花了多少钱。如果a=5.6，b=4.8，一共花了多少元？"
"pep-primary-rag2-p5-upper-sa-032","P5","upper","short-answer","Core","位置","solver-gap","manual-required","41；40","41；40 | 41,40 | 41 40 | 41;40","","","","not-run","solver:no deterministic solver matched this free-form item","在一条长200米的小路一边植树，每隔5米栽一棵（两端都要栽）。一共要栽多少棵树？如果小路是圆形花坛的周长，每隔5米栽一棵，一共要栽多少棵？"
"pep-primary-rag2-p5-upper-sa-033","P5","upper","short-answer","Core","小数四则估算","pass","none","38.4","38.4 | 38.4元","38.4元","buy-four-get-one-promotion","money","pass","solver:buy-four-get-one-promotion","一种牛奶每盒2.4元，超市正在促销“买四送一”。王老师要买20盒，至少需要付多少钱？请写出估算和精确计算过程。"
"pep-primary-rag2-p5-upper-sa-034","P5","upper","short-answer","Core","平行四边形面积","solver-gap","manual-required","80","80 | 80平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形相邻两条边的长度分别是8厘米和12厘米，其中一条边上的高是10厘米。这个平行四边形的面积是多少平方厘米？请说明你的理由。"
"pep-primary-rag2-p5-upper-sa-035","P5","upper","short-answer","Core","期中综合","solver-gap","manual-required","3；7.2","3；7.2 | 3,7.2 | 3 7.2 | 3;7.2","","","","not-run","solver:no deterministic solver matched this free-form item","小明在计算一道小数乘法时，把其中一个因数2.4错看成了24，结果积比原来多了64.8。另一个因数是多少？正确的积是多少？"
"pep-primary-rag2-p6-lower-fi-001","P6","lower","fill-in","Core","负数","solver-gap","manual-required","-5, +3, +7, -2, -5 < -2 < +3 < +7","-5, +3, +7, -2, -5 < -2 < +3 < +7 | -5, 3, 7, -2, -5 < -2 < 3 < 7","","","","not-run","solver:no deterministic solver matched this free-form item","某城市冬季某天的气温记录如下：凌晨2时零下5℃，上午8时零上3℃，下午2时零上7℃，晚上8时零下2℃。如果把零上温度记为正数，零下温度记为负数，用正负数表示这四个时刻的气温，并按从低到高的顺序排列。\n凌晨2时：______℃\n上午8时：______℃\n下午2时：______℃\n晚上8时：______℃\n从低到高排列：______"
"pep-primary-rag2-p6-lower-fi-002","P6","lower","fill-in","Exam","数学广角","solver-gap","manual-required","5","5","","","","not-run","solver:no deterministic solver matched this free-form item","把红、黄、蓝、白四种颜色的球各10个放到一个袋子里。至少取出多少个球，可以保证取到两个颜色相同的球？"
"pep-primary-rag2-p6-lower-fi-003","P6","lower","fill-in","Challenge","负数","solver-gap","manual-required","125","125","","","","not-run","solver:no deterministic solver matched this free-form item","某商店将一件商品按进价提高40%后标价，再打八折出售，结果每件仍获利15元。这件商品的进价是多少元？"
"pep-primary-rag2-p6-lower-fi-004","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","15","15","","","","not-run","solver:no deterministic solver matched this free-form item","六（1）班有45名学生，他们都订阅了《小学生数学报》或《小学生语文报》中的至少一种。已知订阅《小学生数学报》的有32人，订阅《小学生语文报》的有28人。两种报纸都订阅的有多少人？"
"pep-primary-rag2-p6-lower-fi-005","P6","lower","fill-in","Core","负数","solver-gap","manual-required","13","13 | 13℃","","","","not-run","solver:no deterministic solver matched this free-form item","某天，甲地气温是零下5℃，乙地气温是零上8℃。两地气温相差______℃。"
"pep-primary-rag2-p6-lower-fi-006","P6","lower","fill-in","Exam","数学广角","solver-gap","manual-required","5","5 | 5个","","","","not-run","solver:no deterministic solver matched this free-form item","把红、黄、蓝、白四种颜色的球各10个放到一个袋子里。至少取出______个球，可以保证取到两个颜色相同的球。"
"pep-primary-rag2-p6-lower-fi-007","P6","lower","fill-in","Challenge","负数","solver-gap","manual-required","12.0","12.0 | 12.0% | 12","","","","not-run","solver:no deterministic solver matched this free-form item","某商店4月份营业额为25万元，5月份营业额为28万元。5月份营业额比4月份增长了______%。（百分号前保留一位小数）"
"pep-primary-rag2-p6-lower-fi-008","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","4","4","","","","not-run","solver:no deterministic solver matched this free-form item","把13个苹果放进4个抽屉里，总有一个抽屉至少放进______个苹果。"
"pep-primary-rag2-p6-lower-fi-009","P6","lower","fill-in","Foundation","负数","solver-gap","manual-required","乙地，甲地","乙地，甲地 | 乙地 甲地 | 乙地和甲地","","","","not-run","solver:no deterministic solver matched this free-form item","某天，甲地的气温是-5℃，乙地的气温是3℃，丙地的气温是-2℃。这三个地方中，气温最高的是______，气温最低的是______。"
"pep-primary-rag2-p6-lower-fi-010","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","4","4","","","","not-run","solver:no deterministic solver matched this free-form item","一个盒子里有大小相同的红球5个、黄球4个、蓝球3个。至少摸出______个球，才能保证摸出的球中一定有2个颜色相同的球。"
"pep-primary-rag2-p6-lower-fi-011","P6","lower","fill-in","Foundation","负数","solver-gap","manual-required","-8","-8 | 负8","","","","not-run","solver:no deterministic solver matched this free-form item","某城市冬季某天的最高气温是零上5℃，记作+5℃；最低气温是零下8℃，记作______℃。"
"pep-primary-rag2-p6-lower-fi-012","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","4","4 | 四个","","","","not-run","solver:no deterministic solver matched this free-form item","把红、黄、蓝三种颜色的球各8个放到一个袋子里。至少取出______个球，才能保证取到两个颜色相同的球。"
"pep-primary-rag2-p6-lower-fi-013","P6","lower","fill-in","Foundation","负数","solver-gap","manual-required","5","5 | 五","","","","not-run","solver:no deterministic solver matched this free-form item","在数轴上，点A表示-3，点B表示2，那么A、B两点之间的距离是______。"
"pep-primary-rag2-p6-lower-fi-014","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","80","80 | 80人","","","","not-run","solver:no deterministic solver matched this free-form item","六年级有学生180人，其中男生人数是女生人数的4/5。男生有______人。"
"pep-primary-rag2-p6-lower-fi-015","P6","lower","fill-in","Foundation","负数","solver-gap","manual-required","-5, 8, 13","-5, 8, 13 | -5，8，13","","","","not-run","solver:no deterministic solver matched this free-form item","某天，甲地的气温是零下5℃，记作（    ）℃；乙地的气温是零上8℃，记作（    ）℃。两地气温相差（    ）℃。"
"pep-primary-rag2-p6-lower-fi-016","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","4","4","","","","not-run","solver:no deterministic solver matched this free-form item","把红、黄、蓝三种颜色的球各8个放到一个袋子里。至少取出（    ）个球，才能保证取到两个颜色相同的球。"
"pep-primary-rag2-p6-lower-fi-017","P6","lower","fill-in","Foundation","负数","solver-gap","manual-required","300","300 | 300元","","","","not-run","solver:no deterministic solver matched this free-form item","某商场促销，一件衣服打八折后售价是240元，这件衣服原价是（    ）元。"
"pep-primary-rag2-p6-lower-fi-018","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","3","3","","","","not-run","solver:no deterministic solver matched this free-form item","把7个苹果放进3个抽屉，总有一个抽屉至少放进了______个苹果。"
"pep-primary-rag2-p6-lower-fi-019","P6","lower","fill-in","Core","负数","solver-gap","manual-required","-50","-50","","","","not-run","solver:no deterministic solver matched this free-form item","如果规定向东为正，那么向西走50米记作______米。"
"pep-primary-rag2-p6-lower-fi-020","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","3","3","","","","not-run","solver:no deterministic solver matched this free-form item","盒子里有同样大小的红球和蓝球各5个，要想摸出的球一定有2个同色的，至少要摸出______个球。"
"pep-primary-rag2-p6-lower-fi-021","P6","lower","fill-in","Core","负数","solver-gap","manual-required","-3；8","-3；8 | -3,8 | -3 8","","","","not-run","solver:no deterministic solver matched this free-form item","某城市一天的最高气温是5℃，最低气温是零下3℃。零下3℃记作______℃，这一天最高气温和最低气温相差______℃。"
"pep-primary-rag2-p6-lower-fi-022","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","3","3","","","","not-run","solver:no deterministic solver matched this free-form item","把8本书放进3个抽屉，不管怎么放，总有一个抽屉至少放进______本书。"
"pep-primary-rag2-p6-lower-fi-023","P6","lower","fill-in","Core","负数","solver-gap","manual-required","0.5","0.5 | 1/2 | 二分之一","","","","not-run","solver:no deterministic solver matched this free-form item","在数轴上，点A表示-2，点B表示3，点C在点A和点B的正中间。点C表示的数是______。"
"pep-primary-rag2-p6-lower-fi-024","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","3","3","","","","not-run","solver:no deterministic solver matched this free-form item","盒子里有同样大小的红球和蓝球各5个。要想摸出的球一定有2个同色的，至少要摸出______个球。"
"pep-primary-rag2-p6-lower-fi-025","P6","lower","fill-in","Core","负数","solver-gap","manual-required","-5","-5","","","","not-run","solver:no deterministic solver matched this free-form item","某日，甲地最高气温是零上8℃，记作+8℃；乙地最低气温是零下5℃，记作______℃。"
"pep-primary-rag2-p6-lower-fi-026","P6","lower","fill-in","Foundation","数学广角","solver-gap","manual-required","4","4","","","","not-run","solver:no deterministic solver matched this free-form item","把红、黄、蓝三种颜色的球各5个放到一个袋子里。至少取出______个球，可以保证取到两个颜色相同的球。"
"pep-primary-rag2-p6-lower-fi-027","P6","lower","fill-in","Core","负数","solver-gap","manual-required","85","85","","","","not-run","solver:no deterministic solver matched this free-form item","一种商品打八五折出售，就是按原价的______%出售。"
"pep-primary-rag2-p6-lower-fi-028","P6","lower","fill-in","Core","数学广角","solver-gap","manual-required","3","3","","","","not-run","solver:no deterministic solver matched this free-form item","把10个苹果放入4个抽屉，总有一个抽屉至少放入（ ）个苹果。"
"pep-primary-rag2-p6-lower-fi-029","P6","lower","fill-in","Core","负数","solver-gap","manual-required","-5","-5","","","","not-run","solver:no deterministic solver matched this free-form item","某天，甲地最高气温是零上8℃，记作+8℃；乙地最低气温是零下5℃，记作（ ）℃。"
"pep-primary-rag2-p6-lower-fi-030","P6","lower","fill-in","Core","数学广角","solver-gap","manual-required","4","4","","","","not-run","solver:no deterministic solver matched this free-form item","盒子里有红、黄、蓝三种颜色的球各5个，至少摸出（ ）个球，才能保证摸出2个颜色相同的球。"
"pep-primary-rag2-p6-lower-fi-031","P6","lower","fill-in","Core","负数","solver-gap","manual-required","-5,13","-5,13","","","","not-run","solver:no deterministic solver matched this free-form item","某天，甲城市的气温是零下5℃，乙城市的气温是零上8℃。如果把零上8℃记作+8℃，那么零下5℃应记作____℃。这两个城市的温差是____℃。"
