id,grade,topicId,type,difficulty,generatorFamily,generatorVariant,independentAnswer,storedAnswer,status,reviewReason,notes
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-034,S6,pep-high-s6-bivariate-data,short-answer,Foundation,bivariate-data,regression-through-means,24,24,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-fi-035,S6,pep-high-s6-bivariate-data,fill-in,Challenge,bivariate-data,regression-residual,1,1,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-mc-036,S6,pep-high-s6-bivariate-data,multiple-choice,Core,bivariate-data,linear-regression-prediction,0,0,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-037,S6,pep-high-s6-bivariate-data,short-answer,Exam,bivariate-data,regression-through-means,7,7,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-fi-038,S6,pep-high-s6-bivariate-data,fill-in,Foundation,bivariate-data,regression-residual,1,1,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-mc-039,S6,pep-high-s6-bivariate-data,multiple-choice,Challenge,bivariate-data,linear-regression-prediction,21,21,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-040,S6,pep-high-s6-bivariate-data,short-answer,Core,bivariate-data,regression-through-means,9,9,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-fi-041,S6,pep-high-s6-bivariate-data,fill-in,Exam,bivariate-data,regression-residual,1,1,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-mc-042,S6,pep-high-s6-bivariate-data,multiple-choice,Foundation,bivariate-data,linear-regression-prediction,3,3,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-043,S6,pep-high-s6-bivariate-data,short-answer,Challenge,bivariate-data,regression-through-means,14,14,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-fi-044,S6,pep-high-s6-bivariate-data,fill-in,Core,bivariate-data,regression-residual,1,1,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-mc-045,S6,pep-high-s6-bivariate-data,multiple-choice,Exam,bivariate-data,linear-regression-prediction,10,10,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-046,S6,pep-high-s6-bivariate-data,short-answer,Foundation,bivariate-data,regression-through-means,22,22,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-fi-047,S6,pep-high-s6-bivariate-data,fill-in,Challenge,bivariate-data,regression-residual,1,1,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-mc-048,S6,pep-high-s6-bivariate-data,multiple-choice,Core,bivariate-data,linear-regression-prediction,5,5,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-049,S6,pep-high-s6-bivariate-data,short-answer,Exam,bivariate-data,regression-through-means,5,5,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-fi-050,S6,pep-high-s6-bivariate-data,fill-in,Challenge,bivariate-data,regression-residual,1,1,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-mc-051,S6,pep-high-s6-bivariate-data,multiple-choice,Core,bivariate-data,linear-regression-prediction,19,19,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-052,S6,pep-high-s6-bivariate-data,short-answer,Exam,bivariate-data,regression-through-means,7,7,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-053,S6,pep-high-s6-bivariate-data,short-answer,Challenge,bivariate-data,regression-through-means,17,17,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-054,S6,pep-high-s6-bivariate-data,short-answer,Core,bivariate-data,regression-through-means,11,11,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-055,S6,pep-high-s6-bivariate-data,short-answer,Exam,bivariate-data,regression-through-means,19,19,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-056,S6,pep-high-s6-bivariate-data,short-answer,Challenge,bivariate-data,regression-through-means,2,2,pass,,OK
pep-high-hybrid-v1-s6-s6-bivariate-data-sa-057,S6,pep-high-s6-bivariate-data,short-answer,Core,bivariate-data,regression-through-means,10,10,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-001,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,6,6,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-002,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,18,18,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-003,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√4,x=±√4,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-004,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,-12,-12,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-005,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,9,9,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-006,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√2,x=±√2,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-007,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,39,39,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-008,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,-9,-9,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-009,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√5,x=±√5,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-010,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,24,24,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-011,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,42,42,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-012,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√3,x=±√3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-013,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,0,0,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-014,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,12,12,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-015,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±1,x=±1,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-016,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,-3,-3,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-017,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,3,3,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-018,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√4,x=±√4,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-019,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,33,33,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-020,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,0,0,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-021,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√2,x=±√2,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-022,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,18,18,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-023,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,36,36,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-024,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√5,x=±√5,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-025,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,9,9,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-026,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,21,21,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-027,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√3,x=±√3,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-028,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,-9,-9,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-029,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,-3,-3,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-030,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±1,x=±1,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-031,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,42,42,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-032,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,-6,-6,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-033,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√4,x=±√4,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-034,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,12,12,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-035,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,45,45,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-036,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√2,x=±√2,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-037,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,3,3,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-038,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,15,15,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-039,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√5,x=±√5,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-040,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,0,0,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-041,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,6,6,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-042,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√3,x=±√3,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-043,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,36,36,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-044,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,-12,-12,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-045,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±1,x=±1,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-046,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,21,21,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-047,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,39,39,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-048,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√4,x=±√4,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-049,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,-3,-3,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-fi-050,S6,pep-high-s6-derivative-synthesis,fill-in,Challenge,derivative-synthesis,cubic-derivative-value,24,24,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-mc-051,S6,pep-high-s6-derivative-synthesis,multiple-choice,Core,derivative-synthesis,cubic-critical-points,x=±√2,x=±√2,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-052,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,-6,-6,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-053,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,derivative-synthesis,cubic-tangent-slope,0,0,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-054,S6,pep-high-s6-derivative-synthesis,short-answer,Core,derivative-synthesis,cubic-tangent-slope,12,12,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-055,S6,pep-high-s6-derivative-synthesis,short-answer,Exam,derivative-synthesis,cubic-tangent-slope,45,45,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-056,S6,pep-high-s6-derivative-synthesis,short-answer,Challenge,derivative-synthesis,cubic-tangent-slope,-3,-3,pass,,OK
pep-high-hybrid-v1-s6-s6-derivative-synthesis-sa-057,S6,pep-high-s6-derivative-synthesis,short-answer,Core,derivative-synthesis,cubic-tangent-slope,3,3,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-001,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+1)^2+(y+1)^2=9,(x+1)^2+(y+1)^2=9,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-002,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,4,4,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-003,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,6,6,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-004,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x-2)^2+(y-2)^2=4,(x-2)^2+(y-2)^2=4,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-005,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,3,3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-006,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,3,3,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-007,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+0)^2+(y+1)^2=25,(x+0)^2+(y+1)^2=25,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-008,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,2,2,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-009,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,5,5,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-010,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+2)^2+(y-2)^2=16,(x+2)^2+(y-2)^2=16,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-011,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,5,5,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-012,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,2,2,pass,topic-balanced-s18-sample,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-013,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x-1)^2+(y+1)^2=9,(x-1)^2+(y+1)^2=9,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-014,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,4,4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-015,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,3,3,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-016,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+1)^2+(y-2)^2=4,(x+1)^2+(y-2)^2=4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-017,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,3,3,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-018,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,5,5,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-019,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x-2)^2+(y+1)^2=25,(x-2)^2+(y+1)^2=25,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-020,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,2,2,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-021,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,2,2,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-022,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+0)^2+(y-2)^2=16,(x+0)^2+(y-2)^2=16,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-023,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,5,5,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-024,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,4,4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-025,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+2)^2+(y+1)^2=9,(x+2)^2+(y+1)^2=9,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-026,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,4,4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-027,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,5,5,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-028,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x-1)^2+(y-2)^2=4,(x-1)^2+(y-2)^2=4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-029,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,3,3,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-030,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,2,2,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-031,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+1)^2+(y+1)^2=25,(x+1)^2+(y+1)^2=25,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-032,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,2,2,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-033,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,4,4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-034,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x-2)^2+(y-2)^2=16,(x-2)^2+(y-2)^2=16,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-035,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,5,5,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-036,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,1,1,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-037,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+0)^2+(y+1)^2=9,(x+0)^2+(y+1)^2=9,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-038,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,4,4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-039,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,7,7,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-040,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+2)^2+(y-2)^2=4,(x+2)^2+(y-2)^2=4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-041,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,3,3,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-042,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,4,4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-043,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x-1)^2+(y+1)^2=25,(x-1)^2+(y+1)^2=25,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-044,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,2,2,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-045,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,1,1,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-046,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+1)^2+(y-2)^2=16,(x+1)^2+(y-2)^2=16,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-047,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,5,5,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-048,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,3,3,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-049,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x-2)^2+(y+1)^2=9,(x-2)^2+(y+1)^2=9,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-fi-050,S6,pep-high-s6-analytic-geometry-synthesis,fill-in,Challenge,analytic-geometry-synthesis,center-to-vertical-line-distance,4,4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-mc-051,S6,pep-high-s6-analytic-geometry-synthesis,multiple-choice,Core,analytic-geometry-synthesis,circle-tangent-line,4,4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-052,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Exam,analytic-geometry-synthesis,circle-standard-equation,(x+0)^2+(y-2)^2=4,(x+0)^2+(y-2)^2=4,pass,,OK
pep-high-hybrid-v1-s6-s6-analytic-geometry-synthesis-sa-053,S6,pep-high-s6-analytic-geometry-synthesis,short-answer,Challenge,analytic-geometry-synthesis,circle-standard-equation,(x-1)^2+(y-3)^2=9,(x-1)^2+(y-3)^2=9,pass,,OK
