"id","batch","grade","topicId","topicZhHans","type","difficulty","verdict","solvable","answerMatches","severity","issueCodes","issueDetailsZhHans","independentAnswerZhHans","answer","acceptedAnswers","answerCheckZhHans","recommendedActionZhHans","confidence","localValidationNotes","promptZhHans"
"pep-high-s6-rag4-mc-104","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=64, a=8, 长轴长=2a=16","16","","标准答案为16，独立计算得16，选项中有且仅有16，匹配。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知椭圆 \(\frac{x^2}{64}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-105","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=49, a=7, 长轴长=2a=14","14","","标准答案为14，独立计算得14，选项中有且仅有14，匹配。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知椭圆 \(\frac{x^2}{49}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-106","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=36, a=6, 长轴长=2a=12","12","","标准答案为12，独立计算得12，选项中有且仅有12，匹配。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。只要条件用全，简短计算即可。已知椭圆 \(\frac{x^2}{36}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-107","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=25, a=5, 长轴长=2a=10","10","","标准答案为10，独立计算得10，选项中有且仅有10，匹配。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知椭圆 \(\frac{x^2}{25}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-108","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=16, a=4, 长轴长=2a=8","8","","标准答案为8，独立计算得8，选项中有且仅有8，匹配。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知椭圆 \(\frac{x^2}{16}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-109","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=64, a=8, 长轴长=2a=16","16","","标准答案为16，独立计算得16，选项中有且仅有16，匹配。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知椭圆 \(\frac{x^2}{64}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-110","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=49, a=7, 长轴长=2a=14","14","","标准答案为14，独立计算得14，选项中有且仅有14，匹配。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知椭圆 \(\frac{x^2}{49}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-111","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=36, a=6, 长轴长=2a=12","12","","标准答案为12，独立计算得12，选项中有且仅有12，匹配。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。只要条件用全，简短计算即可。已知椭圆 \(\frac{x^2}{36}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-112","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=25, a=5, 长轴长=2a=10","10","","标准答案为10，独立计算得10，选项中有且仅有10，匹配。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知椭圆 \(\frac{x^2}{25}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-113","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=16, a=4, 长轴长=2a=8","8","","标准答案为8，独立计算得8，选项中有且仅有8，匹配。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知椭圆 \(\frac{x^2}{16}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-114","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=64, a=8, 长轴长=2a=16","16","","标准答案为16，独立计算得16，选项中有且仅有16，匹配。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知椭圆 \(\frac{x^2}{64}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-115","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","a^2=49, a=7, 长轴长=2a=14","14","","标准答案为14，独立计算得14，选项中有且仅有14，匹配。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知椭圆 \(\frac{x^2}{49}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-116","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","12","12","","标准答案 12 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。只要条件用全，简短计算即可。已知椭圆 \(\frac{x^2}{36}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-117","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","10","10","","标准答案 10 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知椭圆 \(\frac{x^2}{25}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-118","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","8","8","","标准答案 8 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知椭圆 \(\frac{x^2}{16}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-119","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","16","16","","标准答案 16 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知椭圆 \(\frac{x^2}{64}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-120","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","14","14","","标准答案 14 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知椭圆 \(\frac{x^2}{49}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-121","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","12","12","","标准答案 12 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。只要条件用全，简短计算即可。已知椭圆 \(\frac{x^2}{36}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-122","rag-v4","S6","pep-high-s6-analytic-geometry-synthesis","解析几何综合","multiple-choice","Challenge","pass","true","true","none","","","10","10","","标准答案 10 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知椭圆 \(\frac{x^2}{25}+\frac{y^2}{16}=1\)，求长轴长。"
"pep-high-s6-rag4-mc-123","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/5","2/5","","标准答案 2/5 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。用一条清晰思路得到最终结果。袋中有 4 个红球和 6 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-124","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/7","2/7","","标准答案 2/7 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。说明式子中哪一部分决定答案。袋中有 2 个红球和 5 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-125","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","1/2","1/2","","标准答案 1/2 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。优先使用精确值，不用猜测小数。袋中有 4 个红球和 4 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-126","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/5","2/5","","标准答案 2/5 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。确认条件匹配后再使用标准公式。袋中有 2 个红球和 3 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-127","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","4/11","4/11","","标准答案 4/11 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。把答案代回原符号核对。袋中有 4 个红球和 7 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-128","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","1/4","1/4","","标准答案 1/4 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。用一条清晰思路得到最终结果。袋中有 2 个红球和 6 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-129","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","4/9","4/9","","标准答案 4/9 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。说明式子中哪一部分决定答案。袋中有 4 个红球和 5 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-130","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","1/3","1/3","","标准答案 1/3 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。优先使用精确值，不用猜测小数。袋中有 2 个红球和 4 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-131","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","4/7","4/7","","标准答案 4/7 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。确认条件匹配后再使用标准公式。袋中有 4 个红球和 3 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-132","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/9","2/9","","标准答案 2/9 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。把答案代回原符号核对。袋中有 2 个红球和 7 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-133","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/5","2/5","","标准答案 2/5 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。用一条清晰思路得到最终结果。袋中有 4 个红球和 6 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-134","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/7","2/7","","标准答案 2/7 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。说明式子中哪一部分决定答案。袋中有 2 个红球和 5 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-135","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","1/2","1/2","","标准答案 1/2 与独立答案一致。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。优先使用精确值，不用猜测小数。袋中有 4 个红球和 4 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-136","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/5","2/5","","标准答案为2/5，独立计算也为2/5，匹配。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。确认条件匹配后再使用标准公式。袋中有 2 个红球和 3 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-137","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","4/11","4/11","","标准答案为4/11，独立计算也为4/11，匹配。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。把答案代回原符号核对。袋中有 4 个红球和 7 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-138","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","1/4","1/4","","标准答案为1/4，独立计算也为1/4，匹配。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。用一条清晰思路得到最终结果。袋中有 2 个红球和 6 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-139","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","4/9","4/9","","标准答案为4/9，独立计算也为4/9，匹配。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。说明式子中哪一部分决定答案。袋中有 4 个红球和 5 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-140","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","1/3","1/3","","标准答案为1/3，独立计算也为1/3，匹配。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。优先使用精确值，不用猜测小数。袋中有 2 个红球和 4 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-141","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","4/7","4/7","","标准答案为4/7，独立计算也为4/7，匹配。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。确认条件匹配后再使用标准公式。袋中有 4 个红球和 3 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-142","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/9","2/9","","标准答案为2/9，独立计算也为2/9，匹配。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。把答案代回原符号核对。袋中有 2 个红球和 7 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-143","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/5","2/5","","标准答案为2/5，独立计算也为2/5，匹配。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。用一条清晰思路得到最终结果。袋中有 4 个红球和 6 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-144","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/7","2/7","","标准答案为2/7，独立计算也为2/7，匹配。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。说明式子中哪一部分决定答案。袋中有 2 个红球和 5 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-145","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","1/2","1/2","","标准答案为1/2，独立计算也为1/2，匹配。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。优先使用精确值，不用猜测小数。袋中有 4 个红球和 4 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-146","rag-v4","S6","pep-high-s6-probability-statistics-synthesis","概率统计综合","multiple-choice","Challenge","pass","true","true","none","","","2/5","2/5","","标准答案为2/5，独立计算也为2/5，匹配。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。确认条件匹配后再使用标准公式。袋中有 2 个红球和 3 个蓝球，求 \(P(\text{摸到红球})\)。"
"pep-high-s6-rag4-mc-147","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","36","36","","标准答案为36，独立计算也为36，匹配。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(f(x)=3x^3\)，求 \(f'(2)\)。"
"pep-high-s6-rag4-mc-148","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","108","108","","标准答案为108，独立计算也为108，匹配。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(f(x)=1x^3\)，求 \(f'(6)\)。"
"pep-high-s6-rag4-mc-149","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","225","225","","标准答案为225，独立计算也为225，匹配。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(f(x)=3x^3\)，求 \(f'(5)\)。"
"pep-high-s6-rag4-mc-150","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","48","48","","标准答案为48，独立计算也为48，匹配。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知 \(f(x)=1x^3\)，求 \(f'(4)\)。"
"pep-high-s6-rag4-mc-151","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","81","81","","标准答案为81，独立计算也为81，匹配。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(f(x)=3x^3\)，求 \(f'(3)\)。"
"pep-high-s6-rag4-mc-152","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","12","12","","标准答案为12，独立计算也为12，匹配。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(f(x)=1x^3\)，求 \(f'(2)\)。"
"pep-high-s6-rag4-mc-153","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","324","324","","标准答案为324，独立计算也为324，匹配。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(f(x)=3x^3\)，求 \(f'(6)\)。"
"pep-high-s6-rag4-mc-154","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","75","75","","标准答案为75，独立计算也为75，匹配。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(f(x)=1x^3\)，求 \(f'(5)\)。"
"pep-high-s6-rag4-mc-155","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","144","144","","标准答案为144，独立计算也为144，匹配。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知 \(f(x)=3x^3\)，求 \(f'(4)\)。"
"pep-high-s6-rag4-mc-156","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","27","27","","f'(x)=3x^2, f'(3)=27，与答案一致。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(f(x)=1x^3\)，求 \(f'(3)\)。"
"pep-high-s6-rag4-mc-157","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","36","36","","f'(x)=9x^2, f'(2)=36，与答案一致。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(f(x)=3x^3\)，求 \(f'(2)\)。"
"pep-high-s6-rag4-mc-158","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","108","108","","f'(x)=3x^2, f'(6)=108，与答案一致。","无需修改；进入人工抽样复核即可。","high","","先比较相关数量，再计算。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(f(x)=1x^3\)，求 \(f'(6)\)。"
"pep-high-s6-rag4-mc-159","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","225","225","","f'(x)=9x^2, f'(5)=225，与答案一致。","无需修改；进入人工抽样复核即可。","high","","先把题意转化为式子，再作答。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(f(x)=3x^3\)，求 \(f'(5)\)。"
"pep-high-s6-rag4-mc-160","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","48","48","","f'(x)=3x^2, f'(4)=48，与答案一致。","无需修改；进入人工抽样复核即可。","high","","先明确所求量，再套用公式。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知 \(f(x)=1x^3\)，求 \(f'(4)\)。"
"pep-high-s6-rag4-mc-161","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","81","81","","f'(x)=9x^2, f'(3)=81，与答案一致。","无需修改；进入人工抽样复核即可。","high","","注意定义域或计数规则。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(f(x)=3x^3\)，求 \(f'(3)\)。"
"pep-high-s6-rag4-mc-162","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","12","12","","f'(x)=3x^2, f'(2)=12，与答案一致。","无需修改；进入人工抽样复核即可。","high","","看清符号，逐步化简。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(f(x)=1x^3\)，求 \(f'(2)\)。"
"pep-high-s6-rag4-mc-163","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","324","324","","f'(x)=9x^2, f'(6)=324，与答案一致。","无需修改；进入人工抽样复核即可。","high","","判断本题需要使用哪个关系式。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(f(x)=3x^3\)，求 \(f'(6)\)。"
"pep-high-s6-rag4-mc-164","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","75","75","","f'(x)=3x^2, f'(5)=75，与答案一致。","无需修改；进入人工抽样复核即可。","high","","抓住式子中的不变量。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(f(x)=1x^3\)，求 \(f'(5)\)。"
"pep-high-s6-rag4-mc-165","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","144","144","","f'(x)=9x^2, f'(4)=144，与答案一致。","无需修改；进入人工抽样复核即可。","high","","先整理信息，再进行运算。选择唯一匹配的选项。回答所求量，不停留在中间结果。已知 \(f(x)=3x^3\)，求 \(f'(4)\)。"
"pep-high-s6-rag4-mc-166","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","27","27","","f'(x)=3x^2, f'(3)=27，与答案一致。","无需修改；进入人工抽样复核即可。","high","","把建模步骤和最终计算分开处理。选择唯一匹配的选项。让等价形式与题目要求保持一致。已知 \(f(x)=1x^3\)，求 \(f'(3)\)。"
"pep-high-s6-rag4-mc-167","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","36","36","","f'(x)=9x^2, f'(2)=36，与答案一致。","无需修改；进入人工抽样复核即可。","high","","注意顺序、符号或方向是否影响结果。选择唯一匹配的选项。若有两种方法，选择更简洁的一种。已知 \(f(x)=3x^3\)，求 \(f'(2)\)。"
"pep-high-s6-rag4-mc-168","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","108","108","","f'(x)=3x^2, f'(6)=108，与答案一致。","无需修改；进入人工抽样复核即可。","high","","先核对题目条件。选择唯一匹配的选项。只要条件用全，简短计算即可。已知 \(f(x)=1x^3\)，求 \(f'(6)\)。"
"pep-high-s6-rag4-mc-169","rag-v4","S6","pep-high-s6-exam-practice","高考风格综合练习","multiple-choice","Exam","pass","true","true","none","","","225","225","","f'(x)=9x^2, f'(5)=225，与答案一致。","无需修改；进入人工抽样复核即可。","high","","选用最直接的表示方式。选择唯一匹配的选项。不要额外加入题目没有给出的假设。已知 \(f(x)=3x^3\)，求 \(f'(5)\)。"
