id,grade,semester,type,difficulty,topicId,unitTitle,solvable,answerMatches,severity,issueTags,correctAnswer,rationale,answer,acceptedAnswers,optionsZhHans,promptZhHans
bnu-primary-ds-v1-p6-150,P6,lower,short-answer,Core,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，计算正确，答案匹配。,抹水泥面积141.3平方米，水的体积157立方米。,"抹水泥面积141.3平方米，水的体积157立方米。|141.3平方米，157立方米|141.3,157",,一个圆柱形水池，底面直径是10米，深2米。在水池的底面和四周抹上水泥，抹水泥部分的面积是多少平方米？如果水池装满水，水的体积是多少立方米？
bnu-primary-ds-v1-p6-151,P6,lower,multiple-choice,Foundation,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，计算正确，答案匹配。,75.36,75.36,62.8|75.36|87.92|100.48,一个圆柱形铁皮水桶（无盖），底面半径是2分米，高是5分米。制作这个水桶至少需要多少平方分米的铁皮？
bnu-primary-ds-v1-p6-152,P6,lower,fill-in,Challenge,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，计算正确，答案匹配。,75,75|75吨,,一个圆锥形沙堆，底面周长是25.12米，高是3米。如果每立方米沙重1.5吨，这堆沙大约重多少吨？（π取3.14，结果保留整数）
bnu-primary-ds-v1-p6-153,P6,lower,short-answer,Core,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，计算正确，答案匹配。,141.3,141.3|141.3平方米,,一个圆柱形水池，底面直径是10米，深2米。在水池的侧面和底面抹上水泥，抹水泥部分的面积是多少平方米？
bnu-primary-ds-v1-p6-154,P6,lower,multiple-choice,Foundation,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，计算正确，答案匹配。,56.52,56.52,56.52|113.04|169.56|226.08,把一个棱长为6厘米的正方体木块削成一个最大的圆锥，圆锥的体积是多少立方厘米？
bnu-primary-ds-v1-p6-155,P6,lower,fill-in,Core,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，计算正确，答案匹配。,1.6956,1.6956|1.6956平方米,,一根圆柱形木料，底面半径是0.3米，长是2米。将它截成4段，表面积增加了多少平方米？
bnu-primary-ds-v1-p6-156,P6,lower,short-answer,Foundation,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，计算正确，答案匹配。,282.6,282.6|282.6立方厘米,,一个圆柱的侧面积是188.4平方厘米，底面半径是3厘米，它的体积是多少立方厘米？
bnu-primary-ds-v1-p6-157,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，答案正确。,12,12,12|18|36|108,一个圆柱和一个圆锥等底等高，圆柱的体积是36立方分米，圆锥的体积是多少立方分米？
bnu-primary-ds-v1-p6-158,P6,lower,fill-in,Foundation,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，计算正确，答案匹配。,5,5|5厘米,,一个圆锥的体积是47.1立方厘米，底面半径是3厘米，它的高是多少厘米？
bnu-primary-ds-v1-p6-159,P6,lower,short-answer,Core,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，计算正确，答案匹配。,2.4,2.4|2.4平方米,,一个圆柱形油桶，底面直径是0.6米，高是1米。制作这个油桶至少需要多少平方米的铁皮？（得数保留一位小数）
bnu-primary-ds-v1-p6-160,P6,lower,multiple-choice,Foundation,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目完整，答案正确。,4,4,2|4|6|8,一个圆柱的底面半径扩大到原来的2倍，高不变，它的体积扩大到原来的多少倍？
bnu-primary-ds-v1-p6-161,P6,lower,fill-in,Core,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,题目明确求侧面积，条件充分，答案正确。,3768,3768|3768平方厘米|3768 cm²,,一个圆柱形水桶，从里面量底面直径是30厘米，高是40厘米。制作这个水桶的侧面需要多少平方厘米的铁皮？（接口处忽略不计）
bnu-primary-ds-v1-p6-162,P6,lower,short-answer,Foundation,bnu-primary-p6-lower-cylinders-cones,圆柱与圆锥,yes,yes,none,,,条件完整，计算正确，保留整数得11吨。,11,11|11吨,,一个圆锥形沙堆，底面半径是2米，高是1.5米。如果每立方米沙子重1.7吨，这堆沙子大约重多少吨？（得数保留整数）
bnu-primary-ds-v1-p6-163,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,选项清晰，6:10和9:15比值相等，唯一正确。,6:10和9:15,6:10和9:15,6:10和9:15|20:5和1:4|0.6:0.2和3:1|1.2:0.4和1.5:0.5,下面哪组中的两个比可以组成比例？
bnu-primary-ds-v1-p6-164,P6,lower,fill-in,Foundation,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,内项定义明确，答案8和15正确。,8和15,"8和15|8,15",,在比例3:8=15:40中，两个内项是______和______。
bnu-primary-ds-v1-p6-165,P6,lower,short-answer,Core,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,解比例步骤正确，x=3。,3,3|x=3,,解比例：x/4=6/8。
bnu-primary-ds-v1-p6-166,P6,lower,multiple-choice,Foundation,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,比例尺计算正确，唯一选项240千米。,240千米,240千米,240千米|24千米|2.4千米|2400千米,在比例尺为1:5000000的地图上，量得甲、乙两城的距离是4.8厘米。甲、乙两城的实际距离是多少千米？
bnu-primary-ds-v1-p6-167,P6,lower,fill-in,Core,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,图上距离计算正确，长4厘米宽3厘米。,4和3,"4和3|4,3|4厘米和3厘米",,一个长方形花坛，长80米，宽60米。把它画在比例尺是1:2000的图纸上，长应画______厘米，宽应画______厘米。
bnu-primary-ds-v1-p6-168,P6,lower,short-answer,Foundation,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,答案3:4=6:8是正确比例之一，符合要求。,3:4=6:8,3:4=6:8|3:6=4:8|4:3=8:6|6:3=8:4,,用3、4、6、8这四个数组成一个比例，并写出来。
bnu-primary-ds-v1-p6-169,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,放大比例尺计算正确，30:1唯一。,30:1,30:1,1:30|30:1|1:3|3:1,一个精密零件实际长2毫米，画在图纸上长6厘米。这幅图纸的比例尺是（ ）。
bnu-primary-ds-v1-p6-170,P6,lower,fill-in,Foundation,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,比例性质应用正确，a:b=7:5。,7:5,7:5|7比5,,如果5a=7b（a、b均不为0），那么a:b=（ ）:（ ）。
bnu-primary-ds-v1-p6-171,P6,lower,short-answer,Core,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,比例尺计算正确，1:3000000。,1:3000000,1:3000000|1：3000000|1/3000000,,在一幅地图上，量得甲、乙两城的距离是8厘米，而甲、乙两城的实际距离是240千米。这幅地图的比例尺是多少？
bnu-primary-ds-v1-p6-172,P6,lower,multiple-choice,Foundation,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,选项6:10和9:15比值相等，唯一正确。,6:10和9:15,6:10和9:15,6:10和9:15|20:5和1:4|1/2:1/3和3:2|0.6:0.2和3/4:1/4,下面各组中的两个比，能组成比例的是哪一组？
bnu-primary-ds-v1-p6-173,P6,lower,fill-in,Core,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,解比例正确，x=1。,1,1,,解比例：x/8 = 0.25/2，x = ______。
bnu-primary-ds-v1-p6-174,P6,lower,short-answer,Foundation,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,答案3:4=6:8是正确比例之一。,3:4=6:8,3:4=6:8|3:6=4:8|4:3=8:6|6:3=8:4,,用3、4、6、8这四个数组成一个比例，写出来。
bnu-primary-ds-v1-p6-175,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,放大性质正确，周长2倍面积4倍，唯一选项。,周长扩大到原来的2倍，面积扩大到原来的4倍,周长扩大到原来的2倍，面积扩大到原来的4倍,周长扩大到原来的2倍，面积扩大到原来的4倍|周长扩大到原来的4倍，面积扩大到原来的2倍|周长和面积都扩大到原来的2倍|周长和面积都扩大到原来的4倍,一个长方形按2:1放大后，下面说法正确的是？
bnu-primary-ds-v1-p6-176,P6,lower,fill-in,Foundation,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,实际距离计算正确，170千米。,170,170,,在比例尺为1:5000000的地图上，量得A、B两地的距离是3.4厘米，A、B两地的实际距离是______千米。
bnu-primary-ds-v1-p6-177,P6,lower,short-answer,Core,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,比例应用正确，需加水1800千克。,1800,1800,,配制一种农药，药粉和水的质量比是1:500。现有药粉3.6千克，需要加水多少千克才能配制成这种农药？
bnu-primary-ds-v1-p6-178,P6,lower,multiple-choice,Foundation,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,比值计算正确，6:5唯一匹配。,6:5,6:5,5:6|6:5|1/6:1/5|5:1,下面哪个比能与1/5:1/6组成比例？
bnu-primary-ds-v1-p6-179,P6,lower,fill-in,Core,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,比例尺计算正确，20:1。,20:1,20:1|20：1,,一个精密零件实际长2毫米，画在图纸上长4厘米。这幅图纸的比例尺是______。
bnu-primary-ds-v1-p6-180,P6,lower,short-answer,Foundation,bnu-primary-p6-lower-proportion,比例,yes,yes,none,,,正比例判断正确，理由充分。,正比例,正比例,,小明用同样的速度从家走到学校，如果速度不变，时间与路程成什么比例？请说明理由。
bnu-primary-ds-v1-p6-181,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,"旋转坐标变换正确，(3,-2)唯一。","(3,-2)","(3,-2)","(3,-2)|(-3,2)|(3,2)|(-3,-2)","在方格纸上有一个三角形ABC，顶点坐标分别为A(2,3)、B(4,5)、C(3,1)。将这个三角形绕点O(0,0)顺时针旋转90°后，点A的对应点A'的坐标是（  ）。"
bnu-primary-ds-v1-p6-182,P6,lower,fill-in,Foundation,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,平移合成方向为右下，答案正确。,右下,右下,,一个图形先向右平移5格，再向下平移3格，相当于将这个图形向（ ）方向平移了（ ）格。
bnu-primary-ds-v1-p6-183,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,旋转中心位置不变，唯一选项。,保持不变,保持不变,保持不变|向右平移|变成点B的位置|消失不见,三角形ABC绕点A顺时针旋转90°，旋转后点A的位置会怎样？
bnu-primary-ds-v1-p6-184,P6,lower,fill-in,Foundation,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,旋转4次回到原位，答案正确。,4,4,,一个图形绕点P逆时针旋转90°后，与原来的图形完全重合，这个图形至少旋转（ ）次才能回到原来的位置。
bnu-primary-ds-v1-p6-185,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,"平移坐标计算正确，(7,3)唯一。","(7,3)","(7,3)","(7,3)|(1,7)|(7,7)|(1,3)","将点M(4,5)先向右平移3个单位，再向下平移2个单位，得到的点的坐标是（ ）。"
bnu-primary-ds-v1-p6-186,P6,lower,fill-in,Foundation,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,"旋转180°坐标变换正确，(-3,-4)。","(-3,-4)","(-3,-4)",,"一个图形绕点O顺时针旋转180°后，图形上的点A(3,4)的对应点A'的坐标是（ ）。"
bnu-primary-ds-v1-p6-187,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,全等变换性质正确，选项唯一。,平移、旋转和轴对称,平移、旋转和轴对称,平移和旋转|平移和轴对称|旋转和轴对称|平移、旋转和轴对称,下面哪种运动方式只改变图形的位置，不改变图形的形状和大小？
bnu-primary-ds-v1-p6-188,P6,lower,fill-in,Foundation,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,旋转抵消，位置不变，答案正确。,不变,不变,,一个图形先绕点O逆时针旋转90°，再绕点O顺时针旋转90°，这个图形最终的位置与原来相比（ ）。
bnu-primary-ds-v1-p6-189,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,"旋转后坐标计算正确，(2,5)唯一。","(2,5)","(2,5)","(2,5)|(2,-1)|(5,5)|(-1,2)","将线段AB绕点A逆时针旋转90°得到线段AB'，如果点B的坐标是(5,2)，点A的坐标是(2,2)，那么点B'的坐标是（ ）。"
bnu-primary-ds-v1-p6-190,P6,lower,fill-in,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,平移距离等于对应点距离，6厘米正确。,6,6,,一个图形经过平移后，对应点之间的距离是6厘米，那么这个图形平移了（ ）厘米。
bnu-primary-ds-v1-p6-191,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,题目条件完整，计算正确，答案匹配。,"A. (0,5)","A. (0,5)","A. (0,5)|B. (4,1)|C. (0,1)|D. (4,5)","在方格纸上有一个三角形ABC，三个顶点的位置分别是A(2,3)、B(4,5)、C(3,1)。将这个三角形绕点A逆时针旋转90°，旋转后点B的对应点B'的位置是（　）。"
bnu-primary-ds-v1-p6-192,P6,lower,fill-in,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,平移性质明确，答案正确。,不变，位置,不变，位置,,一个图形先向右平移5格，再向下平移3格，最后得到的图形与原图形相比，形状和大小都（　），只是（　）发生了变化。
bnu-primary-ds-v1-p6-193,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,选项描述清晰，D为平移，答案正确。,D. 花边图案（由多个相同的菱形沿直线平移得到）,D. 花边图案（由多个相同的菱形沿直线平移得到）,A. 风车图案（由四个相同的直角三角形绕中心旋转90°得到）|B. 四叶草图案（由四个相同的心形绕中心旋转90°得到）|C. 雪花图案（由六个相同的菱形绕中心旋转60°得到）|D. 花边图案（由多个相同的菱形沿直线平移得到）,下面哪个图案不能通过只旋转一个基本图形得到？
bnu-primary-ds-v1-p6-194,P6,lower,fill-in,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,旋转180°即中心对称，答案正确。,中心对称,中心对称,,一个图形绕点O顺时针旋转180°后，与原来的图形关于点O（　）。
bnu-primary-ds-v1-p6-195,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,数字6旋转180°成9，答案正确。,A. 9,A. 9,A. 9|B. 6|C. 8|D. 0,将数字“6”绕其中心点旋转180°后，得到的图形是（　）。
bnu-primary-ds-v1-p6-196,P6,lower,fill-in,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,等腰三角形对称轴为1条，答案正确。,1,1,,一个等腰三角形有（　）条对称轴。
bnu-primary-ds-v1-p6-197,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,选项C正确，其他错误，答案匹配。,C. 轴对称图形沿对称轴对折后两边完全重合,C. 轴对称图形沿对称轴对折后两边完全重合,A. 旋转会改变图形的大小|B. 平移会改变图形的形状|C. 轴对称图形沿对称轴对折后两边完全重合|D. 平移和旋转都会改变图形的位置和方向,下面关于图形运动的说法，正确的是（　）。
bnu-primary-ds-v1-p6-198,P6,lower,fill-in,Core,bnu-primary-p6-lower-geometric-motion,图形的运动,yes,yes,none,,,"逆推计算正确，旋转中心为(1,1)。","(1,1)","(1,1)",,"一个图形先绕点O逆时针旋转90°，再向右平移4格，最后向下平移2格。如果原图形上有一点P(1,2)，经过这些变换后，点P的对应点P'的位置是(5,3)，那么旋转中心O的坐标是（　）。"
bnu-primary-ds-v1-p6-199,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,速度一定时路程和时间成正比例，答案正确。,C. 速度一定，路程和时间,C. 速度一定，路程和时间,A. 圆的面积和它的半径|B. 正方形的边长和它的面积|C. 速度一定，路程和时间|D. 一本书的总页数一定，已读页数和未读页数,下面两个量中，成正比例关系的是（　）。
bnu-primary-ds-v1-p6-200,P6,lower,fill-in,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,乘积一定，成反比例，答案正确。,反,反,,"用一批纸装订练习本，每本页数和可装订的本数如下表：\n每本页数：20  30  40  50  ...\n本数：    60  40  30  24  ...\n表中每本页数和本数成（　）比例关系。"
bnu-primary-ds-v1-p6-201,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,比值一定，成正比例，答案正确。,路程和时间成正比例,路程和时间成正比例,路程和时间不成比例|路程和时间成正比例|路程和时间成反比例|无法判断,一辆汽车行驶的时间和路程如下表。时间（小时）：1，2，3，4，5；路程（千米）：80，160，240，320，400。下面说法正确的是（ ）。
bnu-primary-ds-v1-p6-202,P6,lower,fill-in,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,乘积一定，成反比例，答案正确。,反,反,,用一批纸装订练习本，每本的页数和装订的本数如下表。每本的页数：20，25，30，40，50；装订的本数：600，480，400，300，240。每本的页数和装订的本数成（ ）比例。
bnu-primary-ds-v1-p6-203,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,正方形周长与边长成正比例，答案正确。,正方形的周长和它的边长,正方形的周长和它的边长,圆的面积和它的半径|正方形的周长和它的边长|一本书，已看的页数和未看的页数|从甲地到乙地，汽车行驶的速度和时间,下列两种量中，成正比例关系的是（ ）。
bnu-primary-ds-v1-p6-204,P6,lower,fill-in,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,y=8x，比值一定，成正比例，答案正确。,正,正,,如果y=8x（x和y均不为0），那么y和x成（ ）比例。
bnu-primary-ds-v1-p6-205,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,三角形面积一定时底和高成反比例，答案正确。,三角形的面积一定，它的底和高,三角形的面积一定，它的底和高,订阅《小学生数学报》的总钱数和份数|三角形的面积一定，它的底和高|小明的身高和体重|长方形的周长一定，它的长和宽,下面各选项中，两种量成反比例关系的是（ ）。
bnu-primary-ds-v1-p6-206,P6,lower,fill-in,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,反比例传递得正比例，答案正确。,正,正,,如果A和B成反比例，B和C也成反比例，那么A和C成（ ）比例。
bnu-primary-ds-v1-p6-207,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,xy=12乘积一定，成反比例，答案正确。,xy = 12,xy = 12,x + y = 10|y = 3x|xy = 12|x - y = 5,下列关系式中，x和y成反比例的是（ ）。
bnu-primary-ds-v1-p6-208,P6,lower,fill-in,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,底和高乘积一定，成反比例，答案正确。,反,反,,一个平行四边形的面积是24平方厘米，它的底和高如下表。底（厘米）：1，2，3，4，6；高（厘米）：24，12，8，6，4。平行四边形的底和高成（ ）比例。
bnu-primary-ds-v1-p6-209,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,圆的周长与直径成正比例，答案正确。,圆的周长和它的直径成正比例,圆的周长和它的直径成正比例,圆的周长和它的直径成正比例|一个人的年龄和身高成正比例|正方形的面积和它的边长成正比例|被减数一定，减数和差成反比例,下面说法中，正确的是（ ）。
bnu-primary-ds-v1-p6-210,P6,lower,fill-in,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,反比例求值，60÷5=12，答案正确。,12,12,,已知x和y成反比例，请将下表填写完整。x：2，4，5，10；y：30，15，（ ），6。
bnu-primary-ds-v1-p6-211,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,比值一定，成正比例，答案正确。,路程和时间成正比例，因为比值一定,路程和时间成正比例，因为比值一定,路程和时间成正比例，因为比值一定|路程和时间成反比例，因为乘积一定|路程和时间不成比例，因为比值变化|路程和时间不成比例，因为乘积变化,"一辆汽车行驶的时间和路程如下表：\n时间（小时）：1，2，3，4\n路程（千米）：80，160，240，320\n下面说法正确的是哪一项？"
bnu-primary-ds-v1-p6-212,P6,lower,fill-in,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,乘积一定，成反比例，答案正确。,反比例,反比例,,"用一批纸装订练习本，每本的页数和可装订的本数如下表：\n每本的页数：20，30，40，50\n可装订的本数：600，400，300，240\n每本的页数和可装订的本数成什么比例？请填写“正比例”或“反比例”。"
bnu-primary-ds-v1-p6-213,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,边长和周长成正比例，答案正确。,边长和周长成正比例，因为比值一定,边长和周长成正比例，因为比值一定,边长和周长成正比例，因为比值一定|边长和周长成反比例，因为乘积一定|边长和周长不成比例，因为比值变化|边长和周长不成比例，因为乘积变化,"下面表格记录了正方形的边长和周长：\n边长（厘米）：1，2，3，4\n周长（厘米）：4，8，12，16\n下面说法正确的是哪一项？"
bnu-primary-ds-v1-p6-214,P6,lower,fill-in,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,乘积一定，成反比例，答案正确。,反比例,反比例,,"小明读一本书，每天读的页数和所需天数如下表：\n每天读的页数：10，15，20，25\n所需天数：30，20，15，12\n每天读的页数和所需天数成什么比例？请填写“正比例”或“反比例”。"
bnu-primary-ds-v1-p6-215,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,数量和总价成正比例，答案正确。,数量和总价成正比例，因为比值一定,数量和总价成正比例，因为比值一定,数量和总价成正比例，因为比值一定|数量和总价成反比例，因为乘积一定|数量和总价不成比例，因为比值变化|数量和总价不成比例，因为乘积变化,"一种铅笔的数量和总价如下表：\n数量（支）：1，2，3，4\n总价（元）：2，4，6，8\n下面说法正确的是哪一项？"
bnu-primary-ds-v1-p6-216,P6,lower,fill-in,Core,bnu-primary-p6-lower-direct-inverse-proportion,正比例与反比例,yes,yes,none,,,乘积一定，成反比例，答案正确。,反比例,反比例,,"用一批布料制作儿童服装，每套服装的用布量和可制作的套数如下表：\n每套用布量（米）：2，2.5，3，4\n可制作的套数：60，48，40，30\n每套用布量和可制作的套数成什么比例？请填写“正比例”或“反比例”。"
bnu-primary-ds-v1-p6-217,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-math-play,数学好玩,yes,yes,none,,,周长24米，长8宽4符合，答案正确。,长8米，宽4米,长8米，宽4米,长8米，宽4米|长10米，宽2米|长7米，宽6米|长9米，宽3米,学校要设计一个长方形花坛，周长是24米。下面哪种设计方案是可行的？
bnu-primary-ds-v1-p6-218,P6,lower,fill-in,Core,bnu-primary-p6-lower-math-play,数学好玩,yes,yes,none,,,长+宽=18，答案示例正确，且接受多种答案。,长10厘米，宽8厘米,长10厘米，宽8厘米|长11厘米，宽7厘米|长12厘米，宽6厘米|长13厘米，宽5厘米|长14厘米，宽4厘米|长15厘米，宽3厘米|长16厘米，宽2厘米|长17厘米，宽1厘米,,用一根36厘米长的铁丝围成一个长方形，要求长和宽都是整厘米数。请写出一种可行的长和宽的长度：长（ ）厘米，宽（ ）厘米。
bnu-primary-ds-v1-p6-219,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-math-play,数学好玩,yes,yes,none,,,体积计算正确，27个。,27个,27个,27个|9个|18个|36个,一个正方体木块的棱长是3厘米。如果把它切成棱长1厘米的小正方体，可以切成多少个？
bnu-primary-ds-v1-p6-220,P6,lower,fill-in,Core,bnu-primary-p6-lower-math-play,数学好玩,yes,yes,none,,,总体积为12立方厘米，答案正确。,12,12,,用12个棱长1厘米的小正方体拼成一个长方体，这个长方体的体积是（ ）立方厘米。
bnu-primary-ds-v1-p6-221,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-math-play,数学好玩,yes,yes,none,,,题目信息完整，可计算各方案容积，答案正确。,用材料C，以长边为底面周长，宽为高，制作垃圾桶,用材料C，以长边为底面周长，宽为高，制作垃圾桶,用材料A，以长边为底面周长，宽为高，制作垃圾桶|用材料B，剪出底面直径20厘米的圆和侧面，制作垃圾桶|用材料C，以长边为底面周长，宽为高，制作垃圾桶|用材料A，以宽边为底面周长，长为高，制作垃圾桶,学校“数学好玩”活动小组要设计一个无盖的圆柱形环保垃圾桶，要求容积至少为20升。他们找到三种废旧材料：材料A是长62.8厘米、宽40厘米的长方形铁皮；材料B是边长50厘米的正方形铁皮；材料C是长80厘米、宽40厘米的长方形铁皮。小组成员提出以下四种设计方案，请你判断哪种方案能满足容积要求且容积最大？（不考虑接缝和厚度，π取3.14）
bnu-primary-ds-v1-p6-222,P6,lower,fill-in,Core,bnu-primary-p6-lower-math-play,数学好玩,yes,yes,none,,,题目明确，计算无误，答案正确。,（1）沙坑体积为9.6立方米；（2）需要运输4次；（3）总费用为816元。,（1）沙坑体积为9.6立方米；（2）需要运输4次；（3）总费用为816元。|（1）9.6立方米；（2）4次；（3）816元|（1）9.6立方米 （2）4次 （3）816元|（1）9.6立方米（2）4次（3）816元,,"学校计划在操场一角建造一个底面为长方形的沙坑，供跳远活动使用。沙坑的底面长8米、宽3米，深度为0.4米。总务处需要采购细沙填满沙坑。请你设计一个采购方案，要求：\n（1）计算需要细沙的体积；\n（2）如果一辆小货车每次可以运送2.5立方米的细沙，需要安排多少次运输？\n（3）如果每立方米细沙的价格是85元，总费用是多少元？\n请写出完整的计算过程和结果。"
bnu-primary-ds-v1-p6-223,P6,lower,multiple-choice,Core,bnu-primary-p6-lower-math-play,数学好玩,yes,yes,none,,,体积计算正确，运输次数整除，答案正确。,10次,10次,8次|9次|10次|11次,学校计划在操场一角建造一个底面为长方形的沙坑，供低年级同学进行跳远活动。沙坑的长为5米，宽为3米，深为0.4米。如果用一辆每次最多运0.6立方米沙子的手推车来运沙，填满这个沙坑至少需要运多少次？
bnu-primary-ds-v1-p6-224,P6,lower,fill-in,Core,bnu-primary-p6-lower-math-play,数学好玩,yes,yes,none,,,方案设计合理，计算正确，答案匹配。,方案：1. 用卷尺测量沙坑的底面直径，得到4米，则半径为2米；测量高度，得到3米。2. 计算侧面积：侧面积=底面周长×高=π×直径×高=3.14×4×3=37.68（平方米）。3. 计算体积：体积=底面积×高=π×半径²×高=3.14×2²×3=37.68（立方米）。选择这些公式的原因：圆柱的侧面展开是一个长方形，长等于底面周长，宽等于高，所以侧面积=底面周长×高；圆柱的体积可以通过底面积乘以高得到，因为可以将圆柱看作由无数个圆形薄片叠成。,方案：1. 用卷尺测量沙坑的底面直径，得到4米，则半径为2米；测量高度，得到3米。2. 计算侧面积：侧面积=底面周长×高=π×直径×高=3.14×4×3=37.68（平方米）。3. 计算体积：体积=底面积×高=π×半径²×高=3.14×2²×3=37.68（立方米）。选择这些公式的原因：圆柱的侧面展开是一个长方形，长等于底面周长，宽等于高，所以侧面积=底面周长×高；圆柱的体积可以通过底面积乘以高得到，因为可以将圆柱看作由无数个圆形薄片叠成。,,学校计划在操场角落建造一个底面直径为4米、高为3米的圆柱形沙坑，用于学生跳远练习。建造时需要计算沙坑的侧面积和体积。请你设计一个方案，说明如何测量和计算这些量，并解释为什么选择这些公式。
