id,grade,semester,type,difficulty,topicId,unitTitle,status,severity,issueTags,correctedAnswer,rationale,answer,promptZhHans
hjb-primary-ds-v1-p5-097,P5,upper,multiple-choice,Foundation,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数计算正确，选项141下无误。,141下,下面是四名同学1分钟跳绳的成绩记录：小杰跳了142下，小雅跳了135下，小浩跳了148下，小悦跳了139下。这四名同学1分钟跳绳的平均成绩是多少下？
hjb-primary-ds-v1-p5-098,P5,upper,fill-in,Challenge,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数计算正确，解释合理，答案覆盖多种表述。,平均数约是142下。它表示这6名同学1分钟跳绳的整体水平，相当于把总次数平均分给每个人。,"下面是五年级（1）班第一小组6名同学1分钟跳绳的成绩记录（单位：下）：\n小杰：142  小雅：138  小浩：145  小雯：140  小凯：136  小婷：149\n请计算这组数据的平均数，结果四舍五入取整，并回答：这个平均数表示什么？"
hjb-primary-ds-v1-p5-099,P5,upper,short-answer,Core,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,计算正确，答案与解释一致，符合P5平均数要求。,（1）138下。（2）这个小组的跳绳水平整体较好，因为平均成绩138下，超过了130下，且大部分同学的成绩都在130下以上。,"下面是四（1）班第一小组5名同学1分钟跳绳的成绩记录（单位：下）：\n小杰：132  小雅：145  小宇：128  小婷：150  小浩：135\n\n（1）这5名同学1分钟跳绳的平均成绩是多少下？\n（2）根据平均成绩，你认为这个小组的跳绳水平怎么样？请用数据说明你的结论。"
hjb-primary-ds-v1-p5-100,P5,upper,multiple-choice,Foundation,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,选项C正确，平均数意义理解题，无歧义。,平均成绩是141个，表示如果四人跳得一样多，每人会是141个。,"下面是四名同学1分钟跳绳的成绩记录表：\n小杰：142个\n小雅：135个\n小浩：148个\n小美：139个\n\n根据表中数据，下面哪句话是正确的？"
hjb-primary-ds-v1-p5-101,P5,upper,fill-in,Challenge,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,答案正确，指出平均数不是众数，解释合理。,不正确，平均每天借出14本，但平均数不代表出现次数最多的数，它表示这5天借出量的整体水平。,小杰记录了学校图书馆连续5天每天借出的图书数量：12本、15本、10本、18本、15本。他计算了这5天的平均借出量，并说：“平均每天借出14本，所以借出14本的天数最多。”他的说法正确吗？如果不正确，请写出正确的平均借出量，并说明平均数的意义。
hjb-primary-ds-v1-p5-102,P5,upper,short-answer,Core,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,计算正确，答案说明平均数代表整体而非个人，符合要求。,平均个数是124个。这个平均个数能代表小组的整体水平，但不能完全代表每个人的水平，因为有的人高于平均，有的人低于平均。,"下面是四（1）班第一小组同学1分钟跳绳成绩的统计表：\n\n| 姓名 | 跳绳个数 |\n|------|----------|\n| 小明 | 120 |\n| 小红 | 135 |\n| 小刚 | 110 |\n| 小丽 | 125 |\n| 小强 | 130 |\n\n请计算这个小组同学1分钟跳绳的平均个数，并回答：这个平均个数能代表每个人的跳绳水平吗？为什么？"
hjb-primary-ds-v1-p5-103,P5,upper,multiple-choice,Foundation,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数计算正确，选项B表述准确。,平均时间大约是33.6分钟，它表示这周每天作业时间的一般水平,小玲统计了自己一周内每天做作业所用的时间（单位：分钟）：30、35、25、40、30、45、30。下面关于这组数据的说法，正确的是（ ）。
hjb-primary-ds-v1-p5-104,P5,upper,fill-in,Challenge,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,人均计算正确，均为15元，答案合理。,五（1）班人均捐款15元，五（2）班人均捐款15元，所以两个班的人均捐款金额一样高。,"下面是五年级两个班在“爱心义卖”活动中各班捐款金额的统计表：\n\n| 班级 | 捐款总金额（元） | 人数 |\n|------|------------------|------|\n| 五（1）班 | 450 | 30 |\n| 五（2）班 | 480 | 32 |\n\n哪个班的人均捐款金额更高？请计算并填空：五（1）班人均捐款______元，五（2）班人均捐款______元，所以______班的人均捐款金额更高。"
hjb-primary-ds-v1-p5-105,P5,upper,short-answer,Core,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数9个，高于平均数的天数正确（星期三等于平均数不算高于）。,（1）平均每天卖出9个书包。（2）星期三、星期五、星期六、星期日卖出的数量高于平均数。,"下面是某商店一周内每天卖出书包数量的统计表：\n\n| 星期 | 一 | 二 | 三 | 四 | 五 | 六 | 日 |\n|------|----|----|----|----|----|----|----|\n| 数量（个） | 8 | 6 | 9 | 7 | 10 | 12 | 11 |\n\n（1）这一周平均每天卖出多少个书包？\n（2）哪几天卖出的数量高于平均数？请写出来。"
hjb-primary-ds-v1-p5-106,P5,upper,multiple-choice,Foundation,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数计算正确，选项C为126次（四舍五入），无歧义。,这组数据的平均数是126次。,小丁记录了五（1）班第一小组6名同学1分钟跳绳的次数：120、135、110、125、130、140。关于这组数据，下面哪种说法是正确的？
hjb-primary-ds-v1-p5-107,P5,upper,fill-in,Challenge,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,计算正确，总节数105，7天，平均15节。,15,五（2）班环保小队收集废电池，前4天共收集60节，后3天共收集45节。这一周平均每天收集废电池多少节？
hjb-primary-ds-v1-p5-108,P5,upper,short-answer,Core,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均身高150厘米，处于中间位置，计算与解释正确。,平均身高150厘米，处于中间位置。,"下面是五（3）班第一小队5名同学的身高统计表：\n\n| 姓名 | 小杰 | 小芳 | 小军 | 小丽 | 小伟 |\n|------|------|------|------|------|------|\n| 身高（cm） | 152 | 148 | 155 | 150 | 145 |\n\n请计算这个小队同学的平均身高，并说明平均身高在这个小队中处于什么位置。"
hjb-primary-ds-v1-p5-109,P5,upper,multiple-choice,Foundation,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,统计图A正确对应数据，无错误。,统计图A：故事书40本、科技书30本、漫画书20本，条形高度依次为4格、3格、2格。,五（4）班图书角有故事书、科技书和漫画书。故事书有40本，科技书有30本，漫画书有20本。下面哪幅统计图最能正确表示这三类图书的数量？
hjb-primary-ds-v1-p5-110,P5,upper,fill-in,Challenge,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数6.5次，计算正确。,6.5,五（5）班男生参加投篮比赛，每人投10次。投中次数如下：7、5、8、6、9、5、4、8、7、6。这组数据的平均数是几？
hjb-primary-ds-v1-p5-111,P5,upper,short-answer,Core,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数144个（保留整数），解释合理，无极端值影响。,（1）144个；（2）能，因为平均数反映了这组数据的集中趋势，且数据中没有极端值，所以能较好地代表整体水平。,"下面是五年级一班第一小组同学1分钟跳绳的成绩记录（单位：个）：\n145，138，152，140，147，139，151，143。\n（1）这组数据的平均数是多少？（保留整数）\n（2）这个平均数能代表这个小组的整体水平吗？请简要说明理由。"
hjb-primary-ds-v1-p5-112,P5,upper,multiple-choice,Foundation,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数50本，计算正确，选项B正确。,50本,学校图书室上周借出图书情况如下：周一45本，周二52本，周三48本，周四50本，周五55本。这五天平均每天借出图书多少本？
hjb-primary-ds-v1-p5-113,P5,upper,fill-in,Challenge,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,总和87.2，平均约12.457，保留一位小数12.5，正确。,12.5,"小丁丁记录了自家小区一周内每天产生的可回收垃圾质量（单位：千克）：\n周一：12.5，周二：10.8，周三：13.2，周四：11.6，周五：14.0，周六：15.3，周日：9.8。\n这一周平均每天产生可回收垃圾______千克。（结果保留一位小数）"
hjb-primary-ds-v1-p5-114,P5,upper,short-answer,Core,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数33千克，高于平均数的为第二天和第五天，正确。,（1）33千克；（2）第二天和第五天。,"下面是某水果店连续5天卖出苹果数量的统计表：\n第一天：30千克，第二天：35千克，第三天：28千克，第四天：32千克，第五天：40千克。\n（1）这5天卖出苹果的平均数是多少千克？\n（2）哪几天卖出的苹果数量高于平均数？"
hjb-primary-ds-v1-p5-115,P5,upper,multiple-choice,Foundation,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数23.5℃，计算正确，选项C正确。,23.5℃,小胖记录了4月份前4天的最高气温：22℃，24℃，23℃，25℃。这4天的平均最高气温是多少？
hjb-primary-ds-v1-p5-116,P5,upper,fill-in,Challenge,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,答案正确，指出平均数不代表每天实际气温，解释合理。,不正确。平均气温14℃只表示这7天气温的总体水平，不代表每天的实际气温都是14℃。,小杰记录了上周每天早晨7点的气温（单位：℃）：周一12，周二13，周三11，周四14，周五15，周六16，周日17。他计算了这7天的平均气温是14℃。小杰说：“因为平均气温是14℃，所以这周每天早晨7点的气温都是14℃。”他的说法正确吗？如果不正确，请说明理由。
hjb-primary-ds-v1-p5-117,P5,upper,short-answer,Core,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,计算正确，答案与解释一致，符合P5平均数核心要求。,124下,下面是四（1）班第一小组5名同学1分钟跳绳的成绩：小明120下，小红135下，小刚110下，小丽125下，小华130下。这5名同学1分钟跳绳的平均成绩是多少下？请列式计算。
hjb-primary-ds-v1-p5-118,P5,upper,multiple-choice,Foundation,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,计算正确，选项唯一，答案55本无误。,55本,"下面是某书店一周内售出图书数量的统计表：\n星期一：45本\n星期二：52本\n星期三：48本\n星期四：50本\n星期五：55本\n星期六：70本\n星期日：65本\n这周平均每天售出图书多少本？"
hjb-primary-ds-v1-p5-119,P5,upper,fill-in,Challenge,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,计算正确，答案与解释一致，acceptedAnswers覆盖合理。,五（1）班平均每组收集的废电池多，多1.25节。,"下面是五年级两个班在“环保小卫士”活动中收集废电池的数量统计表：\n五（1）班：第一组28节，第二组32节，第三组30节，第四组34节\n五（2）班：第一组26节，第二组31节，第三组29节，第四组33节\n哪个班平均每组收集的废电池多？多多少节？"
hjb-primary-ds-v1-p5-120,P5,upper,short-answer,Core,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,去掉最高最低后计算正确，9.33分无误。,9.33分,小玲参加校园歌手比赛，5位评委的打分分别是：9.2分，9.5分，9.0分，9.8分，9.3分。计算小玲的平均得分时，通常去掉一个最高分和一个最低分，再计算平均分。这样得到的平均分是多少？请列式计算。
hjb-primary-ds-v1-p5-121,P5,upper,multiple-choice,Foundation,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数计算正确，选项B表述准确，其他选项错误明显。,B. 这组数据的平均数是141下，可以代表这组同学跳绳的整体水平。,"下面是五年级一班第一小组6名同学1分钟跳绳的成绩记录（单位：下）：\n小杰：142  小雅：138  小宇：145  小婷：136  小浩：150  小悦：139\n根据这些数据，下列说法正确的是（   ）。"
hjb-primary-ds-v1-p5-122,P5,upper,fill-in,Challenge,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,计算正确，答案144下，结论开放但合理。,144,"下面是五年级（1）班第一小组6名同学1分钟跳绳的成绩记录（单位：下）：\n小杰：142，小雅：138，小浩：155，小雯：130，小凯：148，小婷：151。\n请计算这6名同学1分钟跳绳的平均成绩，并根据平均数写出一条合理的结论。\n平均成绩：______下\n结论：______"
hjb-primary-ds-v1-p5-123,P5,upper,short-answer,Core,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,计算正确，结论合理，符合要求。,"（1）平均数 = (142+138+147+135+152+140) ÷ 6 = 854 ÷ 6 ≈ 142.33（下）\n（2）结论：这组同学的平均跳绳成绩约为142下，大部分同学的成绩在140下左右，说明整体水平较好。","下面是五年级（1）班第一小组6名同学1分钟跳绳的成绩（单位：下）：\n小明：142，小红：138，小刚：147，小丽：135，小强：152，小芳：140。\n（1）这组数据的平均数是多少？（列式计算）\n（2）根据平均数，你能得出什么结论？请用数据说明。"
hjb-primary-ds-v1-p5-124,P5,upper,multiple-choice,Foundation,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,平均数计算正确，选项表述准确。,这组数据的平均数是124下，表示这5名同学跳绳的整体水平大约是124下。,"下面是四（1）班第一小组5名同学1分钟跳绳的成绩（单位：下）：\n小明：120  小红：135  小刚：110  小兰：125  小强：130\n根据这些数据，下面哪个说法是正确的？"
hjb-primary-ds-v1-p5-125,P5,upper,fill-in,Challenge,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,计算正确，平均数5千克，换再生纸4千克，估算合理。,平均数5千克，大约能换4千克再生纸,五年级一班环保小组记录了上周每天收集的废纸数量（单位：千克）：周一5.2，周二4.8，周三5.0，周四5.6，周五4.4。他们计划用这些废纸换再生纸，每千克废纸可换0.8千克再生纸。先计算这五天收集废纸的平均数，再根据平均数估算本周大约能换多少千克再生纸。
hjb-primary-ds-v1-p5-126,P5,upper,short-answer,Core,hjb-primary-p5-upper-data-average,数据整理与平均数,pass,none,,,计算正确，平均数146下，解释合理。,（1）146下 （2）这个平均数表示第一小组6名同学1分钟跳绳的整体水平。,"下面是五年级一班第一小组6名同学1分钟跳绳的成绩（单位：下）：145、138、152、140、148、155。\n（1）这组数据的平均数是多少？\n（2）这个平均数表示什么？"
hjb-primary-ds-v1-p5-127,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,公因数判断正确，6是唯一正确选项。,6,下面哪个数既是12的因数，又是18的因数？
hjb-primary-ds-v1-p5-128,P5,lower,fill-in,Challenge,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,质数和20积91，7和13正确。,7和13,两个质数的和是20，积是91，这两个质数分别是（ ）和（ ）。
hjb-primary-ds-v1-p5-129,P5,lower,short-answer,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,分解质因数正确，最大公因数12无误。,24=2×2×2×3，36=2×2×3×3，最大公因数是12。,把24和36分解质因数，并写出它们的最大公因数。
hjb-primary-ds-v1-p5-130,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,11是质数且奇数，选项正确。,11,下面哪个数既是质数又是奇数？
hjb-primary-ds-v1-p5-131,P5,lower,fill-in,Challenge,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,利用最大公因数和最小公倍数关系计算正确，另一个数是24。,24,两个数的最大公因数是6，最小公倍数是72，其中一个数是18，另一个数是多少？
hjb-primary-ds-v1-p5-132,P5,lower,short-answer,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,最大公因数12，每袋苹果2橘子3，正确。,最多装12袋，每袋苹果2个，橘子3个,把24个苹果和36个橘子分装到袋子里，每个袋子里的苹果个数相同，橘子个数也相同，且没有剩余。最多可以装多少袋？每袋中苹果和橘子各有多少个？
hjb-primary-ds-v1-p5-133,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,2是唯一质偶数，选项正确。,2,下面哪个数既是质数又是偶数？
hjb-primary-ds-v1-p5-134,P5,lower,fill-in,Challenge,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,3和4的公倍数36在30-40之间，正确。,36,一个数在30到40之间，它既是3的倍数，又是4的倍数，这个数是多少？
hjb-primary-ds-v1-p5-135,P5,lower,short-answer,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,题目清晰，答案正确，符合五年级因数倍数知识点。,40,五年级学生排队做操，每行8人或每行10人都正好排成整行，没有剩余。五年级至少有多少人？
hjb-primary-ds-v1-p5-136,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,选项唯一正确，解析无误。,12,下面哪个数既是 24 的因数，又是 36 的因数？
hjb-primary-ds-v1-p5-137,P5,lower,fill-in,Challenge,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,质数组合正确，最大两位数73无误。,73,一个两位数，十位数字与个位数字都是质数，且它们的和是 10。这个两位数最大是______。
hjb-primary-ds-v1-p5-138,P5,lower,short-answer,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,最大公因数计算正确。,6,求 18 和 30 的最大公因数。
hjb-primary-ds-v1-p5-139,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,27是合数，其他为质数，选项无误。,27,下面哪个数不是质数？
hjb-primary-ds-v1-p5-140,P5,lower,fill-in,Challenge,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,利用两数积等于最大公因数乘最小公倍数，计算正确。,24,两个数的最大公因数是 6，最小公倍数是 72。如果其中一个数是 18，那么另一个数是______。
hjb-primary-ds-v1-p5-141,P5,lower,short-answer,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,求最大公因数，答案12正确，接受答案合理。,12,五（1）班有36人，五（2）班有48人。如果把两个班的同学分别分成人数相等的小组，且每个小组的人数相同，每个小组最多可以有多少人？
hjb-primary-ds-v1-p5-142,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,选项12个正确，解析清晰。,12个,把24块巧克力和36块饼干平均分给一些小朋友，每个小朋友分到的巧克力和饼干都同样多，且没有剩余。最多可以分给几个小朋友？
hjb-primary-ds-v1-p5-143,P5,lower,fill-in,Challenge,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,最大公因数12厘米，总段数9段，答案和接受答案均正确。,每小段最长12厘米，一共可以截成9段,有三根铁丝，长度分别为 24 厘米、36 厘米和 48 厘米。现在要把它们截成同样长的小段，且没有剩余，每小段最长是多少厘米？一共可以截成多少段？
hjb-primary-ds-v1-p5-144,P5,lower,short-answer,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,与141题类似，答案12正确。,12,把24个苹果和36个橘子分给一些小朋友，每个小朋友分到的苹果个数相同，分到的橘子个数也相同，且正好分完。最多可以分给几个小朋友？
hjb-primary-ds-v1-p5-145,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,选项12人正确，解析无误。,12人,五(1)班有36名同学，五(2)班有48名同学。两个班分别分成若干个小组进行实践活动，要求每个小组的人数相同，且小组数尽可能多。每个小组最多有多少人？
hjb-primary-ds-v1-p5-146,P5,lower,fill-in,Challenge,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,甲数18，乙数24，最大公因数6正确。,6,有甲、乙两个数，甲数的最大因数是18，乙数的最小倍数是24。甲、乙两数的最大公因数是多少？
hjb-primary-ds-v1-p5-147,P5,lower,short-answer,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,求最大公因数，答案12正确。,12,把36个苹果和48个橘子分给一些小朋友，每个小朋友分得的苹果同样多，分得的橘子也同样多，且正好分完。最多可以分给多少个小朋友？
hjb-primary-ds-v1-p5-148,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,21是42的因数且是7的倍数，选项唯一正确。,21,下面哪个数既是42的因数，又是7的倍数？
hjb-primary-ds-v1-p5-149,P5,lower,fill-in,Challenge,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,"答案15,30,60正确，接受答案覆盖多种分隔符。","15,30,60",一个数既是60的因数，又是15的倍数，这个数可能是多少？写出所有可能的答案。
hjb-primary-ds-v1-p5-150,P5,lower,short-answer,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,最小公倍数24正确。,24,一包糖果，如果平均分给8个小朋友，正好分完；如果平均分给12个小朋友，也正好分完。这包糖果至少有多少颗？
hjb-primary-ds-v1-p5-151,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,5不是24的因数，选项正确。,分给5个小朋友,把24块同样的巧克力全部分给小朋友，每个小朋友分得的块数相同且多于1块。下面哪种分法不可能？
hjb-primary-ds-v1-p5-152,P5,lower,fill-in,Challenge,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,所有可能长宽组合的最大公因数正确，接受答案合理。,"1,2,4",一个长方形的长和宽都是整厘米数，面积是48平方厘米。这个长方形的长和宽的最大公因数可能是多少？请写出所有可能的值，用逗号分隔。
hjb-primary-ds-v1-p5-153,P5,lower,short-answer,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,题目清晰，求最大公因数，答案正确，解释合理。,12,把48个苹果和36个梨分装到相同的果篮里，每个果篮里的苹果个数相同，梨的个数也相同，且没有剩余。最多可以装多少个果篮？
hjb-primary-ds-v1-p5-154,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,题目明确，求24的因数（排除1和24），答案6种正确。,6种,把24块巧克力全部装进礼盒里，每个礼盒装的块数相同且多于1块，少于24块。一共有多少种不同的装法？
hjb-primary-ds-v1-p5-155,P5,lower,fill-in,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,求最大公因数，答案12正确，解释清晰。,12,把24个苹果和36个橘子全部平均分给一些小朋友，每个小朋友分到的苹果个数相同，橘子个数也相同，且全部分完。最多可以分给几个小朋友？
hjb-primary-ds-v1-p5-156,P5,lower,short-answer,Foundation,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,求24的所有因数，答案完整，解释正确。,"1,2,3,4,6,8,12,24",把24个同样大小的正方形拼成一个长方形，要求每行个数相同。拼成的长方形每行可能有几个正方形？请写出所有可能的情况。
hjb-primary-ds-v1-p5-157,P5,lower,multiple-choice,Core,hjb-primary-p5-lower-factors-multiples,因数、倍数与数的结构,pass,none,,,质数判断正确，选项2和7均为质数，解释合理。,2和7,下面哪一组数中的两个数都是质数？
hjb-primary-ds-v1-p5-158,P5,lower,fill-in,Foundation,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,通分正确，最小公分母24，答案9/24和20/24无误。,"9/24,20/24","把3/8和5/6通分，用它们的最小公分母。通分后3/8 = ( )/( ), 5/6 = ( )/( )。"
hjb-primary-ds-v1-p5-159,P5,lower,short-answer,Core,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,分数应用题，计算正确，小丽吃了3颗。,3,一盒巧克力有15颗。小华吃了这盒巧克力的2/5，小丽吃了剩下的1/3。小丽吃了多少颗巧克力？
hjb-primary-ds-v1-p5-160,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,分数基本性质，6/9与2/3相等，选项无误。,6/9,下面哪个分数与2/3相等？
hjb-primary-ds-v1-p5-161,P5,lower,fill-in,Core,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,除法与分数关系，3÷5=3/5米，答案正确。,3/5,把一根长3米的绳子平均分成5段，每段长多少米？用分数表示。
hjb-primary-ds-v1-p5-162,P5,lower,short-answer,Foundation,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,开放题，答案示例4/6和6/9符合要求。,"4/6, 6/9",写出两个与2/3相等的分数。
hjb-primary-ds-v1-p5-163,P5,lower,multiple-choice,Core,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,分数相等判断，6/8=3/4，其他选项错误。,6/8,下面哪个分数与3/4相等？
hjb-primary-ds-v1-p5-164,P5,lower,fill-in,Foundation,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,约分正确，18/24=3/4。,3/4,把18/24化成最简分数。
hjb-primary-ds-v1-p5-165,P5,lower,short-answer,Core,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,异分母加法，通分后得5/6，正确。,5/6,计算：1/2 + 1/3 = ?
hjb-primary-ds-v1-p5-166,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,对折剪绳问题，分析正确，较短段为原长1/8。,1/8,把一根绳子对折一次后，再对折一次，然后从中间剪开。剪开后较短的一段是原来绳子长度的几分之几？
hjb-primary-ds-v1-p5-167,P5,lower,fill-in,Core,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,分数基本性质，3/4=9/12，答案9正确。,9,在括号里填上适当的分数：3/4 = ( )/12。
hjb-primary-ds-v1-p5-168,P5,lower,short-answer,Foundation,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,异分母减法，通分后得7/12，正确。,7/12,计算：5/6 - 1/4 = ?（结果用最简分数表示）
hjb-primary-ds-v1-p5-169,P5,lower,multiple-choice,Core,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,分数相等判断，4/10=2/5，其他选项错误。,4/10,下面哪个分数与2/5相等？
hjb-primary-ds-v1-p5-170,P5,lower,fill-in,Foundation,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,约分正确，12/18=2/3。,2/3,把12/18化成最简分数。
hjb-primary-ds-v1-p5-171,P5,lower,short-answer,Core,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,题目清晰，计算正确，答案与解释一致。,\frac{4}{15},妈妈买回一袋糖果，打算分给小明和他的两个妹妹。小明分得糖果总数的 \\(\frac{2}{5}\\)，大妹妹分得 \\(\frac{1}{3}\\)，小妹妹分得剩下的糖果。小妹妹分得的糖果占总数的几分之几？
hjb-primary-ds-v1-p5-172,P5,lower,multiple-choice,Foundation,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,选项唯一正确，解释合理。,\frac{3}{4},下面哪个分数与 \\(\frac{9}{12}\\) 相等？
hjb-primary-ds-v1-p5-173,P5,lower,fill-in,Core,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,最小公分母正确，解释清晰。,24,在计算 \\(\frac{3}{8} + \frac{1}{6}\\) 时，需要先通分。8 和 6 的最小公分母是 ____。
hjb-primary-ds-v1-p5-174,P5,lower,short-answer,Foundation,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,约分正确，答案最简。,\frac{3}{4},把 \\(\frac{18}{24}\\) 化成最简分数。
hjb-primary-ds-v1-p5-175,P5,lower,multiple-choice,Core,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,算式选择正确，解释合理。,\frac{7}{10} - \frac{1}{4},一根绳子长 \\(\frac{7}{10}\\) 米，用去 \\(\frac{1}{4}\\) 米，还剩多少米？下面哪个算式正确？
hjb-primary-ds-v1-p5-176,P5,lower,fill-in,Foundation,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,答案正确，已是最简分数。,3/8 米,把一根长 3 米的绳子平均分成 8 段，每段长多少米？用分数表示，并化成最简分数。
hjb-primary-ds-v1-p5-177,P5,lower,short-answer,Core,hjb-primary-p5-lower-fractions-equivalence-operations,分数意义、性质与加减,pass,none,,,计算过程正确，答案准确。,13/20,小华有一根彩带，第一次用去全长的 1/4，第二次用去全长的 2/5。两次一共用去全长的几分之几？请写出计算过程。
