"questionId","grade","semester","type","difficulty","unitTitle","status","severity","storedAnswer","acceptedAnswers","independentAnswer","solverMethod","solverFamily","explanationCheck","notes","promptZhHans"
"pep-primary-p5-upper-016","P5","upper","multiple-choice","Core","小数乘法","solver-gap","manual-required","B. 3.5 × 1.2","B. 3.5 × 1.2 | B","","","","not-run","solver:no deterministic solver matched this free-form item","下面算式中，积大于第一个因数的是（    ）。"
"pep-primary-p5-upper-017","P5","upper","fill-in","Foundation","用字母表示数","solver-gap","manual-required","(a + b) × c = a × c + b × c","(a + b) × c = a × c + b × c | (a+b)×c=a×c+b×c | a×c+b×c=(a+b)×c","","","","not-run","solver:no deterministic solver matched this free-form item","用字母表示乘法分配律：（    ）。"
"pep-primary-p5-upper-018","P5","upper","short-answer","Challenge","三角形和梯形面积","solver-gap","manual-required","5 平方厘米","5 平方厘米 | 5 | 5平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个梯形的上底是 4 厘米，下底是 6 厘米，高是 5 厘米。如果从这个梯形中剪去一个最大的平行四边形，剩下的面积是多少平方厘米？"
"pep-primary-p5-upper-019","P5","upper","multiple-choice","Core","位置","solver-gap","manual-required","C. （5，3）","C. （5，3） | C","","","","not-run","solver:no deterministic solver matched this free-form item","小明在教室里的位置用数对表示是（4，3），他同桌的位置可能是（    ）。"
"pep-primary-p5-upper-020","P5","upper","fill-in","Foundation","期末综合","solver-gap","manual-required","0.5","0.5","","","","not-run","solver:no deterministic solver matched this free-form item","把一个小数的小数点向右移动一位后，得到的数比原数大 4.5。原数是（    ）。"
"pep-primary-p5-upper-021","P5","upper","short-answer","Challenge","小数四则估算","solver-gap","manual-required","够","够 | 钱够 | 30元够","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买水果：苹果每千克 8.6 元，买了 2.35 千克；香蕉每千克 5.4 元，买了 1.8 千克。她带了 30 元，请估算一下钱够不够，并写出估算过程。"
"pep-primary-p5-upper-022","P5","upper","multiple-choice","Core","简易方程","solver-gap","manual-required","2x + 3 = 13","2x + 3 = 13","","","","not-run","solver:no deterministic solver matched this free-form item","下列哪个方程的解是 x=5？"
"pep-primary-p5-upper-023","P5","upper","fill-in","Foundation","平行四边形面积","solver-gap","manual-required","30","30 | 30平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形相邻两边的长分别是 8 cm 和 6 cm，其中一条高是 5 cm，这个平行四边形的面积是（ ）平方厘米。"
"pep-primary-p5-upper-024","P5","upper","short-answer","Challenge","植树问题","solver-gap","manual-required","41","41 | 41棵","","","","not-run","solver:no deterministic solver matched this free-form item","一条马路长 200 米，在马路的一侧从头到尾每隔 5 米种一棵树（两端都种），一共要种多少棵树？"
"pep-primary-p5-upper-025","P5","upper","multiple-choice","Core","期中综合","solver-gap","manual-required","24×2÷6","24×2÷6","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形的面积是 24 平方厘米，高是 6 厘米，底是多少厘米？正确的算式是（ ）。"
"pep-primary-p5-upper-026","P5","upper","fill-in","Foundation","小数除法","solver-gap","manual-required","两，两","两，两 | 2，2 | 两 两 | 2 2","","","","not-run","solver:no deterministic solver matched this free-form item","计算 1.26÷0.28 时，先把除数 0.28 的小数点向右移动（ ）位变成 28，被除数 1.26 的小数点也向右移动（ ）位变成 126，然后计算。"
"pep-primary-p5-upper-027","P5","upper","short-answer","Challenge","等量关系","pass","none","篮球单价 50 元，排球单价 35 元","篮球单价 50 元，排球单价 35 元 | 篮球单价50元，排球单价35元 | 篮球50元，排球35元 | 篮球50 排球35","篮球50元，排球35元","two-item-price-linear-equation","algebra","pass","solver:two-item-price-linear-equation","学校买了 5 个篮球和 8 个排球，一共用了 530 元。已知一个篮球比一个排球贵 15 元，篮球和排球的单价各是多少元？请写出等量关系，再列方程解答。"
"pep-primary-p5-upper-028","P5","upper","multiple-choice","Core","多边形的面积","solver-gap","manual-required","20","20","","","","not-run","solver:no deterministic solver matched this free-form item","一个梯形的上底是 4 cm，下底是 6 cm，高是 5 cm。如果把这个梯形分成一个平行四边形和一个三角形，平行四边形的面积是（ ）平方厘米。"
"pep-primary-p5-upper-029","P5","upper","fill-in","Foundation","可能性","solver-gap","manual-required","红，黄","红，黄 | 红 黄","","","","not-run","solver:no deterministic solver matched this free-form item","盒子里有 5 个红球、3 个蓝球和 2 个黄球，任意摸一个球，摸到（ ）球的可能性最大，摸到（ ）球的可能性最小。"
"pep-primary-p5-upper-030","P5","upper","short-answer","Challenge","易错提优","solver-gap","manual-required","0.8","0.8","","","","not-run","solver:no deterministic solver matched this free-form item","小马虎在计算一道小数除法时，把被除数 15.6 错看成了 156，得到的商比正确的商多 7.2。正确的商是多少？"
"pep-primary-p5-upper-031","P5","upper","multiple-choice","Core","小数乘法","solver-gap","manual-required","2.6 × 8.5","2.6 × 8.5","","","","not-run","solver:no deterministic solver matched this free-form item","妈妈买了2.6千克苹果，每千克8.5元，又买了1.4千克香蕉，每千克6.8元。下面哪个算式能正确算出苹果的总价？"
"pep-primary-p5-upper-032","P5","upper","fill-in","Foundation","用字母表示数","solver-gap","manual-required","3.5a","3.5a | a×3.5 | 3.5×a","","","","not-run","solver:no deterministic solver matched this free-form item","一辆汽车每小时行驶a千米，行驶了3.5小时，一共行驶了（    ）千米。"
"pep-primary-p5-upper-033","P5","upper","short-answer","Core","三角形和梯形面积","solver-gap","manual-required","1000平方米","1000平方米 | 1000 | (32+48)×25÷2=1000平方米 | (32+48)×25÷2=1000","","","","not-run","solver:no deterministic solver matched this free-form item","一块梯形麦田，上底长32米，下底长48米，高25米。这块麦田的面积是多少平方米？请写出计算过程。"
"pep-primary-p5-upper-034","P5","upper","multiple-choice","Foundation","位置","solver-gap","manual-required","（4,4）","（4,4）","","","","not-run","solver:no deterministic solver matched this free-form item","小华在教室里的座位是第4列第3行，用数对表示是（4,3）。小红坐在小华的正后方第一个位置，小红的座位用数对表示是（    ）。"
"pep-primary-p5-upper-035","P5","upper","fill-in","Core","期末综合","solver-gap","manual-required","5","5 | x=5","","","","not-run","solver:no deterministic solver matched this free-form item","解方程：2.5x - 4.2 = 8.3。x = （    ）"
"pep-primary-p5-upper-036","P5","upper","short-answer","Foundation","小数四则估算","pass","none","50","50 | 约50 | 大约50","50","rounded-multiplication-estimate","estimation","pass","solver:rounded-multiplication-estimate","估算：9.8 × 5.1 的结果大约是多少？请写出估算过程。"
"pep-primary-p5-upper-037","P5","upper","multiple-choice","Core","简易方程","solver-gap","manual-required","2y - 6 = 10","2y - 6 = 10","","","","not-run","solver:no deterministic solver matched this free-form item","下面哪个式子是方程？"
"pep-primary-p5-upper-038","P5","upper","fill-in","Foundation","平行四边形面积","solver-gap","manual-required","84","84 | 84平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形的底是12厘米，高是7厘米，它的面积是（    ）平方厘米。"
"pep-primary-p5-upper-039","P5","upper","multiple-choice","Core","植树问题","solver-gap","manual-required","41棵","41棵","","","","not-run","solver:no deterministic solver matched this free-form item","一条小路长200米，在小路的一侧从头到尾每隔5米栽一棵树（两端都栽），一共要栽多少棵树？"
"pep-primary-p5-upper-040","P5","upper","fill-in","Core","期中综合","pass","none","19","19 | 19.0","19","labeled-arithmetic-expression","arithmetic","pass","solver:labeled-arithmetic-expression","计算：3.6 ÷ 0.4 + 2.5 × 4 = （    ）"
"pep-primary-p5-upper-041","P5","upper","multiple-choice","Core","小数除法","solver-gap","manual-required","5 根","5 根","","","","not-run","solver:no deterministic solver matched this free-form item","小明用一根 2.4 米长的绳子做跳绳，每根跳绳需要 0.45 米。他最多可以做几根跳绳？"
"pep-primary-p5-upper-042","P5","upper","fill-in","Core","等量关系","solver-gap","manual-required","a+15","a+15","","","","not-run","solver:no deterministic solver matched this free-form item","学校买来 5 个篮球和 3 个足球，一共花了 420 元。已知每个篮球 a 元，每个足球比篮球贵 15 元。请用含有字母的式子表示每个足球的价钱：______元。"
"pep-primary-p5-upper-043","P5","upper","multiple-choice","Core","多边形的面积","solver-gap","manual-required","42 平方厘米","42 平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个平行四边形的底边长 12 厘米，高 7 厘米。与它等底等高的三角形面积是多少平方厘米？"
"pep-primary-p5-upper-044","P5","upper","fill-in","Core","可能性","solver-gap","manual-required","大","大","","","","not-run","solver:no deterministic solver matched this free-form item","盒子里有 5 个红球、3 个黄球和 2 个蓝球，大小形状相同。任意摸出一个球，摸到红球的可能性最______。（填“大”或“小”）"
"pep-primary-p5-upper-045","P5","upper","multiple-choice","Core","易错提优","solver-gap","manual-required","3.6 ÷ 4","3.6 ÷ 4","","","","not-run","solver:no deterministic solver matched this free-form item","下列算式中，计算结果与 3.6 × 0.25 相等的是（ ）。"
"pep-primary-p5-upper-046","P5","upper","fill-in","Core","小数乘法","solver-gap","manual-required","三,3.816","三,3.816 | 3,3.816","","","","not-run","solver:no deterministic solver matched this free-form item","计算 0.72 × 5.3 时，先按整数乘法算出 72 × 53 = 3816，两个因数一共有______位小数，所以积是______。"
"pep-primary-p5-upper-047","P5","upper","multiple-choice","Core","用字母表示数","pass","none","3x + 5","3x + 5","3x + 5","algebraic-expression-three-times-plus-five","algebra","pass","solver:algebraic-expression-three-times-plus-five","小红的年龄是 x 岁，爸爸的年龄比小红年龄的 3 倍还多 5 岁。下面哪个式子表示爸爸的年龄？"
"pep-primary-p5-upper-048","P5","upper","fill-in","Core","三角形和梯形面积","solver-gap","manual-required","30","30","","","","not-run","solver:no deterministic solver matched this free-form item","一个梯形的上底是 4 厘米，下底是 8 厘米，高是 5 厘米。这个梯形的面积是______平方厘米。"
"pep-primary-p5-upper-049","P5","upper","multiple-choice","Core","位置","solver-gap","manual-required","（3，6）","（3，6）","","","","not-run","solver:no deterministic solver matched this free-form item","在教室里，小华坐在第 3 列第 5 行，用数对（3，5）表示。小明坐在小华的正后方第一个位置，小明的座位用数对表示是（ ）。"
"pep-primary-p5-upper-050","P5","upper","multiple-choice","Core","期末综合","solver-gap","manual-required","60 平方分米","60 平方分米","","","","not-run","solver:no deterministic solver matched this free-form item","一个三角形的底是 10 分米，高是 6 分米。与它等底等高的平行四边形的面积是多少平方分米？"
"pep-primary-p6-lower-001","P6","lower","multiple-choice","Core","负数","solver-gap","manual-required","凌晨2时","凌晨2时","","","","not-run","solver:no deterministic solver matched this free-form item","某城市冬季某日气温记录如下：凌晨2时为-8℃，上午8时为-2℃，下午2时为5℃，晚上8时为0℃。将这四个时刻的气温在数轴上表示时，位于最左边的是哪个时刻的气温？"
"pep-primary-p6-lower-002","P6","lower","fill-in","Foundation","圆柱表面积","solver-gap","manual-required","15.072","15.072 | 15.07 | 15.072千克 | 15.07千克","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱形水桶，底面半径为2分米，高为5分米。给这个水桶的外侧（只包括一个底面和侧面）涂防锈漆，每平方分米需要油漆0.2千克。一共需要油漆多少千克？（π取3.14）"
"pep-primary-p6-lower-003","P6","lower","short-answer","Challenge","比例尺","solver-gap","manual-required","2","2 | 2小时","","","","not-run","solver:no deterministic solver matched this free-form item","在比例尺为1:4000000的地图上，量得甲、乙两城的距离为3.5厘米。一辆汽车以每小时70千米的速度从甲城开往乙城，需要多少小时到达？"
"pep-primary-p6-lower-004","P6","lower","multiple-choice","Exam","数学广角","solver-gap","manual-required","5","5","","","","not-run","solver:no deterministic solver matched this free-form item","把红、黄、蓝、绿四种颜色的球各10个放入一个袋子里。至少取出多少个球，才能保证取到两个颜色相同的球？"
"pep-primary-p6-lower-005","P6","lower","fill-in","Core","小学数学总复习","solver-gap","manual-required","10","10","","","","not-run","solver:no deterministic solver matched this free-form item","一个数的3/5是24，这个数的25%是多少？"
"pep-primary-p6-lower-006","P6","lower","short-answer","Foundation","易错提优","solver-gap","manual-required","48","48 | 48立方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","用一根长48厘米的铁丝焊接成一个长方体框架，长、宽、高的比是3:2:1。这个长方体的体积是多少立方厘米？"
"pep-primary-p6-lower-007","P6","lower","multiple-choice","Challenge","负数","solver-gap","manual-required","100","100","","","","not-run","solver:no deterministic solver matched this free-form item","某商店将一件商品按进价提高40%后标价，再打八折出售，结果每件仍获利12元。这件商品的进价是多少元？"
"pep-primary-p6-lower-008","P6","lower","fill-in","Exam","圆柱表面积","solver-gap","manual-required","24","24 | 24吨","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆锥形沙堆，底面周长为18.84米，高为1.5米。如果每立方米沙重1.7吨，这堆沙大约重多少吨？（π取3.14，结果保留整数）"
"pep-primary-p6-lower-009","P6","lower","short-answer","Core","比例尺","solver-gap","manual-required","成正比例，因为水流量与时间的比值一定（5升/分钟）。","成正比例，因为水流量与时间的比值一定（5升/分钟）。 | 成正比例，因为比值一定 | 成正比例","","","","not-run","solver:no deterministic solver matched this free-form item","下表记录了某水管放水时，水流量与时间的关系。水流量和时间是否成正比例？请说明理由。\n时间（分钟）: 2, 4, 6, 8\n水流量（升）: 10, 20, 30, 40"
"pep-primary-p6-lower-010","P6","lower","multiple-choice","Foundation","数学广角","solver-gap","manual-required","4","4","","","","not-run","solver:no deterministic solver matched this free-form item","把15个苹果分给4个小朋友，总有一个小朋友至少分到几个苹果？"
"pep-primary-p6-lower-011","P6","lower","fill-in","Challenge","小学数学总复习","solver-gap","manual-required","8","8 | 8.0","","","","not-run","solver:no deterministic solver matched this free-form item","在比例里，两个外项的积是最小的合数，一个内项是0.5，另一个内项是（    ）。"
"pep-primary-p6-lower-012","P6","lower","short-answer","Exam","易错提优","solver-gap","manual-required","至少需要88平方分米铁皮，最多能装水62.8千克","至少需要88平方分米铁皮，最多能装水62.8千克 | 88平方分米，62.8千克 | 88, 62.8 | 铁皮88平方分米，水62.8千克","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱形水桶，底面半径是2分米，高是5分米。现在要用铁皮制作这个水桶（有盖），至少需要多少平方分米的铁皮？（结果保留整数）如果每升水重1千克，这个水桶最多能装水多少千克？"
"pep-primary-p6-lower-013","P6","lower","multiple-choice","Core","负数","solver-gap","manual-required","甲地比乙地冷","甲地比乙地冷","","","","not-run","solver:no deterministic solver matched this free-form item","某天，甲地最高气温是-3℃，乙地最高气温是2℃，丙地最高气温是-5℃。下列说法正确的是（    ）。"
"pep-primary-p6-lower-014","P6","lower","fill-in","Foundation","圆柱表面积","pass","none","188.4, 244.92","188.4, 244.92 | 188.4平方厘米，244.92平方厘米 | 188.4 244.92","188.4, 244.92","cylinder-side-and-surface-area","surface-area","pass","solver:cylinder-side-and-surface-area","一个圆柱的底面半径是3厘米，高是10厘米。它的侧面积是（    ）平方厘米，表面积是（    ）平方厘米。"
"pep-primary-p6-lower-015","P6","lower","short-answer","Challenge","比例尺","solver-gap","manual-required","3小时","3小时 | 3 | 3个小时","","","","not-run","solver:no deterministic solver matched this free-form item","在比例尺为1:5000000的地图上，量得A、B两城的距离为3.6厘米。一辆汽车以每小时60千米的速度从A城开往B城，需要多少小时才能到达？"
"pep-primary-p6-lower-016","P6","lower","multiple-choice","Exam","数学广角","solver-gap","manual-required","4个","4个","","","","not-run","solver:no deterministic solver matched this free-form item","一个袋子里有红、黄、蓝三种颜色的球各5个（除颜色外完全相同）。至少要摸出多少个球，才能保证摸到2个颜色相同的球？"
"pep-primary-p6-lower-017","P6","lower","fill-in","Core","小学数学总复习","solver-gap","manual-required","20, 24","20, 24 | 20人，24人 | 20和24","","","","not-run","solver:no deterministic solver matched this free-form item","某班学生人数在40到50之间，男生人数与女生人数的比是5:6。这个班男生有（    ）人，女生有（    ）人。"
"pep-primary-p6-lower-018","P6","lower","short-answer","Foundation","易错提优","solver-gap","manual-required","（1）成正比例，因为铺地面积÷地砖块数=每块地砖的面积（一定）。（2）不成正比例，因为身高和体重的比值不一定。","（1）成正比例，因为铺地面积÷地砖块数=每块地砖的面积（一定）。（2）不成正比例，因为身高和体重的比值不一定。 | （1）是正比例，理由：铺地面积/块数=每块面积（定值）。（2）不是正比例，理由：身高和体重没有固定的比值。","","","","not-run","solver:no deterministic solver matched this free-form item","判断下面各题中的两种量是否成正比例关系，并说明理由。\n（1）每块地砖的面积一定，铺地面积和所需地砖的块数。\n（2）小明的身高和体重。"
"pep-primary-p6-lower-019","P6","lower","multiple-choice","Challenge","负数","solver-gap","manual-required","降低了","降低了","","","","not-run","solver:no deterministic solver matched this free-form item","一种商品先提价10%，再打九折出售。现价与原价相比，（    ）。"
"pep-primary-p6-lower-020","P6","lower","fill-in","Core","圆柱表面积","pass","none","20.93","20.93 | 20.93立方分米 | 约20.93","20.93","largest-cone-volume-from-cylinder","volume","pass","solver:largest-cone-volume-from-cylinder","一个圆柱的底面直径是4分米，高是5分米。把它削成一个最大的圆锥，圆锥的体积是（    ）立方分米。"
"pep-primary-p6-lower-021","P6","lower","short-answer","Foundation","比例尺","solver-gap","manual-required","1:4000000","1:4000000 | 1：4000000 | 1/4000000","","","","not-run","solver:no deterministic solver matched this free-form item","在一幅地图上，量得甲、乙两地的图上距离是8厘米。已知甲、乙两地的实际距离是320千米。这幅地图的比例尺是多少？请写出计算过程。"
"pep-primary-p6-lower-022","P6","lower","multiple-choice","Challenge","数学广角","solver-gap","manual-required","4","4","","","","not-run","solver:no deterministic solver matched this free-form item","一个盒子里有红、黄、蓝三种颜色的球各5个，它们除颜色外完全相同。至少取出多少个球，才能保证取到两个颜色相同的球？"
"pep-primary-p6-lower-023","P6","lower","fill-in","Core","小学数学总复习","pass","none","314","314","314","cylinder-side-area","surface-area","pass","solver:cylinder-side-area","一个圆柱的底面半径是5厘米，高是10厘米。它的侧面积是（    ）平方厘米。（π取3.14）"
"pep-primary-p6-lower-024","P6","lower","short-answer","Foundation","易错提优","solver-gap","manual-required","288","288 | 288本","","","","not-run","solver:no deterministic solver matched this free-form item","学校图书馆新购进一批图书，按3:4:5分配给四、五、六年级。已知六年级分得120本，这批图书一共有多少本？请写出计算过程。"
"pep-primary-p6-lower-025","P6","lower","multiple-choice","Challenge","负数","solver-gap","manual-required","甲地比乙地冷，温差是7℃","甲地比乙地冷，温差是7℃","","","","not-run","solver:no deterministic solver matched this free-form item","某天，甲地的气温是-5℃，乙地的气温是2℃。下列说法正确的是（    ）。"
"pep-primary-p6-lower-026","P6","lower","fill-in","Core","圆柱表面积","pass","none","75.36","75.36","75.36","open-cylinder-bucket-surface-area","surface-area","pass","solver:open-cylinder-bucket-surface-area","一个圆柱形水桶，底面直径是4分米，高是5分米。做这样一个水桶（无盖）至少需要铁皮（    ）平方分米。（π取3.14）"
"pep-primary-p6-lower-027","P6","lower","short-answer","Foundation","比例尺","solver-gap","manual-required","5","5 | 5小时","","","","not-run","solver:no deterministic solver matched this free-form item","在比例尺是1:5000000的地图上，量得A、B两城的距离是6厘米。一辆汽车以每小时60千米的速度从A城开往B城，需要多少小时？请写出计算过程。"
"pep-primary-p6-lower-028","P6","lower","multiple-choice","Challenge","数学广角","solver-gap","manual-required","5","5","","","","not-run","solver:no deterministic solver matched this free-form item","把25个苹果分给6个小朋友，总有一个小朋友至少分到（    ）个苹果。"
"pep-primary-p6-lower-029","P6","lower","fill-in","Core","小学数学总复习","solver-gap","manual-required","56.52","56.52","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆锥的底面半径是3厘米，高是6厘米，它的体积是（    ）立方厘米。（π取3.14）"
"pep-primary-p6-lower-030","P6","lower","short-answer","Foundation","易错提优","solver-gap","manual-required","180","180 | 180页","","","","not-run","solver:no deterministic solver matched this free-form item","小华看一本故事书，第一天看了全书的20%，第二天看了24页，这时已看的页数与未看的页数比是1:2。这本书共有多少页？请写出计算过程。"
"pep-primary-p6-lower-031","P6","lower","multiple-choice","Challenge","负数","solver-gap","manual-required","0℃","0℃","","","","not-run","solver:no deterministic solver matched this free-form item","某城市冬季某天早晨气温为 -5℃，中午上升了 8℃，下午又下降了 3℃。下午的气温是多少摄氏度？"
"pep-primary-p6-lower-032","P6","lower","fill-in","Core","圆柱表面积","solver-gap","manual-required","75.36","75.36 | 75.36平方分米","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱形无盖铁皮水桶，底面半径 2 分米，高 5 分米。做这个水桶至少需要多少平方分米的铁皮？（π 取 3.14）"
"pep-primary-p6-lower-033","P6","lower","short-answer","Foundation","比例尺","solver-gap","manual-required","180","180 | 180千米","","","","not-run","solver:no deterministic solver matched this free-form item","在一幅比例尺为 1:5000000 的地图上，量得甲、乙两城的距离是 3.6 厘米。甲、乙两城的实际距离是多少千米？"
"pep-primary-p6-lower-034","P6","lower","multiple-choice","Core","数学广角","solver-gap","manual-required","4 个","4 个","","","","not-run","solver:no deterministic solver matched this free-form item","一个盒子里有红、蓝、绿三种颜色的球各 4 个，它们除颜色外完全相同。至少摸出多少个球，才能保证摸出的球中一定有 2 个同色？"
"pep-primary-p6-lower-035","P6","lower","fill-in","Foundation","小学数学总复习","pass","none","3/4","3/4 | 四分之三","3/4","decimal-to-simplest-fraction","fractions","pass","solver:decimal-to-simplest-fraction","把 0.75 化成最简分数是（ ）。"
"pep-primary-p6-lower-036","P6","lower","short-answer","Core","易错提优","solver-gap","manual-required","药粉5克，水500克","药粉5克，水500克 | 药粉5克,水500克 | 药粉 5 克，水 500 克","","","","not-run","solver:no deterministic solver matched this free-form item","一种药水是把药粉和水按 1:100 的质量比配制而成的。现在有 505 克药水，其中药粉和水各有多少克？"
"pep-primary-p6-lower-037","P6","lower","multiple-choice","Foundation","负数","solver-gap","manual-required","右边","右边","","","","not-run","solver:no deterministic solver matched this free-form item","在数轴上，-3 在 -5 的哪一边？"
"pep-primary-p6-lower-038","P6","lower","fill-in","Core","圆柱表面积","solver-gap","manual-required","10","10 | 10厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱的侧面积是 188.4 平方厘米，底面半径是 3 厘米。这个圆柱的高是多少厘米？（π 取 3.14）"
"pep-primary-p6-lower-039","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","路程一定，速度和时间","路程一定，速度和时间","","","","not-run","solver:no deterministic solver matched this free-form item","下面各组中的两个量，成反比例关系的是（ ）。"
"pep-primary-p6-lower-040","P6","lower","fill-in","Core","数学广角","solver-gap","manual-required","3","3","","","","not-run","solver:no deterministic solver matched this free-form item","把 8 支铅笔放入 3 个笔筒中，总有一个笔筒至少放入（ ）支铅笔。"
"pep-primary-p6-lower-041","P6","lower","multiple-choice","Core","小学数学总复习","solver-gap","manual-required","72本","72本","","","","not-run","solver:no deterministic solver matched this free-form item","学校图书馆新购进一批图书，其中故事书与科技书的数量比是5:3。如果故事书有120本，那么科技书有多少本？"
"pep-primary-p6-lower-042","P6","lower","fill-in","Core","易错提优","solver-gap","manual-required","7536","7536 | 7536平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱形水桶，底面半径是20厘米，高是50厘米。制作这样一个水桶（无盖），至少需要多少平方厘米的铁皮？（π取3.14）"
"pep-primary-p6-lower-043","P6","lower","multiple-choice","Core","负数","solver-gap","manual-required","甲地比乙地冷，因为-5<2","甲地比乙地冷，因为-5<2","","","","not-run","solver:no deterministic solver matched this free-form item","某天，甲地的气温是-5℃，乙地的气温是2℃。下列说法正确的是（ ）。"
"pep-primary-p6-lower-044","P6","lower","fill-in","Core","圆柱表面积","solver-gap","manual-required","251.2","251.2 | 251.2平方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱的底面直径是10厘米，高是8厘米。它的侧面积是多少平方厘米？（π取3.14）"
"pep-primary-p6-lower-045","P6","lower","multiple-choice","Core","比例尺","solver-gap","manual-required","300千米","300千米","","","","not-run","solver:no deterministic solver matched this free-form item","在一幅比例尺为1:5000000的地图上，量得A、B两城的距离是6厘米。A、B两城的实际距离是多少千米？"
"pep-primary-p6-lower-046","P6","lower","fill-in","Core","数学广角","solver-gap","manual-required","4","4 | 4个","","","","not-run","solver:no deterministic solver matched this free-form item","把红、黄、蓝三种颜色的球各5个放到一个袋子里。至少取出多少个球，才能保证取到两个颜色相同的球？"
"pep-primary-p6-lower-047","P6","lower","multiple-choice","Core","小学数学总复习","pass","none","80°","80°","80°","triangle-angle-ratio-largest-angle","geometry-classification","pass","solver:triangle-angle-ratio-largest-angle","一个三角形三个内角的度数比是2:3:4，这个三角形中最大的角是多少度？"
"pep-primary-p6-lower-048","P6","lower","fill-in","Core","易错提优","solver-gap","manual-required","11","11 | 11吨","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆锥形沙堆，底面半径是2米，高是1.5米。如果每立方米沙重1.7吨，这堆沙约重多少吨？（π取3.14，结果保留整数）"
"pep-primary-p6-lower-049","P6","lower","multiple-choice","Core","负数","solver-gap","manual-required","150元","150元","","","","not-run","solver:no deterministic solver matched this free-form item","一种商品打八折出售，比原价便宜了30元。这种商品的原价是多少元？"
"pep-primary-p6-lower-050","P6","lower","multiple-choice","Core","圆柱表面积","solver-gap","manual-required","20立方厘米","20立方厘米","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆柱和一个圆锥等底等高。已知圆柱的体积是60立方厘米，那么圆锥的体积是多少立方厘米？"
"pep-primary-p6-upper-001","P6","upper","multiple-choice","Core","分数乘法","solver-gap","manual-required","1 米","1 米","","","","not-run","solver:no deterministic solver matched this free-form item","小华有一根彩带，用去了它的 2/5，还剩下 3/5 米。这根彩带原来长多少米？"
"pep-primary-p6-upper-002","P6","upper","fill-in","Foundation","圆的周长","pass","none","28.26","28.26 | 28.26平方米","28.26","annulus-area-from-diameter-width","area","pass","solver:annulus-area-from-diameter-width","一个圆形花坛的直径是 8 米，在它的周围修一条 1 米宽的小路。小路的面积是多少平方米？（π 取 3.14）"
"pep-primary-p6-upper-003","P6","upper","short-answer","Challenge","百分数应用","solver-gap","manual-required","70","70 | 70人","","","","not-run","solver:no deterministic solver matched this free-form item","某校六年级有学生 200 人，一次数学测验的优秀率是 25%，良好率是 40%，其余为及格。及格的学生有多少人？"
"pep-primary-p6-upper-004","P6","upper","multiple-choice","Exam","位置与方向","solver-gap","manual-required","小明家在学校北偏西 30° 方向约 500 米处","小明家在学校北偏西 30° 方向约 500 米处","","","","not-run","solver:no deterministic solver matched this free-form item","小明从家出发，先向东偏北 30° 方向走 400 米到达公园，然后从公园向南偏东 60° 方向走 300 米到达学校。下列说法正确的是（ ）。"
"pep-primary-p6-upper-005","P6","upper","fill-in","Core","期末综合","solver-gap","manual-required","3,9","3,9 | 3倍,9倍","","","","not-run","solver:no deterministic solver matched this free-form item","一个圆的半径扩大到原来的 3 倍，它的周长扩大到原来的（ ）倍，面积扩大到原来的（ ）倍。"
"pep-primary-p6-upper-006","P6","upper","short-answer","Foundation","拓展应用","solver-gap","manual-required","油重10千克，桶重2千克","油重10千克，桶重2千克 | 10,2","","","","not-run","solver:no deterministic solver matched this free-form item","一桶油连桶重 12 千克，用去一半油后，连桶重 7 千克。原来油重多少千克？桶重多少千克？"
"pep-primary-p6-upper-007","P6","upper","multiple-choice","Challenge","分数乘法","solver-gap","manual-required","12:20:35","12:20:35","","","","not-run","solver:no deterministic solver matched this free-form item","甲、乙两数的比是 3:5，乙、丙两数的比是 4:7。甲、乙、丙三个数的比是（ ）。"
"pep-primary-p6-upper-008","P6","upper","fill-in","Exam","圆的周长","pass","none","25.7","25.7 | 25.7厘米","25.7","largest-semicircle-perimeter-in-rectangle","geometry","pass","solver:largest-semicircle-perimeter-in-rectangle","在一个长 10 厘米、宽 8 厘米的长方形内画一个最大的半圆，这个半圆的周长是（ ）厘米。（π 取 3.14）"
