"reviewReason","questionId","grade","semester","type","difficulty","status","solverMethod","independentAnswer","storedAnswer","acceptedAnswers","notes","promptZhHans"
"required-solver-gap","pep-primary-p6-lower-040","P6","lower","fill-in","Core","solver-gap","","","3","3","solver:no deterministic solver matched this free-form item","把 8 支铅笔放入 3 个笔筒中，总有一个笔筒至少放入（ ）支铅笔。"
"required-solver-gap","pep-primary-p6-lower-041","P6","lower","multiple-choice","Core","solver-gap","","","72本","72本","solver:no deterministic solver matched this free-form item","学校图书馆新购进一批图书，其中故事书与科技书的数量比是5:3。如果故事书有120本，那么科技书有多少本？"
"required-solver-gap","pep-primary-p6-lower-042","P6","lower","fill-in","Core","solver-gap","","","7536","7536 | 7536平方厘米","solver:no deterministic solver matched this free-form item","一个圆柱形水桶，底面半径是20厘米，高是50厘米。制作这样一个水桶（无盖），至少需要多少平方厘米的铁皮？（π取3.14）"
"required-solver-gap","pep-primary-p6-lower-043","P6","lower","multiple-choice","Core","solver-gap","","","甲地比乙地冷，因为-5<2","甲地比乙地冷，因为-5<2","solver:no deterministic solver matched this free-form item","某天，甲地的气温是-5℃，乙地的气温是2℃。下列说法正确的是（ ）。"
"required-solver-gap","pep-primary-p6-lower-044","P6","lower","fill-in","Core","solver-gap","","","251.2","251.2 | 251.2平方厘米","solver:no deterministic solver matched this free-form item","一个圆柱的底面直径是10厘米，高是8厘米。它的侧面积是多少平方厘米？（π取3.14）"
"required-solver-gap","pep-primary-p6-lower-045","P6","lower","multiple-choice","Core","solver-gap","","","300千米","300千米","solver:no deterministic solver matched this free-form item","在一幅比例尺为1:5000000的地图上，量得A、B两城的距离是6厘米。A、B两城的实际距离是多少千米？"
"required-solver-gap","pep-primary-p6-lower-046","P6","lower","fill-in","Core","solver-gap","","","4","4 | 4个","solver:no deterministic solver matched this free-form item","把红、黄、蓝三种颜色的球各5个放到一个袋子里。至少取出多少个球，才能保证取到两个颜色相同的球？"
"required-solver-gap","pep-primary-p6-lower-048","P6","lower","fill-in","Core","solver-gap","","","11","11 | 11吨","solver:no deterministic solver matched this free-form item","一个圆锥形沙堆，底面半径是2米，高是1.5米。如果每立方米沙重1.7吨，这堆沙约重多少吨？（π取3.14，结果保留整数）"
"required-solver-gap","pep-primary-p6-lower-049","P6","lower","multiple-choice","Core","solver-gap","","","150元","150元","solver:no deterministic solver matched this free-form item","一种商品打八折出售，比原价便宜了30元。这种商品的原价是多少元？"
"required-solver-gap","pep-primary-p6-lower-050","P6","lower","multiple-choice","Core","solver-gap","","","20立方厘米","20立方厘米","solver:no deterministic solver matched this free-form item","一个圆柱和一个圆锥等底等高。已知圆柱的体积是60立方厘米，那么圆锥的体积是多少立方厘米？"
"required-solver-gap","pep-primary-p6-upper-001","P6","upper","multiple-choice","Core","solver-gap","","","1 米","1 米","solver:no deterministic solver matched this free-form item","小华有一根彩带，用去了它的 2/5，还剩下 3/5 米。这根彩带原来长多少米？"
"required-solver-gap","pep-primary-p6-upper-003","P6","upper","short-answer","Challenge","solver-gap","","","70","70 | 70人","solver:no deterministic solver matched this free-form item","某校六年级有学生 200 人，一次数学测验的优秀率是 25%，良好率是 40%，其余为及格。及格的学生有多少人？"
"required-solver-gap","pep-primary-p6-upper-004","P6","upper","multiple-choice","Exam","solver-gap","","","小明家在学校北偏西 30° 方向约 500 米处","小明家在学校北偏西 30° 方向约 500 米处","solver:no deterministic solver matched this free-form item","小明从家出发，先向东偏北 30° 方向走 400 米到达公园，然后从公园向南偏东 60° 方向走 300 米到达学校。下列说法正确的是（ ）。"
"required-solver-gap","pep-primary-p6-upper-005","P6","upper","fill-in","Core","solver-gap","","","3,9","3,9 | 3倍,9倍","solver:no deterministic solver matched this free-form item","一个圆的半径扩大到原来的 3 倍，它的周长扩大到原来的（ ）倍，面积扩大到原来的（ ）倍。"
"required-solver-gap","pep-primary-p6-upper-006","P6","upper","short-answer","Foundation","solver-gap","","","油重10千克，桶重2千克","油重10千克，桶重2千克 | 10,2","solver:no deterministic solver matched this free-form item","一桶油连桶重 12 千克，用去一半油后，连桶重 7 千克。原来油重多少千克？桶重多少千克？"
"required-solver-gap","pep-primary-p6-upper-007","P6","upper","multiple-choice","Challenge","solver-gap","","","12:20:35","12:20:35","solver:no deterministic solver matched this free-form item","甲、乙两数的比是 3:5，乙、丙两数的比是 4:7。甲、乙、丙三个数的比是（ ）。"
"required-solver-gap","pep-primary-p6-upper-009","P6","upper","short-answer","Core","solver-gap","","","原价120元，现价86.4元","原价120元，现价86.4元 | 120,86.4","solver:no deterministic solver matched this free-form item","某商场一款书包打八折后售价是 96 元，这款书包的原价是多少元？如果在此基础上再打九折，现价是多少元？"
"required-solver-gap","pep-primary-p6-upper-010","P6","upper","multiple-choice","Foundation","solver-gap","","","学校与书店相距约 360 米","学校与书店相距约 360 米","solver:no deterministic solver matched this free-form item","以广场为观测点，学校在广场北偏西 40° 方向 200 米处，书店在广场南偏东 50° 方向 300 米处。下列说法正确的是（ ）。"
"required-solver-gap","pep-primary-p6-upper-011","P6","upper","fill-in","Challenge","solver-gap","","","3.2","3.2 | 3.2米 | 3.2m","solver:no deterministic solver matched this free-form item","小明用一根绳子测量一棵大树的树干周长。他将绳子绕树干一周后，发现绳子还多出 2.4 米。接着他将绳子对折两次，再次绕树干一周，这时绳子刚好用完。请问这棵大树的树干周长是多少米？"
"required-solver-gap","pep-primary-p6-upper-012","P6","upper","short-answer","Exam","solver-gap","","","160","160 | 160本","solver:no deterministic solver matched this free-form item","学校图书馆购进一批新书，其中故事书占 3/8，科技书占剩下的 2/5，其余是漫画书。已知漫画书比科技书多 12 本。请问这批新书一共有多少本？"
"required-solver-gap","pep-primary-p6-upper-013","P6","upper","multiple-choice","Core","solver-gap","","","3/4 × 6/5","3/4 × 6/5 | 3/4×6/5","solver:no deterministic solver matched this free-form item","下面哪个算式的计算结果与 3/4 ÷ 5/6 相等？"
"required-solver-gap","pep-primary-p6-upper-015","P6","upper","short-answer","Challenge","solver-gap","","","低10元","低10元 | 低10 | 便宜10元 | 少10元","solver:no deterministic solver matched this free-form item","某商场开展促销活动，一件上衣原价 250 元，先涨价 20%，再打八折出售。请问最终的售价比原价高还是低？相差多少元？"
"required-solver-gap","pep-primary-p6-upper-016","P6","upper","multiple-choice","Core","solver-gap","","","正南方向","正南方向 | 正南","solver:no deterministic solver matched this free-form item","小华从家出发，先向东偏北 30° 方向走 400 米到达书店，然后向南偏西 60° 方向走 400 米到达学校。请问学校在小华家的什么方向？"
"required-solver-gap","pep-primary-p6-upper-017","P6","upper","fill-in","Foundation","solver-gap","","","0.7 < 0.75 = 3/4 = 75%","0.7 < 0.75 = 3/4 = 75% | 0.7<0.75=3/4=75%","solver:no deterministic solver matched this free-form item","把 0.75、3/4、75% 和 0.7 这四个数按从小到大的顺序排列。"
"required-solver-gap","pep-primary-p6-upper-018","P6","upper","short-answer","Challenge","solver-gap","","","8.4","8.4 | 8.4天 | 42/5 | 8又2/5","solver:no deterministic solver matched this free-form item","甲、乙两个工程队合修一条公路，甲队单独修需要 12 天，乙队单独修需要 18 天。现在两队合修，中途甲队因故停工 2 天。从开始到完工共用了多少天？"
"required-solver-gap","pep-primary-p6-upper-021","P6","upper","short-answer","Challenge","solver-gap","","","10.2吨","10.2吨 | 10.2","solver:no deterministic solver matched this free-form item","小华家上个月用水12吨，这个月比上个月节约了15%。这个月用水多少吨？"
"required-solver-gap","pep-primary-p6-upper-022","P6","upper","multiple-choice","Core","solver-gap","","","小明家在学校东偏南30°方向400米处","小明家在学校东偏南30°方向400米处","solver:no deterministic solver matched this free-form item","小明从家出发，先向东偏北30°方向走400米到达公园，再向西偏北20°方向走300米到达学校。下列说法正确的是哪一项？"
"required-solver-gap","pep-primary-p6-upper-023","P6","upper","fill-in","Foundation","solver-gap","","","78.5","78.5 | 78.5平方厘米","solver:no deterministic solver matched this free-form item","一个圆的周长是31.4厘米，它的面积是（ ）平方厘米。（π取3.14）"
"required-solver-gap","pep-primary-p6-upper-024","P6","upper","short-answer","Challenge","solver-gap","","","60本","60本 | 60","solver:no deterministic solver matched this free-form item","学校图书馆有科技书和故事书共540本，其中科技书的本数是故事书的4/5。后来又买进一批科技书，这时科技书的本数占总数的60%。问：后来买进了多少本科技书？"
"required-solver-gap","pep-primary-p6-upper-025","P6","upper","multiple-choice","Core","solver-gap","","","4米","4米","solver:no deterministic solver matched this free-form item","一根绳子长8米，第一次用去全长的1/4，第二次用去剩下的1/3。两次一共用去多少米？"
"required-solver-gap","pep-primary-p6-upper-027","P6","upper","short-answer","Challenge","solver-gap","","","162°","162° | 162度 | 162","solver:no deterministic solver matched this free-form item","某商场对A、B两种品牌的空调进行满意度调查，随机调查了400名顾客，其中选择A品牌的有180人，选择B品牌的有160人，其余的选择其他品牌。如果要绘制扇形统计图表示调查结果，那么表示A品牌满意度的扇形的圆心角是多少度？"
"required-solver-gap","pep-primary-p6-upper-028","P6","upper","multiple-choice","Core","solver-gap","","","北偏东40°方向25米处","北偏东40°方向25米处","solver:no deterministic solver matched this free-form item","小红站在学校操场，她看到旗杆在她的南偏西40°方向约25米处。那么小红在旗杆的什么方向？"
"required-solver-gap","pep-primary-p6-upper-029","P6","upper","fill-in","Foundation","solver-gap","","","96","96 | 96%","solver:no deterministic solver matched this free-form item","六（1）班有学生50人，某天出勤48人。这天的出勤率是（ ）%。"
"required-solver-gap","pep-primary-p6-upper-030","P6","upper","short-answer","Challenge","solver-gap","","","7.2天","7.2天 | 7.2","solver:no deterministic solver matched this free-form item","一项工程，甲队单独做需要10天完成，乙队单独做需要15天完成。现在两队合作，但甲队中途因故停工2天。从开始到完工共用了多少天？"
"required-solver-gap","pep-primary-p6-upper-031","P6","upper","multiple-choice","Core","solver-gap","","","1 千克","1 千克","solver:no deterministic solver matched this free-form item","一桶油重 5/2 千克。做一道菜用掉这桶油的 2/5。用掉的油是多少千克？"
"required-solver-gap","pep-primary-p6-upper-032","P6","upper","fill-in","Foundation","solver-gap","","","28.26","28.26 | 28.26平方米","solver:no deterministic solver matched this free-form item","一个圆形花坛的直径是 8 米。在花坛周围修一条宽 1 米的小路。小路的面积是多少平方米？（π 取 3.14）"
"required-solver-gap","pep-primary-p6-upper-033","P6","upper","short-answer","Core","solver-gap","","","240","240 | 240元","solver:no deterministic solver matched this free-form item","一种商品原价 250 元，先提价 20%，再降价 20%。现在的价格是多少元？"
"required-solver-gap","pep-primary-p6-upper-034","P6","upper","multiple-choice","Foundation","solver-gap","","","东偏北 30°","东偏北 30°","solver:no deterministic solver matched this free-form item","小明从家出发，先向正东方向走 300 米到达书店，再向北偏西 30° 方向走 200 米到达学校。学校在小明家的什么方向？"
"required-solver-gap","pep-primary-p6-upper-035","P6","upper","fill-in","Core","solver-gap","","","19.2","19.2 | 96/5 | 19 1/5","solver:no deterministic solver matched this free-form item","一个数的 3/4 是 36，这个数的 2/5 是多少？"
"required-solver-gap","pep-primary-p6-upper-037","P6","upper","multiple-choice","Core","solver-gap","","","45","45","solver:no deterministic solver matched this free-form item","甲数与乙数的比是 3:4，乙数是 60，甲数是多少？"
"required-solver-gap","pep-primary-p6-upper-038","P6","upper","fill-in","Foundation","solver-gap","","","4","4 | 4厘米","solver:no deterministic solver matched this free-form item","一个半圆的周长是 20.56 厘米，这个半圆的半径是多少厘米？（π 取 3.14）"
"required-solver-gap","pep-primary-p6-upper-039","P6","upper","multiple-choice","Core","solver-gap","","","96%","96%","solver:no deterministic solver matched this free-form item","六（1）班有 50 人，某天出勤 48 人，这天六（1）班的出勤率是多少？"
"required-solver-gap","pep-primary-p6-upper-040","P6","upper","fill-in","Core","solver-gap","","","南偏东 40°","南偏东 40° | 南偏东40°","solver:no deterministic solver matched this free-form item","以广场为观测点，学校在广场北偏西 40° 方向 500 米处。那么广场在学校的什么方向？"
"required-solver-gap","pep-primary-p6-upper-041","P6","upper","multiple-choice","Core","solver-gap","","","C. 300本","C. 300本","solver:no deterministic solver matched this free-form item","学校图书馆新购一批图书，其中科普书占35%，故事书占25%，其余是绘本。已知绘本有120本，这批图书共有多少本？"
"required-solver-gap","pep-primary-p6-upper-042","P6","upper","fill-in","Core","solver-gap","","","2米","2米 | 2","solver:no deterministic solver matched this free-form item","小明用一根绳子测量一棵树的树干周长，绕了3圈后还多出1.2米，绕4圈则差0.8米。这棵树的树干周长是多少米？"
"required-solver-gap","pep-primary-p6-upper-043","P6","upper","multiple-choice","Core","solver-gap","","","D. 6千克","D. 6千克","solver:no deterministic solver matched this free-form item","一袋面粉重15千克，先用去它的2/5，再用去剩下的1/3，最后还剩多少千克？"
"required-solver-gap","pep-primary-p6-upper-044","P6","upper","fill-in","Core","solver-gap","","","34.54平方米","34.54平方米 | 34.54","solver:no deterministic solver matched this free-form item","一个圆形花坛的周长是31.4米，在花坛周围铺一条宽1米的小路。小路的面积是多少平方米？（π取3.14）"
"required-solver-gap","pep-primary-p6-upper-045","P6","upper","multiple-choice","Core","solver-gap","","","A. 424元","A. 424元","solver:no deterministic solver matched this free-form item","某商场进行促销活动，所有商品打八折销售。王阿姨买了一件原价350元的上衣和一双原价180元的鞋子，她实际付了多少元？"
"required-solver-gap","pep-primary-p6-upper-046","P6","upper","fill-in","Core","solver-gap","","","500米","500米 | 500","solver:no deterministic solver matched this free-form item","以学校为观测点，书店在学校北偏东30°方向，距离学校400米；电影院在学校南偏西60°方向，距离学校300米。书店和电影院之间的距离大约是多少米？（提示：画出平面图，连接书店和电影院，测量或计算）"
"required-solver-gap","pep-primary-p6-upper-047","P6","upper","multiple-choice","Core","solver-gap","","","B. 75.36平方米","B. 75.36平方米","solver:no deterministic solver matched this free-form item","一个圆形喷水池的直径是10米，在它的周围修一条宽2米的环形小路。这条小路的面积是多少平方米？（π取3.14）"
"required-solver-gap","pep-primary-p6-upper-048","P6","upper","fill-in","Core","solver-gap","","","4.8天","4.8天 | 4.8 | 24/5 | 4又4/5","solver:no deterministic solver matched this free-form item","一项工程，甲队单独做需要10天完成，乙队单独做需要15天完成。现在甲队先单独做2天，然后乙队加入一起做，还需要多少天才能完成？"
"required-solver-gap","pep-primary-p6-upper-049","P6","upper","multiple-choice","Core","solver-gap","","","A. 10米","A. 10米","solver:no deterministic solver matched this free-form item","一根绳子，第一次剪去全长的1/4，第二次剪去余下的2/3，最后还剩2.5米。这根绳子原来长多少米？"
"required-solver-gap","pep-primary-p6-upper-050","P6","upper","multiple-choice","Core","solver-gap","","","C. 周长3倍，面积9倍","C. 周长3倍，面积9倍","solver:no deterministic solver matched this free-form item","一个圆的半径扩大到原来的3倍，它的周长扩大到原来的几倍？面积扩大到原来的几倍？"
"balanced-pass-sample","pep-primary-p1-lower-001","P1","lower","multiple-choice","Foundation","pass","shape-count-option-match","一个由2个长方形、1个正方形和3个三角形组成的图形，所有图形互不重叠","一个由2个长方形、1个正方形和3个三角形组成的图形，所有图形互不重叠","一个由2个长方形、1个正方形和3个三角形组成的图形，所有图形互不重叠","solver:shape-count-option-match","小美用七巧板拼出了一个图形，她数了数，发现这个图形中长方形有2个，正方形有1个，三角形有3个。下面哪个图形可能是小美拼出的？"
"balanced-pass-sample","pep-primary-p1-upper-007","P1","upper","multiple-choice","Challenge","pass","how-many-more-direct","4","4","4","solver:how-many-more-direct","9比5多多少？"
"balanced-pass-sample","pep-primary-p1-lower-007","P1","lower","multiple-choice","Challenge","pass","missing-addend-equation","7","5 + 7 = 12，所以12 - 5 = 7","5 + 7 = 12，所以12 - 5 = 7","solver:missing-addend-equation","计算12 - 5时，想：5 + __ = 12，所以12 - 5 = __。下面哪个选项正确？"
"balanced-pass-sample","pep-primary-p1-lower-004","P1","lower","multiple-choice","Exam","pass","money-total-cost-comparison","够，还剩2元5角","够，还剩2元5角","够，还剩2元5角 | 够，还剩2.5元","solver:money-total-cost-comparison","小华有1张5元，2张1元，3枚5角。他想买一本6元的笔记本，他的钱够吗？"
"balanced-pass-sample","pep-primary-p1-lower-010","P1","lower","multiple-choice","Challenge","pass","bus-change-story","31","31人","31人","solver:bus-change-story","公交车上原来有34人，到站后下去15人，又上来12人。现在车上有多少人？"
"balanced-pass-sample","pep-primary-p1-upper-008","P1","upper","fill-in","Foundation","pass","missing-addend-equation","1","1，6，1，6，16","1，6，1，6，16 | 1,6,1,6,16","solver:missing-addend-equation","计算9+7时，用凑十法：把7分成（ ）和（ ），先算9+（ ）=10，再算10+（ ）=（ ）。"
"balanced-pass-sample","pep-primary-p1-lower-002","P1","lower","fill-in","Core","pass","direct-equation-blanks","2, 2, 5","2, 2, 5","2, 2, 5 | 2，2，5 | 2 2 5","solver:direct-equation-blanks","计算13 - 8时，可以用破十法：把13分成10和3，先算10 - 8 = __，再算 __ + 3 = __。请按顺序填写三个空。"
"balanced-pass-sample","pep-primary-p1-lower-014","P1","lower","fill-in","Foundation","pass","money-holdings-total","8元5角","8元5角","8元5角 | 8.5元 | 8元5角钱","solver:money-holdings-total","小红有1张5元，2张1元，3枚5角。她一共有多少钱？请用元作单位填写。"
"balanced-pass-sample","pep-primary-p1-lower-005","P1","lower","fill-in","Foundation","pass","constant-difference-number-pattern","10","10","10","solver:constant-difference-number-pattern","找规律填数：2, 4, 6, 8, __, 12。请填写缺少的数。"
"balanced-pass-sample","pep-primary-p1-upper-002","P1","upper","fill-in","Core","pass","number-composition","7","7","7","solver:number-composition","10可以分成3和几？请填数字。"
"balanced-pass-sample","pep-primary-p1-lower-003","P1","lower","short-answer","Challenge","pass","constant-difference-number-pattern","40","40，规律是每次加5","40，规律是每次加5 | 40, 每次加5 | 40 每次加5 | 40 规律是每次加5 | 40，每次加5 | 40 每次增加5 | 40，每次增加5","solver:constant-difference-number-pattern","按规律填数：25, 30, 35, __, 45, 50。请写出缺少的数，并说明规律。"
"balanced-pass-sample","pep-primary-p1-upper-006","P1","upper","short-answer","Core","pass","equal-groups-table-chairs","8","8","8","solver:equal-groups-table-chairs","数一数，填一填：教室里有4张桌子，每张桌子配2把椅子，一共有多少把椅子？"
"balanced-pass-sample","pep-primary-p1-lower-012","P1","lower","short-answer","Core","pass","one-step-subtraction-story","5","5块","5块 | 5 | 还剩5块","solver:one-step-subtraction-story","小明有13块糖，吃了8块，还剩几块？请写出计算过程。"
"balanced-pass-sample","pep-primary-p1-lower-018","P1","lower","short-answer","Foundation","pass","two-digit-place-value-relation","59","59","59 | 五十九","solver:two-digit-place-value-relation","一个数，个位上是最大的一位数，十位上的数比个位上的数小4。这个数是多少？"
"balanced-pass-sample","pep-primary-p1-upper-027","P1","upper","short-answer","Core","pass","one-step-subtraction-story","5","5只","5只 | 5","solver:one-step-subtraction-story","树上有9只鸟，飞走了4只，还剩几只？"
"balanced-pass-sample","pep-primary-p2-lower-041","P2","lower","multiple-choice","Foundation","pass","exact-division-story","4","24 ÷ 6 = 4（本）","24 ÷ 6 = 4（本）","solver:exact-division-story","李老师把24本故事书平均分给6个小组，每个小组分到几本？下面哪个算式是正确的？"
"balanced-pass-sample","pep-primary-p2-lower-045","P2","lower","multiple-choice","Foundation","pass","multi-step-expression-option","(18 - 6) ÷ 3","(18 - 6) ÷ 3","(18 - 6) ÷ 3","solver:multi-step-expression-option","小芳有18颗糖，她吃了6颗，剩下的糖平均分给3个好朋友，每个好朋友分到几颗？正确的算式是？"
"balanced-pass-sample","pep-primary-p2-lower-031","P2","lower","multiple-choice","Foundation","pass","exact-division-story","4","4","4","solver:exact-division-story","有24块饼干，平均分给6个小朋友，每人分到几块？"
"balanced-pass-sample","pep-primary-p2-lower-022","P2","lower","multiple-choice","Core","pass","division-with-remainder","6, 1","6束，剩1个","6束，剩1个","solver:division-with-remainder","有25个气球，每4个扎成一束，最多能扎成几束？还剩几个？"
"balanced-pass-sample","pep-primary-p2-lower-016","P2","lower","multiple-choice","Core","pass","exact-division-story","6","18÷3=6（束）","18÷3=6（束）","solver:exact-division-story","有 18 个气球，每 3 个扎成一束，可以扎成几束？下面哪个算式是正确的？"
"balanced-pass-sample","pep-primary-p2-lower-038","P2","lower","fill-in","Core","pass","labeled-arithmetic-expression","734","734","734","solver:labeled-arithmetic-expression","用竖式计算：456 + 278 = □。请填写结果。"
"balanced-pass-sample","pep-primary-p2-lower-042","P2","lower","fill-in","Core","pass","division-with-remainder","3, 2","3,2","3,2 | 3个,2个 | 3 2 | 3、2","solver:division-with-remainder","有17个苹果，每个盘子放5个，可以放满几个盘子？还剩几个苹果？请填写：可以放满____个盘子，还剩____个苹果。"
"balanced-pass-sample","pep-primary-p2-lower-035","P2","lower","fill-in","Foundation","pass","division-with-remainder","5, 1","5袋，剩1颗","5袋，剩1颗 | 5袋剩1颗 | 5袋1颗","solver:division-with-remainder","小明有36颗糖，他想每7颗装一袋，最多可以装满几袋？还剩几颗？"
"balanced-pass-sample","pep-primary-p2-lower-046","P2","lower","fill-in","Core","pass","exact-division-story","6","6","6 | 6个","solver:exact-division-story","把30个气球平均分给5个小朋友，每个小朋友分到____个气球。"
"balanced-pass-sample","pep-primary-p2-lower-023","P2","lower","fill-in","Foundation","pass","labeled-arithmetic-expression","801","801","801","solver:labeled-arithmetic-expression","计算：503 + 298 = ______"
"balanced-pass-sample","pep-primary-p2-lower-027","P2","lower","short-answer","Foundation","pass","division-with-remainder","7, 2","30 ÷ 4 = 7（个）……2（朵），可以插满7个花瓶，还剩2朵。","30 ÷ 4 = 7（个）……2（朵），可以插满7个花瓶，还剩2朵。 | 30÷4=7……2 | 30 ÷ 4 = 7 …… 2 | 7个，剩2朵 | 7个花瓶，2朵","solver:division-with-remainder","有30朵花，每个花瓶插4朵，可以插满几个花瓶？还剩几朵？请写出算式和答案。"
"balanced-pass-sample","pep-primary-p2-lower-021","P2","lower","short-answer","Foundation","pass","exact-division-story","4","24 ÷ 6 = 4，每个小朋友分到4颗。","24 ÷ 6 = 4，每个小朋友分到4颗。 | 24 ÷ 6 = 4 | 24÷6=4 | 每个小朋友分到4颗 | 4颗","solver:exact-division-story","把24颗草莓平均分给6个小朋友，每个小朋友分到几颗？请写出除法算式和答案。"
"balanced-pass-sample","pep-primary-p2-upper-036","P2","upper","short-answer","Foundation","pass","equal-groups-multiplication","12","加法：3+3+3+3=12，乘法：3×4=12","加法：3+3+3+3=12，乘法：3×4=12 | 3+3+3+3=12，3×4=12","solver:equal-groups-multiplication","看图写算式：每组有3个气球，有4组。用加法算式和乘法算式分别表示气球的总数。"
"balanced-pass-sample","pep-primary-p2-lower-012","P2","lower","short-answer","Foundation","pass","division-with-remainder","4, 3","可以装满 4 袋，还剩 3 块。","可以装满 4 袋，还剩 3 块。 | 4袋，剩3块 | 4袋剩3块 | 35÷8=4（袋）……3（块） | 35÷8=4……3","solver:division-with-remainder","有 35 块糖果，每 8 块装一袋，可以装满几袋？还剩几块？"
"balanced-pass-sample","pep-primary-p2-lower-018","P2","lower","short-answer","Foundation","pass","estimate-to-nearest-thousand-yuan","3000元","大约是 3000 元。","大约是 3000 元。 | 3000元 | 3000 | 3千元 | 3千","solver:estimate-to-nearest-thousand-yuan","一台电视机的价格是 2998 元，大约是几千元？"
"balanced-pass-sample","pep-primary-p3-lower-010","P3","lower","multiple-choice","Foundation","pass","square-area-from-wire-perimeter","36","36","36","solver:square-area-from-wire-perimeter","用一根长24厘米的铁丝围成一个正方形，这个正方形的面积是多少平方厘米？"
"balanced-pass-sample","pep-primary-p3-lower-028","P3","lower","multiple-choice","Foundation","pass","labeled-area-comparison","甲","甲","甲","solver:labeled-area-comparison","下面哪个图形的面积最大？\n甲：边长为4厘米的正方形\n乙：长为5厘米、宽为3厘米的长方形\n丙：长为6厘米、宽为2厘米的长方形\n丁：边长为3厘米的正方形"
"balanced-pass-sample","pep-primary-p3-lower-047","P3","lower","multiple-choice","Core","pass","rounded-multiplication-estimate","800","800","800","solver:rounded-multiplication-estimate","估算 38 × 21 的结果，下面哪个最接近？"
"balanced-pass-sample","pep-primary-p3-lower-001","P3","lower","multiple-choice","Core","pass","direction-turning","北","北","北","solver:direction-turning","小华站在操场中央，面向东方。他先向右转90度，然后向后转。请问他现在面向哪个方向？"
"balanced-pass-sample","pep-primary-p3-lower-007","P3","lower","multiple-choice","Challenge","pass","option-expression-closest-value","52 × 29","52 × 29","52 × 29","solver:option-expression-closest-value","下面哪个算式的积最接近1500？"
"balanced-pass-sample","pep-primary-p3-upper-002","P3","upper","fill-in","Foundation","pass","direct-arithmetic-expression","702","702","702","solver:direct-arithmetic-expression","计算 234 × 3 = ______。"
"balanced-pass-sample","pep-primary-p3-upper-005","P3","upper","fill-in","Core","pass","metric-unit-conversion","5000米","5000","5000","solver:metric-unit-conversion","在括号里填上合适的数：5千米 = ( )米。"
"balanced-pass-sample","pep-primary-p3-upper-008","P3","upper","fill-in","Exam","pass","square-perimeter","28","28","28 | 28厘米","solver:square-perimeter","一个正方形的边长是7厘米，它的周长是______厘米。"
"balanced-pass-sample","pep-primary-p3-lower-038","P3","lower","fill-in","Foundation","pass","square-area","49","49","49 | 49平方厘米","solver:square-area","一个正方形的边长是 7 厘米，它的面积是多少平方厘米？请填写数字。"
"balanced-pass-sample","pep-primary-p3-lower-023","P3","lower","fill-in","Foundation","pass","rectangle-area","40","40, 26","40, 26 | 40 26 | 40平方米, 26米","solver:rectangle-area","一个长方形花坛，长8米，宽5米。它的面积是______平方米。如果在花坛四周围上篱笆，篱笆长______米。"
"balanced-pass-sample","pep-primary-p3-lower-015","P3","lower","short-answer","Challenge","pass","square-area-from-wire-perimeter","81","正方形面积81平方厘米，长方形宽8厘米","正方形面积81平方厘米，长方形宽8厘米 | 81平方厘米，8厘米","solver:square-area-from-wire-perimeter","李老师用一根长36厘米的铁丝围成一个正方形，这个正方形的面积是多少平方厘米？如果把这根铁丝改围成一个长是10厘米的长方形，这个长方形的宽是多少厘米？请分别回答。"
"balanced-pass-sample","pep-primary-p3-lower-018","P3","lower","short-answer","Challenge","pass","square-perimeter","4","3种拼法：长12宽1周长26厘米；长6宽2周长16厘米；长4宽3周长14厘米。周长最短的是长4宽3。","3种拼法：长12宽1周长26厘米；长6宽2周长16厘米；长4宽3周长14厘米。周长最短的是长4宽3。 | 3种，长12宽1周长26，长6宽2周长16，长4宽3周长14，最短长4宽3","solver:square-perimeter","用12个边长1厘米的小正方形拼成一个大长方形，有几种不同的拼法？请写出所有拼法的长和宽，并计算每种拼法的周长。哪种拼法的周长最短？"
"balanced-pass-sample","pep-primary-p3-lower-033","P3","lower","short-answer","Core","pass","rectangle-fence-and-plant-count","26, 160","篱笆长26米，可以种160株花。","篱笆长26米，可以种160株花。 | 26米，160株 | 26,160 | 26米 160株","solver:rectangle-fence-and-plant-count","一个长方形花坛，长 8 米，宽 5 米。如果在花坛四周围上篱笆，篱笆长多少米？如果每平方米种 4 株花，一共可以种多少株花？请分别回答。"
"balanced-pass-sample","pep-primary-p3-lower-036","P3","lower","short-answer","Foundation","pass","exact-division-story","64","64","64 | 64个","solver:exact-division-story","把 256 个苹果平均分给 4 个班级，每个班级分到多少个苹果？请写出答案。"
"balanced-pass-sample","pep-primary-p3-upper-036","P3","upper","short-answer","Foundation","pass","comparison-less-than","230","230","230 | 230千克","solver:comparison-less-than","超市运来苹果350千克，运来的梨比苹果少120千克。运来的梨有多少千克？"
"balanced-pass-sample","pep-primary-p4-upper-022","P4","upper","multiple-choice","Foundation","pass","option-expression-closest-value","203 × 39","203 × 39","203 × 39","solver:option-expression-closest-value","下列算式中，积最接近 8000 的是哪一个？"
"balanced-pass-sample","pep-primary-p4-upper-049","P4","upper","multiple-choice","Core","pass","bar-chart-grid-scale","10格","10","10","solver:bar-chart-grid-scale","四（1）班同学最喜欢的运动项目统计记录如下：足球15人，篮球10人，乒乓球20人，羽毛球5人。在条形统计图中，用1格表示2人，乒乓球项目应画（ ）格。"
