"questionId","reviewer","solvableFromPrompt","independentAnswer","storedAnswerMatches","explanationMatches","gradeFit","terminologyOk","sourceDistanceOk","verdict","recommendedFix"
"pep-primary-p5-upper-050","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-001","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-002","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-003","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-004","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-005","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-006","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-007","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-008","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-009","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-010","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-011","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-012","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-013","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-014","S18-deterministic-audit","yes","188.4, 244.92","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-lower-015","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-016","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-017","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-018","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-019","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-020","S18-deterministic-audit","yes","20.93","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-lower-021","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-022","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-023","S18-deterministic-audit","yes","314","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-lower-024","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-025","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-026","S18-deterministic-audit","yes","75.36","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-lower-027","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-028","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-029","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-030","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-031","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-032","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-033","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-034","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-035","S18-deterministic-audit","yes","3/4","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-lower-036","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-037","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-038","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-039","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-040","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-041","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-042","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-043","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-044","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-045","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-046","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-047","S18-deterministic-audit","yes","80°","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-lower-048","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-049","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-lower-050","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-001","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-002","S18-deterministic-audit","yes","28.26","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-upper-003","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-004","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-005","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-006","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-007","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-008","S18-deterministic-audit","yes","25.7","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-upper-009","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-010","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-011","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-012","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-013","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-014","S18-deterministic-audit","yes","28.26","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-upper-015","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-016","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-017","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-018","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-019","S18-deterministic-audit","yes","锐角三角形","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-upper-020","S18-deterministic-audit","yes","25.7","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-upper-021","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-022","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-023","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-024","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-025","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-026","S18-deterministic-audit","yes","34.54","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-upper-027","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-028","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-029","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-030","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-031","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-032","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-033","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-034","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-035","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-036","S18-deterministic-audit","yes","50.24","yes","yes","pending-final-s18-sampling","pending-final-s18-sampling","yes","approved-deterministic",""
"pep-primary-p6-upper-037","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-038","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-039","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-040","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-041","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-042","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-043","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-044","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-045","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-046","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-047","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-048","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-049","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
"pep-primary-p6-upper-050","S18-manual-required","pending","","pending","pending","pending","pending","yes","pending-s18-review","Manual S18 review required, or add a narrow deterministic solver for this cluster and rerun the full audit."
