"clusterId","grade","semester","unitTitle","type","conceptIds","promptPattern","count","exampleQuestionIds","recommendedAction"
"gap-cluster-307","P5","lower","图形的运动","short-answer","object-observation | shape-movement | line-graph | data-interpretation","一个三角形ABC,顶点A的位置是(#,#),顶点B的位置是(#,#),顶点C的位置是(#,#)。如果将三角形向右平移#格,再向下平移#格,那么平移后点A'的位置是( , )。","1","pep-primary-p5-lower-030","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-308","P5","lower","因数与倍数","multiple-choice","factors-multiples | prime-composite | divisibility-rules | common-factor-multiple","从#、#、#、#、#、#这六张数字卡片中选出三张,组成一个三位数。要求这个三位数既是#的倍数,又是#的倍数,并且含有因数#。符合条件的三位数中,最大的是多少?","1","pep-primary-p5-lower-031","manual S18 review"
"gap-cluster-309","P5","lower","约分","fill-in","fraction-meaning-operations | equivalent-fractions | simplifying-fractions | common-denominator","把分数 #/# 化成最简分数。","1","pep-primary-p5-lower-032","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-310","P5","lower","2、5、3的倍数特征","short-answer","factors-multiples | prime-composite | divisibility-rules | common-factor-multiple","写出一个同时是#、#、#的倍数的最小三位数。","1","pep-primary-p5-lower-036","manual S18 review"
"gap-cluster-311","P5","lower","期末综合","fill-in","object-observation | shape-movement | line-graph | data-interpretation","一个几何体从正面看是 ,从左面看是 ,从上面看是 。(描述:从正面看是横着的两个正方形,从左面看是竖着的两个正方形,从上面看是横着的两个正方形)这个几何体至少由几个小正方体搭成?","1","pep-primary-p5-lower-040","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-312","P5","lower","质数和合数","multiple-choice","factors-multiples | prime-composite | divisibility-rules | common-factor-multiple","下面哪个数既是合数又是奇数?","1","pep-primary-p5-lower-041","manual S18 review"
"gap-cluster-313","P5","lower","通分","fill-in","fraction-meaning-operations | equivalent-fractions | simplifying-fractions | common-denominator","把#/#和#/#通分,它们的最简公分母是______。","1","pep-primary-p5-lower-042","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-314","P5","lower","表面积","fill-in","cuboid-cube-volume | surface-area | volume-unit | net-of-solid","一个正方体的棱长是#厘米,它的表面积是______平方厘米。","1","pep-primary-p5-lower-044","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-315","P5","lower","观察物体","multiple-choice","object-observation | shape-movement | line-graph | data-interpretation","从一个方向观察一个长方体,最多能看到几个面?","1","pep-primary-p5-lower-045","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-316","P5","lower","因数与倍数","fill-in","factors-multiples | prime-composite | divisibility-rules | common-factor-multiple","#的因数有______个。","1","pep-primary-p5-lower-046","manual S18 review"
"gap-cluster-317","P5","lower","约分","multiple-choice","fraction-meaning-operations | equivalent-fractions | simplifying-fractions | common-denominator","下面哪个分数是最简分数?","1","pep-primary-p5-lower-047","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-318","P5","lower","分数混合应用","fill-in","fraction-addition-subtraction | like-unlike-denominators | least-common-multiple | fraction-word-problem","一桶油重#/#千克,用去#/#千克,还剩______千克。","1","pep-primary-p5-lower-048","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-319","P5","lower","图形的运动","multiple-choice","object-observation | shape-movement | line-graph | data-interpretation","一个图形绕点O顺时针旋转#°后,下面说法正确的是?","1","pep-primary-p5-lower-050","manual S18 review"
"gap-cluster-320","P5","upper","小数乘法","multiple-choice","decimal-multiplication | decimal-division | decimal-place-value | estimation","妈妈买了 # 千克苹果,每千克 # 元。她付了 # 元,应找回多少元?先估算,再精确计算。下面哪个选项的估算和精确结果都正确?","1","pep-primary-p5-upper-001","manual S18 review"
"gap-cluster-321","P5","upper","三角形和梯形面积","short-answer","polygon-area | parallelogram-area | triangle-area | trapezoid-area","一个梯形花坛,上底 # 米,下底 # 米,高 # 米。在花坛中间有一条平行四边形小路,底 # 米,高 # 米(小路贯穿花坛,高度方向与梯形高平行)。求种花部分的面积。","1","pep-primary-p5-upper-003","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-322","P5","upper","位置","multiple-choice","coordinate-position | probability-language | tree-planting-model | interval-counting","小华在教室里的位置是第 # 列第 # 行,用数对 (#,#) 表示。他后面一个同学的位置用数对表示是( )。","1","pep-primary-p5-upper-004","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-323","P5","upper","期末综合","fill-in","p5-upper-integrated-review | decimal-operations | simple-equations | polygon-area","在下面的○里填上“>”“<”或“=”。 #×#○# #÷#○# #÷#○#×#","1","pep-primary-p5-upper-005","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-324","P5","upper","简易方程","multiple-choice","simple-equations | algebraic-expression | unknown-quantity | equation-balance","方程 #x−#=# 的解与下面哪个方程的解相同?","1","pep-primary-p5-upper-007","extend simple-equation solver for one-variable numeric equations"
"gap-cluster-325","P5","upper","平行四边形面积","fill-in","polygon-area | parallelogram-area | triangle-area | trapezoid-area","一个平行四边形相邻两条边的长度分别是 # 厘米和 # 厘米,其中一条高是 # 厘米。这个平行四边形的面积是( )平方厘米。","1","pep-primary-p5-upper-008","manual S18 review"
"gap-cluster-326","P5","upper","植树问题","short-answer","coordinate-position | probability-language | tree-planting-model | interval-counting","一条马路长 # 米,在它的一侧从头到尾每隔 # 米栽一棵树,两端都栽。一共要栽多少棵树?","1","pep-primary-p5-upper-009","manual S18 review"
"gap-cluster-327","P5","upper","期中综合","multiple-choice","p5-upper-integrated-review | decimal-operations | simple-equations | polygon-area","下面哪个式子是方程?","1","pep-primary-p5-upper-010","extend simple-equation solver for one-variable numeric equations"
"gap-cluster-328","P5","upper","小数除法","fill-in","decimal-multiplication | decimal-division | decimal-place-value | estimation","计算 # × # 时,先按整数乘法算出 # × # = #。两个因数中一共有( )位小数,就从积的右边起数出( )位,点上小数点,得到( )。","1","pep-primary-p5-upper-011","manual S18 review"
"gap-cluster-329","P5","upper","等量关系","short-answer","simple-equations | algebraic-expression | unknown-quantity | equation-balance","妈妈买了 # 千克苹果和 # 千克梨,共付 # 元。已知每千克苹果 # 元,设每千克梨 x 元。写出等量关系,并列出方程。","1","pep-primary-p5-upper-012","extend simple-equation solver for one-variable numeric equations"
"gap-cluster-330","P5","upper","多边形的面积","multiple-choice","polygon-area | parallelogram-area | triangle-area | trapezoid-area","一个平行四边形的底是 # 厘米,高是 # 厘米。与它等底等高的三角形的面积是多少平方厘米?","1","pep-primary-p5-upper-013","manual S18 review"
"gap-cluster-331","P5","upper","可能性","fill-in","coordinate-position | probability-language | tree-planting-model | interval-counting","盒子里有 # 个红球、# 个蓝球和 # 个黄球,除颜色外完全相同。任意摸出一个球,摸出( )球的可能性最大,摸出( )球的可能性最小。","1","pep-primary-p5-upper-014","manual S18 review"
"gap-cluster-333","P5","upper","小数乘法","multiple-choice","decimal-multiplication | decimal-division | decimal-place-value | estimation","下面算式中,积大于第一个因数的是( )。","1","pep-primary-p5-upper-016","manual S18 review"
"gap-cluster-334","P5","upper","用字母表示数","fill-in","simple-equations | algebraic-expression | unknown-quantity | equation-balance","用字母表示乘法分配律:( )。","1","pep-primary-p5-upper-017","extend simple-equation solver for one-variable numeric equations"
"gap-cluster-335","P5","upper","三角形和梯形面积","short-answer","polygon-area | parallelogram-area | triangle-area | trapezoid-area","一个梯形的上底是 # 厘米,下底是 # 厘米,高是 # 厘米。如果从这个梯形中剪去一个最大的平行四边形,剩下的面积是多少平方厘米?","1","pep-primary-p5-upper-018","manual S18 review"
"gap-cluster-336","P5","upper","位置","multiple-choice","coordinate-position | probability-language | tree-planting-model | interval-counting","小明在教室里的位置用数对表示是(#,#),他同桌的位置可能是( )。","1","pep-primary-p5-upper-019","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-337","P5","upper","期末综合","fill-in","p5-upper-integrated-review | decimal-operations | simple-equations | polygon-area","把一个小数的小数点向右移动一位后,得到的数比原数大 #。原数是( )。","1","pep-primary-p5-upper-020","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-338","P5","upper","小数四则估算","short-answer","decimal-multiplication | decimal-division | decimal-place-value | estimation","妈妈买水果:苹果每千克 # 元,买了 # 千克;香蕉每千克 # 元,买了 # 千克。她带了 # 元,请估算一下钱够不够,并写出估算过程。","1","pep-primary-p5-upper-021","manual S18 review"
"gap-cluster-339","P5","upper","简易方程","multiple-choice","simple-equations | algebraic-expression | unknown-quantity | equation-balance","下列哪个方程的解是 x=#?","1","pep-primary-p5-upper-022","extend simple-equation solver for one-variable numeric equations"
"gap-cluster-340","P5","upper","平行四边形面积","fill-in","polygon-area | parallelogram-area | triangle-area | trapezoid-area","一个平行四边形相邻两边的长分别是 # cm 和 # cm,其中一条高是 # cm,这个平行四边形的面积是( )平方厘米。","1","pep-primary-p5-upper-023","manual S18 review"
"gap-cluster-341","P5","upper","植树问题","short-answer","coordinate-position | probability-language | tree-planting-model | interval-counting","一条马路长 # 米,在马路的一侧从头到尾每隔 # 米种一棵树(两端都种),一共要种多少棵树?","1","pep-primary-p5-upper-024","manual S18 review"
"gap-cluster-342","P5","upper","期中综合","multiple-choice","p5-upper-integrated-review | decimal-operations | simple-equations | polygon-area","一个三角形的面积是 # 平方厘米,高是 # 厘米,底是多少厘米?正确的算式是( )。","1","pep-primary-p5-upper-025","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-343","P5","upper","小数除法","fill-in","decimal-multiplication | decimal-division | decimal-place-value | estimation","计算 #÷# 时,先把除数 # 的小数点向右移动( )位变成 #,被除数 # 的小数点也向右移动( )位变成 #,然后计算。","1","pep-primary-p5-upper-026","manual S18 review"
"gap-cluster-344","P5","upper","多边形的面积","multiple-choice","polygon-area | parallelogram-area | triangle-area | trapezoid-area","一个梯形的上底是 # cm,下底是 # cm,高是 # cm。如果把这个梯形分成一个平行四边形和一个三角形,平行四边形的面积是( )平方厘米。","1","pep-primary-p5-upper-028","manual S18 review"
"gap-cluster-345","P5","upper","可能性","fill-in","coordinate-position | probability-language | tree-planting-model | interval-counting","盒子里有 # 个红球、# 个蓝球和 # 个黄球,任意摸一个球,摸到( )球的可能性最大,摸到( )球的可能性最小。","1","pep-primary-p5-upper-029","manual S18 review"
"gap-cluster-346","P5","upper","小数乘法","multiple-choice","decimal-multiplication | decimal-division | decimal-place-value | estimation","妈妈买了#千克苹果,每千克#元,又买了#千克香蕉,每千克#元。下面哪个算式能正确算出苹果的总价?","1","pep-primary-p5-upper-031","manual S18 review"
"gap-cluster-347","P5","upper","用字母表示数","fill-in","simple-equations | algebraic-expression | unknown-quantity | equation-balance","一辆汽车每小时行驶a千米,行驶了#小时,一共行驶了( )千米。","1","pep-primary-p5-upper-032","extend simple-equation solver for one-variable numeric equations"
"gap-cluster-348","P5","upper","三角形和梯形面积","short-answer","polygon-area | parallelogram-area | triangle-area | trapezoid-area","一块梯形麦田,上底长#米,下底长#米,高#米。这块麦田的面积是多少平方米?请写出计算过程。","1","pep-primary-p5-upper-033","manual S18 review"
"gap-cluster-349","P5","upper","位置","multiple-choice","coordinate-position | probability-language | tree-planting-model | interval-counting","小华在教室里的座位是第#列第#行,用数对表示是(#,#)。小红坐在小华的正后方第一个位置,小红的座位用数对表示是( )。","1","pep-primary-p5-upper-034","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-350","P5","upper","期末综合","fill-in","p5-upper-integrated-review | decimal-operations | simple-equations | polygon-area","解方程:#x - # = #。x = ( )","1","pep-primary-p5-upper-035","extend simple-equation solver for one-variable numeric equations"
"gap-cluster-351","P5","upper","简易方程","multiple-choice","simple-equations | algebraic-expression | unknown-quantity | equation-balance","下面哪个式子是方程?","1","pep-primary-p5-upper-037","extend simple-equation solver for one-variable numeric equations"
"gap-cluster-352","P5","upper","平行四边形面积","fill-in","polygon-area | parallelogram-area | triangle-area | trapezoid-area","一个平行四边形的底是#厘米,高是#厘米,它的面积是( )平方厘米。","1","pep-primary-p5-upper-038","manual S18 review"
"gap-cluster-353","P5","upper","植树问题","multiple-choice","coordinate-position | probability-language | tree-planting-model | interval-counting","一条小路长#米,在小路的一侧从头到尾每隔#米栽一棵树(两端都栽),一共要栽多少棵树?","1","pep-primary-p5-upper-039","manual S18 review"
"gap-cluster-354","P5","upper","小数除法","multiple-choice","decimal-multiplication | decimal-division | decimal-place-value | estimation","小明用一根 # 米长的绳子做跳绳,每根跳绳需要 # 米。他最多可以做几根跳绳?","1","pep-primary-p5-upper-041","manual S18 review"
"gap-cluster-355","P5","upper","等量关系","fill-in","simple-equations | algebraic-expression | unknown-quantity | equation-balance","学校买来 # 个篮球和 # 个足球,一共花了 # 元。已知每个篮球 a 元,每个足球比篮球贵 # 元。请用含有字母的式子表示每个足球的价钱:______元。","1","pep-primary-p5-upper-042","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-356","P5","upper","多边形的面积","multiple-choice","polygon-area | parallelogram-area | triangle-area | trapezoid-area","一个平行四边形的底边长 # 厘米,高 # 厘米。与它等底等高的三角形面积是多少平方厘米?","1","pep-primary-p5-upper-043","manual S18 review"
"gap-cluster-357","P5","upper","可能性","fill-in","coordinate-position | probability-language | tree-planting-model | interval-counting","盒子里有 # 个红球、# 个黄球和 # 个蓝球,大小形状相同。任意摸出一个球,摸到红球的可能性最______。(填“大”或“小”)","1","pep-primary-p5-upper-044","manual S18 review"
"gap-cluster-358","P5","upper","易错提优","multiple-choice","p5-upper-integrated-review | decimal-operations | simple-equations | polygon-area","下列算式中,计算结果与 # × # 相等的是( )。","1","pep-primary-p5-upper-045","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-359","P5","upper","小数乘法","fill-in","decimal-multiplication | decimal-division | decimal-place-value | estimation","计算 # × # 时,先按整数乘法算出 # × # = #,两个因数一共有______位小数,所以积是______。","1","pep-primary-p5-upper-046","manual S18 review"
"gap-cluster-360","P5","upper","三角形和梯形面积","fill-in","polygon-area | parallelogram-area | triangle-area | trapezoid-area","一个梯形的上底是 # 厘米,下底是 # 厘米,高是 # 厘米。这个梯形的面积是______平方厘米。","1","pep-primary-p5-upper-048","manual S18 review"
"gap-cluster-361","P5","upper","位置","multiple-choice","coordinate-position | probability-language | tree-planting-model | interval-counting","在教室里,小华坐在第 # 列第 # 行,用数对(#,#)表示。小明坐在小华的正后方第一个位置,小明的座位用数对表示是( )。","1","pep-primary-p5-upper-049","manual S18 review unless prompt is fully textual and unambiguous"
"gap-cluster-362","P5","upper","期末综合","multiple-choice","p5-upper-integrated-review | decimal-operations | simple-equations | polygon-area","一个三角形的底是 # 分米,高是 # 分米。与它等底等高的平行四边形的面积是多少平方分米?","1","pep-primary-p5-upper-050","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-363","P6","lower","负数","multiple-choice","negative-numbers | number-line | percent | discount-rate-interest","某城市冬季某日气温记录如下:凌晨#时为#℃,上午#时为#℃,下午#时为#℃,晚上#时为#℃。将这四个时刻的气温在数轴上表示时,位于最左边的是哪个时刻的气温?","1","pep-primary-p6-lower-001","manual S18 review"
"gap-cluster-364","P6","lower","圆柱表面积","fill-in","cylinder-cone | cylinder-surface-area | cylinder-volume | cone-volume","一个圆柱形水桶,底面半径为#分米,高为#分米。给这个水桶的外侧(只包括一个底面和侧面)涂防锈漆,每平方分米需要油漆#千克。一共需要油漆多少千克?(π取#)","1","pep-primary-p6-lower-002","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-365","P6","lower","比例尺","short-answer","proportion | direct-inverse-proportion | scale | ratio-equation","在比例尺为#:#的地图上,量得甲、乙两城的距离为#厘米。一辆汽车以每小时#千米的速度从甲城开往乙城,需要多少小时到达?","1","pep-primary-p6-lower-003","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-366","P6","lower","数学广角","multiple-choice","drawer-principle | pigeonhole-principle | guaranteed-counting | case-reasoning","把红、黄、蓝、绿四种颜色的球各#个放入一个袋子里。至少取出多少个球,才能保证取到两个颜色相同的球?","1","pep-primary-p6-lower-004","manual S18 review"
"gap-cluster-367","P6","lower","小学数学总复习","fill-in","p6-lower-graduation-review | number-and-algebra-review | geometry-review | statistics-review","一个数的#/#是#,这个数的#是多少?","1","pep-primary-p6-lower-005","manual S18 review"
"gap-cluster-368","P6","lower","易错提优","short-answer","p6-lower-problem-solving | proportion-application | solid-geometry-application | percent-application","用一根长#厘米的铁丝焊接成一个长方体框架,长、宽、高的比是#:#:#。这个长方体的体积是多少立方厘米?","1","pep-primary-p6-lower-006","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-369","P6","lower","负数","multiple-choice","negative-numbers | number-line | percent | discount-rate-interest","某商店将一件商品按进价提高#后标价,再打八折出售,结果每件仍获利#元。这件商品的进价是多少元?","1","pep-primary-p6-lower-007","manual S18 review"
"gap-cluster-370","P6","lower","圆柱表面积","fill-in","cylinder-cone | cylinder-surface-area | cylinder-volume | cone-volume","一个圆锥形沙堆,底面周长为#米,高为#米。如果每立方米沙重#吨,这堆沙大约重多少吨?(π取#,结果保留整数)","1","pep-primary-p6-lower-008","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-371","P6","lower","比例尺","short-answer","proportion | direct-inverse-proportion | scale | ratio-equation","下表记录了某水管放水时,水流量与时间的关系。水流量和时间是否成正比例?请说明理由。 时间(分钟): #, #, #, # 水流量(升): #, #, #, #","1","pep-primary-p6-lower-009","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-372","P6","lower","数学广角","multiple-choice","drawer-principle | pigeonhole-principle | guaranteed-counting | case-reasoning","把#个苹果分给#个小朋友,总有一个小朋友至少分到几个苹果?","1","pep-primary-p6-lower-010","manual S18 review"
"gap-cluster-373","P6","lower","小学数学总复习","fill-in","p6-lower-graduation-review | number-and-algebra-review | geometry-review | statistics-review","在比例里,两个外项的积是最小的合数,一个内项是#,另一个内项是( )。","1","pep-primary-p6-lower-011","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-374","P6","lower","易错提优","short-answer","p6-lower-problem-solving | proportion-application | solid-geometry-application | percent-application","一个圆柱形水桶,底面半径是#分米,高是#分米。现在要用铁皮制作这个水桶(有盖),至少需要多少平方分米的铁皮?(结果保留整数)如果每升水重#千克,这个水桶最多能装水多少千克?","1","pep-primary-p6-lower-012","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-375","P6","lower","负数","multiple-choice","negative-numbers | number-line | percent | discount-rate-interest","某天,甲地最高气温是#℃,乙地最高气温是#℃,丙地最高气温是#℃。下列说法正确的是( )。","1","pep-primary-p6-lower-013","manual S18 review"
"gap-cluster-376","P6","lower","比例尺","short-answer","proportion | direct-inverse-proportion | scale | ratio-equation","在比例尺为#:#的地图上,量得B两城的距离为#厘米。一辆汽车以每小时#千米的速度从A城开往B城,需要多少小时才能到达?","1","pep-primary-p6-lower-015","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-377","P6","lower","数学广角","multiple-choice","drawer-principle | pigeonhole-principle | guaranteed-counting | case-reasoning","一个袋子里有红、黄、蓝三种颜色的球各#个(除颜色外完全相同)。至少要摸出多少个球,才能保证摸到#个颜色相同的球?","1","pep-primary-p6-lower-016","manual S18 review"
"gap-cluster-378","P6","lower","小学数学总复习","fill-in","p6-lower-graduation-review | number-and-algebra-review | geometry-review | statistics-review","某班学生人数在#到#之间,男生人数与女生人数的比是#:#。这个班男生有( )人,女生有( )人。","1","pep-primary-p6-lower-017","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-379","P6","lower","易错提优","short-answer","p6-lower-problem-solving | proportion-application | solid-geometry-application | percent-application","判断下面各题中的两种量是否成正比例关系,并说明理由。 (#)每块地砖的面积一定,铺地面积和所需地砖的块数。 (#)小明的身高和体重。","1","pep-primary-p6-lower-018","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-380","P6","lower","负数","multiple-choice","negative-numbers | number-line | percent | discount-rate-interest","一种商品先提价#,再打九折出售。现价与原价相比,( )。","1","pep-primary-p6-lower-019","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-381","P6","lower","比例尺","short-answer","proportion | direct-inverse-proportion | scale | ratio-equation","在一幅地图上,量得甲、乙两地的图上距离是#厘米。已知甲、乙两地的实际距离是#千米。这幅地图的比例尺是多少?请写出计算过程。","1","pep-primary-p6-lower-021","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-382","P6","lower","数学广角","multiple-choice","drawer-principle | pigeonhole-principle | guaranteed-counting | case-reasoning","一个盒子里有红、黄、蓝三种颜色的球各#个,它们除颜色外完全相同。至少取出多少个球,才能保证取到两个颜色相同的球?","1","pep-primary-p6-lower-022","manual S18 review"
"gap-cluster-383","P6","lower","易错提优","short-answer","p6-lower-problem-solving | proportion-application | solid-geometry-application | percent-application","学校图书馆新购进一批图书,按#:#:#分配给四、五、六年级。已知六年级分得#本,这批图书一共有多少本?请写出计算过程。","1","pep-primary-p6-lower-024","manual S18 review or add a narrow story-problem solver after sampling"
"gap-cluster-385","P6","lower","比例尺","short-answer","proportion | direct-inverse-proportion | scale | ratio-equation","在比例尺是#:#的地图上,量得B两城的距离是#厘米。一辆汽车以每小时#千米的速度从A城开往B城,需要多少小时?请写出计算过程。","1","pep-primary-p6-lower-027","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-386","P6","lower","数学广角","multiple-choice","drawer-principle | pigeonhole-principle | guaranteed-counting | case-reasoning","把#个苹果分给#个小朋友,总有一个小朋友至少分到( )个苹果。","1","pep-primary-p6-lower-028","manual S18 review"
"gap-cluster-387","P6","lower","小学数学总复习","fill-in","p6-lower-graduation-review | number-and-algebra-review | geometry-review | statistics-review","一个圆锥的底面半径是#厘米,高是#厘米,它的体积是( )立方厘米。(π取#)","1","pep-primary-p6-lower-029","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-388","P6","lower","易错提优","short-answer","p6-lower-problem-solving | proportion-application | solid-geometry-application | percent-application","小华看一本故事书,第一天看了全书的#,第二天看了#页,这时已看的页数与未看的页数比是#:#。这本书共有多少页?请写出计算过程。","1","pep-primary-p6-lower-030","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-389","P6","lower","负数","multiple-choice","negative-numbers | number-line | percent | discount-rate-interest","某城市冬季某天早晨气温为 #℃,中午上升了 #℃,下午又下降了 #℃。下午的气温是多少摄氏度?","1","pep-primary-p6-lower-031","manual S18 review"
"gap-cluster-390","P6","lower","圆柱表面积","fill-in","cylinder-cone | cylinder-surface-area | cylinder-volume | cone-volume","一个圆柱形无盖铁皮水桶,底面半径 # 分米,高 # 分米。做这个水桶至少需要多少平方分米的铁皮?(π 取 #)","1","pep-primary-p6-lower-032","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-391","P6","lower","比例尺","short-answer","proportion | direct-inverse-proportion | scale | ratio-equation","在一幅比例尺为 #:# 的地图上,量得甲、乙两城的距离是 # 厘米。甲、乙两城的实际距离是多少千米?","1","pep-primary-p6-lower-033","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-392","P6","lower","数学广角","multiple-choice","drawer-principle | pigeonhole-principle | guaranteed-counting | case-reasoning","一个盒子里有红、蓝、绿三种颜色的球各 # 个,它们除颜色外完全相同。至少摸出多少个球,才能保证摸出的球中一定有 # 个同色?","1","pep-primary-p6-lower-034","manual S18 review"
"gap-cluster-393","P6","lower","易错提优","short-answer","p6-lower-problem-solving | proportion-application | solid-geometry-application | percent-application","一种药水是把药粉和水按 #:# 的质量比配制而成的。现在有 # 克药水,其中药粉和水各有多少克?","1","pep-primary-p6-lower-036","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-394","P6","lower","负数","multiple-choice","negative-numbers | number-line | percent | discount-rate-interest","在数轴上,# 在 # 的哪一边?","1","pep-primary-p6-lower-037","manual S18 review"
"gap-cluster-395","P6","lower","圆柱表面积","fill-in","cylinder-cone | cylinder-surface-area | cylinder-volume | cone-volume","一个圆柱的侧面积是 # 平方厘米,底面半径是 # 厘米。这个圆柱的高是多少厘米?(π 取 #)","1","pep-primary-p6-lower-038","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-396","P6","lower","比例尺","multiple-choice","proportion | direct-inverse-proportion | scale | ratio-equation","下面各组中的两个量,成反比例关系的是( )。","1","pep-primary-p6-lower-039","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-397","P6","lower","数学广角","fill-in","drawer-principle | pigeonhole-principle | guaranteed-counting | case-reasoning","把 # 支铅笔放入 # 个笔筒中,总有一个笔筒至少放入( )支铅笔。","1","pep-primary-p6-lower-040","manual S18 review"
"gap-cluster-398","P6","lower","小学数学总复习","multiple-choice","p6-lower-graduation-review | number-and-algebra-review | geometry-review | statistics-review","学校图书馆新购进一批图书,其中故事书与科技书的数量比是#:#。如果故事书有#本,那么科技书有多少本?","1","pep-primary-p6-lower-041","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-399","P6","lower","易错提优","fill-in","p6-lower-problem-solving | proportion-application | solid-geometry-application | percent-application","一个圆柱形水桶,底面半径是#厘米,高是#厘米。制作这样一个水桶(无盖),至少需要多少平方厘米的铁皮?(π取#)","1","pep-primary-p6-lower-042","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-400","P6","lower","圆柱表面积","fill-in","cylinder-cone | cylinder-surface-area | cylinder-volume | cone-volume","一个圆柱的底面直径是#厘米,高是#厘米。它的侧面积是多少平方厘米?(π取#)","1","pep-primary-p6-lower-044","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-401","P6","lower","比例尺","multiple-choice","proportion | direct-inverse-proportion | scale | ratio-equation","在一幅比例尺为#:#的地图上,量得B两城的距离是#厘米。B两城的实际距离是多少千米?","1","pep-primary-p6-lower-045","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-402","P6","lower","数学广角","fill-in","drawer-principle | pigeonhole-principle | guaranteed-counting | case-reasoning","把红、黄、蓝三种颜色的球各#个放到一个袋子里。至少取出多少个球,才能保证取到两个颜色相同的球?","1","pep-primary-p6-lower-046","manual S18 review"
"gap-cluster-403","P6","lower","易错提优","fill-in","p6-lower-problem-solving | proportion-application | solid-geometry-application | percent-application","一个圆锥形沙堆,底面半径是#米,高是#米。如果每立方米沙重#吨,这堆沙约重多少吨?(π取#,结果保留整数)","1","pep-primary-p6-lower-048","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
"gap-cluster-404","P6","lower","负数","multiple-choice","negative-numbers | number-line | percent | discount-rate-interest","一种商品打八折出售,比原价便宜了#元。这种商品的原价是多少元?","1","pep-primary-p6-lower-049","extend fraction/percent/ratio solver for explicit numeric stems; manual review for reasoning wording"
"gap-cluster-405","P6","lower","圆柱表面积","multiple-choice","cylinder-cone | cylinder-surface-area | cylinder-volume | cone-volume","一个圆柱和一个圆锥等底等高。已知圆柱的体积是#立方厘米,那么圆锥的体积是多少立方厘米?","1","pep-primary-p6-lower-050","extend geometry/solid deterministic solver if formula pattern is explicit; otherwise S18 manual review"
