"id","batch","grade","semester","topicId","topicTitleZhHans","volume","chapter","conceptIds","competencyTags","skillTags","misconceptionTags","difficulty","type","evidenceCardIds","assessmentPatternCardIds","sourceDistanceStatus","mathQaStatus","terminologyQaStatus","manualQaStatus","reviewNotes"
"bnu-high-ds-v1-s4-001","bnu-high-v1","S4","upper","bnu-high-s4-预备知识","预备知识","必修 第一册","预备知识","sets | number-sets | inequality-properties | quadratic-equations | basic-inequality | logic-conditions","数学抽象 | 逻辑推理 | 数学运算 | 数学语言","集合语言 | 不等式性质 | 方程转化 | 条件判断 | 函数性质综合 | 定义域检查 | 指数对数转化 | 图像判断","set notation misread | interval endpoint error | inequality direction error | condition direction reversed | set relation confused | inequality direction reversed | condition direction unsupported | domain omitted in property check","Core","multiple-choice","bnu-high-s4-upper-preparatory-knowledge","bnu-high-s4-upper-preparatory-knowledge-unit-pattern | bnu-high-s4-upper-midterm-function-properties-review | bnu-high-s4-upper-final-full-volume-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-071","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Challenge","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-072","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Foundation","fill-in","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-073","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Exam","multiple-choice","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-074","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Core","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-075","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Challenge","fill-in","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-076","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Foundation","multiple-choice","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-077","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Exam","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-078","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Core","fill-in","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-079","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Challenge","multiple-choice","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-080","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Foundation","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-081","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Exam","fill-in","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-082","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Core","multiple-choice","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-083","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Challenge","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-084","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Foundation","fill-in","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-085","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Exam","multiple-choice","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-086","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Core","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-087","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Challenge","fill-in","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-088","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Foundation","multiple-choice","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-089","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Exam","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-090","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Core","fill-in","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-091","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Challenge","multiple-choice","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-092","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Foundation","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-093","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Exam","fill-in","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-094","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Core","multiple-choice","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-095","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Challenge","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-096","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Foundation","fill-in","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-097","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Exam","multiple-choice","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-098","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Core","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-099","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Challenge","fill-in","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-100","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Foundation","multiple-choice","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-general-term-topic","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
"bnu-high-ds-v1-s6-101","bnu-high-v1","S6","upper","bnu-high-s6-数列","数列","选择性必修 第二册","数列","sequences | arithmetic-sequences | geometric-sequences | recurrence | series-sums | mathematical-induction","数学抽象 | 逻辑推理 | 数学运算 | 数学建模","等差等比识别 | 递推关系转化 | 通项公式求解 | 前n项和求解 | 单元综合检查 | 通项公式 | 递推关系 | 求和","term index off by one | arithmetic and geometric structures confused | recurrence condition incomplete | induction step assumes the conclusion | sequence type inferred from one term gap | initial index shifted | common ratio sign ignored | summation formula used outside conditions","Exam","short-answer","bnu-high-s6-selective-2-sequences","bnu-high-s6-assessment-sequences-unit-core | bnu-high-s6-assessment-sequences-foundation-review | bnu-high-s6-assessment-sequences-gaokao-review","pending-generation","pending-generation","pending-generation","pending-generation","Generation target built from committed BNU high-school safe-RAG metadata only."
