"id","topicId","slot","reviewStatus","decision","candidatePath","srcAfterApproval","grade","semester","volume","ragCardIds","altZhHans","captionZhHans","reviewerNotes"
"hjb-primary-p6-lower-linear-systems-concept","hjb-primary-p6-lower-linear-systems","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-linear-systems/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-linear-systems/concept.png","P6","lower","六年级下册","hjb-primary-p6-lower-linear-systems","天平、未知量方块、关系箭头、成对路径和简单坐标线索展示代数关系。主题对应沪教版《二元一次方程组》。","代数推理要保持等量关系，并逐步追踪未知量。","Review 二元一次方程组 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-linear-systems-worked-example","hjb-primary-p6-lower-linear-systems","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-linear-systems/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-linear-systems/worked-example.png","P6","lower","六年级下册","hjb-primary-p6-lower-linear-systems","天平、未知量方块、关系箭头、成对路径和简单坐标线索展示代数关系。画面以例题工作区方式对应沪教版《二元一次方程组》。","代数推理要保持等量关系，并逐步追踪未知量。例题中要把模型、步骤和检查连起来。","Review 二元一次方程组 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-rational-numbers-concept","hjb-primary-p6-lower-rational-numbers","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-rational-numbers/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-rational-numbers/concept.png","P6","lower","六年级下册","hjb-primary-p6-lower-rational-numbers","配对条、比例尺、比例网格和对应箭头展示比与比例关系。主题对应沪教版《有理数》。","比例推理要保持对应量同步变化。","Review 有理数 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-rational-numbers-worked-example","hjb-primary-p6-lower-rational-numbers","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-rational-numbers/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-rational-numbers/worked-example.png","P6","lower","六年级下册","hjb-primary-p6-lower-rational-numbers","配对条、比例尺、比例网格和对应箭头展示比与比例关系。画面以例题工作区方式对应沪教版《有理数》。","比例推理要保持对应量同步变化。例题中要把模型、步骤和检查连起来。","Review 有理数 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-simple-algebraic-expressions-concept","hjb-primary-p6-lower-simple-algebraic-expressions","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-simple-algebraic-expressions/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-simple-algebraic-expressions/concept.png","P6","lower","六年级下册","hjb-primary-p6-lower-simple-algebraic-expressions","天平、未知量方块、关系箭头、成对路径和简单坐标线索展示代数关系。主题对应沪教版《简单的代数式》。","代数推理要保持等量关系，并逐步追踪未知量。","Review 简单的代数式 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-simple-algebraic-expressions-worked-example","hjb-primary-p6-lower-simple-algebraic-expressions","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-simple-algebraic-expressions/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-simple-algebraic-expressions/worked-example.png","P6","lower","六年级下册","hjb-primary-p6-lower-simple-algebraic-expressions","天平、未知量方块、关系箭头、成对路径和简单坐标线索展示代数关系。画面以例题工作区方式对应沪教版《简单的代数式》。","代数推理要保持等量关系，并逐步追踪未知量。例题中要把模型、步骤和检查连起来。","Review 简单的代数式 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-linear-equations-inequalities-concept","hjb-primary-p6-lower-linear-equations-inequalities","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-linear-equations-inequalities/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-linear-equations-inequalities/concept.png","P6","lower","六年级下册","hjb-primary-p6-lower-linear-equations-inequalities","天平、未知量方块、关系箭头、成对路径和简单坐标线索展示代数关系。主题对应沪教版《一元一次方程》。","代数推理要保持等量关系，并逐步追踪未知量。","Review 一元一次方程 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-linear-equations-inequalities-worked-example","hjb-primary-p6-lower-linear-equations-inequalities","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-linear-equations-inequalities/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-linear-equations-inequalities/worked-example.png","P6","lower","六年级下册","hjb-primary-p6-lower-linear-equations-inequalities","天平、未知量方块、关系箭头、成对路径和简单坐标线索展示代数关系。画面以例题工作区方式对应沪教版《一元一次方程》。","代数推理要保持等量关系，并逐步追踪未知量。例题中要把模型、步骤和检查连起来。","Review 一元一次方程 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-segments-angles-concept","hjb-primary-p6-lower-segments-angles","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-segments-angles/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-segments-angles/concept.png","P6","lower","六年级下册","hjb-primary-p6-lower-segments-angles","尺子、测量条、比较条、单位块和钟面弧线展示测量推理。主题对应沪教版《线段与角》。","测量时要看清单位、起点和比较对象。","Review 线段与角 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-segments-angles-worked-example","hjb-primary-p6-lower-segments-angles","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-segments-angles/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-segments-angles/worked-example.png","P6","lower","六年级下册","hjb-primary-p6-lower-segments-angles","尺子、测量条、比较条、单位块和钟面弧线展示测量推理。画面以例题工作区方式对应沪教版《线段与角》。","测量时要看清单位、起点和比较对象。例题中要把模型、步骤和检查连起来。","Review 线段与角 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-cuboid-concept","hjb-primary-p6-lower-cuboid","concept","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-cuboid/concept.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-cuboid/concept.png","P6","lower","六年级下册","hjb-primary-p6-lower-cuboid","长方体、正方体、圆柱、圆锥、展开图、单位立方体和阴影面展示空间推理。主题对应沪教版《长方体》。","立体图形要分清结构、表面积和体积。","Review 长方体 concept illustration for math correctness, source distance, age fit, and absence of readable in-image text."
"hjb-primary-p6-lower-cuboid-worked-example","hjb-primary-p6-lower-cuboid","worked-example","approved","approved","coordination/content-qa/mainland-hjb-primary-illustrations-v1/candidates/hjb-primary-p6-lower-cuboid/worked-example.png","/lesson-illustrations/mainland-hjb-primary/hjb-primary-p6-lower-cuboid/worked-example.png","P6","lower","六年级下册","hjb-primary-p6-lower-cuboid","长方体、正方体、圆柱、圆锥、展开图、单位立方体和阴影面展示空间推理。画面以例题工作区方式对应沪教版《长方体》。","立体图形要分清结构、表面积和体积。例题中要把模型、步骤和检查连起来。","Review 长方体 worked-example illustration for math correctness, source distance, age fit, and absence of readable in-image text."
