"questionId","grade","volume","chapter","type","difficulty","solverRule","independentAnswer","answer","acceptedAnswers","qaStatus","severity","issueCodes","issueDetails","recommendedAction"
"hjb-high-ds-v3-s6-130","S6","选择性必修 第二册","计数原理","multiple-choice","Challenge","v3-choose-leaders-recorder","168","168","168","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-131","S6","选择性必修 第二册","计数原理","fill-in","Foundation","v3-choose-leaders-recorder","858","858","858","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-132","S6","选择性必修 第二册","计数原理","short-answer","Exam","v3-choose-leaders-recorder","1092","1092","1092","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-133","S6","选择性必修 第二册","计数原理","multiple-choice","Core","v3-choose-leaders-recorder","858","858","858","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-134","S6","选择性必修 第二册","计数原理","fill-in","Challenge","v3-choose-leaders-recorder","360","360","360","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-135","S6","选择性必修 第二册","计数原理","short-answer","Foundation","v3-choose-leaders-recorder","1365","1365","1365","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-136","S6","选择性必修 第二册","计数原理","multiple-choice","Exam","v3-choose-leaders-recorder","360","360","360","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-137","S6","选择性必修 第二册","计数原理","fill-in","Core","v3-choose-leaders-recorder","1092","1092","1092","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-138","S6","选择性必修 第二册","计数原理","short-answer","Challenge","v3-choose-leaders-recorder","2448","2448","2448","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-139","S6","选择性必修 第二册","计数原理","multiple-choice","Foundation","v3-choose-leaders-recorder","1365","1365","1365","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-140","S6","选择性必修 第二册","计数原理","fill-in","Exam","v3-choose-leaders-recorder","1365","1365","1365","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-141","S6","选择性必修 第二册","计数原理","short-answer","Core","v3-choose-leaders-recorder","495","495","495","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-142","S6","选择性必修 第二册","计数原理","multiple-choice","Challenge","v3-choose-leaders-recorder","660","660","660","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-143","S6","选择性必修 第二册","计数原理","fill-in","Foundation","v3-choose-leaders-recorder","660","660","660","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-144","S6","选择性必修 第二册","计数原理","short-answer","Exam","v3-choose-leaders-recorder","168","168","168","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-145","S6","选择性必修 第二册","计数原理","multiple-choice","Core","v3-choose-leaders-recorder","858","858","858","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-146","S6","选择性必修 第二册","计数原理","fill-in","Challenge","v3-choose-leaders-recorder","660","660","660","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-147","S6","选择性必修 第二册","计数原理","short-answer","Foundation","v3-choose-leaders-recorder","660","660","660","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-148","S6","选择性必修 第二册","计数原理","multiple-choice","Exam","v3-choose-leaders-recorder","2448","2448","2448","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-149","S6","选择性必修 第二册","计数原理","fill-in","Core","v3-choose-leaders-recorder","1680","1680","1680","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-150","S6","选择性必修 第二册","计数原理","short-answer","Challenge","v3-choose-leaders-recorder","360","360","360","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-151","S6","选择性必修 第二册","概率初步续","multiple-choice","Foundation","v3-binomial-one-success","3/8","3/8","3/8","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-152","S6","选择性必修 第二册","概率初步续","fill-in","Exam","v3-binomial-one-success","140/289","140/289","140/289","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-153","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","119/288","119/288","119/288","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-154","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","8/25","8/25","8/25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-155","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","7/32","7/32","7/32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-156","S6","选择性必修 第二册","概率初步续","short-answer","Exam","v3-binomial-one-success","119/288","119/288","119/288","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-157","S6","选择性必修 第二册","概率初步续","multiple-choice","Core","v3-binomial-one-success","5/18","5/18","5/18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-158","S6","选择性必修 第二册","概率初步续","fill-in","Challenge","v3-binomial-one-success","204/529","204/529","204/529","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-159","S6","选择性必修 第二册","概率初步续","short-answer","Foundation","v3-binomial-one-success","48/121","48/121","48/121","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-160","S6","选择性必修 第二册","概率初步续","multiple-choice","Exam","v3-binomial-one-success","20/121","20/121","20/121","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-161","S6","选择性必修 第二册","概率初步续","fill-in","Core","v3-binomial-one-success","68/361","68/361","68/361","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-162","S6","选择性必修 第二册","概率初步续","short-answer","Challenge","v3-binomial-one-success","12/49","12/49","12/49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-163","S6","选择性必修 第二册","概率初步续","multiple-choice","Foundation","v3-binomial-one-success","60/289","60/289","60/289","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-164","S6","选择性必修 第二册","概率初步续","fill-in","Exam","v3-binomial-one-success","51/200","51/200","51/200","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-165","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","136/441","136/441","136/441","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-166","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","4/9","4/9","4/9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-167","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","63/128","63/128","63/128","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-168","S6","选择性必修 第二册","概率初步续","short-answer","Exam","v3-binomial-one-success","3/8","3/8","3/8","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-169","S6","选择性必修 第二册","概率初步续","multiple-choice","Core","v3-binomial-one-success","17/162","17/162","17/162","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-170","S6","选择性必修 第二册","概率初步续","fill-in","Challenge","v3-binomial-one-success","88/225","88/225","88/225","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-171","S6","选择性必修 第二册","概率初步续","short-answer","Foundation","v3-binomial-one-success","4/9","4/9","4/9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-172","S6","选择性必修 第二册","概率初步续","multiple-choice","Exam","v3-binomial-one-success","3/8","3/8","3/8","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-173","S6","选择性必修 第二册","概率初步续","fill-in","Core","v3-binomial-one-success","9/50","9/50","9/50","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-174","S6","选择性必修 第二册","概率初步续","short-answer","Challenge","v3-binomial-one-success","85/242","85/242","85/242","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-175","S6","选择性必修 第二册","概率初步续","multiple-choice","Foundation","v3-binomial-one-success","4/9","4/9","4/9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-176","S6","选择性必修 第二册","概率初步续","fill-in","Exam","v3-binomial-one-success","20/49","20/49","20/49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-177","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","120/361","120/361","120/361","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-178","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","4/9","4/9","4/9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-179","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","12/49","12/49","12/49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-180","S6","选择性必修 第二册","概率初步续","short-answer","Exam","v3-binomial-one-success","140/361","140/361","140/361","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-181","S6","选择性必修 第二册","概率初步续","multiple-choice","Core","v3-binomial-one-success","85/242","85/242","85/242","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-182","S6","选择性必修 第二册","概率初步续","fill-in","Challenge","v3-binomial-one-success","105/242","105/242","105/242","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-183","S6","选择性必修 第二册","概率初步续","short-answer","Foundation","v3-binomial-one-success","65/162","65/162","65/162","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-184","S6","选择性必修 第二册","概率初步续","multiple-choice","Exam","v3-binomial-one-success","39/128","39/128","39/128","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-185","S6","选择性必修 第二册","概率初步续","fill-in","Core","v3-binomial-one-success","20/49","20/49","20/49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-186","S6","选择性必修 第二册","概率初步续","short-answer","Challenge","v3-binomial-one-success","63/128","63/128","63/128","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-187","S6","选择性必修 第二册","概率初步续","multiple-choice","Foundation","v3-binomial-one-success","36/121","36/121","36/121","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-188","S6","选择性必修 第二册","概率初步续","fill-in","Exam","v3-binomial-one-success","15/32","15/32","15/32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-189","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","8/25","8/25","8/25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-190","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","4/9","4/9","4/9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-191","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","5/18","5/18","5/18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-192","S6","选择性必修 第二册","概率初步续","short-answer","Exam","v3-binomial-one-success","4/9","4/9","4/9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-193","S6","选择性必修 第二册","概率初步续","multiple-choice","Core","v3-binomial-one-success","160/441","160/441","160/441","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-194","S6","选择性必修 第二册","概率初步续","fill-in","Challenge","v3-binomial-one-success","45/98","45/98","45/98","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-195","S6","选择性必修 第二册","概率初步续","short-answer","Foundation","v3-binomial-one-success","11/72","11/72","11/72","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-196","S6","选择性必修 第二册","概率初步续","multiple-choice","Exam","v3-binomial-one-success","140/361","140/361","140/361","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-197","S6","选择性必修 第二册","概率初步续","fill-in","Core","v3-binomial-one-success","24/169","24/169","24/169","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-198","S6","选择性必修 第二册","概率初步续","short-answer","Challenge","v3-binomial-one-success","120/289","120/289","120/289","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-199","S6","选择性必修 第二册","概率初步续","multiple-choice","Foundation","v3-binomial-one-success","68/361","68/361","68/361","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-200","S6","选择性必修 第二册","概率初步续","fill-in","Exam","v3-binomial-one-success","156/361","156/361","156/361","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-201","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","156/361","156/361","156/361","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-202","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","52/225","52/225","52/225","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-203","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","104/289","104/289","104/289","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-204","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","65/162","65/162","65/162","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-205","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","140/289","140/289","140/289","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-206","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","33/98","33/98","33/98","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-207","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","156/361","156/361","156/361","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-208","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","4/9","4/9","4/9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-209","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","55/128","55/128","55/128","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-210","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","12/49","12/49","12/49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-211","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","91/200","91/200","91/200","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-212","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","44/169","44/169","44/169","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-213","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","5/18","5/18","5/18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-214","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","12/49","12/49","12/49","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-215","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","136/441","136/441","136/441","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-216","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","160/441","160/441","160/441","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-217","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","32/289","32/289","32/289","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-218","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","11/72","11/72","11/72","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-219","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","65/162","65/162","65/162","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-220","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","140/289","140/289","140/289","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-221","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","24/169","24/169","24/169","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-222","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","48/121","48/121","48/121","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-223","S6","选择性必修 第二册","概率初步续","multiple-choice","Challenge","v3-binomial-one-success","7/32","7/32","7/32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-224","S6","选择性必修 第二册","概率初步续","fill-in","Foundation","v3-binomial-one-success","12/25","12/25","12/25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-225","S6","选择性必修 第二册","概率初步续","short-answer","Core","v3-binomial-one-success","5/18","5/18","5/18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-226","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","30","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-227","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","32","32","32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-228","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-229","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","29","29","29","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-230","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-231","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","27","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-232","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-233","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","13","13","13","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-234","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-235","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-236","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-237","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","21","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-238","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-239","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","28","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-240","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","20","20","20","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-241","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","28","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-242","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","17","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-243","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-244","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","30","30","30","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-245","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","40","40","40","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-246","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","19","19","19","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-247","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","17","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-248","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","27","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-249","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","31","31","31","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-250","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","27","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-251","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-252","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","11","11","11","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-253","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","23","23","23","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-254","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","28","28","28","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-255","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","27","27","27","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-256","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","15","15","15","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-257","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","23","23","23","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-258","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","32","32","32","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-259","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","14","14","14","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-260","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","16","16","16","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-261","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-262","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","33","33","33","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-263","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","9","9","9","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-264","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","8","8","8","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-265","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","24","24","24","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-266","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","35","35","35","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-267","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","17","17","17","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-268","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","25","25","25","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-269","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","21","21","21","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-270","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","18","18","18","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-271","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","29","29","29","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-272","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","31","31","31","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-273","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","12","12","12","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-274","S6","选择性必修 第二册","成对数据的统计分析","multiple-choice","Challenge","v3-mean-after-adding-value","39","39","39","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-275","S6","选择性必修 第二册","成对数据的统计分析","fill-in","Foundation","v3-mean-after-adding-value","40","40","40","pass","none","","","Include in S18 pass-sample review before app integration."
"hjb-high-ds-v3-s6-276","S6","选择性必修 第二册","成对数据的统计分析","short-answer","Core","v3-mean-after-adding-value","13","13","13","pass","none","","","Include in S18 pass-sample review before app integration."
