candidateIndex,id,grade,semester,volume,unitTitle,topicId,questionType,difficulty,illustrationType,priority,promptZhHans,answer,generationBriefZhHans,copyrightSafetyZhHans,sourceAuditNeed,reviewStatus
578,hjb-junior-ds-v2-s3-132,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Foundation,measurement-scene,P1,小明在测量学校旗杆的高度时，采用了如下方法：他站在离旗杆底部水平距离12米的地面上，用测角仪测得旗杆顶端的仰角为35°。已知小明的眼睛离地面的高度为1.6米，测角仪的高度忽略不计。求旗杆的高度（结果精确到0.1米）。,10.0米,为沪教版初中数学题 hjb-junior-ds-v2-s3-132 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
579,hjb-junior-ds-v2-s3-133,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Core,measurement-scene,P1,某数学兴趣小组测量学校旗杆的高度。已知旗杆垂直于地面，在距离旗杆底部12米处，用测角仪测得旗杆顶端的仰角为35°。测角仪的高度为1.5米。求旗杆的高度（精确到0.1米）。参考数据：sin35°≈0.57，cos35°≈0.82，tan35°≈0.70。,9.9米,为沪教版初中数学题 hjb-junior-ds-v2-s3-133 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
580,hjb-junior-ds-v2-s3-134,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Exam,measurement-scene,P1,某校数学兴趣小组测量校园内一棵大树的高度。他们在点A处测得大树顶端C的仰角为30°，然后向大树方向前进20米到达点B，在点B处测得大树顶端C的仰角为45°。已知点A、点B与大树底部D在同一直线上，且AD⊥CD。求大树的高度CD。（结果保留根号）,10(√3+1)米,为沪教版初中数学题 hjb-junior-ds-v2-s3-134 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
581,hjb-junior-ds-v2-s3-135,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Challenge,measurement-scene,P1,某数学兴趣小组测量学校旗杆的高度。他们在旗杆正前方水平地面上选择一点A，测得旗杆顶端C的仰角为30°；然后向旗杆方向前进12米到达点B，再次测得旗杆顶端C的仰角为45°。已知点A、点B与旗杆底部D在同一直线上，且AD垂直于地面，测量仪器的高度忽略不计。求旗杆CD的高度（结果保留根号）。,6(√3+1)米,为沪教版初中数学题 hjb-junior-ds-v2-s3-135 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
582,hjb-junior-ds-v2-s3-136,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Foundation,measurement-scene,P1,小明测量学校旗杆的高度。他站在离旗杆底部12米处，测得旗杆顶端的仰角为30°。已知小明的眼睛离地面1.6米，则旗杆的高度约为多少米？（参考数据：√3 ≈ 1.732，结果精确到0.1米）,8.5米,为沪教版初中数学题 hjb-junior-ds-v2-s3-136 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
583,hjb-junior-ds-v2-s3-137,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Core,measurement-scene,P1,在测量学校旗杆高度的活动中，小杰站在离旗杆底部B点水平距离12米的C点，用测角仪测得旗杆顶端A点的仰角为35°。已知测角仪的高度CD为1.6米，且点D、C、B在同一水平线上，点A、B、C在同一竖直平面内。求旗杆AB的高度。（结果精确到0.1米，参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700）,10.0米,为沪教版初中数学题 hjb-junior-ds-v2-s3-137 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
584,hjb-junior-ds-v2-s3-138,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Exam,measurement-scene,P1,某校数学兴趣小组测量校园内一棵大树的高度。他们在与大树底部D相距15米的地面点A处，用测角仪测得大树顶端C的仰角为35°。已知测角仪的高度AE为1.5米，点A、D在同一水平线上，大树与地面垂直。求大树的高度CD。（结果精确到0.1米，参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700）,12.0,为沪教版初中数学题 hjb-junior-ds-v2-s3-138 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
585,hjb-junior-ds-v2-s3-139,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Challenge,measurement-scene,P1,某数学兴趣小组测量学校旗杆的高度。他们在旗杆底部O正东方向24米的地面点A处，测得旗杆顶端M的仰角为35°；在旗杆底部O正东方向8米的地面点B处，测得旗杆顶端M的仰角为55°。测角仪高度忽略不计，A、B、O在同一直线上，旗杆垂直于地面。求旗杆的高度最接近下列哪个值？（参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700；sin55°≈0.819，cos55°≈0.574，tan55°≈1.428）,13.4米,为沪教版初中数学题 hjb-junior-ds-v2-s3-139 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
586,hjb-junior-ds-v2-s3-140,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Foundation,measurement-scene,P1,小明测量学校旗杆的高度。他站在离旗杆底部12米的地面上，测得旗杆顶端的仰角为35°。已知小明的眼睛离地面1.6米，求旗杆的高度（精确到0.1米）。参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700。,10.0米,为沪教版初中数学题 hjb-junior-ds-v2-s3-140 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
587,hjb-junior-ds-v2-s3-141,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Core,geometry-diagram,P1,在Rt△ABC中，∠C=90°，AB=10，sinA=0.6。求BC的长。,6,为沪教版初中数学题 hjb-junior-ds-v2-s3-141 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
588,hjb-junior-ds-v2-s3-142,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Exam,geometry-diagram,P1,在Rt△ABC中，∠C=90°，AC=8，BC=6，则tanA的值为（ ）,3/4,为沪教版初中数学题 hjb-junior-ds-v2-s3-142 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
589,hjb-junior-ds-v2-s3-143,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Challenge,geometry-diagram,P1,在Rt△ABC中，∠C=90°，∠A=30°，AB=12，则BC=______。,6,为沪教版初中数学题 hjb-junior-ds-v2-s3-143 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
590,hjb-junior-ds-v2-s3-144,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Foundation,geometry-diagram,P1,在Rt△ABC中，∠C=90°，BC=5，AC=12，求sinB的值。,12/13,为沪教版初中数学题 hjb-junior-ds-v2-s3-144 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
591,hjb-junior-ds-v2-s3-145,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Core,geometry-diagram,P1,在Rt△ABC中，∠C=90°，AB=5，BC=3，则cosA的值为（ ）,4/5,为沪教版初中数学题 hjb-junior-ds-v2-s3-145 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
592,hjb-junior-ds-v2-s3-146,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Exam,measurement-scene,P1,小明在测量学校旗杆的高度时，采用如下方法：在离旗杆底部10米的地面上放置一个测角仪，测得旗杆顶端的仰角为35°。已知测角仪的高度为1.5米，求旗杆的高度。（结果精确到0.1米，参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700）,8.5,为沪教版初中数学题 hjb-junior-ds-v2-s3-146 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
593,hjb-junior-ds-v2-s3-147,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Challenge,measurement-scene,P1,一艘船从港口A向北偏东30°方向航行20海里到达B，然后转向正东方向航行15海里到达C。求港口A到C的直线距离（精确到0.1海里，√3≈1.732）。,30.4海里,为沪教版初中数学题 hjb-junior-ds-v2-s3-147 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
594,hjb-junior-ds-v2-s3-148,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Foundation,geometry-diagram,P1,在Rt△ABC中，∠C=90°，AC=12，BC=5，则cosB的值为（ ）。,5/13,为沪教版初中数学题 hjb-junior-ds-v2-s3-148 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
595,hjb-junior-ds-v2-s3-149,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Core,geometry-diagram,P1,在Rt△ABC中，∠C=90°，∠A=40°，AB=10。求BC的长（精确到0.01，sin40°≈0.643，cos40°≈0.766，tan40°≈0.839）。,6.43,为沪教版初中数学题 hjb-junior-ds-v2-s3-149 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
596,hjb-junior-ds-v2-s3-150,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Exam,measurement-scene,P1,从地面点P观测山顶M的仰角为45°，向山脚方向前进200米到达点Q，此时观测山顶M的仰角为60°。若点P、Q和山脚在同一水平线上，求山高（精确到1米，√3≈1.732）。,473米,为沪教版初中数学题 hjb-junior-ds-v2-s3-150 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
597,hjb-junior-ds-v2-s3-151,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Challenge,measurement-scene,P1,某校数学小组测量教学楼高度。在平地上选定一点A，测得教学楼顶端C的仰角为30°；向教学楼方向前进40米到达点B，测得C的仰角为45°。已知点A、B与教学楼底部D在同一直线上，且AD⊥CD。求教学楼的高度CD（精确到0.1米）。,54.6米,为沪教版初中数学题 hjb-junior-ds-v2-s3-151 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
598,hjb-junior-ds-v2-s3-152,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Foundation,geometry-diagram,P1,在Rt△ABC中，∠C=90°，AB=10，sinA=3/5，则BC=______。,6,为沪教版初中数学题 hjb-junior-ds-v2-s3-152 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
599,hjb-junior-ds-v2-s3-153,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Core,geometry-diagram,P1,在Rt△ABC中，∠C=90°，∠A=35°，斜边AB=12。求直角边BC的长（精确到0.01）。,6.88,为沪教版初中数学题 hjb-junior-ds-v2-s3-153 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
600,hjb-junior-ds-v2-s3-154,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Exam,geometry-diagram,P1,在Rt△ABC中，∠C=90°，BC=5，AB=13，则tanA的值为（ ）。,5/12,为沪教版初中数学题 hjb-junior-ds-v2-s3-154 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
601,hjb-junior-ds-v2-s3-155,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Challenge,geometry-diagram,P1,在Rt△ABC中，∠C=90°，cosA=5/13，AB=26，则AC=______。,10,为沪教版初中数学题 hjb-junior-ds-v2-s3-155 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
602,hjb-junior-ds-v2-s3-156,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Foundation,geometry-diagram,P1,在Rt△ABC中，∠C=90°，∠A=35°，斜边AB=10。求直角边BC的长（精确到0.01）。,5.74,为沪教版初中数学题 hjb-junior-ds-v2-s3-156 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
603,hjb-junior-ds-v2-s3-157,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Core,geometry-diagram,P1,在 Rt△ABC 中，∠C = 90°，∠B = 40°，AC = 6。下列哪个式子可以求出斜边 AB 的长？,AB = 6 / sin 40°,为沪教版初中数学题 hjb-junior-ds-v2-s3-157 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
604,hjb-junior-ds-v2-s3-158,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Exam,geometry-diagram,P1,在 Rt△ABC 中，∠C = 90°，tan A = 5/12，斜边 AB = 26。则直角边 BC = ______。,10,为沪教版初中数学题 hjb-junior-ds-v2-s3-158 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
605,hjb-junior-ds-v2-s3-159,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Challenge,measurement-scene,P1,某校旗杆在阳光下的影子长为 9 米，同一时刻测得附近一根 2 米长的标杆的影子长为 1.5 米。求旗杆的高度。,12,为沪教版初中数学题 hjb-junior-ds-v2-s3-159 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
606,hjb-junior-ds-v2-s3-160,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Foundation,geometry-diagram,P1,在 Rt△ABC 中，∠C = 90°，AB = 5，BC = 3，则 sin A 的值为（ ）,3/5,为沪教版初中数学题 hjb-junior-ds-v2-s3-160 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
607,hjb-junior-ds-v2-s3-161,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Core,measurement-scene,P1,小明站在离旗杆底部20米远的地面上，测得旗杆顶端的仰角为35°。若小明的眼睛离地面1.6米，求旗杆的高度（结果精确到0.1米）。,15.6米,为沪教版初中数学题 hjb-junior-ds-v2-s3-161 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
608,hjb-junior-ds-v2-s3-162,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Exam,measurement-scene,P1,某校数学兴趣小组测量校园内旗杆的高度。在距离旗杆底部点B水平距离12米的点A处，用测角仪测得旗杆顶端点C的仰角为35°。已知测角仪的高度AD为1.5米，点A、D、B在同一竖直平面内，且点D、B、C在同一竖直平面内，AB⊥BC。求旗杆的高度BC。（结果精确到0.1米，参考数据：sin35°≈0.57，cos35°≈0.82，tan35°≈0.70）,9.9米,为沪教版初中数学题 hjb-junior-ds-v2-s3-162 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
609,hjb-junior-ds-v2-s3-163,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Challenge,measurement-scene,P1,某测量小组在河对岸选定目标点P，在河岸一侧选定点A，使PA与河岸垂直。从点A沿河岸走30米到达点B，测得∠PBA=52°。求河宽PA（精确到0.1米）。参考数据：sin52°≈0.7880，cos52°≈0.6157，tan52°≈1.2799。,38.4米,为沪教版初中数学题 hjb-junior-ds-v2-s3-163 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
610,hjb-junior-ds-v2-s3-164,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Core,measurement-scene,P1,某校数学兴趣小组测量校园内一棵大树的高度。他们在与大树底部在同一水平面上的点A处，测得大树顶端C的仰角为30°，然后沿该水平线向大树方向前进12米到达点B处，再次测得大树顶端C的仰角为45°。已知点A、点B和大树底部D在同一直线上，且测量仪器的高度忽略不计。求大树的高度CD。（结果保留根号）,6√3 + 6 米,为沪教版初中数学题 hjb-junior-ds-v2-s3-164 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
611,hjb-junior-ds-v2-s3-165,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,short-answer,Exam,measurement-scene,P1,某数学小组测量学校旗杆的高度。他们在旗杆底部正东方向24米处的地面点A测得旗杆顶端C的仰角为31°。已知测量仪器的高度忽略不计，地面为水平面，旗杆垂直于地面，底部为点B。求旗杆BC的高度。（结果精确到0.1米，参考数据：sin31°≈0.515，cos31°≈0.857，tan31°≈0.601）,14.4米,为沪教版初中数学题 hjb-junior-ds-v2-s3-165 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
612,hjb-junior-ds-v2-s3-166,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,multiple-choice,Challenge,measurement-scene,P1,某数学兴趣小组测量一座垂直于地面的电视塔的高度。他们在与塔底在同一水平面上的点A处测得塔顶的仰角为35°，然后沿水平方向向远离塔底的方向移动40米到达点B，在点B处测得塔顶的仰角为25°。点A、点B与塔底在同一直线上。求电视塔的高度最接近下列哪个值？（参考数据：sin35°≈0.574，cos35°≈0.819，tan35°≈0.700；sin25°≈0.423，cos25°≈0.906，tan25°≈0.466）,约58米,为沪教版初中数学题 hjb-junior-ds-v2-s3-166 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
613,hjb-junior-ds-v2-s3-167,S3,upper,九年级上册,锐角的三角比,hjb-junior-s3-upper-acute-trigonometry,fill-in,Core,geometry-diagram,P1,在Rt△ABC中，∠C=90°，AB=13，BC=5，则sinA的值为______。,5/13,为沪教版初中数学题 hjb-junior-ds-v2-s3-167 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 画清点、线、角、平行/垂直/相交/圆等关系；仅呈现题干给出的条件，不暗示未给结论。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
614,hjb-junior-ds-v2-s3-169,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,multiple-choice,Challenge,function-graph,P1,"已知二次函数y=ax²+bx+c（a≠0）的图象经过点(0, -3)，对称轴为直线x=1，且函数有最大值2。则下列结论正确的是（ ）。",a=-5，b=10，c=-3,为沪教版初中数学题 hjb-junior-ds-v2-s3-169 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
615,hjb-junior-ds-v2-s3-170,S3,upper,九年级上册,二次函数,hjb-junior-s3-upper-quadratic-functions,fill-in,Core,function-graph,P1,将抛物线y=2x²先向左平移3个单位，再向下平移4个单位，所得新抛物线的顶点坐标为______。,"(-3, -4)",为沪教版初中数学题 hjb-junior-ds-v2-s3-170 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。,must-have,ready-must-have
