questionId,status,qaStatus,reviewNotes,batchPhase,illustrationType,grade,volume,unitTitle,imagePath,promptZhHans,generationBriefZhHans,copyrightSafetyZhHans
hjb-junior-ds-v2-s3-209,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-209.png,抛物线 y = 3(x + 1)² - 4 的开口方向是______，顶点坐标是______，对称轴是______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-209 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-210,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-210.png,已知抛物线 y = x² - 2x - 3 与x轴交于A、B两点（A在B左侧），与y轴交于点C。 (1) 求A、B、C的坐标； (2) 在抛物线的对称轴上是否存在点P，使△PBC的周长最小？若存在，求出点P的坐标；若不存在，请说明理由。,为沪教版初中数学题 hjb-junior-ds-v2-s3-210 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-212,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-212.png,将二次函数 y = 2x^2 先向右平移 3 个单位，再向下平移 4 个单位，所得新抛物线的解析式为______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-212 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-214,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-214.png,"已知二次函数 y = ax^2 + bx + c 的对称轴为直线 x = 1，且经过点 (0, 3) 和 (3, 0)。下列结论正确的是：",为沪教版初中数学题 hjb-junior-ds-v2-s3-214 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-215,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-215.png,二次函数 y = -x^2 + 4x - 3 的顶点坐标为______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-215 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-216,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-216.png,已知二次函数 y = 2x² - 8x + 11。 (1) 将该函数化为 y = a(x - h)² + k 的形式，并写出它的顶点坐标和对称轴。 (2) 若将该抛物线先向右平移3个单位，再向下平移2个单位，求平移后所得新抛物线的解析式。,为沪教版初中数学题 hjb-junior-ds-v2-s3-216 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-218,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-218.png,抛物线 y = -3(x + 1)² - 4 的开口方向是______，顶点坐标是______，对称轴是______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-218 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-219,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-219.png,已知二次函数 y = -x² + 4x + 5。 (1) 求该函数图像与x轴的交点坐标。 (2) 当x取何值时，y随x的增大而减小？,为沪教版初中数学题 hjb-junior-ds-v2-s3-219 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-221,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-221.png,已知二次函数 y = -2(x + 3)^2 + 8，请直接写出该抛物线的顶点坐标。,为沪教版初中数学题 hjb-junior-ds-v2-s3-221 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-223,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-223.png,将抛物线 y = 3x^2 先向左平移2个单位，再向下平移5个单位，所得新抛物线的解析式为（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-223 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-224,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-224.png,"二次函数 y = ax^2 + bx + c 的图像经过点 (0, 3)，对称轴为直线 x = 2，且函数有最大值5。请写出该二次函数的解析式。",为沪教版初中数学题 hjb-junior-ds-v2-s3-224 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-225,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-225.png,已知抛物线 y = x^2 - 4x + 7。 (1) 用配方法将其化为 y = a(x - h)^2 + k 的形式，并写出顶点坐标和对称轴； (2) 说明该抛物线可以由 y = x^2 经过怎样的平移得到。,为沪教版初中数学题 hjb-junior-ds-v2-s3-225 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-231,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-231.png,已知二次函数 y = -2(x + 3)^2 + 8。 （1）写出该抛物线的顶点坐标和对称轴。 （2）当 x 取何值时，y 随 x 的增大而减小？ （3）若将该抛物线先向右平移 2 个单位，再向下平移 5 个单位，求平移后抛物线的解析式。,为沪教版初中数学题 hjb-junior-ds-v2-s3-231 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-232,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-232.png,"已知二次函数 y = ax^2 + bx + c 的图像经过点 (1, 0) 和 (3, 0)，且其顶点到 x 轴的距离为 2。若 a > 0，则该二次函数的解析式为（ ）",为沪教版初中数学题 hjb-junior-ds-v2-s3-232 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-233,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-233.png,"将抛物线 y = 3x^2 先向左平移 4 个单位，再向上平移 1 个单位，所得新抛物线的解析式为 y = 3(x + 4)^2 + 1。若原抛物线 y = 3x^2 上一点 P 经过同样的平移后落在新抛物线上的点 Q( -1, 4)，则点 P 的坐标为______。",为沪教版初中数学题 hjb-junior-ds-v2-s3-233 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-236,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-236.png,已知二次函数 y = -2(x + 3)^2 + 5。该抛物线的顶点坐标是______，对称轴是直线______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-236 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-237,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-237.png,已知二次函数 y = x^2 - 4x + 1。用配方法将该函数化为 y = a(x - h)^2 + k 的形式，并写出它的顶点坐标和对称轴。,为沪教版初中数学题 hjb-junior-ds-v2-s3-237 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-238,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-238.png,"抛物线 y = -3(x + 1)^2 - 2 的开口方向和顶点坐标分别是（ ） A. 向上，(-1, -2) B. 向下，(-1, -2) C. 向上，(1, -2) D. 向下，(1, -2)",为沪教版初中数学题 hjb-junior-ds-v2-s3-238 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-239,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-239.png,将抛物线 y = 2x^2 先向左平移 3 个单位，再向下平移 4 个单位，所得新抛物线的解析式为______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-239 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-242,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-242.png,将抛物线 y = 2x^2 先向左平移 3 个单位，再向下平移 5 个单位，所得新抛物线的解析式为 y = 2(x + m)^2 + n，则 m + n = ______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-242 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-243,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-243.png,已知二次函数 y = x^2 - 4x + 7，求该抛物线的顶点坐标和对称轴。,为沪教版初中数学题 hjb-junior-ds-v2-s3-243 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-247,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-247.png,二次函数y = -2(x + 3)² - 5的顶点坐标是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-247 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-248,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-248.png,将抛物线y = 3x²先向右平移2个单位，再向下平移1个单位，所得新抛物线的解析式为____________________。,为沪教版初中数学题 hjb-junior-ds-v2-s3-248 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-249,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-249.png,已知二次函数y = x² - 4x + 3。 （1）用配方法将其化为y = a(x - h)² + k的形式； （2）写出该抛物线的顶点坐标和对称轴。,为沪教版初中数学题 hjb-junior-ds-v2-s3-249 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-250,queued,pending,,full,function-graph,S3,九年级上册,二次函数,candidates/hjb-junior-ds-v2-s3-250.png,"已知二次函数 y = x^2 - 4x + 3。将该函数化为 y = a(x - h)^2 + k 的形式后，其顶点坐标为 (p, q)。若将原抛物线先向右平移 2 个单位，再向上平移 1 个单位，所得新抛物线的顶点坐标为 (m, n)，则 m + n 的值为（ ）。",为沪教版初中数学题 hjb-junior-ds-v2-s3-250 绘制原创题目插图，单元「二次函数」，不要复制教材或试卷版式。 绘制函数坐标系和曲线/直线关键特征；突出顶点、交点、对称轴、象限或变化趋势。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-434,queued,pending,,pilot,statistics-chart,S3,九年级下册,统计初步,candidates/hjb-junior-ds-v2-s3-434.png,某班学生参加课外活动小组的情况如下：参加篮球组的有12人，绘画组的有8人，舞蹈组的有6人，科技组的有4人。为了直观表示各小组人数占总人数的百分比，应选择的统计图是（　）,为沪教版初中数学题 hjb-junior-ds-v2-s3-434 绘制原创题目插图，单元「统计初步」，不要复制教材或试卷版式。 将题干数据重绘为清晰统计图表；坐标刻度、区间和频数标签必须准确。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-438,queued,pending,,pilot,statistics-chart,S3,九年级下册,统计初步,candidates/hjb-junior-ds-v2-s3-438.png,某校为了解九年级学生每天课外阅读时间，随机抽取50名学生进行调查，得到如下统计表：  | 阅读时间（小时） | 0～0.5 | 0.5～1 | 1～1.5 | 1.5～2 | |------------------|--------|--------|--------|--------| | 人数             | 8      | 15     | 18     | 9      |  则这50名学生每天课外阅读时间的中位数所在的组是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-438 绘制原创题目插图，单元「统计初步」，不要复制教材或试卷版式。 将题干数据重绘为清晰统计图表；坐标刻度、区间和频数标签必须准确。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-439,queued,pending,,pilot,statistics-chart,S3,九年级下册,统计初步,candidates/hjb-junior-ds-v2-s3-439.png,某班一次数学测验成绩的频数分布直方图（用文字描述）：成绩在50～60分有2人，60～70分有8人，70～80分有15人，80～90分有10人，90～100分有5人。则该班成绩的众数所在的分数段是______。,为沪教版初中数学题 hjb-junior-ds-v2-s3-439 绘制原创题目插图，单元「统计初步」，不要复制教材或试卷版式。 将题干数据重绘为清晰统计图表；坐标刻度、区间和频数标签必须准确。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-445,queued,pending,,pilot,statistics-chart,S3,九年级下册,统计初步,candidates/hjb-junior-ds-v2-s3-445.png,"从甲、乙、丙三个厂家生产的同一种产品中各抽取8件，测量其使用寿命（单位：年），数据如下： 甲厂：4, 5, 5, 6, 6, 7, 7, 8； 乙厂：3, 4, 5, 6, 7, 8, 9, 10； 丙厂：5, 5, 5, 6, 6, 6, 7, 7。 这三个厂家中，使用寿命最稳定的是______厂。",为沪教版初中数学题 hjb-junior-ds-v2-s3-445 绘制原创题目插图，单元「统计初步」，不要复制教材或试卷版式。 将题干数据重绘为清晰统计图表；坐标刻度、区间和频数标签必须准确。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-480,queued,pending,,pilot,statistics-chart,S3,九年级下册,统计初步,candidates/hjb-junior-ds-v2-s3-480.png,某校为了了解九年级学生的体能情况，随机抽取了30名学生测试1分钟仰卧起坐的次数，并绘制了频数分布直方图（直方图描述：次数在20~25次的有2人，25~30次的有6人，30~35次的有10人，35~40次的有8人，40~45次的有4人）。则这30名学生1分钟仰卧起坐次数的中位数落在（ ）。,为沪教版初中数学题 hjb-junior-ds-v2-s3-480 绘制原创题目插图，单元「统计初步」，不要复制教材或试卷版式。 将题干数据重绘为清晰统计图表；坐标刻度、区间和频数标签必须准确。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-482,queued,pending,,pilot,statistics-chart,S3,九年级下册,统计初步,candidates/hjb-junior-ds-v2-s3-482.png,某班学生身高数据（单位：厘米）整理如下：150～155有5人，155～160有12人，160～165有18人，165～170有10人，170～175有5人。为了直观显示各身高段人数分布，最合适的统计表示方法是（ ）。,为沪教版初中数学题 hjb-junior-ds-v2-s3-482 绘制原创题目插图，单元「统计初步」，不要复制教材或试卷版式。 将题干数据重绘为清晰统计图表；坐标刻度、区间和频数标签必须准确。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-493,queued,pending,,full,statistics-chart,S3,九年级下册,统计初步,candidates/hjb-junior-ds-v2-s3-493.png,为了解某校八年级学生每天完成家庭作业的时间，随机抽取了50名学生进行调查。最适合表示这50个数据的分布情况的统计图是（ ）,为沪教版初中数学题 hjb-junior-ds-v2-s3-493 绘制原创题目插图，单元「统计初步」，不要复制教材或试卷版式。 将题干数据重绘为清晰统计图表；坐标刻度、区间和频数标签必须准确。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-086,queued,pending,,pilot,measurement-scene,S3,九年级上册,锐角的三角比,candidates/hjb-junior-ds-v2-s3-086.png,某数学兴趣小组测量校园内一棵大树的高度。他们在点A处测得大树顶端C的仰角为30°，然后向大树方向前进20米到达点B，在点B处测得大树顶端C的仰角为45°。已知点A、点B和大树底部D在同一直线上，且AD垂直于地面，大树垂直于地面。求大树的高度CD。（结果保留根号）,为沪教版初中数学题 hjb-junior-ds-v2-s3-086 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-087,queued,pending,,pilot,measurement-scene,S3,九年级上册,锐角的三角比,candidates/hjb-junior-ds-v2-s3-087.png,某数学兴趣小组在测量学校旗杆高度时，采用如下方法：在平地上选取一点A，测得旗杆顶端C的仰角为30°；向旗杆方向前进20米到达点B，此时测得旗杆顶端C的仰角为45°。已知点A、点B与旗杆底部D在同一直线上，且测量点与旗杆底部在同一水平面。求旗杆CD的高度。（结果保留根号）,为沪教版初中数学题 hjb-junior-ds-v2-s3-087 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-088,queued,pending,,pilot,measurement-scene,S3,九年级上册,锐角的三角比,candidates/hjb-junior-ds-v2-s3-088.png,某校数学兴趣小组测量校园内旗杆的高度。他们在旗杆底部正东方向24米处的地面上放置测角仪，测得旗杆顶端的仰角为35°。已知测角仪的高度为1.5米。为了选择正确的三角比计算旗杆高度，需要明确直角三角形的边角关系。设旗杆顶端为A，底部为B，测角仪顶端为C，C在B的正东方向，且A、B、C在同一竖直平面内，∠ABC=90°，点C到AB的垂足为B。则∠ACB=35°，BC=24米。请问计算旗杆高度AB时，应使用哪个三角比？,为沪教版初中数学题 hjb-junior-ds-v2-s3-088 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-089,queued,pending,,pilot,measurement-scene,S3,九年级上册,锐角的三角比,candidates/hjb-junior-ds-v2-s3-089.png,某数学兴趣小组测量校园内一棵大树的高度。他们在点A处测得大树顶端C的仰角为30°，然后向大树方向前进20米到达点B，在点B处测得大树顶端C的仰角为45°。已知点A、点B和大树底部D在同一直线上，且大树垂直于地面。求大树的高度CD。（结果保留根号）,为沪教版初中数学题 hjb-junior-ds-v2-s3-089 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-090,queued,pending,,pilot,measurement-scene,S3,九年级上册,锐角的三角比,candidates/hjb-junior-ds-v2-s3-090.png,某校数学兴趣小组测量校园内旗杆的高度。旗杆垂直于地面，底部为点O。他们在点O正东方向24米处的地面点A测得旗杆顶端P的仰角为35°，然后从点A向正北方向移动10米到达点B，在点B测得旗杆顶端P的仰角为30°。求旗杆的高度OP。（结果精确到0.1米，参考数据：tan35°≈0.700，tan30°≈0.577）,为沪教版初中数学题 hjb-junior-ds-v2-s3-090 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-091,queued,pending,,pilot,measurement-scene,S3,九年级上册,锐角的三角比,candidates/hjb-junior-ds-v2-s3-091.png,某数学兴趣小组测量学校旗杆的高度。旗杆垂直于地面，底部为点D。他们在点D正东方向24米处的地面点A测得旗杆顶端C的仰角为30°，然后从点A沿正东方向继续走10米到达点B，在点B测得旗杆顶端C的仰角为α，且tanα=5/12。求旗杆的高度CD。（结果精确到0.1米，参考数据：√3≈1.732）,为沪教版初中数学题 hjb-junior-ds-v2-s3-091 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-092,queued,pending,,full,measurement-scene,S3,九年级上册,锐角的三角比,candidates/hjb-junior-ds-v2-s3-092.png,小明在测量学校旗杆的高度时，采用了如下方法：他站在离旗杆底部12米的地面上，眼睛与地面的垂直距离为1.6米，测得旗杆顶端的仰角为30°。已知小明、旗杆底部和旗杆顶端在同一竖直平面内，且旗杆与地面垂直。求旗杆的高度（精确到0.1米）。,为沪教版初中数学题 hjb-junior-ds-v2-s3-092 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-093,queued,pending,,full,measurement-scene,S3,九年级上册,锐角的三角比,candidates/hjb-junior-ds-v2-s3-093.png,某数学兴趣小组测量校园内一棵大树的高度。他们在点A处测得大树顶端C的仰角为30°，然后沿水平方向向大树前进20米到达点B，在点B处测得大树顶端C的仰角为45°。已知点A、点B与大树底部D在同一直线上，且大树垂直于地面。求大树的高度CD。（结果保留根号）,为沪教版初中数学题 hjb-junior-ds-v2-s3-093 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
hjb-junior-ds-v2-s3-094,queued,pending,,full,measurement-scene,S3,九年级上册,锐角的三角比,candidates/hjb-junior-ds-v2-s3-094.png,某数学兴趣小组测量学校旗杆的高度。已知旗杆垂直于地面，在距离旗杆底部12米的地面点A处，测得旗杆顶端B的仰角为35°。若测量仪器的高度忽略不计，则旗杆的高度约为多少米？（参考数据：sin35°≈0.57，cos35°≈0.82，tan35°≈0.70）,为沪教版初中数学题 hjb-junior-ds-v2-s3-094 绘制原创题目插图，单元「锐角的三角比」，不要复制教材或试卷版式。 绘制测量场景示意，标明水平线、垂直高度、观察点、角度和距离，避免真实学校/品牌元素。,仅根据当前原创题干重新绘制简洁数学示意图，不复制、还原或近似教材/试卷原图、版式、题序或受保护视觉布局。
