questionId,grade,volume,unitTitle,questionType,difficulty,needTier,visualCategory,reason,promptZhHans,assetStatus
hjb-primary-ds-v1-p5-236,P5,五年级下册,统计表达与综合应用,fill-in,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小玲记录了连续6天每天上午8时的气温，数据如下：\n第1天：12°C，第2天：14°C，第3天：11°C，第4天：13°C，第5天：15°C，第6天：16°C。\n她将这些数据画成了折线统计图，横轴表示天数，纵轴表示气温（°C），从0°C开始，每格表示1°C。\n请根据数据回答：这6天的最高气温出现在第几天？,not-generated
hjb-primary-ds-v1-p5-237,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是某商店一周内每天售出的笔记本数量：\n星期一：15本，星期二：12本，星期三：18本，星期四：20本，星期五：25本，星期六：30本，星期日：22本。\n根据这些数据，下面哪种说法是正确的？,not-generated
hjb-primary-ds-v1-p5-238,P5,五年级下册,统计表达与综合应用,fill-in,Core,A_required,time_clock,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小杰记录了自己一周内每天做作业所用的时间（单位：分钟）：\n星期一：30，星期二：25，星期三：35，星期四：40，星期五：20，星期六：15，星期日：10。\n他想用折线统计图展示这一周作业时间的变化趋势。横轴表示星期，纵轴表示时间（分钟），从0开始，每格表示5分钟。\n请根据数据回答：作业时间减少最快的是哪两天之间？,not-generated
hjb-primary-ds-v1-p5-239,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,某城市2023年1月至6月的月平均气温如下：\n1月：2°C，2月：5°C，3月：10°C，4月：16°C，5月：22°C，6月：28°C。\n如果将这些数据绘制成折线统计图，下面哪一项描述是正确的？,not-generated
hjb-primary-ds-v1-p5-240,P5,五年级下册,统计表达与综合应用,fill-in,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是四（1）班第一小组5名同学的身高数据（单位：厘米）：\n小华：145，小丽：138，小刚：150，小敏：142，小强：135。\n他们想用统计图比较身高，并计算平均身高。\n请根据数据回答：这5名同学的平均身高是多少厘米？,not-generated
hjb-primary-ds-v1-p5-241,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是某城市2023年1月至6月的月平均气温统计表：\n\n| 月份 | 1月 | 2月 | 3月 | 4月 | 5月 | 6月 |\n|------|------|------|------|------|------|------|\n| 平均气温（℃） | 2 | 5 | 10 | 16 | 21 | 25 |\n\n根据表中数据，下面哪个结论是正确的？,not-generated
hjb-primary-ds-v1-p5-242,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小丁记录了上海某公园一周内每天上午8时的气温（单位：℃），数据如下：\n周一：12，周二：14，周三：11，周四：15，周五：16，周六：18，周日：17。\n根据这些数据，下面哪句话是正确的？,not-generated
hjb-primary-ds-v1-p5-243,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是某城市2024年1月至6月每月空气质量为“优”的天数统计表。\n\n月份：1月、2月、3月、4月、5月、6月\n优的天数：12天、10天、15天、18天、22天、20天\n\n根据这些数据，下面哪个说法是正确的？,not-generated
hjb-primary-ds-v1-p5-244,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下表记录了乐乐连续6天练习跳绳的个数：\n\n| 天数 | 第1天 | 第2天 | 第3天 | 第4天 | 第5天 | 第6天 |\n|------|-------|-------|-------|-------|-------|-------|\n| 个数 | 120   | 135   | 128   | 142   | 138   | 145   |\n\n根据表中数据，下面说法正确的是（ ）。,not-generated
hjb-primary-ds-v1-p5-245,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是某城市2024年1月至6月每月空气质量为“优”的天数统计表。\n\n| 月份 | 1月 | 2月 | 3月 | 4月 | 5月 | 6月 |\n|------|-----|-----|-----|-----|-----|-----|\n| 天数 | 11  | 10  | 12  | 15  | 18  | 20  |\n\n根据表中数据，下面哪句话是正确的？,not-generated
hjb-primary-ds-v1-p5-246,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是某城市一周内每天最高气温的折线统计图数据：周一15℃，周二17℃，周三16℃，周四19℃，周五21℃，周六22℃，周日20℃。下列说法正确的是（ ）。,not-generated
hjb-primary-ds-v1-p5-247,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小华记录了连续5天早上7点的室外温度，并制成折线统计图：第1天12℃，第2天14℃，第3天11℃，第4天16℃，第5天18℃。下列说法正确的是（ ）。,not-generated
hjb-primary-ds-v1-p5-248,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是某商店上半年每月销售额的折线统计图数据：1月10万元，2月12万元，3月9万元，4月15万元，5月18万元，6月20万元。下列说法正确的是（ ）。,not-generated
hjb-primary-ds-v1-p5-249,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是某水库一周内每天水位高度的折线统计图数据：周一120厘米，周二122厘米，周三119厘米，周四123厘米，周五125厘米，周六124厘米，周日126厘米。下列说法正确的是（ ）。,not-generated
hjb-primary-ds-v1-p5-250,P5,五年级下册,统计表达与综合应用,multiple-choice,Core,A_required,sorting_data_chart,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面是某同学一周内每天跳绳次数的折线统计图数据：周一80次，周二85次，周三82次，周四90次，周五95次，周六88次，周日100次。下列说法正确的是（ ）。,not-generated
hjb-primary-ds-v1-p6-001,P6,6年级上册,数的整除,multiple-choice,Core,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在下列各数中，哪一个数既是 24 的因数，又是 36 的因数？,not-generated
hjb-primary-ds-v1-p6-002,P6,6年级上册,数的整除,fill-in,Foundation,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在 1 到 20 的自然数中，既是质数又是偶数的数是______。,not-generated
hjb-primary-ds-v1-p6-003,P6,6年级上册,数的整除,short-answer,Challenge,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,一个数除以 5 余 3，除以 6 余 4，除以 7 余 5。这个数最小是多少？,not-generated
hjb-primary-ds-v1-p6-004,P6,6年级上册,数的整除,multiple-choice,Exam,A_required,array_multiplication_division,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面说法中，正确的是（ ）。,not-generated
hjb-primary-ds-v1-p6-005,P6,6年级上册,数的整除,fill-in,Core,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,两个数的最大公因数是 6，最小公倍数是 36，其中一个数是 12，另一个数是______。,not-generated
hjb-primary-ds-v1-p6-006,P6,6年级上册,数的整除,short-answer,Foundation,A_required,array_multiplication_division,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,判断下面说法是否正确，并说明理由：因为 36 ÷ 9 = 4，所以 36 是倍数，9 是因数。,not-generated
hjb-primary-ds-v1-p6-007,P6,6年级上册,数的整除,multiple-choice,Challenge,C_optional_or_text_only,probability_scene,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小杰和小丽在讨论一个两位数。小杰说：“这个数的因数只有 1 和它本身。”小丽说：“这个数一定是奇数。”他们谁说得对？,not-generated
hjb-primary-ds-v1-p6-008,P6,6年级上册,数的整除,fill-in,Exam,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在 1、2、9、13、21、27、31 中，既是奇数又是合数的数有______个。,not-generated
hjb-primary-ds-v1-p6-009,P6,6年级上册,数的整除,short-answer,Core,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,把 24 和 36 分解质因数，并求出它们的最大公因数。,not-generated
hjb-primary-ds-v1-p6-010,P6,6年级上册,数的整除,multiple-choice,Foundation,A_required,array_multiplication_division,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数既是 18 的因数，又是 24 的因数？,not-generated
hjb-primary-ds-v1-p6-011,P6,6年级上册,数的整除,fill-in,Challenge,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,一个两位数，十位数字比个位数字大3，且这个数既是3的倍数，又是5的倍数。这个数是多少？,not-generated
hjb-primary-ds-v1-p6-012,P6,6年级上册,数的整除,short-answer,Exam,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,把36和48分别分解质因数，并写出它们的最大公因数和最小公倍数。,not-generated
hjb-primary-ds-v1-p6-013,P6,6年级上册,数的整除,multiple-choice,Core,A_required,array_multiplication_division,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个数既是合数又是奇数？,not-generated
hjb-primary-ds-v1-p6-014,P6,6年级上册,数的整除,fill-in,Foundation,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在1、2、9、13、21、27中，质数有______个，合数有______个。,not-generated
hjb-primary-ds-v1-p6-015,P6,6年级上册,数的整除,short-answer,Challenge,C_optional_or_text_only,counting_manipulatives,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,有一箱苹果，数量不少于40个且不多于50个。如果2个2个地数，正好数完；如果5个5个地数，也正好数完。这箱苹果可能有多少个？请写出所有可能的答案。,not-generated
hjb-primary-ds-v1-p6-016,P6,6年级上册,数的整除,multiple-choice,Exam,A_required,probability_scene,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面说法中，正确的是（ ）。\nA. 一个数的倍数一定比它的因数大。\nB. 所有的奇数都是质数。\nC. 两个数的公倍数一定比这两个数都大。\nD. 一个合数至少有3个因数。,not-generated
hjb-primary-ds-v1-p6-017,P6,6年级上册,数的整除,fill-in,Core,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在1到20的自然数中，既是合数又是奇数的数有哪些？请写出所有满足条件的数，并用逗号分隔。,not-generated
hjb-primary-ds-v1-p6-018,P6,6年级上册,数的整除,short-answer,Foundation,C_optional_or_text_only,array_multiplication_division,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,从0、2、3、5、7中选出三个不同的数字，组成一个能同时被2、3、5整除的最大三位数。这个三位数是多少？,not-generated
hjb-primary-ds-v1-p6-019,P6,6年级上册,分数,multiple-choice,Challenge,C_optional_or_text_only,counting_manipulatives,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小杰有一盒巧克力，他先吃了整盒的1/4，又吃了剩下的1/3，最后盒子里还剩12颗巧克力。原来这盒巧克力有多少颗？,not-generated
hjb-primary-ds-v1-p6-020,P6,6年级上册,分数,fill-in,Exam,C_optional_or_text_only,counting_manipulatives,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小杰有一盒巧克力，他先吃了整盒的1/4，又吃了剩下的1/3，最后盒子里还剩12颗巧克力。这盒巧克力原来有多少颗？,not-generated
hjb-primary-ds-v1-p6-021,P6,6年级上册,分数,short-answer,Core,C_optional_or_text_only,fraction_area_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小明有一根彩带，第一次用去全长的1/3，第二次用去剩下部分的1/2，最后还剩2米。这根彩带原来长多少米？,not-generated
hjb-primary-ds-v1-p6-022,P6,6年级上册,分数,multiple-choice,Foundation,A_required,fraction_area_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪组分数的大小关系是正确的？,not-generated
hjb-primary-ds-v1-p6-023,P6,6年级上册,分数,fill-in,Challenge,C_optional_or_text_only,fraction_area_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,计算：2又1/3 + 1又5/6 = ______（填最简分数或带分数）,not-generated
hjb-primary-ds-v1-p6-024,P6,6年级上册,分数,short-answer,Exam,C_optional_or_text_only,fraction_area_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,学校食堂运来一批大米，第一周吃了总数的2/5，第二周吃了剩下的3/4，这时还剩60千克。这批大米原来有多少千克？,not-generated
hjb-primary-ds-v1-p6-025,P6,6年级上册,分数,multiple-choice,Core,A_required,fraction_area_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一根绳子剪成两段，第一段长3/5米，第二段占全长的3/5。下面说法正确的是（ ）。,not-generated
hjb-primary-ds-v1-p6-026,P6,6年级上册,分数,fill-in,Foundation,C_optional_or_text_only,fraction_area_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,把一根长5米的绳子平均分成8段，每段长多少米？用分数表示。,not-generated
hjb-primary-ds-v1-p6-027,P6,6年级上册,分数,short-answer,Challenge,C_optional_or_text_only,fraction_area_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小明喝了一杯牛奶的1/4，小红喝了同样一杯牛奶的2/5。谁喝得多？多喝了这杯牛奶的几分之几？请写出比较和计算过程。,not-generated
hjb-primary-ds-v1-p6-028,P6,6年级上册,分数,multiple-choice,Exam,A_required,fraction_area_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个算式的计算结果与3/4 + 1/6相等？,not-generated
hjb-primary-ds-v1-p6-029,P6,6年级上册,分数,fill-in,Core,C_optional_or_text_only,fraction_area_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,计算：2又1/3 + 1又1/2 = ______（用带分数表示）,not-generated
hjb-primary-ds-v1-p6-030,P6,6年级上册,分数,short-answer,Foundation,C_optional_or_text_only,counting_manipulatives,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,一袋糖果有24颗，哥哥吃了这袋糖果的1/3，弟弟吃了剩下的1/2。弟弟吃了多少颗糖果？,not-generated
hjb-primary-ds-v1-p6-031,P6,6年级上册,分数,multiple-choice,Challenge,A_required,fraction_area_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,小杰有一根彩带，第一次用去全长的 2/5，第二次用去剩下部分的 1/3。比较两次用去的长度，下面哪个说法正确？,not-generated
hjb-primary-ds-v1-p6-032,P6,6年级上册,分数,fill-in,Exam,C_optional_or_text_only,fraction_area_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,计算：3 1/4 + 2 2/3 = ______（结果写成带分数，如 5 5/12）,not-generated
hjb-primary-ds-v1-p6-033,P6,6年级上册,分数,short-answer,Core,A_required,fraction_area_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,一个西瓜，爸爸吃了 1/3，妈妈吃了剩下的 1/2，最后小明吃了剩下的全部。小明吃了这个西瓜的几分之几？请写出计算过程。,not-generated
hjb-primary-ds-v1-p6-034,P6,6年级上册,分数,multiple-choice,Foundation,A_required,fraction_area_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个分数在 1/3 和 2/5 之间？,not-generated
hjb-primary-ds-v1-p6-035,P6,6年级上册,分数,fill-in,Challenge,C_optional_or_text_only,fraction_area_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,一个分数，分子与分母的和是 28，约分后得到 3/4。原来的分数是 ______。,not-generated
hjb-primary-ds-v1-p6-036,P6,6年级上册,分数,short-answer,Exam,C_optional_or_text_only,fraction_area_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小杰有一盒彩笔，他先用去总数的 2/5，又用去剩下的 1/3，最后盒子里还剩 12 支彩笔。这盒彩笔原来有多少支？,not-generated
hjb-primary-ds-v1-p6-037,P6,6年级上册,比和比例,multiple-choice,Core,C_optional_or_text_only,ratio_proportion_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,一种混凝土由水泥、沙子和石子按质量比 2∶3∶5 搅拌而成。现在要配制 200 千克的这种混凝土，需要沙子多少千克？,not-generated
hjb-primary-ds-v1-p6-038,P6,6年级上册,比和比例,fill-in,Foundation,C_optional_or_text_only,ratio_proportion_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,把 0.6∶1.2 化成最简单的整数比是______。,not-generated
hjb-primary-ds-v1-p6-039,P6,6年级上册,比和比例,short-answer,Challenge,C_optional_or_text_only,time_clock,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在比例尺为 1∶5000000 的地图上，量得甲、乙两城的距离是 6.4 厘米。一辆汽车以每小时 80 千米的速度从甲城开往乙城，需要多少小时到达？,not-generated
hjb-primary-ds-v1-p6-040,P6,6年级上册,比和比例,multiple-choice,Exam,A_required,ratio_proportion_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面各组中的两个比，能组成比例的是哪一组？,not-generated
hjb-primary-ds-v1-p6-041,P6,6年级上册,比和比例,fill-in,Core,C_optional_or_text_only,solid_shapes_blocks,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小杰调制一杯饮料，用了40毫升浓缩果汁和160毫升水。写出浓缩果汁与饮料总体积的比，并化成最简整数比。,not-generated
hjb-primary-ds-v1-p6-042,P6,6年级上册,比和比例,short-answer,Foundation,A_required,probability_scene,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,判断下面两个量是否成正比例，并说明理由：一辆汽车行驶的速度一定，行驶的路程与时间。,not-generated
hjb-primary-ds-v1-p6-043,P6,6年级上册,比和比例,multiple-choice,Challenge,A_required,ratio_proportion_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个比与0.4:1.2的比值相等？,not-generated
hjb-primary-ds-v1-p6-044,P6,6年级上册,比和比例,fill-in,Exam,C_optional_or_text_only,position_map,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在一幅地图上，用3厘米表示实际距离120千米。这幅地图的比例尺是______。,not-generated
hjb-primary-ds-v1-p6-045,P6,6年级上册,比和比例,short-answer,Core,C_optional_or_text_only,ratio_proportion_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,学校合唱队男生与女生的人数比是2:3。如果合唱队总人数是40人，那么男生有多少人？,not-generated
hjb-primary-ds-v1-p6-046,P6,6年级上册,比和比例,multiple-choice,Foundation,C_optional_or_text_only,solid_shapes_blocks,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,一种果汁饮料由浓缩果汁和水按1:5的体积比混合而成。现在要配制600毫升这种饮料，需要浓缩果汁多少毫升？,not-generated
hjb-primary-ds-v1-p6-047,P6,6年级上册,比和比例,fill-in,Challenge,C_optional_or_text_only,ratio_proportion_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,小明用20克糖和100克水配制了一杯糖水，小红用30克糖和150克水配制了另一杯糖水。这两杯糖水的甜度是否相同？如果相同，请写出糖与水的质量比的最简整数比；如果不同，请说明哪杯更甜。,not-generated
hjb-primary-ds-v1-p6-048,P6,6年级上册,比和比例,short-answer,Exam,C_optional_or_text_only,time_clock,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,在比例尺为1:4000000的地图上，量得甲、乙两城的距离为8.5厘米。一辆汽车以每小时85千米的速度从甲城开往乙城，需要多少小时到达？,not-generated
hjb-primary-ds-v1-p6-049,P6,6年级上册,比和比例,multiple-choice,Core,A_required,ratio_proportion_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪个比与3:4能组成比例？,not-generated
hjb-primary-ds-v1-p6-050,P6,6年级上册,比和比例,fill-in,Foundation,C_optional_or_text_only,ratio_proportion_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,学校合唱队男生与女生的人数比是3:5，男生有24人，女生有多少人？,not-generated
hjb-primary-ds-v1-p6-051,P6,6年级上册,比和比例,short-answer,Challenge,C_optional_or_text_only,solid_shapes_blocks,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,一种消毒液，原液与水的体积比是1:200。现在需要配制1206毫升的稀释消毒液，需要原液多少毫升？,not-generated
hjb-primary-ds-v1-p6-052,P6,6年级上册,比和比例,multiple-choice,Exam,A_required,ratio_proportion_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面哪组中的两个比可以组成比例？,not-generated
hjb-primary-ds-v1-p6-053,P6,6年级上册,比和比例,fill-in,Core,C_optional_or_text_only,ratio_proportion_model,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,如果3a=5b（a、b均不为0），那么a:b=（  ）:（  ）。,not-generated
hjb-primary-ds-v1-p6-054,P6,6年级上册,比和比例,short-answer,Foundation,C_optional_or_text_only,measurement_ruler,题目主要依靠文字、算式或符号推理即可完成；可在 A/B 批次完成后再评估是否补充插图。,一辆汽车行驶200千米耗油16升。照这样计算，行驶450千米需要耗油多少升？,not-generated
hjb-primary-ds-v1-p6-055,P6,6年级上册,圆和扇形,multiple-choice,Challenge,B_strong_recommended,circle_sector_model,P5-P6 题目包含几何/统计/体积等视觉对象；配图可提升建模、空间想象和后续 GPT Image2 生成复用价值。,一个圆的半径由3厘米增加到5厘米，它的面积增加了多少平方厘米？（π取3.14）,not-generated
hjb-primary-ds-v1-p6-056,P6,6年级上册,圆和扇形,fill-in,Exam,B_strong_recommended,circle_sector_model,P5-P6 题目包含几何/统计/体积等视觉对象；配图可提升建模、空间想象和后续 GPT Image2 生成复用价值。,一个圆形花坛的半径是5米。园丁沿着花坛边缘铺设一圈石子路，石子路的外沿形成一个半径是6米的圆。石子路的面积是多少平方米？（结果保留π）,not-generated
hjb-primary-ds-v1-p6-057,P6,6年级上册,圆和扇形,short-answer,Core,B_strong_recommended,circle_sector_model,P5-P6 题目包含几何/统计/体积等视觉对象；配图可提升建模、空间想象和后续 GPT Image2 生成复用价值。,一个扇形的圆心角是60°，半径是10厘米。这个扇形的面积是多少平方厘米？（结果保留π）,not-generated
hjb-primary-ds-v1-p6-058,P6,6年级上册,圆和扇形,multiple-choice,Foundation,A_required,circle_sector_model,题干或单元含显性看图/操作/空间方位/图表线索；没有插图会明显影响低龄学生理解题意、还原对象数量或完成空间/图表判断。,下面关于圆和扇形的说法，正确的是哪一项？,not-generated
hjb-primary-ds-v1-p6-059,P6,6年级上册,圆和扇形,fill-in,Challenge,B_strong_recommended,circle_sector_model,P5-P6 题目包含几何/统计/体积等视觉对象；配图可提升建模、空间想象和后续 GPT Image2 生成复用价值。,一个圆的周长是31.4厘米。在这个圆内画一个圆心角是120°的扇形，这个扇形的弧长是多少厘米？（π取3.14）,not-generated
hjb-primary-ds-v1-p6-060,P6,6年级上册,圆和扇形,short-answer,Exam,B_strong_recommended,circle_sector_model,P5-P6 题目包含几何/统计/体积等视觉对象；配图可提升建模、空间想象和后续 GPT Image2 生成复用价值。,一个半径为8米的圆形水池，在水池周围修一条宽2米的小路。这条小路的面积是多少平方米？（π取3.14）,not-generated
hjb-primary-ds-v1-p6-061,P6,6年级上册,圆和扇形,multiple-choice,Core,B_strong_recommended,circle_sector_model,P5-P6 题目包含几何/统计/体积等视觉对象；配图可提升建模、空间想象和后续 GPT Image2 生成复用价值。,一个圆的直径是10厘米，它的周长是多少厘米？（π取3.14）,not-generated
hjb-primary-ds-v1-p6-062,P6,6年级上册,圆和扇形,fill-in,Foundation,B_strong_recommended,circle_sector_model,P5-P6 题目包含几何/统计/体积等视觉对象；配图可提升建模、空间想象和后续 GPT Image2 生成复用价值。,一个圆的半径是4厘米，它的面积是______平方厘米。（π取3.14）,not-generated
hjb-primary-ds-v1-p6-063,P6,6年级上册,圆和扇形,short-answer,Challenge,B_strong_recommended,circle_sector_model,P5-P6 题目包含几何/统计/体积等视觉对象；配图可提升建模、空间想象和后续 GPT Image2 生成复用价值。,一个扇形的圆心角是90°，半径是6厘米。这个扇形的面积是多少平方厘米？（π取3.14）,not-generated
hjb-primary-ds-v1-p6-064,P6,6年级上册,圆和扇形,multiple-choice,Exam,B_strong_recommended,circle_sector_model,P5-P6 题目包含几何/统计/体积等视觉对象；配图可提升建模、空间想象和后续 GPT Image2 生成复用价值。,一个圆的周长是62.8厘米，它的半径是多少厘米？（π取3.14）,not-generated
hjb-primary-ds-v1-p6-065,P6,6年级上册,圆和扇形,fill-in,Core,B_strong_recommended,circle_sector_model,P5-P6 题目包含几何/统计/体积等视觉对象；配图可提升建模、空间想象和后续 GPT Image2 生成复用价值。,一个圆的直径是8厘米，它的周长是______厘米。（π取3.14）,not-generated
