id,grade,topicId,topicTitleZhHans,volume,chapter,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,reviewNotes
hjb-high-ds-v4-s6-210,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Core,short-answer,V4修复变式1210：解答：若事件 A 有 12 种情况，且每种 A 情况下事件 B 有 4 种情况，则按分步计数共有多少种结果？,,48,48,分步计数原理：总数=12×4=48。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-211,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Challenge,multiple-choice,V4修复变式1211：选择：若事件 A 有 4 种情况，其中 2 种 A 情况下事件 B 有 6 种情况，其余 A 情况下事件 B 有 7 种情况。按分步计数共有多少种结果？,26 | 27 | 25 | 28,26,26,分类后按分步计数相加：2×6+(4-2)×7=26。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | multiplication-rule-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-212,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Foundation,fill-in,V4修复变式1212：填空：若事件 A 有 10 种情况，且每种 A 情况下事件 B 有 20 种情况，则按分步计数共有多少种结果？,,200,200,分步计数原理：总数=10×20=200。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-213,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Core,short-answer,V4修复变式1213：解答：若事件 A 有 8 种情况，且每种 A 情况下事件 B 有 8 种情况，则按分步计数共有多少种结果？,,64,64,分步计数原理：总数=8×8=64。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-214,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Challenge,multiple-choice,V4修复变式1214：选择：若事件 A 有 2 种情况，其中 1 种 A 情况下事件 B 有 13 种情况，其余 A 情况下事件 B 有 14 种情况。按分步计数共有多少种结果？,29 | 27 | 28 | 26,27,27,分类后按分步计数相加：1×13+(2-1)×14=27。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | multiplication-rule-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-215,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Foundation,fill-in,V4修复变式1215：填空：若事件 A 有 10 种情况，且每种 A 情况下事件 B 有 7 种情况，则按分步计数共有多少种结果？,,70,70,分步计数原理：总数=10×7=70。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-216,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Core,short-answer,V4修复变式1216：解答：若事件 A 有 5 种情况，且每种 A 情况下事件 B 有 18 种情况，则按分步计数共有多少种结果？,,90,90,分步计数原理：总数=5×18=90。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-217,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Challenge,multiple-choice,V4修复变式1217：选择：若事件 A 有 11 种情况，其中 8 种 A 情况下事件 B 有 7 种情况，其余 A 情况下事件 B 有 8 种情况。按分步计数共有多少种结果？,79 | 82 | 80 | 81,80,80,分类后按分步计数相加：8×7+(11-8)×8=80。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | multiplication-rule-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-218,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Foundation,fill-in,V4修复变式1218：填空：若事件 A 有 2 种情况，且每种 A 情况下事件 B 有 6 种情况，则按分步计数共有多少种结果？,,12,12,分步计数原理：总数=2×6=12。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-219,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Core,short-answer,V4修复变式1219：解答：若事件 A 有 5 种情况，且每种 A 情况下事件 B 有 11 种情况，则按分步计数共有多少种结果？,,55,55,分步计数原理：总数=5×11=55。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-220,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Challenge,multiple-choice,V4修复变式1220：选择：若事件 A 有 7 种情况，其中 5 种 A 情况下事件 B 有 8 种情况，其余 A 情况下事件 B 有 9 种情况。按分步计数共有多少种结果？,58 | 59 | 57 | 60,58,58,分类后按分步计数相加：5×8+(7-5)×9=58。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | multiplication-rule-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-221,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Foundation,fill-in,V4修复变式1221：填空：若事件 A 有 8 种情况，且每种 A 情况下事件 B 有 19 种情况，则按分步计数共有多少种结果？,,152,152,分步计数原理：总数=8×19=152。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-222,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Core,short-answer,V4修复变式1222：解答：若事件 A 有 5 种情况，且每种 A 情况下事件 B 有 4 种情况，则按分步计数共有多少种结果？,,20,20,分步计数原理：总数=5×4=20。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-223,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Challenge,multiple-choice,V4修复变式1223：选择：若事件 A 有 3 种情况，其中 2 种 A 情况下事件 B 有 6 种情况，其余 A 情况下事件 B 有 7 种情况。按分步计数共有多少种结果？,20 | 18 | 21 | 19,19,19,分类后按分步计数相加：2×6+(3-2)×7=19。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | multiplication-rule-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-224,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Foundation,fill-in,V4修复变式1224：填空：若事件 A 有 10 种情况，且每种 A 情况下事件 B 有 14 种情况，则按分步计数共有多少种结果？,,140,140,分步计数原理：总数=10×14=140。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-225,S6,hjb-high-s6-概率初步续,概率初步续,选择性必修 第二册,概率初步续,conditional-probability | total-probability | bayes-formula | random-variables | binomial-distribution | normal-distribution,Core,short-answer,V4修复变式1225：解答：若事件 A 有 6 种情况，且每种 A 情况下事件 B 有 18 种情况，则按分步计数共有多少种结果？,,108,108,分步计数原理：总数=6×18=108。,hjb-high-selective-2-probability-continuation,hjb-high-selective-2-probability-continuation-unit-challenge | hjb-high-selective-2-probability-continuation-unit-core | pep-high-exam-conditional-probability-models,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-226,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Challenge,multiple-choice,V4修复变式1226：选择：一组数据为 12，21，30，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。,28 | 31 | 29 | 30,29,29,原平均数为 (12+21+30)/3=21。加入 x 后平均数为 21+2=23，所以 x=4×23-(12+21+30)=29。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | statistics-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-227,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Foundation,fill-in,V4修复变式1227：填空：一组数据为 7，18，29，求这组数据的平均数。,,18,18,三数等差，中间数就是平均数，所以平均数为 18。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-228,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Core,short-answer,V4修复变式1228：解答：一组数据为 3，4，5，求这组数据的平均数。,,4,4,三数等差，中间数就是平均数，所以平均数为 4。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-229,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Challenge,multiple-choice,V4修复变式1229：选择：一组数据为 5，15，25，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。,25 | 23 | 24 | 22,23,23,原平均数为 (5+15+25)/3=15。加入 x 后平均数为 15+2=17，所以 x=4×17-(5+15+25)=23。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | statistics-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-230,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Foundation,fill-in,V4修复变式1230：填空：一组数据为 10，22，34，求这组数据的平均数。,,22,22,三数等差，中间数就是平均数，所以平均数为 22。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-231,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Core,short-answer,V4修复变式1231：解答：一组数据为 3，12，21，求这组数据的平均数。,,12,12,三数等差，中间数就是平均数，所以平均数为 12。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-232,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Challenge,multiple-choice,V4修复变式1232：选择：一组数据为 6，14，22，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。,24 | 22 | 23 | 21,22,22,原平均数为 (6+14+22)/3=14。加入 x 后平均数为 14+2=16，所以 x=4×16-(6+14+22)=22。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | statistics-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-233,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Foundation,fill-in,V4修复变式1233：填空：一组数据为 3，14，25，求这组数据的平均数。,,14,14,三数等差，中间数就是平均数，所以平均数为 14。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-234,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Core,short-answer,V4修复变式1234：解答：一组数据为 6，10，14，求这组数据的平均数。,,10,10,三数等差，中间数就是平均数，所以平均数为 10。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-235,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Challenge,multiple-choice,V4修复变式1235：选择：一组数据为 6，12，18，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。,19 | 22 | 20 | 21,20,20,原平均数为 (6+12+18)/3=12。加入 x 后平均数为 12+2=14，所以 x=4×14-(6+12+18)=20。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | statistics-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-236,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Foundation,fill-in,V4修复变式1236：填空：一组数据为 5，14，23，求这组数据的平均数。,,14,14,三数等差，中间数就是平均数，所以平均数为 14。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-237,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Core,short-answer,V4修复变式1237：解答：一组数据为 9，19，29，求这组数据的平均数。,,19,19,三数等差，中间数就是平均数，所以平均数为 19。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-238,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Challenge,multiple-choice,V4修复变式1238：选择：一组数据为 6，7，8，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。,16 | 14 | 17 | 15,15,15,原平均数为 (6+7+8)/3=7。加入 x 后平均数为 7+2=9，所以 x=4×9-(6+7+8)=15。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | statistics-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-239,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Foundation,fill-in,V4修复变式1239：填空：一组数据为 5，9，13，求这组数据的平均数。,,9,9,三数等差，中间数就是平均数，所以平均数为 9。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-240,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Core,short-answer,V4修复变式1240：解答：一组数据为 2，4，6，求这组数据的平均数。,,4,4,三数等差，中间数就是平均数，所以平均数为 4。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-241,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Challenge,multiple-choice,V4修复变式1241：选择：一组数据为 7，20，33，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。,29 | 27 | 30 | 28,28,28,原平均数为 (7+20+33)/3=20。加入 x 后平均数为 20+2=22，所以 x=4×22-(7+20+33)=28。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | statistics-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-242,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Foundation,fill-in,V4修复变式1242：填空：一组数据为 6，14，22，求这组数据的平均数。,,14,14,三数等差，中间数就是平均数，所以平均数为 14。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-243,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Core,short-answer,V4修复变式1243：解答：一组数据为 7，16，25，求这组数据的平均数。,,16,16,三数等差，中间数就是平均数，所以平均数为 16。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-244,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Challenge,multiple-choice,V4修复变式1244：选择：一组数据为 10，21，32，若再加入一个数 x 后，四个数平均数比原平均数大 2，求 x。,28 | 31 | 29 | 30,29,29,原平均数为 (10+21+32)/3=21。加入 x 后平均数为 21+2=23，所以 x=4×23-(10+21+32)=29。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,V4 remediated candidate row; issue classes addressed: difficulty-rigor-p2 | statistics-richness. Original V4 package remains frozen; S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-245,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Foundation,fill-in,V4修复变式1245：填空：一组数据为 9，17，25，求这组数据的平均数。,,17,17,三数等差，中间数就是平均数，所以平均数为 17。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
hjb-high-ds-v4-s6-246,S6,hjb-high-s6-成对数据的统计分析,成对数据的统计分析,选择性必修 第二册,成对数据的统计分析,bivariate-data | correlation | linear-regression | independence-test,Core,short-answer,V4修复变式1246：解答：一组数据为 12，17，22，求这组数据的平均数。,,17,17,三数等差，中间数就是平均数，所以平均数为 17。,hjb-high-selective-2-bivariate-data,hjb-high-selective-2-bivariate-data-unit-core | hjb-high-selective-2-bivariate-data-unit-challenge | pep-high-exam-bivariate-data,passed-auto-source-scan,pending-manual,pending-manual,V4 remediated candidate row; prompt prefix normalized from frozen V4 baseline to clear exact-duplicate gate while preserving row mathematics. S18 manual re-review required before app integration.
