questionId,grade,volume,chapter,topicId,topicZh,questionType,difficulty,batch,promptZh,answer,illustrationTier,wideScopeCandidate,illustrationCategory,reusableTemplateKey,suggestedImageKind,exactMathLabelsNeeded,generationPriority,gptImage2Notes,sourceDistanceStatus,mathQaStatus,terminologyQaStatus,topicOrder
hjb-high-ds-v4-s6-148,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,multiple-choice,Exam,hjb-v4-remediated,V4修复变式1148：选择：从 8 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？,168,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:multiple-choice,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual-re-review,pending-manual-re-review,19
hjb-high-ds-v1-s6-077,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v1,变式1077：填空：从 4 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,6,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-080,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v1,变式1080：填空：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,45,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-083,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v1,变式1083：填空：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,45,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-086,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v1,变式1086：填空：从 6 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,15,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-089,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v1,变式1089：填空：从 8 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,28,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-092,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v1,变式1092：填空：从 8 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,28,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-095,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v1,变式1095：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,66,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-098,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v1,变式1098：填空：从 9 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,36,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-101,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v1,变式1101：填空：从 8 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,28,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-104,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v1,变式1104：填空：从 13 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,78,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-107,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v1,变式1107：填空：从 4 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,6,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-110,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v1,变式1110：填空：从 7 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,21,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-113,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v1,变式1113：填空：从 13 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,78,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-116,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v1,变式1116：填空：从 9 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,36,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-119,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v1,变式1119：填空：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,45,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-122,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v1,变式1122：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,66,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-125,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v1,变式1125：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,66,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-128,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v1,变式1128：填空：从 3 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,3,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-131,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v1,变式1131：填空：从 6 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,15,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-134,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v1,变式1134：填空：从 9 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,36,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-137,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v1,变式1137：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,66,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-140,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v1,变式1140：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,66,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-143,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v1,变式1143：填空：从 6 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,15,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-146,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v1,变式1146：填空：从 13 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,78,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v1-s6-149,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v1,变式1149：填空：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,45,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-077,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v2,二轮变式1077：填空：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,45,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-080,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v2,二轮变式1080：填空：从 7 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,21,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-083,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v2,二轮变式1083：填空：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,45,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-086,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v2,二轮变式1086：填空：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,45,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-089,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v2,二轮变式1089：填空：从 5 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,10,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-092,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v2,二轮变式1092：填空：从 11 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,55,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-095,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v2,二轮变式1095：填空：从 8 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,28,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-098,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v2,二轮变式1098：填空：从 9 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,36,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-101,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v2,二轮变式1101：填空：从 3 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,3,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-104,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v2,二轮变式1104：填空：从 7 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,21,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-107,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v2,二轮变式1107：填空：从 5 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,10,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-110,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v2,二轮变式1110：填空：从 7 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,21,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-113,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v2,二轮变式1113：填空：从 4 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,6,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-116,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v2,二轮变式1116：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,66,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-119,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v2,二轮变式1119：填空：从 13 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,78,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-122,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v2,二轮变式1122：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,66,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-125,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v2,二轮变式1125：填空：从 3 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,3,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-128,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v2,二轮变式1128：填空：从 6 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,15,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-131,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v2,二轮变式1131：填空：从 5 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,10,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-134,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v2,二轮变式1134：填空：从 4 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,6,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-137,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v2,二轮变式1137：填空：从 8 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,28,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-140,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v2,二轮变式1140：填空：从 10 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,45,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-143,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Foundation,hjb-v2,二轮变式1143：填空：从 12 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,66,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-146,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Challenge,hjb-v2,二轮变式1146：填空：从 3 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,3,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v2-s6-149,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v2,二轮变式1149：填空：从 9 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,36,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v3-s6-077,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Core,hjb-v3-remediated,V3修复变式1077：填空：从 3 个不同元素中选 2 个组成一个无序组合，共有多少种选法？,3,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
hjb-high-ds-v3-s6-080,S6,选择性必修 第二册,计数原理,hjb-high-s6-计数原理,计数原理,fill-in,Exam,hjb-v3-remediated,V3修复变式1080：填空：从 13 个不同元素中先选 2 个组成无序小组，再从余下元素中选 1 个作观察员，共有多少种安排？,858,P2,yes,计数原理分支/槽位图,P2:counting-branches-slots:fill-in,branching tree or arrangement-slot diagram,"yes: item counts, branch names, slot labels, and formulas should be deterministic overlays",2_medium,适合排列组合、分步计数和选法结构；数字和公式后续覆盖。,passed-auto-source-scan,pending-manual,pending-manual,19
