batch,questionId,grade,topicId,type,difficulty,qualityScore,knowledgeMatchScore,solvabilityScore,overallScore,evidenceCardIds,examPatternCardIds,riskFlags,reviewRecommendation
rag-v3,pep-high-s5-rag3-sa-082,S5,pep-high-s5-conics,short-answer,Exam,92,100,100,97.3,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster,sample-review
rag-v3,pep-high-s5-rag3-sa-083,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-084,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-085,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-086,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-087,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-088,S5,pep-high-s5-conics,short-answer,Exam,92,100,100,97.3,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster,sample-review
rag-v3,pep-high-s5-rag3-sa-089,S5,pep-high-s5-conics,short-answer,Exam,92,100,100,97.3,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster,sample-review
rag-v3,pep-high-s5-rag3-sa-090,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-091,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-092,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-093,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-094,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-095,S5,pep-high-s5-conics,short-answer,Exam,92,100,100,97.3,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster,sample-review
rag-v3,pep-high-s5-rag3-sa-096,S5,pep-high-s5-conics,short-answer,Exam,92,100,100,97.3,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,near-duplicate-template-cluster,sample-review
rag-v3,pep-high-s5-rag3-sa-097,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-098,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-099,S5,pep-high-s5-conics,short-answer,Exam,100,100,100,100,pep-high-conic-sections|pep-high-lines-circles,pep-high-exam-conics-analytic-geometry|pep-high-exam-analytic-lines-circles,,pass
rag-v3,pep-high-s5-rag3-sa-100,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-101,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-102,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-103,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-104,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-105,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-106,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-107,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-108,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-109,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-110,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-111,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-112,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-113,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-114,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-115,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-116,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-117,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-118,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-119,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-120,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-121,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-122,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-123,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-124,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-125,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-126,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-127,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-128,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-129,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-130,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-131,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-132,S5,pep-high-s5-sequences,short-answer,Exam,100,100,100,100,pep-high-sequences,pep-high-exam-sequences-recursion,,pass
rag-v3,pep-high-s5-rag3-sa-133,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-134,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-135,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-136,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-137,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,100,97.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,near-duplicate-template-cluster,sample-review
rag-v3,pep-high-s5-rag3-sa-138,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-139,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-140,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-141,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-142,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-143,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-144,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,100,97.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,near-duplicate-template-cluster,sample-review
rag-v3,pep-high-s5-rag3-sa-145,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-146,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-147,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-148,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-149,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-150,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-151,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,100,97.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,near-duplicate-template-cluster,sample-review
rag-v3,pep-high-s5-rag3-sa-152,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-153,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-154,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-155,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-156,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-157,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-158,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,100,97.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,near-duplicate-template-cluster,sample-review
rag-v3,pep-high-s5-rag3-sa-159,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-160,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-161,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-162,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-163,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-164,S5,pep-high-s5-derivatives,short-answer,Exam,100,100,100,100,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,,pass
rag-v3,pep-high-s5-rag3-sa-165,S5,pep-high-s5-derivatives,short-answer,Exam,92,100,100,97.3,pep-high-derivatives-applications|pep-high-basic-inequality-optimization|pep-high-derivatives-tangent-zeros-inequalities,pep-high-exam-derivatives-optimization|pep-high-exam-functions-parameters,near-duplicate-template-cluster,sample-review
rag-v3,pep-high-s6-rag3-mc-001,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-002,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-003,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-004,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-005,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-006,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-007,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-008,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-009,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-010,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-011,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-012,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-013,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-014,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-015,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-016,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-017,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-018,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-019,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-020,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-021,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-022,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-023,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-024,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-025,S6,pep-high-s6-counting,multiple-choice,Exam,100,100,100,100,pep-high-counting-principles,pep-high-exam-counting-distributions|pep-high-exam-counting-method-taxonomy,,pass
rag-v3,pep-high-s6-rag3-mc-026,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-027,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-028,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-029,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-030,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-031,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-032,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-033,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-034,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-035,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-036,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
rag-v3,pep-high-s6-rag3-mc-037,S6,pep-high-s6-random-variables,multiple-choice,Exam,100,100,100,100,pep-high-random-variables-distributions|pep-high-conditional-probability-distributions,pep-high-exam-counting-distributions|pep-high-exam-conditional-probability-models,,pass
