id,bank,grade,type,gradeAppropriate,solvable,answerCorrect,display,notes
hjb-high-ds-v2-s5-043,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-044,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-045,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-046,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-047,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-048,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-049,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-050,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-051,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-052,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-053,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-054,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-055,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-111,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-112,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-113,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-114,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-115,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-116,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-117,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-118,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-119,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-120,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-121,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-122,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-123,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-124,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-125,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-126,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-127,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-128,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-129,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-130,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-131,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-132,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-133,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-134,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-135,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-136,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-137,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-138,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-139,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-140,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-141,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-142,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-143,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-144,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-145,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-146,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-147,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-148,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-149,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-150,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-151,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-152,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-153,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-154,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-155,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-156,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-157,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-158,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-159,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-160,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-161,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-162,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-163,MAINLAND/MAINLAND_HJB,S5,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-164,MAINLAND/MAINLAND_HJB,S5,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s5-165,MAINLAND/MAINLAND_HJB,S5,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-151,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-152,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-153,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-154,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-155,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-156,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-157,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-158,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-159,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-160,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-161,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-162,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-163,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-164,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-165,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-166,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-167,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-168,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-169,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-170,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-171,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-172,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-173,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-174,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-175,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-176,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-177,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-178,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-179,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-180,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-181,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-182,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-183,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-184,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-185,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-186,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-187,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-188,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-189,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-190,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-191,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-192,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-193,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-194,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-195,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-196,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-197,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-198,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-199,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-200,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-201,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-202,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-203,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-204,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-205,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-206,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-207,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-208,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-209,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-210,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-211,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-212,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-213,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-214,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-215,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-216,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-217,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-218,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-219,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-220,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-221,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-222,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-223,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-224,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-225,MAINLAND/MAINLAND_HJB,S6,short-answer,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-441,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-442,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-443,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-444,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-445,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-446,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-447,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-448,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-449,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-450,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-451,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-452,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-453,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-454,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-455,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-456,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-457,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-458,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-459,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-460,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-461,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-462,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-463,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-464,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-465,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-466,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-467,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-468,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-469,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-470,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-471,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-472,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-473,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-474,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-475,MAINLAND/MAINLAND_HJB,S6,fill-in,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-476,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-477,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-478,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-479,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
hjb-high-ds-v2-s6-480,MAINLAND/MAINLAND_HJB,S6,multiple-choice,pass,pass,pass,fail-en,HJB machine-mangled English (zh intact)
us-ca-g6-g12-v2-p6-c01-q05,US/US_CA_MATH,P6,fill-in,fail,pass,pass,pass,above-grade:function-notation
us-ca-g6-g12-v2-p6-c01-q10,US/US_CA_MATH,P6,multiple-choice,fail,pass,pass,pass,above-grade:function-notation
us-ca-g6-g12-v2-p6-c01-q15,US/US_CA_MATH,P6,short-answer,fail,pass,pass,pass,above-grade:function-notation
us-ca-g6-g12-v2-p6-c01-q20,US/US_CA_MATH,P6,fill-in,fail,pass,pass,pass,above-grade:function-notation
