questionId,grade,semester,topicId,unitTitle,questionType,difficulty,promptZhHans,answer,illustrationCategory,categoryLabelZh,illustrationPhase,gptImage2Batch,templateFamilyId,templateKey,normalizedPromptTemplate,suggestedImageKind,exactMathLabelsNeeded,notes
pep-junior-v2-s1-k04-fi-001,S1,lower,pep-junior-s1-lower-lines-coordinates,相交线、平行线与平面直角坐标系,fill-in,Core,两条平行直线被一条截线所截，一组同位角中一个角为89°，另一个同位角为____。,89°,plane_geometry,平面几何与三角函数,core,batch-1-core-plane-geometry,pep-junior-illustration-template-001,plane_geometry | pep-junior-s1-lower-lines-coordinates | fill-in | 两条平行直线被一条截线所截，N组同位角中N个角为#°，另N个同位角为____。,两条平行直线被一条截线所截，N组同位角中N个角为#°，另N个同位角为____。,plane geometry construction diagram,"yes: vertex labels, angle marks, side lengths, arcs, and congruence/similarity marks should be deterministic overlays",Prioritize this category first because geometry and trigonometry diagrams carry the highest instructional value.
pep-junior-v2-s2-k07-sa-007,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(9x+9)/(x+1)，并注明x不能等于什么。,9,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-008,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(2x+8)/(x+4)，并注明x不能等于什么。,2,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-009,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(3x+21)/(x+7)，并注明x不能等于什么。,3,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-010,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(4x+12)/(x+3)，并注明x不能等于什么。,4,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-011,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(5x+30)/(x+6)，并注明x不能等于什么。,5,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-012,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(6x+12)/(x+2)，并注明x不能等于什么。,6,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-013,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(7x+35)/(x+5)，并注明x不能等于什么。,7,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-014,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(8x+8)/(x+1)，并注明x不能等于什么。,8,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-015,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(9x+36)/(x+4)，并注明x不能等于什么。,9,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-016,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(2x+14)/(x+7)，并注明x不能等于什么。,2,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-017,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(3x+9)/(x+3)，并注明x不能等于什么。,3,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-018,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(4x+24)/(x+6)，并注明x不能等于什么。,4,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-019,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(5x+10)/(x+2)，并注明x不能等于什么。,5,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-020,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(6x+30)/(x+5)，并注明x不能等于什么。,6,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-021,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(7x+7)/(x+1)，并注明x不能等于什么。,7,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-022,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(8x+32)/(x+4)，并注明x不能等于什么。,8,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-023,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(9x+63)/(x+7)，并注明x不能等于什么。,9,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-024,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(2x+6)/(x+3)，并注明x不能等于什么。,2,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-025,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(3x+18)/(x+6)，并注明x不能等于什么。,3,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-026,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(4x+8)/(x+2)，并注明x不能等于什么。,4,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-027,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(5x+25)/(x+5)，并注明x不能等于什么。,5,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-028,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(6x+6)/(x+1)，并注明x不能等于什么。,6,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-029,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(7x+28)/(x+4)，并注明x不能等于什么。,7,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-030,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(8x+56)/(x+7)，并注明x不能等于什么。,8,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-031,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(9x+27)/(x+3)，并注明x不能等于什么。,9,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-032,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(2x+12)/(x+6)，并注明x不能等于什么。,2,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s2-k07-sa-033,S2,upper,pep-junior-s2-upper-polynomials-fractions,整式乘法、因式分解与分式,short-answer,Core,化简分式(3x+6)/(x+2)，并注明x不能等于什么。,3,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-034,text_only | pep-junior-s2-upper-polynomials-fractions | short-answer | 化简分式(#x+#)/(x+#)，并注明x不能等于什么。,化简分式(#x+#)/(x+#)，并注明x不能等于什么。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-001,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-12)(x-17)=0。,x=12或x=17,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-002,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-13)(x-19)=0。,x=13或x=19,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-003,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-14)(x-21)=0。,x=14或x=21,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-004,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-15)(x-23)=0。,x=15或x=23,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-005,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-16)(x-25)=0。,x=16或x=25,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-006,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-17)(x-27)=0。,x=17或x=27,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-007,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-18)(x-29)=0。,x=18或x=29,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-008,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-19)(x-31)=0。,x=19或x=31,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-009,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-20)(x-22)=0。,x=20或x=22,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-010,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-21)(x-24)=0。,x=21或x=24,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-011,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-22)(x-26)=0。,x=22或x=26,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-012,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-23)(x-28)=0。,x=23或x=28,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-013,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-1)(x-7)=0。,x=1或x=7,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-014,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-2)(x-9)=0。,x=2或x=9,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-015,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-3)(x-11)=0。,x=3或x=11,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-016,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-4)(x-13)=0。,x=4或x=13,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-017,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-5)(x-15)=0。,x=5或x=15,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-018,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-6)(x-17)=0。,x=6或x=17,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-019,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-7)(x-19)=0。,x=7或x=19,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-020,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-8)(x-10)=0。,x=8或x=10,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-021,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-9)(x-12)=0。,x=9或x=12,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-022,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-10)(x-14)=0。,x=10或x=14,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-023,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-11)(x-16)=0。,x=11或x=16,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-024,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-12)(x-18)=0。,x=12或x=18,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
pep-junior-v2-s3-k10-mc-025,S3,upper,pep-junior-s3-upper-quadratics-circle-probability,一元二次方程、二次函数、圆与概率初步,multiple-choice,Foundation,解方程：(x-13)(x-20)=0。,x=13或x=20,text_only,纯文字/代数题,not-needed,not-planned,pep-junior-illustration-template-035,text_only | pep-junior-s3-upper-quadratics-circle-probability | multiple-choice | 解方程：(x#)(x#)=#。,解方程：(x#)(x#)=#。,none,not applicable,Do not send to GPT Image2 unless a later pedagogy review chooses optional teaching art.
