sourceBatch,sourceFile,sourceBatchFileId,questionId,grade,semester,unitTitle,topicId,conceptIds,difficulty,type,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,evidenceCardIds,examPatternCardIds,independentAnswer,deterministicMathStatus,mathCorrectnessScore,curriculumFitScore,schemaScore,explanationScore,languageScore,diversityScore,sourceSafetyScore,overallScore,directLaunchCandidate,rewriteRecommended,reviewRecommendation,blockerFlags,riskFlags
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-165,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第165小组：一个长方体长6厘米、宽2厘米、高5厘米，体积是多少？,,60立方厘米,60立方厘米,长方体体积=长x宽x高，6x2x5=60立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review,60立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-166,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第166小组：一个长方体长7厘米、宽4厘米、高4厘米，体积是多少？,,112立方厘米,112立方厘米,长方体体积=长x宽x高，7x4x4=112立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples,112立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-167,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第167小组：一个长方体长8厘米、宽6厘米、高3厘米，体积是多少？,,144立方厘米,144立方厘米,长方体体积=长x宽x高，8x6x3=144立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties,144立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-168,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第168小组：一个长方体长3厘米、宽3厘米、高2厘米，体积是多少？,,18立方厘米,18立方厘米,长方体体积=长x宽x高，3x3x2=18立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract,18立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-169,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第169小组：一个长方体长4厘米、宽5厘米、高5厘米，体积是多少？,,100立方厘米,100立方厘米,长方体体积=长x宽x高，4x5x5=100立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume,100立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-170,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第170小组：一个长方体长5厘米、宽2厘米、高4厘米，体积是多少？,,40立方厘米,40立方厘米,长方体体积=长x宽x高，5x2x4=40立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review,40立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-171,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第171小组：一个长方体长6厘米、宽4厘米、高3厘米，体积是多少？,,72立方厘米,72立方厘米,长方体体积=长x宽x高，6x4x3=72立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples,72立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-172,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第172小组：一个长方体长7厘米、宽6厘米、高2厘米，体积是多少？,,84立方厘米,84立方厘米,长方体体积=长x宽x高，7x6x2=84立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties,84立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-173,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第173小组：一个长方体长8厘米、宽3厘米、高5厘米，体积是多少？,,120立方厘米,120立方厘米,长方体体积=长x宽x高，8x3x5=120立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract,120立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-174,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第174小组：一个长方体长3厘米、宽5厘米、高4厘米，体积是多少？,,60立方厘米,60立方厘米,长方体体积=长x宽x高，3x5x4=60立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume,60立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-175,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第175小组：一个长方体长4厘米、宽2厘米、高3厘米，体积是多少？,,24立方厘米,24立方厘米,长方体体积=长x宽x高，4x2x3=24立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review,24立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-176,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第176小组：一个长方体长5厘米、宽4厘米、高2厘米，体积是多少？,,40立方厘米,40立方厘米,长方体体积=长x宽x高，5x4x2=40立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples,40立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-177,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,阅读区有个长方体盒子，长7厘米、宽6厘米、高4厘米。它的体积是多少？,,168立方厘米,168立方厘米,长方体体积=长x宽x高，7x6x4=168立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties,168立方厘米,checked,100,100,100,100,100,100,100,100,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-178,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第178小组：一个长方体长7厘米、宽3厘米、高4厘米，体积是多少？,,84立方厘米,84立方厘米,长方体体积=长x宽x高，7x3x4=84立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract,84立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-179,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第179小组：一个长方体长8厘米、宽5厘米、高3厘米，体积是多少？,,120立方厘米,120立方厘米,长方体体积=长x宽x高，8x5x3=120立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume,120立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-180,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第180小组：一个长方体长3厘米、宽2厘米、高2厘米，体积是多少？,,12立方厘米,12立方厘米,长方体体积=长x宽x高，3x2x2=12立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review,12立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-181,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第181小组：一个长方体长4厘米、宽4厘米、高5厘米，体积是多少？,,80立方厘米,80立方厘米,长方体体积=长x宽x高，4x4x5=80立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples,80立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-182,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第182小组：一个长方体长5厘米、宽6厘米、高4厘米，体积是多少？,,120立方厘米,120立方厘米,长方体体积=长x宽x高，5x6x4=120立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties,120立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-183,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第183小组：一个长方体长6厘米、宽3厘米、高3厘米，体积是多少？,,54立方厘米,54立方厘米,长方体体积=长x宽x高，6x3x3=54立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract,54立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-184,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第184小组：一个长方体长7厘米、宽5厘米、高2厘米，体积是多少？,,70立方厘米,70立方厘米,长方体体积=长x宽x高，7x5x2=70立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume,70立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-185,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第185小组：一个长方体长8厘米、宽2厘米、高5厘米，体积是多少？,,80立方厘米,80立方厘米,长方体体积=长x宽x高，8x2x5=80立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review,80立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-186,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第186小组：一个长方体长3厘米、宽4厘米、高4厘米，体积是多少？,,48立方厘米,48立方厘米,长方体体积=长x宽x高，3x4x4=48立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples,48立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-187,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第187小组：一个长方体长4厘米、宽6厘米、高3厘米，体积是多少？,,72立方厘米,72立方厘米,长方体体积=长x宽x高，4x6x3=72立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties,72立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-188,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第188小组：一个长方体长5厘米、宽3厘米、高2厘米，体积是多少？,,30立方厘米,30立方厘米,长方体体积=长x宽x高，5x3x2=30立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract,30立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-189,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第189小组：一个长方体长6厘米、宽5厘米、高5厘米，体积是多少？,,150立方厘米,150立方厘米,长方体体积=长x宽x高，6x5x5=150立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume,150立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-190,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Challenge,short-answer,第190小组：一个长方体长7厘米、宽2厘米、高4厘米，体积是多少？,,56立方厘米,56立方厘米,长方体体积=长x宽x高，7x2x4=56立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review,56立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-191,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Exam,short-answer,第191小组：一个长方体长8厘米、宽4厘米、高3厘米，体积是多少？,,96立方厘米,96立方厘米,长方体体积=长x宽x高，8x4x3=96立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples,96立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-192,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Exam,short-answer,第192小组：一个长方体长3厘米、宽6厘米、高2厘米，体积是多少？,,36立方厘米,36立方厘米,长方体体积=长x宽x高，3x6x2=36立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties,36立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-193,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Exam,short-answer,第193小组：一个长方体长4厘米、宽3厘米、高5厘米，体积是多少？,,60立方厘米,60立方厘米,长方体体积=长x宽x高，4x3x5=60立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract,60立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-194,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Exam,short-answer,第194小组：一个长方体长5厘米、宽5厘米、高4厘米，体积是多少？,,100立方厘米,100立方厘米,长方体体积=长x宽x高，5x5x4=100立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume,100立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-195,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Exam,short-answer,第195小组：一个长方体长6厘米、宽2厘米、高3厘米，体积是多少？,,36立方厘米,36立方厘米,长方体体积=长x宽x高，6x2x3=36立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review,36立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-196,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Exam,short-answer,第196小组：一个长方体长7厘米、宽4厘米、高2厘米，体积是多少？,,56立方厘米,56立方厘米,长方体体积=长x宽x高，7x4x2=56立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples,56立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-197,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Exam,short-answer,第197小组：一个长方体长8厘米、宽6厘米、高5厘米，体积是多少？,,240立方厘米,240立方厘米,长方体体积=长x宽x高，8x6x5=240立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties,240立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-198,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Exam,short-answer,第198小组：一个长方体长3厘米、宽3厘米、高4厘米，体积是多少？,,36立方厘米,36立方厘米,长方体体积=长x宽x高，3x3x4=36立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract,36立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-199,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Exam,short-answer,第199小组：一个长方体长4厘米、宽5厘米、高3厘米，体积是多少？,,60立方厘米,60立方厘米,长方体体积=长x宽x高，4x5x3=60立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume,60立方厘米,checked,100,100,100,100,100,70,100,97,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p5-l-sa-200,P5,lower,长方体正方体与数据,pep-primary-p5-lower-volume-data,,Exam,short-answer,一块长方体积木的长、宽、高分别是7厘米、3厘米、2厘米，体积是多少立方厘米？,,42立方厘米,42立方厘米,长方体体积=长x宽x高，7x3x2=42立方厘米。,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review,42立方厘米,checked,100,100,100,100,100,100,100,100,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-001,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,小林有90张练习卡，完成了20%。完成了多少张？,18 | 23 | 13 | 72,18,18,20%表示20/100，所以90x20/100=18。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-fraction-ratio-operations,18,checked,100,100,100,100,80,100,100,98,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-002,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,晨晨有190张练习卡，完成了50%。完成了多少张？,100 | 90 | 96 | 95,95,95,50%表示50/100，所以190x50/100=95。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-circle-geometry,95,checked,100,100,100,100,80,100,100,98,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-003,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,科学桌准备90个材料，其中20%已经分类。已经分类多少个？,13 | 72 | 18 | 23,18,18,20%表示20/100，所以90x20/100=18。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-percent-data,18,checked,100,100,100,100,80,100,100,98,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-004,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,一份调查共有110人参加，50%选择了A项。选择A项的有多少人？,56 | 55 | 60 | 50,55,55,50%表示50/100，所以110x50/100=55。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-position-direction,55,checked,100,100,100,100,80,100,100,98,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-005,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,数学角准备170个材料，其中20%已经分类。已经分类多少个？,34 | 39 | 29 | 136,34,34,20%表示20/100，所以170x20/100=34。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-integrated-midterm-final,34,checked,100,100,100,100,80,100,100,98,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-006,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,一份调查共有190人参加，50%选择了A项。选择A项的有多少人？,100 | 90 | 96 | 95,95,95,50%表示50/100，所以190x50/100=95。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-challenge-problem-solving,95,checked,100,100,100,100,80,100,100,98,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-007,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,浩浩有90张练习卡，完成了20%。完成了多少张？,13 | 72 | 18 | 23,18,18,20%表示20/100，所以90x20/100=18。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-fraction-ratio-operations,18,checked,100,100,100,100,80,100,100,98,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-008,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,阅读区准备110个材料，其中50%已经分类。已经分类多少个？,56 | 55 | 60 | 50,55,55,50%表示50/100，所以110x50/100=55。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-circle-geometry,55,checked,100,100,100,100,80,100,100,98,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-009,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,一份调查共有130人参加，20%选择了A项。选择A项的有多少人？,26 | 31 | 21 | 104,26,26,20%表示20/100，所以130x20/100=26。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-percent-data,26,checked,100,100,100,100,80,100,100,98,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-010,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,晨晨有150张练习卡，完成了50%。完成了多少张？,80 | 70 | 76 | 75,75,75,50%表示50/100，所以150x50/100=75。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-position-direction,75,checked,100,100,100,100,80,100,100,98,true,false,pass,,
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-011,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,第11小组：190的50%是多少？,90 | 96 | 95 | 100,95,95,50%表示50/100，所以190x50/100=95。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-integrated-midterm-final,95,checked,100,100,100,100,60,78,100,93.8,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-012,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,第12小组：80的10%是多少？,72 | 8 | 13 | 3,8,8,10%表示10/100，所以80x10/100=8。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-challenge-problem-solving,8,checked,100,100,100,100,60,78,100,93.8,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-013,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,第13小组：90的20%是多少？,18 | 23 | 13 | 72,18,18,20%表示20/100，所以90x20/100=18。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-fraction-ratio-operations,18,checked,100,100,100,100,60,78,100,93.8,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-014,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,第14小组：100的25%是多少？,30 | 20 | 75 | 25,25,25,25%表示25/100，所以100x25/100=25。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-circle-geometry,25,checked,100,100,100,100,60,78,100,93.8,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-015,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,第15小组：110的50%是多少？,50 | 56 | 55 | 60,55,55,50%表示50/100，所以110x50/100=55。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-percent-data,55,checked,100,100,100,100,60,78,100,93.8,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-016,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,第16小组：120的10%是多少？,108 | 12 | 17 | 7,12,12,10%表示10/100，所以120x10/100=12。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-position-direction,12,checked,100,100,100,100,60,78,100,93.8,true,false,pass,,near-duplicate-template-cluster
local-1200,data/mainlandPepPrimaryQuestions.ts,primary-rag-v1,pep-primary-p6-u-mc-017,P6,upper,分数运算与百分数,pep-primary-p6-upper-percent-fractions,,Foundation,multiple-choice,第17小组：130的20%是多少？,26 | 31 | 21 | 104,26,26,20%表示20/100，所以130x20/100=26。,pep-primary-p6-upper-percent-position-data,pep-primary-p6-upper-paper-integrated-midterm-final,26,checked,100,100,100,100,60,78,100,93.8,true,false,pass,,near-duplicate-template-cluster
