questionId,grade,topicId,type,storedAnswer,acceptedAnswers,independentAnswer,solvableStatus,answerMatchStatus,confidence,issueType,recommendedAction,singleReviewApplied,note
pep-primary-p1-u-mc-001,P1,pep-primary-p1-upper-number-sense,multiple-choice,3,,3,pass,pass,high,none,pass,false,Stage A: 14-11=3，选项中有3，题目清晰可解。 | Stage B: 独立答案与题库答案一致
pep-primary-p5-l-sa-137,P5,pep-primary-p5-lower-factors-fractions,short-answer,5/11,,5/11,pass,pass,high,none,pass,false,Stage A: 同分母分数相加，3/11+2/11=5/11。 | Stage B: 答案一致
pep-primary-p5-l-sa-138,P5,pep-primary-p5-lower-factors-fractions,short-answer,1/3,,2/6,pass,pass,high,none,pass,false,Stage A: 同分母分数相加，1/6+1/6=2/6，可化简为1/3，但题目未要求化简，填2/6即可。 | Stage B: 独立答案2/6可约分为1/3，与题库答案等价
pep-primary-p5-l-sa-139,P5,pep-primary-p5-lower-factors-fractions,short-answer,5/7,,5/7,pass,pass,high,none,pass,false,Stage A: 同分母分数相加，2/7+3/7=5/7。 | Stage B: 答案一致
pep-primary-p5-l-sa-140,P5,pep-primary-p5-lower-factors-fractions,short-answer,5/8,,5/8,pass,pass,high,none,pass,false,Stage A: 同分母分数相加，3/8+2/8=5/8。 | Stage B: 答案一致
pep-primary-p5-l-sa-141,P5,pep-primary-p5-lower-factors-fractions,short-answer,2/9,,2/9,pass,pass,high,none,pass,false,Stage A: 同分母分数相加，分母不变，分子相加：1+1=2，结果为2/9。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-142,P5,pep-primary-p5-lower-factors-fractions,short-answer,1/2,,5/10,pass,pass,high,none,pass,false,Stage A: 同分母分数相加：2/10+3/10=5/10，可化简为1/2，但小学阶段可能保留5/10。 | Stage B: 独立答案5/10可约分为1/2，与题库答案等价
pep-primary-p5-l-sa-143,P5,pep-primary-p5-lower-factors-fractions,short-answer,5/11,,5/11,pass,pass,high,none,pass,false,Stage A: 同分母分数相加：3/11+2/11=5/11。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-144,P5,pep-primary-p5-lower-factors-fractions,short-answer,1/3,,2/6,pass,pass,high,none,pass,false,Stage A: 同分母分数相加：1/6+1/6=2/6，可化简为1/3，但小学阶段可能保留2/6。 | Stage B: 独立答案2/6可约分为1/3，与题库答案等价
pep-primary-p5-l-sa-145,P5,pep-primary-p5-lower-factors-fractions,short-answer,5/7,,5/7,pass,pass,high,none,pass,false,Stage A: 同分母分数相加：2/7+3/7=5/7。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-146,P5,pep-primary-p5-lower-factors-fractions,short-answer,5/8,,5/8,pass,pass,high,none,pass,false,Stage A: 同分母分数相加：3/8+2/8=5/8。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-147,P5,pep-primary-p5-lower-factors-fractions,short-answer,2/9,,2/9,pass,pass,high,none,pass,false,Stage A: 同分母分数相加：1/9+1/9=2/9。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-148,P5,pep-primary-p5-lower-factors-fractions,short-answer,1/2,,5/10,pass,pass,high,none,pass,false,Stage A: 同分母分数相加：2/10+3/10=5/10，可化简为1/2。 | Stage B: 独立答案5/10可约分为1/2，与题库答案等价
pep-primary-p5-l-sa-149,P5,pep-primary-p5-lower-factors-fractions,short-answer,5/11,,5/11,pass,pass,high,none,pass,false,Stage A: 同分母分数相加：3/11+2/11=5/11。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-150,P5,pep-primary-p5-lower-factors-fractions,short-answer,1/3,,2/6,pass,pass,high,none,pass,false,Stage A: 同分母分数相加：1/6+1/6=2/6，可化简为1/3。 | Stage B: 独立答案2/6可约分为1/3，与题库答案等价
pep-primary-p5-l-sa-151,P5,pep-primary-p5-lower-volume-data,short-answer,48立方厘米,,48立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=长×宽×高=4×4×3=48立方厘米。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-152,P5,pep-primary-p5-lower-volume-data,short-answer,60立方厘米,,60立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=5×6×2=60立方厘米。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-153,P5,pep-primary-p5-lower-volume-data,short-answer,90立方厘米,,90立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=6×3×5=90立方厘米。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-154,P5,pep-primary-p5-lower-volume-data,short-answer,56立方厘米,,56立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=7×4×2=56立方厘米。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-155,P5,pep-primary-p5-lower-volume-data,short-answer,48立方厘米,,48立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=8×2×3=48立方厘米。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-156,P5,pep-primary-p5-lower-volume-data,short-answer,24立方厘米,,24立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=3×4×2=24立方厘米。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-157,P5,pep-primary-p5-lower-volume-data,short-answer,120立方厘米,,120立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=4×6×5=120立方厘米。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-158,P5,pep-primary-p5-lower-volume-data,short-answer,60立方厘米,,60立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=5×3×4=60立方厘米。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-159,P5,pep-primary-p5-lower-volume-data,short-answer,90立方厘米,,90立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=6×5×3=90立方厘米。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-160,P5,pep-primary-p5-lower-volume-data,short-answer,28立方厘米,,28立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=7×2×2=28立方厘米。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-161,P5,pep-primary-p5-lower-volume-data,short-answer,160立方厘米,,160立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=8×4×5=160立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-162,P5,pep-primary-p5-lower-volume-data,short-answer,72立方厘米,,72立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=3×6×4=72立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-163,P5,pep-primary-p5-lower-volume-data,short-answer,36立方厘米,,36立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=4×3×3=36立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-164,P5,pep-primary-p5-lower-volume-data,short-answer,50立方厘米,,50立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=5×5×2=50立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-165,P5,pep-primary-p5-lower-volume-data,short-answer,60立方厘米,,60立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=6×2×5=60立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-166,P5,pep-primary-p5-lower-volume-data,short-answer,112立方厘米,,112立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=7×4×4=112立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-167,P5,pep-primary-p5-lower-volume-data,short-answer,144立方厘米,,144立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=8×6×3=144立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-168,P5,pep-primary-p5-lower-volume-data,short-answer,18立方厘米,,18立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=3×3×2=18立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-169,P5,pep-primary-p5-lower-volume-data,short-answer,100立方厘米,,100立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=4×5×5=100立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-170,P5,pep-primary-p5-lower-volume-data,short-answer,40立方厘米,,40立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=5×2×4=40立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-171,P5,pep-primary-p5-lower-volume-data,short-answer,72立方厘米,,72立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=6×4×3=72立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-172,P5,pep-primary-p5-lower-volume-data,short-answer,84立方厘米,,84立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=7×6×2=84立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-173,P5,pep-primary-p5-lower-volume-data,short-answer,120立方厘米,,120立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=8×3×5=120立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-174,P5,pep-primary-p5-lower-volume-data,short-answer,60立方厘米,,60立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=3×5×4=60立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-175,P5,pep-primary-p5-lower-volume-data,short-answer,24立方厘米,,24立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=4×2×3=24立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-176,P5,pep-primary-p5-lower-volume-data,short-answer,40立方厘米,,40立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=5×4×2=40立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-177,P5,pep-primary-p5-lower-volume-data,short-answer,168立方厘米,,168立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=7×6×4=168立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-178,P5,pep-primary-p5-lower-volume-data,short-answer,84立方厘米,,84立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=7×3×4=84立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-179,P5,pep-primary-p5-lower-volume-data,short-answer,120立方厘米,,120立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=8×5×3=120立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-180,P5,pep-primary-p5-lower-volume-data,short-answer,12立方厘米,,12立方厘米,pass,pass,high,none,pass,false,Stage A: 体积=3×2×2=12立方厘米，条件充分，计算明确。 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-181,P5,pep-primary-p5-lower-volume-data,short-answer,80立方厘米,,80立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=长×宽×高=4×4×5=80立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-182,P5,pep-primary-p5-lower-volume-data,short-answer,120立方厘米,,120立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=5×6×4=120立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-183,P5,pep-primary-p5-lower-volume-data,short-answer,54立方厘米,,54立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=6×3×3=54立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-184,P5,pep-primary-p5-lower-volume-data,short-answer,70立方厘米,,70立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=7×5×2=70立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-185,P5,pep-primary-p5-lower-volume-data,short-answer,80立方厘米,,80立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=8×2×5=80立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-186,P5,pep-primary-p5-lower-volume-data,short-answer,48立方厘米,,48立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=3×4×4=48立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-187,P5,pep-primary-p5-lower-volume-data,short-answer,72立方厘米,,72立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=4×6×3=72立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-188,P5,pep-primary-p5-lower-volume-data,short-answer,30立方厘米,,30立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=5×3×2=30立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-189,P5,pep-primary-p5-lower-volume-data,short-answer,150立方厘米,,150立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=6×5×5=150立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-190,P5,pep-primary-p5-lower-volume-data,short-answer,56立方厘米,,56立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=7×2×4=56立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-191,P5,pep-primary-p5-lower-volume-data,short-answer,96立方厘米,,96立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=8×4×3=96立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-192,P5,pep-primary-p5-lower-volume-data,short-answer,36立方厘米,,36立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=3×6×2=36立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-193,P5,pep-primary-p5-lower-volume-data,short-answer,60立方厘米,,60立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=4×3×5=60立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-194,P5,pep-primary-p5-lower-volume-data,short-answer,100立方厘米,,100立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=5×5×4=100立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-195,P5,pep-primary-p5-lower-volume-data,short-answer,36立方厘米,,36立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=6×2×3=36立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-196,P5,pep-primary-p5-lower-volume-data,short-answer,56立方厘米,,56立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=7×4×2=56立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-197,P5,pep-primary-p5-lower-volume-data,short-answer,240立方厘米,,240立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=8×6×5=240立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-198,P5,pep-primary-p5-lower-volume-data,short-answer,36立方厘米,,36立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=3×3×4=36立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-199,P5,pep-primary-p5-lower-volume-data,short-answer,60立方厘米,,60立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=4×5×3=60立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p5-l-sa-200,P5,pep-primary-p5-lower-volume-data,short-answer,42立方厘米,,42立方厘米,pass,pass,high,none,pass,false,Stage A: 长方体体积=7×3×2=42立方厘米 | Stage B: 独立答案与题库答案完全一致
pep-primary-p6-u-mc-001,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,18,,18,pass,pass,high,none,pass,false,Stage A: 90的20%是18，选项A正确。 | Stage B: 独立答案与题库答案一致，均为18。
pep-primary-p6-u-mc-002,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,95,,95,pass,pass,high,none,pass,false,Stage A: 190的50%是95，选项D正确。 | Stage B: 独立答案与题库答案一致，均为95。
pep-primary-p6-u-mc-003,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,18,,18,pass,pass,high,none,pass,false,Stage A: 90的20%是18，选项C正确。 | Stage B: 独立答案与题库答案一致，均为18。
pep-primary-p6-u-mc-004,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,55,,55,pass,pass,high,none,pass,false,Stage A: 110的50%是55，选项B正确。 | Stage B: 独立答案与题库答案一致，均为55。
pep-primary-p6-u-mc-005,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,34,,34,pass,pass,high,none,pass,false,Stage A: 170的20%是34，选项A正确。 | Stage B: 独立答案与题库答案一致，均为34。
pep-primary-p6-u-mc-006,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,95,,95,pass,pass,high,none,pass,false,Stage A: 190的50%是95，选项D正确。 | Stage B: 独立答案与题库答案一致，均为95。
pep-primary-p6-u-mc-007,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,18,,18,pass,pass,high,none,pass,false,Stage A: 90的20%是18，选项C正确。 | Stage B: 独立答案与题库答案一致，均为18。
pep-primary-p6-u-mc-008,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,55,,55,pass,pass,high,none,pass,false,Stage A: 110的50%是55，选项B正确。 | Stage B: 独立答案与题库答案一致，均为55。
pep-primary-p6-u-mc-009,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,26,,26,pass,pass,high,none,pass,false,Stage A: 130的20%是26，选项A正确。 | Stage B: 独立答案与题库答案一致，均为26。
pep-primary-p6-u-mc-010,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,75,,75,pass,pass,high,none,pass,false,Stage A: 150的50%是75，选项D正确。 | Stage B: 独立答案与题库答案一致，均为75。
pep-primary-p6-u-mc-011,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,95,,95,pass,pass,high,none,pass,false,Stage A: 190的50%是95，选项C正确。 | Stage B: 独立答案与题库答案一致，均为95。
pep-primary-p6-u-mc-012,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,8,,8,pass,pass,high,none,pass,false,Stage A: 80的10%是8，选项B正确。 | Stage B: 独立答案与题库答案一致，均为8。
pep-primary-p6-u-mc-013,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,18,,18,pass,pass,high,none,pass,false,Stage A: 90的20%是18，选项A正确。 | Stage B: 独立答案与题库答案一致，均为18。
pep-primary-p6-u-mc-014,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,25,,25,pass,pass,high,none,pass,false,Stage A: 100的25%是25，选项D正确。 | Stage B: 独立答案与题库答案一致，均为25。
pep-primary-p6-u-mc-015,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,55,,55,pass,pass,high,none,pass,false,Stage A: 110的50%是55，选项C正确。 | Stage B: 独立答案与题库答案一致，均为55。
pep-primary-p6-u-mc-016,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,12,,12,pass,pass,high,none,pass,false,Stage A: 120的10%是12，选项B正确。 | Stage B: 独立答案与题库答案一致，均为12。
pep-primary-p6-u-mc-017,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,26,,26,pass,pass,high,none,pass,false,Stage A: 130的20%是26，选项A正确。 | Stage B: 独立答案与题库答案一致，均为26。
pep-primary-p6-u-mc-018,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,35,,35,pass,pass,high,none,pass,false,Stage A: 140的25%是35，选项D正确。 | Stage B: 独立答案与题库答案一致，均为35。
pep-primary-p6-u-mc-019,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,75,,75,pass,pass,high,none,pass,false,Stage A: 150的50%是75，选项C正确。 | Stage B: 独立答案与题库答案一致，均为75。
pep-primary-p6-u-mc-020,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,16,,16,pass,pass,high,none,pass,false,Stage A: 160的10%是16，选项B正确。 | Stage B: 独立答案与题库答案一致，均为16。
pep-primary-p6-u-mc-021,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,45,,45,pass,pass,high,none,pass,false,Stage A: 180的25%是45，选项中有45。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-022,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,45,,45,pass,pass,high,none,pass,false,Stage A: 180的25%是45，选项中有45。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-023,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,95,,95,pass,pass,high,none,pass,false,Stage A: 190的50%是95，选项中有95。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-024,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,8,,8,pass,pass,high,none,pass,false,Stage A: 80的10%是8，选项中有8。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-025,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,18,,18,pass,pass,high,none,pass,false,Stage A: 90的20%是18，选项中有18。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-026,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,25,,25,pass,pass,high,none,pass,false,Stage A: 100的25%是25，选项中有25。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-027,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,55,,55,pass,pass,high,none,pass,false,Stage A: 110的50%是55，选项中有55。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-028,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,12,,12,pass,pass,high,none,pass,false,Stage A: 120的10%是12，选项中有12。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-029,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,26,,26,pass,pass,high,none,pass,false,Stage A: 130的20%是26，选项中有26。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-030,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,35,,35,pass,pass,high,none,pass,false,Stage A: 140的25%是35，选项中有35。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-031,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,75,,75,pass,pass,high,none,pass,false,Stage A: 150的50%是75，选项中有75。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-032,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,16,,16,pass,pass,high,none,pass,false,Stage A: 160的10%是16，选项中有16。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-033,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,34,,34,pass,pass,high,none,pass,false,Stage A: 170的20%是34，选项中有34。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-034,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,45,,45,pass,pass,high,none,pass,false,Stage A: 180的25%是45，选项中有45。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-035,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,95,,95,pass,pass,high,none,pass,false,Stage A: 190的50%是95，选项中有95。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-036,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,8,,8,pass,pass,high,none,pass,false,Stage A: 80的10%是8，选项中有8。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-037,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,18,,18,pass,pass,high,none,pass,false,Stage A: 90的20%是18，选项中有18。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-038,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,25,,25,pass,pass,high,none,pass,false,Stage A: 100的25%是25，选项中有25。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-039,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,55,,55,pass,pass,high,none,pass,false,Stage A: 110的50%是55，选项中有55。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-040,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,12,,12,pass,pass,high,none,pass,false,Stage A: 120的10%是12，选项中有12。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-041,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,75,,75,pass,pass,high,none,pass,false,Stage A: 150的50%是75，选项中有75。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-042,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,35,,35,pass,pass,high,none,pass,false,Stage A: 140的25%是35，选项中有35。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-043,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,75,,75,pass,pass,high,none,pass,false,Stage A: 150的50%是75，选项中有75。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-044,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,16,,16,pass,pass,high,none,pass,false,Stage A: 160的10%是16，选项中有16。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-045,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,34,,34,pass,pass,high,none,pass,false,Stage A: 170的20%是34，选项中有34。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-046,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,45,,45,pass,pass,high,none,pass,false,Stage A: 180的25%是45，选项中有45。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-047,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,95,,95,pass,pass,high,none,pass,false,Stage A: 190的50%是95，选项中有95。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-048,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,8,,8,pass,pass,high,none,pass,false,Stage A: 80的10%是8，选项中有8。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-049,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,18,,18,pass,pass,high,none,pass,false,Stage A: 90的20%是18，选项中有18。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-050,P6,pep-primary-p6-upper-percent-fractions,multiple-choice,25,,25,pass,pass,high,none,pass,false,Stage A: 100的25%是25，选项中有25。 | Stage B: 独立答案与题库答案一致
pep-primary-p6-u-mc-051,P6,pep-primary-p6-upper-coordinate-data,multiple-choice,"(-1, -2)",,"(-1, -2)",pass,pass,high,none,pass,false,"Stage A: 横坐标-1，纵坐标-2，数对为(-1, -2)。 | Stage B: 独立答案与题库答案一致"
pep-primary-p6-u-mc-052,P6,pep-primary-p6-upper-coordinate-data,multiple-choice,"(0, 0)",,"(0, 0)",pass,pass,high,option_mismatch,fix-question,true,"Stage A: 选项中有(0, 0)和(0, 0)1，后者可能是录入错误，正确答案应为(0, 0)。 | Stage B: 独立答案与题库答案一致，选项虽有异常但答案匹配 | 复审: 选项B为(0, 0)，选项A为(0, 0)1，后者明显为录入错误，正确答案(0, 0)对应选项B，题目可解，答案匹配。"
pep-primary-p6-u-mc-053,P6,pep-primary-p6-upper-coordinate-data,multiple-choice,"(1, 2)",,"(1, 2)",pass,pass,high,none,pass,false,"Stage A: 横坐标1，纵坐标2，数对为(1, 2)。 | Stage B: 独立答案与题库答案一致"
pep-primary-p6-u-mc-054,P6,pep-primary-p6-upper-coordinate-data,multiple-choice,"(2, -2)",,"(2, -2)",pass,pass,high,none,pass,false,"Stage A: 横坐标2，纵坐标-2，数对为(2, -2)。 | Stage B: 独立答案与题库答案一致"
pep-primary-p6-u-mc-055,P6,pep-primary-p6-upper-coordinate-data,multiple-choice,"(3, 0)",,"(3, 0)",pass,pass,high,none,pass,false,"Stage A: 横坐标3，纵坐标0，数对为(3, 0)。 | Stage B: 独立答案与题库答案一致"
