questionId,grade,batch,type,topic,topicId,storedAnswer,acceptedAnswers,independentAnswer,solvableStatus,answerMatchStatus,qaStatus,severity,sourceStatus,notes,recommendedAction
pep-high-s5-rag3-mc-139,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-140,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,24,24,24,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-141,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-142,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-143,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,2,2,2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-144,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,20,20,20,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-145,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-146,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,33,33,33,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-147,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,2,2,2,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-148,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-149,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-150,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,22,22,22,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-151,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,12,12,12,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-152,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-153,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-154,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,18,18,18,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-155,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-156,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,31,31,31,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-157,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,0,0,0,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-158,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,14,14,14,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-159,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-160,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,27,27,27,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-161,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,10,10,10,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-162,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-163,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-164,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,16,16,16,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-165,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,10,10,10,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-166,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,29,29,29,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-167,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-168,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,12,12,12,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-169,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-mc-170,S5,rag-v3,multiple-choice,一元函数的导数及其应用,pep-high-s5-derivatives,25,25,25,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-001,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,52,52,52,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-002,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,47,47,47,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-003,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,11,11,11,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-004,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,22,22,22,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-005,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,39,39,39,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-006,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,28,28,28,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-007,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,63,63,63,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-008,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,15,15,15,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-009,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,16,16,16,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-010,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,29,29,29,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-011,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,48,48,48,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-012,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,39,39,39,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-013,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,31,31,31,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-014,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,20,20,20,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-015,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,23,23,23,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-016,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,38,38,38,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-017,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,59,59,59,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-018,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-019,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,36,36,36,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-020,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,27,27,27,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-021,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,32,32,32,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-022,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,49,49,49,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-023,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,27,27,27,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-024,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,12,12,12,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-025,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,43,43,43,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-026,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,36,36,36,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-027,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,43,43,43,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-028,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,17,17,17,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-029,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,32,32,32,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-030,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,19,19,19,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-031,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,52,52,52,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-032,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,47,47,47,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-033,S5,rag-v3,fill-in,空间向量与立体几何,pep-high-s5-space-vectors,11,11,11,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-034,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-035,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-036,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-037,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-038,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-039,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-040,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-041,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-042,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-043,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-044,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-045,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-046,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-047,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-048,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-049,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-050,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-051,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-052,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-053,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-054,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-055,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-056,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-057,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-058,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-059,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-060,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-061,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-062,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-063,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-064,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,3,3,3,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-065,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-066,S5,rag-v3,fill-in,直线和圆的方程,pep-high-s5-lines-circles,5,5,5,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-067,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,12,12,12,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-068,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,16,16,16,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-069,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,20,20,20,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-070,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,45,45,45,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-071,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,55,55,55,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-072,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-073,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,21,21,21,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-074,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,27,27,27,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-075,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,33,33,33,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-076,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,60,60,60,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-077,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-078,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-079,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,32,32,32,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-080,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,40,40,40,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-081,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,48,48,48,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-082,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,12,12,12,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-083,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,16,16,16,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-084,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,20,20,20,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-085,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,45,45,45,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-086,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,55,55,55,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-087,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-088,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,21,21,21,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-089,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,27,27,27,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-090,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,33,33,33,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-091,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,60,60,60,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-092,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,7,7,7,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-093,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,9,9,9,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-094,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,32,32,32,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-095,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,40,40,40,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-096,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,48,48,48,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-097,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,12,12,12,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
pep-high-s5-rag3-fi-098,S5,rag-v3,fill-in,圆锥曲线的方程,pep-high-s5-conics,16,16,16,pass,pass,pass,none,pass,OK,No blocking action; include in grade/batch/type pass-sample review before external quality claims.
