questionId,grade,family,needLevel,illustrationKind,priority,promptZhHans,imageBriefZhHans
pep-primary-p6-u-fi-071,P6,coordinate-data,core,coordinate-plane,P1,第71小组：点A的横坐标是-2，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第71小组：点A的横坐标是-2，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-072,P6,coordinate-data,core,coordinate-plane,P1,第72小组：点A的横坐标是-1，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第72小组：点A的横坐标是-1，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-073,P6,coordinate-data,core,coordinate-plane,P1,第73小组：点A的横坐标是0，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第73小组：点A的横坐标是0，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-074,P6,coordinate-data,core,coordinate-plane,P1,第74小组：点A的横坐标是1，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第74小组：点A的横坐标是1，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-075,P6,coordinate-data,core,coordinate-plane,P1,第75小组：点A的横坐标是2，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第75小组：点A的横坐标是2，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-076,P6,coordinate-data,core,coordinate-plane,P1,第76小组：点A的横坐标是3，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第76小组：点A的横坐标是3，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-077,P6,coordinate-data,core,coordinate-plane,P1,第77小组：点A的横坐标是-3，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第77小组：点A的横坐标是-3，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-078,P6,coordinate-data,core,coordinate-plane,P1,第78小组：点A的横坐标是-2，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第78小组：点A的横坐标是-2，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-079,P6,coordinate-data,core,coordinate-plane,P1,第79小组：点A的横坐标是-1，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第79小组：点A的横坐标是-1，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-080,P6,coordinate-data,core,coordinate-plane,P1,第80小组：点A的横坐标是0，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第80小组：点A的横坐标是0，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-081,P6,coordinate-data,core,coordinate-plane,P1,第81小组：点A的横坐标是1，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第81小组：点A的横坐标是1，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-082,P6,coordinate-data,core,coordinate-plane,P1,第82小组：点A的横坐标是2，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第82小组：点A的横坐标是2，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-083,P6,coordinate-data,core,coordinate-plane,P1,第83小组：点A的横坐标是3，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第83小组：点A的横坐标是3，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-084,P6,coordinate-data,core,coordinate-plane,P1,第84小组：点A的横坐标是-3，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第84小组：点A的横坐标是-3，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-085,P6,coordinate-data,core,coordinate-plane,P1,第85小组：点A的横坐标是-2，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第85小组：点A的横坐标是-2，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-086,P6,coordinate-data,core,coordinate-plane,P1,第86小组：点A的横坐标是-1，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第86小组：点A的横坐标是-1，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-087,P6,coordinate-data,core,coordinate-plane,P1,第87小组：点A的横坐标是0，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第87小组：点A的横坐标是0，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-088,P6,coordinate-data,core,coordinate-plane,P1,第88小组：点A的横坐标是1，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第88小组：点A的横坐标是1，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-089,P6,coordinate-data,core,coordinate-plane,P1,第89小组：点A的横坐标是2，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第89小组：点A的横坐标是2，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-090,P6,coordinate-data,core,coordinate-plane,P1,第90小组：点A的横坐标是3，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第90小组：点A的横坐标是3，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-091,P6,coordinate-data,core,coordinate-plane,P1,第91小组：点A的横坐标是-3，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第91小组：点A的横坐标是-3，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-092,P6,coordinate-data,core,coordinate-plane,P1,第92小组：点A的横坐标是-2，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第92小组：点A的横坐标是-2，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-093,P6,coordinate-data,core,coordinate-plane,P1,第93小组：点A的横坐标是-1，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第93小组：点A的横坐标是-1，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-094,P6,coordinate-data,core,coordinate-plane,P1,第94小组：点A的横坐标是0，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第94小组：点A的横坐标是0，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-095,P6,coordinate-data,core,coordinate-plane,P1,第95小组：点A的横坐标是1，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第95小组：点A的横坐标是1，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-096,P6,coordinate-data,core,coordinate-plane,P1,第96小组：点A的横坐标是2，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第96小组：点A的横坐标是2，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-097,P6,coordinate-data,core,coordinate-plane,P1,第97小组：点A的横坐标是3，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第97小组：点A的横坐标是3，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-098,P6,coordinate-data,core,coordinate-plane,P1,第98小组：点A的横坐标是-3，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第98小组：点A的横坐标是-3，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-099,P6,coordinate-data,core,coordinate-plane,P1,第99小组：点A的横坐标是-2，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第99小组：点A的横坐标是-2，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-fi-100,P6,coordinate-data,core,coordinate-plane,P1,第100小组：点A的横坐标是-1，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第100小组：点A的横坐标是-1，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-mc-051,P6,coordinate-data,core,coordinate-plane,P1,第51小组：点A的横坐标是-1，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第51小组：点A的横坐标是-1，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-mc-052,P6,coordinate-data,core,coordinate-plane,P1,第52小组：点A的横坐标是0，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第52小组：点A的横坐标是0，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-mc-053,P6,coordinate-data,core,coordinate-plane,P1,第53小组：点A的横坐标是1，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第53小组：点A的横坐标是1，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-mc-054,P6,coordinate-data,core,coordinate-plane,P1,第54小组：点A的横坐标是2，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第54小组：点A的横坐标是2，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-mc-055,P6,coordinate-data,core,coordinate-plane,P1,第55小组：点A的横坐标是3，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第55小组：点A的横坐标是3，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-mc-056,P6,coordinate-data,core,coordinate-plane,P1,第56小组：点A的横坐标是-3，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第56小组：点A的横坐标是-3，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-mc-057,P6,coordinate-data,core,coordinate-plane,P1,第57小组：点A的横坐标是-2，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第57小组：点A的横坐标是-2，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-mc-058,P6,coordinate-data,core,coordinate-plane,P1,第58小组：点A的横坐标是-1，纵坐标是0，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第58小组：点A的横坐标是-1，纵坐标是0，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-mc-059,P6,coordinate-data,core,coordinate-plane,P1,第59小组：点A的横坐标是0，纵坐标是2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第59小组：点A的横坐标是0，纵坐标是2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-u-mc-060,P6,coordinate-data,core,coordinate-plane,P1,第60小组：点A的横坐标是1，纵坐标是-2，请写出它的数对。,为人教版小学数学“位置与数据表达”题目生成一张坐标平面/数对/方向题目插图。题干：第60小组：点A的横坐标是1，纵坐标是-2，请写出它的数对。画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-101,P6,ratio-proportion,recommended,ratio-bar,P2,乐乐把30升饮料按2:3分成两份，较大的那份是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：乐乐把30升饮料按2:3分成两份，较大的那份是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-102,P6,ratio-proportion,recommended,ratio-bar,P2,运动场有15米彩带，按2:3剪成两段，较长的一段是多少米？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：运动场有15米彩带，按2:3剪成两段，较长的一段是多少米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-103,P6,ratio-proportion,recommended,ratio-bar,P2,婷婷把25个奖章按2:3分给两组，人数多的一组分到多少个？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：婷婷把25个奖章按2:3分给两组，人数多的一组分到多少个？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-104,P6,ratio-proportion,recommended,ratio-bar,P2,第104小组：把30升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第104小组：把30升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-105,P6,ratio-proportion,recommended,ratio-bar,P2,第105小组：把10升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第105小组：把10升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-106,P6,ratio-proportion,recommended,ratio-bar,P2,第106小组：把15升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第106小组：把15升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-107,P6,ratio-proportion,recommended,ratio-bar,P2,第107小组：把20升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第107小组：把20升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-108,P6,ratio-proportion,recommended,ratio-bar,P2,第108小组：把25升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第108小组：把25升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-109,P6,ratio-proportion,recommended,ratio-bar,P2,第109小组：把30升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第109小组：把30升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-110,P6,ratio-proportion,recommended,ratio-bar,P2,第110小组：把10升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第110小组：把10升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-111,P6,ratio-proportion,recommended,ratio-bar,P2,浩浩把20升饮料按2:3分成两份，较大的那份是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：浩浩把20升饮料按2:3分成两份，较大的那份是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-112,P6,ratio-proportion,recommended,ratio-bar,P2,第112小组：把20升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第112小组：把20升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-113,P6,ratio-proportion,recommended,ratio-bar,P2,第113小组：把25升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第113小组：把25升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-114,P6,ratio-proportion,recommended,ratio-bar,P2,第114小组：把30升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第114小组：把30升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-115,P6,ratio-proportion,recommended,ratio-bar,P2,第115小组：把10升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第115小组：把10升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-116,P6,ratio-proportion,recommended,ratio-bar,P2,第116小组：把15升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第116小组：把15升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-117,P6,ratio-proportion,recommended,ratio-bar,P2,第117小组：把20升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第117小组：把20升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-118,P6,ratio-proportion,recommended,ratio-bar,P2,第118小组：把25升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第118小组：把25升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-119,P6,ratio-proportion,recommended,ratio-bar,P2,第119小组：把30升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第119小组：把30升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-120,P6,ratio-proportion,recommended,ratio-bar,P2,第120小组：把10升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第120小组：把10升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-121,P6,ratio-proportion,recommended,ratio-bar,P2,图书角有25米彩带，按2:3剪成两段，较长的一段是多少米？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：图书角有25米彩带，按2:3剪成两段，较长的一段是多少米？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-122,P6,ratio-proportion,recommended,ratio-bar,P2,第122小组：把20升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第122小组：把20升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-123,P6,ratio-proportion,recommended,ratio-bar,P2,第123小组：把25升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第123小组：把25升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-124,P6,ratio-proportion,recommended,ratio-bar,P2,第124小组：把30升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第124小组：把30升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-125,P6,ratio-proportion,recommended,ratio-bar,P2,第125小组：把10升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第125小组：把10升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-126,P6,ratio-proportion,recommended,ratio-bar,P2,第126小组：把15升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第126小组：把15升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
pep-primary-p6-l-fi-127,P6,ratio-proportion,recommended,ratio-bar,P2,第127小组：把20升饮料按2:3分成两部分，较大的部分是多少升？,为人教版小学数学“比、比例与比例尺”题目生成一张比/比例/线段图题目插图。题干：第127小组：把20升饮料按2:3分成两部分，较大的部分是多少升？画面要求：原创、儿童友好、清晰留白、不要教材页截图、不要品牌标识、不要生成答案；精确数字和公式后续可由程序叠加。
