blindId,grade,semester,type,difficulty,promptZhHans,optionsZhHans,answer,acceptedAnswers,explanationZhHans,reviewerMathCorrectness,reviewerGradeFit,reviewerLanguageQuality,reviewerExplanationQuality,reviewerClassroomUsability,reviewerTemplateFeel,reviewerNotes
MPPQ-320,P4,upper,multiple-choice,Foundation,第10小组：计算：22x20=？,462 | 418 | 42 | 440,440,440,按乘法计算可得22x20=440。,,,,,,,
MPPQ-321,P5,lower,fill-in,Challenge,小明想用36个棱长为1厘米的小正方体拼成一个长方体，共有多少种不同的拼法？（拼法由长、宽、高决定，交换长宽高视为同一种拼法）,,8,8 | 8种,因为36=1×1×36，1×2×18，1×3×12，1×4×9，1×6×6，2×2×9，2×3×6，3×3×4。共8种不同的长方体。,,,,,,,
MPPQ-322,P5,lower,fill-in,Core,第104小组：计算：3/8+2/8=？,,5/8,5/8,分母相同，分子相加：5/8=5/8。,,,,,,,
MPPQ-323,P5,lower,fill-in,Core,在20以内的自然数中，既是质数又是偶数的数是（  ），最小的合数是（  ）。,,2；4,2；4,质数中只有2是偶数，所以第一个空填2。合数是指除了1和本身还有其他因数的数，最小的合数是4。,,,,,,,
MPPQ-324,P5,lower,short-answer,Challenge,第161小组：一个长方体长8厘米、宽4厘米、高5厘米，体积是多少？,,160立方厘米,160立方厘米,长方体体积=长x宽x高，8x4x5=160立方厘米。,,,,,,,
MPPQ-325,P5,lower,fill-in,Exam,计算 5/8 + 1/6，结果用最简分数表示。,,19/24,19/24,异分母分数加法，先通分。8 和 6 的最小公倍数是 24。5/8 = 15/24，1/6 = 4/24。15/24 + 4/24 = 19/24。19/24 已经是最简分数。,,,,,,,
MPPQ-326,P5,lower,short-answer,Core,第134小组：计算：3/8+2/8=？,,5/8,5/8,分母相同，分子相加：5/8=5/8。,,,,,,,
MPPQ-327,P5,lower,fill-in,Foundation,下面是某市2023年1～6月的平均气温统计图（折线图描述）：1月5°C，2月8°C，3月12°C，4月18°C，5月23°C，6月28°C。从1月到6月，平均气温上升了______°C。,,23,23,6月气温28°C，1月气温5°C，上升了28-5=23°C。,,,,,,,
MPPQ-328,P5,lower,short-answer,Exam,第191小组：一个长方体长8厘米、宽4厘米、高3厘米，体积是多少？,,96立方厘米,96立方厘米,长方体体积=长x宽x高，8x4x3=96立方厘米。,,,,,,,
MPPQ-329,P5,lower,multiple-choice,Challenge,小明看一本书，第一天看了全书的1/4，第二天看了全书的2/5。两天一共看了全书的几分之几？第二天比第一天多看了全书的几分之几？正确的算式和结果是：,1/4 + 2/5 = 13/20，2/5 - 1/4 = 3/20 | 1/4 + 2/5 = 3/9，2/5 - 1/4 = 1/1 | 1/4 + 2/5 = 3/20，2/5 - 1/4 = 13/20 | 1/4 + 2/5 = 13/20，2/5 - 1/4 = 1/20,1/4 + 2/5 = 13/20，2/5 - 1/4 = 3/20,1/4 + 2/5 = 13/20，2/5 - 1/4 = 3/20,两天一共：1/4+2/5=5/20+8/20=13/20。第二天比第一天多：2/5-1/4=8/20-5/20=3/20。选项A正确。,,,,,,,
MPPQ-330,P5,upper,fill-in,Core,第64小组：一个三角形的底是10厘米，高是4厘米，面积是多少？,,20平方厘米,20平方厘米,三角形面积=底x高÷2，10x4÷2=20平方厘米。,,,,,,,
MPPQ-331,P5,lower,multiple-choice,Core,一根绳子长3米，第一次用去1/4米，第二次用去2/5米。两次一共用去多少米？,13/20米 | 7/9米 | 3/20米 | 11/20米,13/20米,13/20米,1/4+2/5=5/20+8/20=13/20（米）。,,,,,,,
MPPQ-332,P5,upper,multiple-choice,Foundation,第8小组：解方程：5x+10=25。x是多少？,15 | 3 | 4 | 2,3,3,先算25-10=15，再算15÷5=3。,,,,,,,
MPPQ-333,P5,lower,multiple-choice,Exam,下面哪个数既是2的倍数，又是3的倍数？,45 | 60 | 75 | 90,60,60,2的倍数末尾是0、2、4、6、8；3的倍数各位数字之和是3的倍数。60末尾是0，是2的倍数；6+0=6，是3的倍数。其他数不满足。,,,,,,,
MPPQ-334,P5,lower,fill-in,Core,第105小组：计算：1/9+1/9=？,,2/9,2/9,分母相同，分子相加：2/9=2/9。,,,,,,,
MPPQ-335,P5,lower,multiple-choice,Foundation,下面哪个分数与 \frac{3}{5} 相等？,\frac{6}{10} | \frac{9}{20} | \frac{12}{15} | \frac{15}{25},\frac{6}{10},\frac{6}{10},\frac{3}{5} 的分子分母同时乘2得 \frac{6}{10}，其他选项化简后不等于 \frac{3}{5}。,,,,,,,
MPPQ-336,P5,lower,short-answer,Challenge,第162小组：一个长方体长3厘米、宽6厘米、高4厘米，体积是多少？,,72立方厘米,72立方厘米,长方体体积=长x宽x高，3x6x4=72立方厘米。,,,,,,,
MPPQ-337,P5,lower,short-answer,Challenge,下面是某城市2022年1~6月的月平均气温统计图（单位：℃）：1月2℃，2月5℃，3月10℃，4月15℃，5月20℃，6月25℃。请回答：哪个月气温上升最快？上升了多少摄氏度？,,3月上升最快，上升了5℃,3月上升最快，上升了5℃ | 3月上升最快，上升了5摄氏度 | 3月上升最快，5℃ | 3月上升最快，5摄氏度,计算相邻月温差：2月-1月=3℃，3月-2月=5℃，4月-3月=5℃，5月-4月=5℃，6月-5月=5℃。3月上升5℃，与后面几个月相同，但3月是从5℃到10℃，上升幅度最大。,,,,,,,
MPPQ-338,P5,lower,short-answer,Core,第135小组：计算：1/9+1/9=？,,2/9,2/9,分母相同，分子相加：2/9=2/9。,,,,,,,
MPPQ-339,P5,lower,short-answer,Core,一个正方体的棱长是 5 厘米，它的体积是多少立方厘米？,,125,125,正方体体积 = 棱长 × 棱长 × 棱长。5 × 5 × 5 = 125 立方厘米。,,,,,,,
MPPQ-340,P5,lower,short-answer,Exam,第192小组：一个长方体长3厘米、宽6厘米、高2厘米，体积是多少？,,36立方厘米,36立方厘米,长方体体积=长x宽x高，3x6x2=36立方厘米。,,,,,,,
MPPQ-341,P5,lower,short-answer,Exam,把分数3/5和5/8通分，并说明为什么通分后分数的大小不变。,,24/40和25/40,"24/40和25/40 | 24/40,25/40",3/5=3×8/5×8=24/40，5/8=5×5/8×5=25/40。因为分子分母同时乘相同的数，分数大小不变。,,,,,,,
MPPQ-342,P5,upper,fill-in,Core,第65小组：一个三角形的底是11厘米，高是6厘米，面积是多少？,,33平方厘米,33平方厘米,三角形面积=底x高÷2，11x6÷2=33平方厘米。,,,,,,,
MPPQ-343,P5,lower,short-answer,Foundation,把3/7和5/8通分，并比较大小。通分后：3/7 = （  ）/56，5/8 = （  ）/56，所以3/7 ○ 5/8（填“>”“<”或“=”）。,,24；35；<,24；35；<,7和8的最小公倍数是56。3/7 = (3×8)/(7×8) = 24/56；5/8 = (5×7)/(8×7) = 35/56。因为24/56 < 35/56，所以3/7 < 5/8。,,,,,,,
MPPQ-344,P5,upper,multiple-choice,Foundation,第9小组：解方程：6x+4=34。x是多少？,5 | 6 | 4 | 30,5,5,先算34-4=30，再算30÷6=5。,,,,,,,
MPPQ-345,P5,upper,fill-in,Challenge,计算 0.56 × 0.25 时，先按整数乘法算出 56 × 25 = 1400。两个因数中一共有（    ）位小数，就从积的右边起数出（    ）位，点上小数点，得到（    ）。,,"4, 4, 0.14","4, 4, 0.14",0.56 有两位小数，0.25 有两位小数，一共四位小数。从 1400 右边起数四位，得到 0.1400，化简为 0.14。,,,,,,,
MPPQ-346,P5,lower,fill-in,Core,第106小组：计算：2/10+3/10=？,,1/2,1/2,分母相同，分子相加：5/10=1/2。,,,,,,,
MPPQ-347,P5,upper,fill-in,Core,"在下面的○里填上“>”“<”或“=”。
4.8×0.99○4.8    5.04÷1.2○5.04    1.5÷0.25○1.5×4",,<；<；=,"<；<；= | <,<,=",一个数（0除外）乘小于1的数，积比原数小，所以4.8×0.99<4.8。一个数（0除外）除以大于1的数，商比原数小，所以5.04÷1.2<5.04。1.5÷0.25=6，1.5×4=6，所以相等。,,,,,,,
MPPQ-348,P5,lower,short-answer,Challenge,第163小组：一个长方体长4厘米、宽3厘米、高3厘米，体积是多少？,,36立方厘米,36立方厘米,长方体体积=长x宽x高，4x3x3=36立方厘米。,,,,,,,
MPPQ-349,P5,upper,fill-in,Exam,一个平行四边形相邻两条边的长度分别是 12 厘米和 8 厘米，其中一条高是 10 厘米。这个平行四边形的面积是（ ）平方厘米。,,80,80 | 80平方厘米,平行四边形的高小于等于斜边。若高10厘米对应底12厘米，则10<8不成立（斜边8小于高），所以高10厘米只能对应底8厘米。面积=8×10=80平方厘米。,,,,,,,
MPPQ-350,P5,lower,short-answer,Core,第136小组：计算：2/10+3/10=？,,1/2,1/2,分母相同，分子相加：5/10=1/2。,,,,,,,
MPPQ-351,P5,upper,fill-in,Foundation,学校食堂买来 a 千克大米，每天吃 b 千克，吃了 5 天。用式子表示剩下的大米质量。如果 a=50，b=6.5，还剩多少千克？,,a−5b；17.5千克,a−5b；17.5千克 | a-5b；17.5千克 | a-5b;17.5千克 | a−5b;17.5千克,剩下的大米质量=总质量−吃掉的质量。吃掉的质量=每天吃的质量×天数=b×5=5b。所以剩下 a−5b 千克。代入 a=50，b=6.5：50−5×6.5=50−32.5=17.5（千克）。,,,,,,,
MPPQ-352,P5,lower,short-answer,Exam,第193小组：一个长方体长4厘米、宽3厘米、高5厘米，体积是多少？,,60立方厘米,60立方厘米,长方体体积=长x宽x高，4x3x5=60立方厘米。,,,,,,,
MPPQ-353,P5,upper,multiple-choice,Challenge,方程 3x−8=16 的解与下面哪个方程的解相同？,3x+8=16 | 3(x−8)=16 | 3x=24 | x−8=16,3x=24,3x=24,解3x−8=16：两边同时加8得3x=24，两边同时除以3得x=8。选项A：3x=8，x=8/3；选项B：x−8=16/3，x=40/3；选项C：3x=24，x=8；选项D：x=24。所以与3x=24的解相同。,,,,,,,
MPPQ-354,P5,upper,fill-in,Core,第66小组：一个三角形的底是12厘米，高是8厘米，面积是多少？,,48平方厘米,48平方厘米,三角形面积=底x高÷2，12x8÷2=48平方厘米。,,,,,,,
MPPQ-355,P5,upper,multiple-choice,Core,下面哪个式子是方程？,3x + 5 > 12 | 4 + 7 = 11 | 2y - 6 = 10 | 8a + 3,2y - 6 = 10,2y - 6 = 10,方程是含有未知数的等式。A是不等式，B是等式但不含未知数，D不是等式，只有C是含有未知数y的等式。,,,,,,,
MPPQ-356,P5,upper,multiple-choice,Foundation,第10小组：解方程：2x+7=21。x是多少？,8 | 6 | 14 | 7,7,7,先算21-7=14，再算14÷2=7。,,,,,,,
MPPQ-357,P5,upper,multiple-choice,Exam,"小华在教室里的位置是第 4 列第 3 行，用数对 (4,3) 表示。他后面一个同学的位置用数对表示是（  ）。","(4,4) | (5,3) | (4,2) | (3,4)","(4,4)","(4,4)","数对中第一个数表示列，第二个数表示行。后面一个同学与小华在同一列，行数增加1，所以是第4列第4行，用数对(4,4)表示。",,,,,,,
MPPQ-358,P5,lower,fill-in,Core,第107小组：计算：3/11+2/11=？,,5/11,5/11,分母相同，分子相加：5/11=5/11。,,,,,,,
MPPQ-359,P5,upper,multiple-choice,Foundation,下面哪个式子是方程？,7.2÷x>3 | 4×2.5=10 | 2a+6=14 | 3x−5,2a+6=14,2a+6=14,方程是含有未知数的等式。A是不等式，B是等式但不含未知数，D是含未知数的式子但不是等式，只有C是含有未知数a的等式。,,,,,,,
MPPQ-360,P5,lower,short-answer,Challenge,第164小组：一个长方体长5厘米、宽5厘米、高2厘米，体积是多少？,,50立方厘米,50立方厘米,长方体体积=长x宽x高，5x5x2=50立方厘米。,,,,,,,
MPPQ-361,P5,upper,short-answer,Challenge,学校买了 5 个篮球和 8 个排球，一共用了 530 元。已知一个篮球比一个排球贵 15 元，篮球和排球的单价各是多少元？请写出等量关系，再列方程解答。,,篮球单价 50 元，排球单价 35 元,篮球单价 50 元，排球单价 35 元 | 篮球50元，排球35元 | 篮球50 排球35,等量关系：5×篮球单价 + 8×排球单价 = 530，篮球单价 = 排球单价 + 15。设排球单价为 x 元，则篮球单价为 x+15 元。列方程：5(x+15)+8x=530，5x+75+8x=530，13x=455，x=35。所以排球单价是 35 元，篮球单价是 35+15=50 元。检验：5×50+8×35=250+280=530。,,,,,,,
MPPQ-362,P5,lower,short-answer,Core,第137小组：计算：3/11+2/11=？,,5/11,5/11,分母相同，分子相加：5/11=5/11。,,,,,,,
MPPQ-363,P5,upper,short-answer,Core,一块梯形麦田，上底长32米，下底长48米，高25米。这块麦田的面积是多少平方米？请写出计算过程。,,1000平方米,1000平方米 | 1000 | (32+48)×25÷2=1000平方米 | (32+48)×25÷2=1000,梯形面积 = (上底 + 下底) × 高 ÷ 2 = (32 + 48) × 25 ÷ 2 = 80 × 25 ÷ 2 = 2000 ÷ 2 = 1000（平方米）。,,,,,,,
MPPQ-364,P5,lower,short-answer,Exam,第194小组：一个长方体长5厘米、宽5厘米、高4厘米，体积是多少？,,100立方厘米,100立方厘米,长方体体积=长x宽x高，5x5x4=100立方厘米。,,,,,,,
MPPQ-365,P5,upper,short-answer,Exam,妈妈买了 3 千克苹果和 2 千克梨，共付 25.6 元。已知每千克苹果 4.8 元，设每千克梨 x 元。写出等量关系，并列出方程。,,等量关系：苹果总价 + 梨总价 = 总付钱数；方程：4.8 × 3 + 2x = 25.6,等量关系：苹果总价 + 梨总价 = 总付钱数；方程：4.8 × 3 + 2x = 25.6 | 苹果总价+梨总价=总付钱数；4.8×3+2x=25.6,苹果总价 = 4.8 × 3，梨总价 = 2x，两者之和等于 25.6。,,,,,,,
MPPQ-366,P5,upper,fill-in,Core,第67小组：一个三角形的底是13厘米，高是10厘米，面积是多少？,,65平方厘米,65平方厘米,三角形面积=底x高÷2，13x10÷2=65平方厘米。,,,,,,,
MPPQ-367,P5,upper,short-answer,Foundation,一种牛奶每盒 2.85 元，超市促销“买四送一”。王阿姨要买 20 盒，最少需要花多少钱？,,45.6元,45.6元 | 45.6,买四送一，即花4盒的钱得5盒。20盒里面有20÷5=4组，每组需付4×2.85=11.4元，总价=11.4×4=45.6元。,,,,,,,
MPPQ-368,P5,upper,multiple-choice,Foundation,第11小组：解方程：3x+10=37。x是多少？,8 | 27 | 9 | 10,9,9,先算37-10=27，再算27÷3=9。,,,,,,,
MPPQ-369,P5,lower,fill-in,Core,计算：\frac{5}{6} - \frac{3}{8} = \frac{()}{()} （填写最简分数）。,,\frac{11}{24},\frac{11}{24} | 11/24,通分：\frac{5}{6}=\frac{20}{24}，\frac{3}{8}=\frac{9}{24}，相减得 \frac{11}{24}，已是最简。,,,,,,,
MPPQ-370,P5,lower,fill-in,Core,第108小组：计算：1/6+1/6=？,,1/3,1/3,分母相同，分子相加：2/6=1/3。,,,,,,,
MPPQ-371,P5,lower,fill-in,Foundation,把 24/36 化成最简分数。,,2/3,2/3,"找出分子 24 和分母 36 的最大公因数。24 的因数有 1,2,3,4,6,8,12,24；36 的因数有 1,2,3,4,6,9,12,18,36。公因数有 1,2,3,4,6,12，最大公因数是 12。分子分母同时除以 12，24÷12=2，36÷12=3，得到 2/3。",,,,,,,
MPPQ-372,P5,lower,short-answer,Challenge,第165小组：一个长方体长6厘米、宽2厘米、高5厘米，体积是多少？,,60立方厘米,60立方厘米,长方体体积=长x宽x高，6x2x5=60立方厘米。,,,,,,,
MPPQ-373,P5,lower,multiple-choice,Challenge,用5个同样的小正方体搭成一个立体图形，从正面看是“田”字形（上下两行，每行两个正方形），从左面看是“L”形（下面两个正方形，上面一个正方形在右侧）。符合要求的立体图形是哪一个？,第一层放4个小正方体排成田字，第二层在左上角放1个 | 第一层放4个小正方体排成田字，第二层在右上角放1个 | 第一层放3个小正方体排成一行，第二层在前面放2个并排 | 第一层放4个小正方体排成田字，第二层在左下角放1个,第一层放4个小正方体排成田字，第二层在右上角放1个,第一层放4个小正方体排成田字，第二层在右上角放1个,从正面看是田字，说明有两层，每层两个并排。从左面看是L形，下面两个上面一个在右侧，说明从左边看，下面一排有两个，上面只有一个在右边。选项B：第一层田字，第二层右上角放一个，从正面看是田字，从左面看，下面两个（第一层左边一列的两个），上面一个在右边（第二层右上角），符合L形。其他选项不符合。,,,,,,,
MPPQ-374,P5,lower,short-answer,Core,第138小组：计算：1/6+1/6=？,,1/3,1/3,分母相同，分子相加：2/6=1/3。,,,,,,,
MPPQ-375,P5,lower,multiple-choice,Core,从一个方向观察一个长方体，最多能看到几个面？,1个 | 2个 | 3个 | 4个,3个,3个,从一个方向观察长方体，最多同时看到三个面，例如从某个角观察。,,,,,,,
MPPQ-376,P5,lower,short-answer,Exam,第195小组：一个长方体长6厘米、宽2厘米、高3厘米，体积是多少？,,36立方厘米,36立方厘米,长方体体积=长x宽x高，6x2x3=36立方厘米。,,,,,,,
MPPQ-377,P5,lower,multiple-choice,Exam,一个长方体纸盒，长 8 厘米，宽 5 厘米，高 4 厘米。做这个纸盒至少需要多少平方厘米的硬纸板？,160 平方厘米 | 184 平方厘米 | 240 平方厘米 | 320 平方厘米,184 平方厘米,184 平方厘米,求需要多少硬纸板是求表面积。长方体表面积 = (长×宽 + 长×高 + 宽×高)×2。长 8 宽 5 高 4，计算：(8×5 + 8×4 + 5×4)×2 = (40 + 32 + 20)×2 = 92×2 = 184 平方厘米。,,,,,,,
MPPQ-378,P5,upper,fill-in,Core,第68小组：一个三角形的底是14厘米，高是4厘米，面积是多少？,,28平方厘米,28平方厘米,三角形面积=底x高÷2，14x4÷2=28平方厘米。,,,,,,,
MPPQ-379,P5,lower,multiple-choice,Foundation,下面哪个图形是轴对称图形？,平行四边形 | 梯形 | 等腰三角形 | 一般三角形,等腰三角形,等腰三角形,轴对称图形是指沿一条直线对折后两边完全重合。等腰三角形沿底边上的高对折，两边完全重合，是轴对称图形。平行四边形不是轴对称图形（除非是菱形等特殊情况，但一般平行四边形不是）。梯形中只有等腰梯形是轴对称图形，一般梯形不是。一般三角形通常不是轴对称图形。,,,,,,,
MPPQ-380,P5,upper,multiple-choice,Foundation,第12小组：解方程：4x+4=16。x是多少？,12 | 3 | 4 | 2,3,3,先算16-4=12，再算12÷4=3。,,,,,,,
MPPQ-381,P5,lower,short-answer,Challenge,一桶油重 3/4 千克，用去了 1/6 千克，还剩多少千克？,,7/12,7/12,这是异分母分数减法。3/4 和 1/6 分母不同，先通分。4 和 6 的最小公倍数是 12。3/4 = 9/12，1/6 = 2/12。9/12 - 2/12 = 7/12。所以还剩 7/12 千克。,,,,,,,
MPPQ-382,P5,lower,fill-in,Core,第109小组：计算：2/7+3/7=？,,5/7,5/7,分母相同，分子相加：5/7=5/7。,,,,,,,
MPPQ-383,P5,lower,short-answer,Core,写出一个同时是2、5、3的倍数的最小三位数。,,120,120,同时是2和5的倍数，个位为0；是3的倍数，各位数字之和为3的倍数。最小三位数且个位为0，百位最小为1，十位为2时1+2+0=3满足，故为120。,,,,,,,
MPPQ-384,P5,lower,short-answer,Challenge,第166小组：一个长方体长7厘米、宽4厘米、高4厘米，体积是多少？,,112立方厘米,112立方厘米,长方体体积=长x宽x高，7x4x4=112立方厘米。,,,,,,,
MPPQ-385,P5,lower,short-answer,Foundation,从0、3、4、5中选出三个数字组成三位数，要求既是2的倍数又是5的倍数。这样的三位数共有几个？请写出所有符合条件的三位数。,,2个；340、430、450、540（任选两个，但必须包含340和430或450和540等，实际上共有4个：340、430、450、540）,2个；340、430、450、540（任选两个，但必须包含340和430或450和540等，实际上共有4个：340、430、450、540） | 2个；340、430 | 2个；450、540 | 4个；340、430、450、540,既是2的倍数又是5的倍数，个位必须是0。从剩下的3、4、5中选两个数字放在百位和十位，可以组成340、430、450、540，共4个。题目要求写出所有符合条件的三位数，所以答案是4个。,,,,,,,
MPPQ-386,P5,lower,short-answer,Core,第139小组：计算：2/7+3/7=？,,5/7,5/7,分母相同，分子相加：5/7=5/7。,,,,,,,
MPPQ-387,P5,upper,fill-in,Core,计算 0.72 × 5.3 时，先按整数乘法算出 72 × 53 = 3816，两个因数一共有______位小数，所以积是______。,,"三,3.816","三,3.816 | 3,3.816",0.72 有两位小数，5.3 有一位小数，共三位小数，所以从 3816 右边起数出三位点上小数点，得到 3.816。,,,,,,,
MPPQ-388,P5,lower,short-answer,Exam,第196小组：一个长方体长7厘米、宽4厘米、高2厘米，体积是多少？,,56立方厘米,56立方厘米,长方体体积=长x宽x高，7x4x2=56立方厘米。,,,,,,,
MPPQ-389,P5,upper,fill-in,Foundation,盒子里有 5 个红球、3 个蓝球和 2 个黄球，除颜色外完全相同。任意摸出一个球，摸出（    ）球的可能性最大，摸出（    ）球的可能性最小。,,"红, 黄","红, 黄",红球数量最多（5 个），所以摸出红球的可能性最大；黄球数量最少（2 个），所以摸出黄球的可能性最小。,,,,,,,
MPPQ-390,P5,upper,fill-in,Core,第69小组：一个三角形的底是15厘米，高是6厘米，面积是多少？,,45平方厘米,45平方厘米,三角形面积=底x高÷2，15x6÷2=45平方厘米。,,,,,,,
MPPQ-391,P5,upper,multiple-choice,Core,下列哪个方程的解是 x=5？,2x + 3 = 13 | 3x - 4 = 10 | 4x + 5 = 24 | 5x - 6 = 20,2x + 3 = 13,2x + 3 = 13,将 x=5 代入各选项：A. 2×5+3=13，成立；B. 3×5-4=11，不等于 10；C. 4×5+5=25，不等于 24；D. 5×5-6=19，不等于 20。所以选 A。,,,,,,,
MPPQ-392,P5,upper,multiple-choice,Foundation,第13小组：解方程：5x+7=32。x是多少？,5 | 6 | 4 | 25,5,5,先算32-7=25，再算25÷5=5。,,,,,,,
MPPQ-393,P5,upper,multiple-choice,Foundation,"小华在教室里的座位是第4列第3行，用数对表示是（4,3）。小红坐在小华的正后方第一个位置，小红的座位用数对表示是（    ）。","（4,4） | （4,2） | （5,3） | （3,4）","（4,4）","（4,4）","数对中第一个数表示列，第二个数表示行。正后方第一个位置列不变，行数加1，所以是（4,4）。",,,,,,,
MPPQ-394,P5,lower,fill-in,Core,第110小组：计算：3/8+2/8=？,,5/8,5/8,分母相同，分子相加：5/8=5/8。,,,,,,,
MPPQ-395,P5,upper,short-answer,Challenge,小马虎在计算一道小数除法时，把被除数 12.6 错看成了 126，得到的商比正确的商多 10.5。正确的商是多少？,,1.05,1.05,设除数为 d，正确的商为 12.6 ÷ d，错误的商为 126 ÷ d。错误的商比正确的商多 10.5，即 126 ÷ d - 12.6 ÷ d = 10.5，化简得 (126 - 12.6) ÷ d = 10.5，113.4 ÷ d = 10.5，d = 113.4 ÷ 10.5 = 10.8。正确的商 = 12.6 ÷ 10.8 = 1.05。,,,,,,,
MPPQ-396,P5,lower,short-answer,Challenge,第167小组：一个长方体长8厘米、宽6厘米、高3厘米，体积是多少？,,144立方厘米,144立方厘米,长方体体积=长x宽x高，8x6x3=144立方厘米。,,,,,,,
MPPQ-397,P5,upper,short-answer,Core,一条马路长 400 米，在它的一侧从头到尾每隔 20 米栽一棵树，两端都栽。一共要栽多少棵树？,,21棵,21棵 | 21,两端都栽：棵数=间隔数+1。间隔数=总长÷间距=400÷20=20，所以棵数=20+1=21棵。,,,,,,,
MPPQ-398,P5,lower,short-answer,Core,第140小组：计算：3/8+2/8=？,,5/8,5/8,分母相同，分子相加：5/8=5/8。,,,,,,,
MPPQ-399,P5,upper,short-answer,Foundation,估算：9.8 × 5.1 的结果大约是多少？请写出估算过程。,,50,50 | 约50 | 大约50,把9.8看作10，5.1看作5，10 × 5 = 50，所以结果大约是50。,,,,,,,
MPPQ-400,P5,lower,short-answer,Exam,第197小组：一个长方体长8厘米、宽6厘米、高5厘米，体积是多少？,,240立方厘米,240立方厘米,长方体体积=长x宽x高，8x6x5=240立方厘米。,,,,,,,
MPPQ-401,P6,lower,fill-in,Challenge,在比例里，两个外项的积是最小的合数，一个内项是0.5，另一个内项是（    ）。,,8,8 | 8.0,最小的合数是4。在比例中，两个外项的积等于两个内项的积。已知两个外项的积是4，一个内项是0.5，那么另一个内项就是4÷0.5=8。,,,,,,,
MPPQ-402,P6,lower,fill-in,Core,第104小组：把30升饮料按2:3分成两部分，较大的部分是多少升？,,18升,18升,一共有5份，每份30÷5=6升，较大部分是3x6=18升。,,,,,,,
MPPQ-403,P6,lower,fill-in,Core,某班学生人数在40到50之间，男生人数与女生人数的比是5:6。这个班男生有（    ）人，女生有（    ）人。,,"20, 24","20, 24 | 20人，24人 | 20和24",男生与女生人数比是5:6，总份数为5+6=11。总人数是11的倍数，且在40到50之间，只能是44人。每份44÷11=4人。男生5×4=20人，女生6×4=24人。,,,,,,,
MPPQ-404,P6,lower,short-answer,Challenge,第168小组：气温是-10°C，升高3°C后是多少摄氏度？,,-7°C,-7°C | -7 | -7摄氏度 | -7度 | -7 degrees Celsius,-10+3=-7，所以新的气温是-7°C。,,,,,,,
MPPQ-405,P6,lower,fill-in,Exam,一个圆锥形沙堆，底面周长为18.84米，高为1.5米。如果每立方米沙重1.7吨，这堆沙大约重多少吨？（π取3.14，结果保留整数）,,24,24 | 24吨,底面半径=周长÷(2π)=18.84÷(2×3.14)=3米。圆锥体积=1/3×πr²h=1/3×3.14×3²×1.5=14.13立方米。沙重=14.13×1.7=24.021吨≈24吨。,,,,,,,
MPPQ-406,P6,lower,short-answer,Core,第156小组：气温是-10°C，升高3°C后是多少摄氏度？,,-7°C,-7°C | -7 | -7摄氏度 | -7度 | -7 degrees Celsius,-10+3=-7，所以新的气温是-7°C。,,,,,,,
MPPQ-407,P6,lower,fill-in,Foundation,一个圆柱的底面半径是3厘米，高是10厘米。它的侧面积是（    ）平方厘米，表面积是（    ）平方厘米。,,"188.4, 244.92","188.4, 244.92 | 188.4平方厘米，244.92平方厘米",侧面积=底面周长×高=2×3.14×3×10=188.4平方厘米。底面积=3.14×3²=28.26平方厘米。表面积=侧面积+2×底面积=188.4+2×28.26=244.92平方厘米。,,,,,,,
MPPQ-408,P6,lower,short-answer,Exam,第192小组：气温是-10°C，升高3°C后是多少摄氏度？,,-7°C,-7°C | -7 | -7摄氏度 | -7度 | -7 degrees Celsius,-10+3=-7，所以新的气温是-7°C。,,,,,,,
MPPQ-409,P6,lower,multiple-choice,Challenge,某天，甲地的气温是-5℃，乙地的气温是2℃。下列说法正确的是（    ）。,甲地比乙地冷，温差是7℃ | 甲地比乙地冷，温差是3℃ | 乙地比甲地冷，温差是7℃ | 乙地比甲地冷，温差是3℃,甲地比乙地冷，温差是7℃,甲地比乙地冷，温差是7℃,甲地-5℃比乙地2℃低，所以甲地更冷。温差 = 2 - (-5) = 7℃。,,,,,,,
MPPQ-410,P6,upper,fill-in,Core,第61小组：点A的横坐标是2，纵坐标是0，请写出它的数对。,,"(2, 0)","(2, 0)","数对按（横坐标，纵坐标）书写，所以A是(2, 0)。",,,,,,,
MPPQ-411,P6,lower,multiple-choice,Core,某天，甲地的气温是-5℃，乙地的气温是2℃。下列说法正确的是（ ）。,甲地比乙地冷，因为-5<2 | 甲地比乙地暖和，因为5>2 | 甲地和乙地一样冷 | 无法比较,甲地比乙地冷，因为-5<2,甲地比乙地冷，因为-5<2,负数比较大小：绝对值大的负数反而小。-5℃比0℃低5度，2℃比0℃高2度，因此-5℃<2℃，甲地更冷。,,,,,,,
MPPQ-412,P6,upper,multiple-choice,Foundation,第11小组：190的50%是多少？,90 | 96 | 95 | 100,95,95,50%表示50/100，所以190x50/100=95。,,,,,,,
MPPQ-413,P6,lower,multiple-choice,Exam,把红、黄、蓝、绿四种颜色的球各10个放入一个袋子里。至少取出多少个球，才能保证取到两个颜色相同的球？,4 | 5 | 11 | 21,5,5,最不利情况是每种颜色各取1个，共4个球，此时没有两个颜色相同。再取任意一个球，一定会与已有的一种颜色相同，所以至少取出5个球。,,,,,,,
MPPQ-414,P6,lower,fill-in,Core,第105小组：把10升饮料按2:3分成两部分，较大的部分是多少升？,,6升,6升,一共有5份，每份10÷5=2升，较大部分是3x2=6升。,,,,,,,
